InvoiceID,SubscriptionID,CustomerID,InvoiceDate,InvoiceAmount,PaymentDate,PaymentStatus
INV0034075,SUB002294,CU002294,2026-05-01,143.48,2026-05-04,Paid
INV0034076,SUB002294,CU002294,2026-06-01,143.48,2026-06-09,Paid
INV0034077,SUB002294,CU002294,2026-07-01,143.48,2026-07-12,Paid
INV0034078,SUB002294,CU002294,2026-08-01,143.48,2026-08-01,Paid
INV0034079,SUB002295,CU002295,2022-11-01,4789.44,2022-11-01,Paid
INV0034080,SUB002295,CU002295,2023-11-01,4789.44,2023-11-06,Paid
INV0034081,SUB002295,CU002295,2024-11-01,4789.44,2024-11-01,Paid
INV0034082,SUB002295,CU002295,2025-11-01,4789.44,2025-11-01,Paid
INV0034083,SUB002296,CU002296,2023-11-01,547.8,2023-11-03,Paid
INV0034084,SUB002296,CU002296,2024-11-01,547.8,2024-11-02,Paid
INV0034085,SUB002296,CU002296,2025-11-01,547.8,2025-11-02,Paid
INV0034086,SUB002297,CU002297,2023-08-01,15714.12,2023-08-06,Paid
INV0034087,SUB002297,CU002297,2024-08-01,15714.12,2024-08-03,Paid
INV0034088,SUB002297,CU002297,2025-08-01,15714.12,2025-08-10,Paid
INV0034089,SUB002297,CU002297,2026-08-01,15714.12,2026-08-14,Paid
INV0034090,SUB002298,CU002298,2023-03-01,556.08,2023-03-01,Paid
INV0034091,SUB002298,CU002298,2024-03-01,556.08,2024-03-08,Paid
INV0034092,SUB002298,CU002298,2025-03-01,556.08,2025-03-06,Paid
INV0034093,SUB002298,CU002298,2026-03-01,556.08,2026-03-01,Paid
INV0034094,SUB002299,CU002299,2023-01-01,1557.36,2023-01-11,Paid
INV0034095,SUB002299,CU002299,2024-01-01,1557.36,2024-01-18,Paid
INV0034096,SUB002299,CU002299,2025-01-01,1557.36,2025-01-01,Paid
INV0034097,SUB002300,CU002300,2023-02-01,43.72,2023-02-04,Paid
INV0034098,SUB002300,CU002300,2023-03-01,43.72,2023-03-01,Paid
INV0034099,SUB002300,CU002300,2023-04-01,43.72,2023-04-01,Paid
INV0034100,SUB002300,CU002300,2023-05-01,43.72,2023-05-09,Paid
INV0034101,SUB002300,CU002300,2023-06-01,43.72,2023-06-01,Paid
INV0034102,SUB002300,CU002300,2023-07-01,43.72,2023-07-10,Paid
INV0034103,SUB002300,CU002300,2023-08-01,43.72,,Failed
INV0034104,SUB002300,CU002300,2023-09-01,43.72,2023-09-04,Paid
INV0034105,SUB002301,CU002301,2023-01-01,364.69,2023-01-04,Paid
INV0034106,SUB002301,CU002301,2023-02-01,364.69,2023-02-03,Paid
INV0034107,SUB002301,CU002301,2023-03-01,364.69,2023-03-11,Paid
INV0034108,SUB002301,CU002301,2023-04-01,364.69,2023-04-06,Paid
INV0034109,SUB002301,CU002301,2023-05-01,364.69,2023-05-07,Paid
INV0034110,SUB002301,CU002301,2023-06-01,364.69,2023-06-17,Paid
INV0034111,SUB002301,CU002301,2023-07-01,364.69,2023-07-06,Paid
INV0034112,SUB002301,CU002301,2023-08-01,364.69,2023-08-14,Paid
INV0034113,SUB002301,CU002301,2023-09-01,364.69,2023-09-07,Paid
INV0034114,SUB002301,CU002301,2023-10-01,364.69,2023-10-01,Paid
INV0034115,SUB002301,CU002301,2023-11-01,364.69,2023-11-01,Paid
INV0034116,SUB002301,CU002301,2023-12-01,364.69,2023-12-01,Paid
INV0034117,SUB002301,CU002301,2024-01-01,364.69,2024-01-06,Paid
INV0034118,SUB002301,CU002301,2024-02-01,364.69,2024-02-09,Paid
INV0034119,SUB002301,CU002301,2024-03-01,364.69,,Failed
INV0034120,SUB002301,CU002301,2024-04-01,364.69,2024-04-14,Paid
INV0034121,SUB002301,CU002301,2024-05-01,364.69,2024-05-05,Paid
INV0034122,SUB002301,CU002301,2024-06-01,364.69,,Failed
INV0034123,SUB002301,CU002301,2024-07-01,364.69,2024-07-07,Paid
INV0034124,SUB002301,CU002301,2024-08-01,364.69,2024-08-07,Paid
INV0034125,SUB002301,CU002301,2024-09-01,364.69,2024-09-03,Paid
INV0034126,SUB002301,CU002301,2024-10-01,364.69,2024-10-17,Paid
INV0034127,SUB002301,CU002301,2024-11-01,364.69,2024-11-01,Paid
INV0034128,SUB002301,CU002301,2024-12-01,364.69,2024-12-17,Paid
INV0034129,SUB002301,CU002301,2025-01-01,364.69,2025-01-02,Paid
INV0034130,SUB002301,CU002301,2025-02-01,364.69,2025-02-13,Paid
INV0034131,SUB002301,CU002301,2025-03-01,364.69,,Failed
INV0034132,SUB002301,CU002301,2025-04-01,364.69,2025-04-01,Paid
INV0034133,SUB002301,CU002301,2025-05-01,364.69,2025-05-09,Paid
INV0034134,SUB002301,CU002301,2025-06-01,364.69,2025-06-12,Paid
INV0034135,SUB002301,CU002301,2025-07-01,364.69,2025-07-01,Paid
INV0034136,SUB002301,CU002301,2025-08-01,364.69,2025-08-01,Paid
INV0034137,SUB002301,CU002301,2025-09-01,364.69,2025-09-05,Paid
INV0034138,SUB002301,CU002301,2025-10-01,364.69,2025-10-01,Paid
INV0034139,SUB002301,CU002301,2025-11-01,364.69,2025-11-17,Paid
INV0034140,SUB002301,CU002301,2025-12-01,364.69,2025-12-18,Paid
INV0034141,SUB002301,CU002301,2026-01-01,364.69,2026-01-01,Paid
INV0034142,SUB002301,CU002301,2026-02-01,364.69,2026-02-13,Paid
INV0034143,SUB002301,CU002301,2026-03-01,364.69,2026-03-01,Paid
INV0034144,SUB002301,CU002301,2026-04-01,364.69,2026-04-05,Paid
INV0034145,SUB002301,CU002301,2026-05-01,364.69,2026-05-01,Paid
INV0034146,SUB002301,CU002301,2026-06-01,364.69,2026-06-07,Paid
INV0034147,SUB002301,CU002301,2026-07-01,364.69,2026-07-05,Paid
INV0034148,SUB002301,CU002301,2026-08-01,364.69,2026-08-01,Paid
INV0034149,SUB002302,CU002302,2022-12-01,544.08,2022-12-02,Paid
INV0034150,SUB002302,CU002302,2023-12-01,544.08,2023-12-06,Paid
INV0034151,SUB002302,CU002302,2024-12-01,544.08,2024-12-06,Paid
INV0034152,SUB002302,CU002302,2025-12-01,544.08,2025-12-13,Paid
INV0034153,SUB002303,CU002303,2024-10-01,55.02,2024-10-01,Paid
INV0034154,SUB002303,CU002303,2024-11-01,55.02,2024-11-01,Paid
INV0034155,SUB002303,CU002303,2024-12-01,55.02,2024-12-03,Paid
INV0034156,SUB002303,CU002303,2025-01-01,55.02,2025-01-02,Paid
INV0034157,SUB002303,CU002303,2025-02-01,55.02,2025-02-11,Paid
INV0034158,SUB002303,CU002303,2025-03-01,55.02,2025-03-01,Paid
INV0034159,SUB002303,CU002303,2025-04-01,55.02,2025-04-01,Paid
INV0034160,SUB002303,CU002303,2025-05-01,55.02,2025-05-01,Paid
INV0034161,SUB002303,CU002303,2025-06-01,55.02,2025-06-06,Paid
INV0034162,SUB002303,CU002303,2025-07-01,55.02,2025-07-01,Paid
INV0034163,SUB002303,CU002303,2025-08-01,55.02,2025-08-10,Paid
INV0034164,SUB002303,CU002303,2025-09-01,55.02,2025-09-07,Paid
INV0034165,SUB002303,CU002303,2025-10-01,55.02,2025-10-12,Paid
INV0034166,SUB002303,CU002303,2025-11-01,55.02,2025-11-01,Paid
INV0034167,SUB002303,CU002303,2025-12-01,55.02,2025-12-04,Paid
INV0034168,SUB002303,CU002303,2026-01-01,55.02,2026-01-07,Paid
INV0034169,SUB002303,CU002303,2026-02-01,55.02,2026-02-01,Paid
INV0034170,SUB002303,CU002303,2026-03-01,55.02,2026-03-07,Paid
INV0034171,SUB002303,CU002303,2026-04-01,55.02,,Failed
INV0034172,SUB002303,CU002303,2026-05-01,55.02,2026-05-01,Paid
INV0034173,SUB002303,CU002303,2026-06-01,55.02,2026-06-01,Paid
INV0034174,SUB002303,CU002303,2026-07-01,55.02,2026-07-09,Paid
INV0034175,SUB002303,CU002303,2026-08-01,55.02,2026-08-01,Paid
INV0034176,SUB002304,CU002304,2023-03-01,59.26,2023-03-05,Paid
INV0034177,SUB002304,CU002304,2023-04-01,59.26,2023-04-01,Paid
INV0034178,SUB002304,CU002304,2023-05-01,59.26,2023-05-01,Paid
INV0034179,SUB002304,CU002304,2023-06-01,59.26,2023-06-05,Paid
INV0034180,SUB002304,CU002304,2023-07-01,59.26,2023-07-23,Paid
INV0034181,SUB002304,CU002304,2023-08-01,59.26,2023-08-01,Paid
INV0034182,SUB002304,CU002304,2023-09-01,59.26,2023-09-06,Paid
INV0034183,SUB002304,CU002304,2023-10-01,59.26,2023-10-05,Paid
INV0034184,SUB002304,CU002304,2023-11-01,59.26,2023-11-03,Paid
INV0034185,SUB002304,CU002304,2023-12-01,59.26,2023-12-01,Paid
INV0034186,SUB002304,CU002304,2024-01-01,59.26,2024-01-10,Paid
INV0034187,SUB002304,CU002304,2024-02-01,59.26,2024-02-10,Paid
INV0034188,SUB002304,CU002304,2024-03-01,59.26,2024-03-06,Paid
INV0034189,SUB002304,CU002304,2024-04-01,59.26,2024-04-01,Paid
INV0034190,SUB002304,CU002304,2024-05-01,59.26,2024-05-02,Paid
INV0034191,SUB002304,CU002304,2024-06-01,59.26,2024-06-04,Paid
INV0034192,SUB002304,CU002304,2024-07-01,59.26,2024-07-01,Paid
INV0034193,SUB002304,CU002304,2024-08-01,59.26,2024-08-03,Paid
INV0034194,SUB002304,CU002304,2024-09-01,59.26,2024-09-06,Paid
INV0034195,SUB002304,CU002304,2024-10-01,59.26,2024-10-01,Paid
INV0034196,SUB002304,CU002304,2024-11-01,59.26,2024-11-10,Paid
INV0034197,SUB002304,CU002304,2024-12-01,59.26,2024-12-03,Paid
INV0034198,SUB002304,CU002304,2025-01-01,59.26,2025-01-04,Paid
INV0034199,SUB002304,CU002304,2025-02-01,59.26,2025-02-15,Paid
INV0034200,SUB002304,CU002304,2025-03-01,59.26,2025-03-12,Paid
INV0034201,SUB002304,CU002304,2025-04-01,59.26,2025-04-08,Paid
INV0034202,SUB002304,CU002304,2025-05-01,59.26,2025-05-05,Paid
INV0034203,SUB002304,CU002304,2025-06-01,59.26,2025-06-04,Paid
INV0034204,SUB002304,CU002304,2025-07-01,59.26,2025-07-01,Paid
INV0034205,SUB002304,CU002304,2025-08-01,59.26,2025-08-09,Paid
INV0034206,SUB002304,CU002304,2025-09-01,59.26,,Failed
INV0034207,SUB002304,CU002304,2025-10-01,59.26,2025-10-01,Paid
INV0034208,SUB002304,CU002304,2025-11-01,59.26,2025-11-22,Paid
INV0034209,SUB002304,CU002304,2025-12-01,59.26,2025-12-01,Paid
INV0034210,SUB002304,CU002304,2026-01-01,59.26,2026-01-09,Paid
INV0034211,SUB002304,CU002304,2026-02-01,59.26,2026-02-01,Paid
INV0034212,SUB002304,CU002304,2026-03-01,59.26,2026-03-17,Paid
INV0034213,SUB002304,CU002304,2026-04-01,59.26,2026-04-08,Paid
INV0034214,SUB002304,CU002304,2026-05-01,59.26,2026-05-01,Paid
INV0034215,SUB002304,CU002304,2026-06-01,59.26,2026-06-06,Paid
INV0034216,SUB002304,CU002304,2026-07-01,59.26,2026-07-01,Paid
INV0034217,SUB002304,CU002304,2026-08-01,59.26,2026-08-01,Paid
INV0034218,SUB002305,CU002305,2023-02-01,184.14,2023-02-09,Paid
INV0034219,SUB002305,CU002305,2023-03-01,184.14,2023-03-01,Paid
INV0034220,SUB002305,CU002305,2023-04-01,184.14,2023-04-19,Paid
INV0034221,SUB002305,CU002305,2023-05-01,184.14,2023-05-07,Paid
INV0034222,SUB002305,CU002305,2023-06-01,184.14,2023-06-01,Paid
INV0034223,SUB002305,CU002305,2023-07-01,184.14,2023-07-15,Paid
INV0034224,SUB002305,CU002305,2023-08-01,184.14,2023-08-06,Paid
INV0034225,SUB002305,CU002305,2023-09-01,184.14,,Failed
INV0034226,SUB002305,CU002305,2023-10-01,184.14,2023-10-07,Paid
INV0034227,SUB002305,CU002305,2023-11-01,184.14,2023-11-06,Paid
INV0034228,SUB002305,CU002305,2023-12-01,184.14,2023-12-06,Paid
INV0034229,SUB002305,CU002305,2024-01-01,184.14,2024-01-03,Paid
INV0034230,SUB002305,CU002305,2024-02-01,184.14,2024-02-03,Paid
INV0034231,SUB002305,CU002305,2024-03-01,184.14,2024-03-01,Paid
INV0034232,SUB002305,CU002305,2024-04-01,184.14,2024-04-04,Paid
INV0034233,SUB002305,CU002305,2024-05-01,184.14,2024-05-05,Paid
INV0034234,SUB002305,CU002305,2024-06-01,184.14,2024-06-01,Paid
INV0034235,SUB002305,CU002305,2024-07-01,184.14,2024-07-04,Paid
INV0034236,SUB002305,CU002305,2024-08-01,184.14,2024-08-09,Paid
INV0034237,SUB002305,CU002305,2024-09-01,184.14,2024-09-03,Paid
INV0034238,SUB002305,CU002305,2024-10-01,184.14,2024-10-18,Paid
INV0034239,SUB002305,CU002305,2024-11-01,184.14,2024-11-01,Paid
INV0034240,SUB002306,CU002306,2023-06-01,53.62,2023-06-01,Paid
INV0034241,SUB002306,CU002306,2023-07-01,53.62,2023-07-06,Paid
INV0034242,SUB002306,CU002306,2023-08-01,53.62,2023-08-18,Paid
INV0034243,SUB002306,CU002306,2023-09-01,53.62,2023-09-15,Paid
INV0034244,SUB002306,CU002306,2023-10-01,53.62,2023-10-02,Paid
INV0034245,SUB002306,CU002306,2023-11-01,53.62,2023-11-08,Paid
INV0034246,SUB002306,CU002306,2023-12-01,53.62,2023-12-01,Paid
INV0034247,SUB002306,CU002306,2024-01-01,53.62,2024-01-01,Paid
INV0034248,SUB002306,CU002306,2024-02-01,53.62,2024-02-07,Paid
INV0034249,SUB002306,CU002306,2024-03-01,53.62,2024-03-05,Paid
INV0034250,SUB002306,CU002306,2024-04-01,53.62,2024-04-12,Paid
INV0034251,SUB002306,CU002306,2024-05-01,53.62,2024-05-09,Paid
INV0034252,SUB002306,CU002306,2024-06-01,53.62,2024-06-10,Paid
INV0034253,SUB002306,CU002306,2024-07-01,53.62,2024-07-02,Paid
INV0034254,SUB002306,CU002306,2024-08-01,53.62,2024-08-05,Paid
INV0034255,SUB002306,CU002306,2024-09-01,53.62,2024-09-13,Paid
INV0034256,SUB002306,CU002306,2024-10-01,53.62,2024-10-08,Paid
INV0034257,SUB002306,CU002306,2024-11-01,53.62,2024-11-02,Paid
INV0034258,SUB002306,CU002306,2024-12-01,53.62,2024-12-01,Paid
INV0034259,SUB002306,CU002306,2025-01-01,53.62,2025-01-02,Paid
INV0034260,SUB002306,CU002306,2025-02-01,53.62,2025-02-03,Paid
INV0034261,SUB002306,CU002306,2025-03-01,53.62,2025-03-01,Paid
INV0034262,SUB002306,CU002306,2025-04-01,53.62,2025-04-03,Paid
INV0034263,SUB002306,CU002306,2025-05-01,53.62,2025-05-06,Paid
INV0034264,SUB002306,CU002306,2025-06-01,53.62,2025-06-08,Paid
INV0034265,SUB002306,CU002306,2025-07-01,53.62,2025-07-16,Paid
INV0034266,SUB002306,CU002306,2025-08-01,53.62,2025-08-16,Paid
INV0034267,SUB002306,CU002306,2025-09-01,53.62,2025-09-15,Paid
INV0034268,SUB002306,CU002306,2025-10-01,53.62,2025-10-01,Paid
INV0034269,SUB002306,CU002306,2025-11-01,53.62,2025-11-05,Paid
INV0034270,SUB002306,CU002306,2025-12-01,53.62,2025-12-05,Paid
INV0034271,SUB002306,CU002306,2026-01-01,53.62,2026-01-08,Paid
INV0034272,SUB002306,CU002306,2026-02-01,53.62,2026-02-07,Paid
INV0034273,SUB002306,CU002306,2026-03-01,53.62,2026-03-01,Paid
INV0034274,SUB002306,CU002306,2026-04-01,53.62,2026-04-15,Paid
INV0034275,SUB002306,CU002306,2026-05-01,53.62,2026-05-05,Paid
INV0034276,SUB002306,CU002306,2026-06-01,53.62,2026-06-10,Paid
INV0034277,SUB002306,CU002306,2026-07-01,53.62,2026-07-01,Paid
INV0034278,SUB002306,CU002306,2026-08-01,53.62,2026-08-01,Paid
INV0034279,SUB002307,CU002307,2023-03-01,59.69,2023-03-01,Paid
INV0034280,SUB002307,CU002307,2023-04-01,59.69,2023-04-05,Paid
INV0034281,SUB002307,CU002307,2023-05-01,59.69,2023-05-01,Paid
INV0034282,SUB002307,CU002307,2023-06-01,59.69,2023-06-04,Paid
INV0034283,SUB002307,CU002307,2023-07-01,59.69,2023-07-06,Paid
INV0034284,SUB002307,CU002307,2023-08-01,59.69,2023-08-05,Paid
INV0034285,SUB002307,CU002307,2023-09-01,59.69,2023-09-01,Paid
INV0034286,SUB002307,CU002307,2023-10-01,59.69,2023-10-08,Paid
INV0034287,SUB002307,CU002307,2023-11-01,59.69,2023-11-02,Paid
INV0034288,SUB002307,CU002307,2023-12-01,59.69,2023-12-07,Paid
INV0034289,SUB002307,CU002307,2024-01-01,59.69,2024-01-23,Paid
INV0034290,SUB002307,CU002307,2024-02-01,59.69,2024-02-01,Paid
INV0034291,SUB002307,CU002307,2024-03-01,59.69,2024-03-02,Paid
INV0034292,SUB002307,CU002307,2024-04-01,59.69,2024-04-01,Paid
INV0034293,SUB002307,CU002307,2024-05-01,59.69,2024-05-02,Paid
INV0034294,SUB002307,CU002307,2024-06-01,59.69,2024-06-01,Paid
INV0034295,SUB002307,CU002307,2024-07-01,59.69,2024-07-04,Paid
INV0034296,SUB002307,CU002307,2024-08-01,59.69,2024-08-01,Paid
INV0034297,SUB002307,CU002307,2024-09-01,59.69,2024-09-11,Paid
INV0034298,SUB002307,CU002307,2024-10-01,59.69,2024-10-11,Paid
INV0034299,SUB002307,CU002307,2024-11-01,59.69,,Failed
INV0034300,SUB002307,CU002307,2024-12-01,59.69,2024-12-13,Paid
INV0034301,SUB002307,CU002307,2025-01-01,59.69,2025-01-16,Paid
INV0034302,SUB002307,CU002307,2025-02-01,59.69,2025-02-01,Paid
INV0034303,SUB002307,CU002307,2025-03-01,59.69,2025-03-07,Paid
INV0034304,SUB002307,CU002307,2025-04-01,59.69,2025-04-08,Paid
INV0034305,SUB002307,CU002307,2025-05-01,59.69,2025-05-17,Paid
INV0034306,SUB002307,CU002307,2025-06-01,59.69,2025-06-04,Paid
INV0034307,SUB002307,CU002307,2025-07-01,59.69,2025-07-19,Paid
INV0034308,SUB002307,CU002307,2025-08-01,59.69,2025-08-08,Paid
INV0034309,SUB002307,CU002307,2025-09-01,59.69,2025-09-07,Paid
INV0034310,SUB002307,CU002307,2025-10-01,59.69,2025-10-07,Paid
INV0034311,SUB002307,CU002307,2025-11-01,59.69,2025-11-09,Paid
INV0034312,SUB002307,CU002307,2025-12-01,59.69,2025-12-01,Paid
INV0034313,SUB002307,CU002307,2026-01-01,59.69,2026-01-02,Paid
INV0034314,SUB002307,CU002307,2026-02-01,59.69,2026-02-07,Paid
INV0034315,SUB002307,CU002307,2026-03-01,59.69,2026-03-11,Paid
INV0034316,SUB002307,CU002307,2026-04-01,59.69,2026-04-08,Paid
INV0034317,SUB002307,CU002307,2026-05-01,59.69,,Failed
INV0034318,SUB002307,CU002307,2026-06-01,59.69,2026-06-01,Paid
INV0034319,SUB002307,CU002307,2026-07-01,59.69,2026-07-06,Paid
INV0034320,SUB002307,CU002307,2026-08-01,59.69,2026-08-05,Paid
INV0034321,SUB002308,CU002308,2024-12-01,59.94,2024-12-10,Paid
INV0034322,SUB002308,CU002308,2025-01-01,59.94,2025-01-01,Paid
INV0034323,SUB002308,CU002308,2025-02-01,59.94,2025-02-17,Paid
INV0034324,SUB002308,CU002308,2025-03-01,59.94,,Failed
INV0034325,SUB002308,CU002308,2025-04-01,59.94,2025-04-03,Paid
INV0034326,SUB002308,CU002308,2025-05-01,59.94,2025-05-01,Paid
INV0034327,SUB002308,CU002308,2025-06-01,59.94,2025-06-01,Paid
INV0034328,SUB002308,CU002308,2025-07-01,59.94,2025-07-07,Paid
INV0034329,SUB002308,CU002308,2025-08-01,59.94,,Failed
INV0034330,SUB002308,CU002308,2025-09-01,59.94,2025-09-02,Paid
INV0034331,SUB002308,CU002308,2025-10-01,59.94,2025-10-01,Paid
INV0034332,SUB002308,CU002308,2025-11-01,59.94,2025-11-12,Paid
INV0034333,SUB002308,CU002308,2025-12-01,59.94,2025-12-01,Paid
INV0034334,SUB002308,CU002308,2026-01-01,59.94,2026-01-01,Paid
INV0034335,SUB002308,CU002308,2026-02-01,59.94,2026-02-06,Paid
INV0034336,SUB002308,CU002308,2026-03-01,59.94,2026-03-04,Paid
INV0034337,SUB002308,CU002308,2026-04-01,59.94,2026-04-04,Paid
INV0034338,SUB002308,CU002308,2026-05-01,59.94,2026-05-01,Paid
INV0034339,SUB002308,CU002308,2026-06-01,59.94,2026-06-06,Paid
INV0034340,SUB002308,CU002308,2026-07-01,59.94,2026-07-01,Paid
INV0034341,SUB002309,CU002309,2025-07-01,608.28,2025-07-01,Paid
INV0034342,SUB002310,CU002310,2024-12-01,566.88,2024-12-02,Paid
INV0034343,SUB002310,CU002310,2025-12-01,566.88,2025-12-12,Paid
INV0034344,SUB002311,CU002311,2022-12-01,140.43,2022-12-06,Paid
INV0034345,SUB002311,CU002311,2023-01-01,140.43,2023-01-01,Paid
INV0034346,SUB002311,CU002311,2023-02-01,140.43,2023-02-19,Paid
INV0034347,SUB002311,CU002311,2023-03-01,140.43,2023-03-13,Paid
INV0034348,SUB002311,CU002311,2023-04-01,140.43,2023-04-01,Paid
INV0034349,SUB002311,CU002311,2023-05-01,140.43,,Failed
INV0034350,SUB002311,CU002311,2023-06-01,140.43,2023-06-11,Paid
INV0034351,SUB002311,CU002311,2023-07-01,140.43,2023-07-01,Paid
INV0034352,SUB002311,CU002311,2023-08-01,140.43,2023-08-05,Paid
INV0034353,SUB002311,CU002311,2023-09-01,140.43,2023-09-12,Paid
INV0034354,SUB002311,CU002311,2023-10-01,140.43,2023-10-02,Paid
INV0034355,SUB002311,CU002311,2023-11-01,140.43,2023-11-01,Paid
INV0034356,SUB002311,CU002311,2023-12-01,140.43,2023-12-01,Paid
INV0034357,SUB002311,CU002311,2024-01-01,140.43,2024-01-13,Paid
INV0034358,SUB002311,CU002311,2024-02-01,140.43,2024-02-09,Paid
INV0034359,SUB002311,CU002311,2024-03-01,140.43,2024-03-13,Paid
INV0034360,SUB002311,CU002311,2024-04-01,140.43,,Failed
INV0034361,SUB002311,CU002311,2024-05-01,140.43,2024-05-01,Paid
INV0034362,SUB002311,CU002311,2024-06-01,140.43,2024-06-01,Paid
INV0034363,SUB002311,CU002311,2024-07-01,140.43,2024-07-05,Paid
INV0034364,SUB002311,CU002311,2024-08-01,140.43,2024-08-01,Paid
INV0034365,SUB002311,CU002311,2024-09-01,140.43,2024-09-01,Paid
INV0034366,SUB002311,CU002311,2024-10-01,140.43,2024-10-11,Paid
INV0034367,SUB002311,CU002311,2024-11-01,140.43,2024-11-03,Paid
INV0034368,SUB002311,CU002311,2024-12-01,140.43,2024-12-01,Paid
INV0034369,SUB002311,CU002311,2025-01-01,140.43,2025-01-09,Paid
INV0034370,SUB002311,CU002311,2025-02-01,140.43,2025-02-01,Paid
INV0034371,SUB002311,CU002311,2025-03-01,140.43,2025-03-01,Paid
INV0034372,SUB002311,CU002311,2025-04-01,140.43,2025-04-15,Paid
INV0034373,SUB002311,CU002311,2025-05-01,140.43,2025-05-19,Paid
INV0034374,SUB002311,CU002311,2025-06-01,140.43,2025-06-17,Paid
INV0034375,SUB002311,CU002311,2025-07-01,140.43,2025-07-04,Paid
INV0034376,SUB002311,CU002311,2025-08-01,140.43,2025-08-12,Paid
INV0034377,SUB002311,CU002311,2025-09-01,140.43,2025-09-06,Paid
INV0034378,SUB002311,CU002311,2025-10-01,140.43,2025-10-02,Paid
INV0034379,SUB002311,CU002311,2025-11-01,140.43,2025-11-01,Paid
INV0034380,SUB002311,CU002311,2025-12-01,140.43,2025-12-03,Paid
INV0034381,SUB002311,CU002311,2026-01-01,140.43,2026-01-21,Paid
INV0034382,SUB002311,CU002311,2026-02-01,140.43,2026-02-16,Paid
INV0034383,SUB002311,CU002311,2026-03-01,140.43,2026-03-01,Paid
INV0034384,SUB002311,CU002311,2026-04-01,140.43,2026-04-11,Paid
INV0034385,SUB002311,CU002311,2026-05-01,140.43,2026-05-06,Paid
INV0034386,SUB002311,CU002311,2026-06-01,140.43,2026-06-07,Paid
INV0034387,SUB002311,CU002311,2026-07-01,140.43,2026-07-09,Paid
INV0034388,SUB002311,CU002311,2026-08-01,140.43,2026-08-13,Paid
INV0034389,SUB002312,CU002312,2025-02-01,630.36,2025-02-04,Paid
INV0034390,SUB002312,CU002312,2026-02-01,630.36,2026-02-07,Paid
INV0034391,SUB002313,CU002313,2025-11-01,457.0,2025-11-09,Paid
INV0034392,SUB002313,CU002313,2025-12-01,457.0,2025-12-06,Paid
INV0034393,SUB002313,CU002313,2026-01-01,457.0,2026-01-06,Paid
INV0034394,SUB002313,CU002313,2026-02-01,457.0,2026-02-01,Paid
INV0034395,SUB002313,CU002313,2026-03-01,457.0,2026-03-01,Paid
INV0034396,SUB002313,CU002313,2026-04-01,457.0,2026-04-12,Paid
INV0034397,SUB002313,CU002313,2026-05-01,457.0,2026-05-22,Paid
INV0034398,SUB002313,CU002313,2026-06-01,457.0,2026-06-15,Paid
INV0034399,SUB002313,CU002313,2026-07-01,457.0,2026-07-01,Paid
INV0034400,SUB002313,CU002313,2026-08-01,457.0,2026-08-06,Paid
INV0034401,SUB002314,CU002314,2025-05-01,440.11,2025-05-01,Paid
INV0034402,SUB002314,CU002314,2025-06-01,440.11,2025-06-18,Paid
INV0034403,SUB002314,CU002314,2025-07-01,440.11,2025-07-18,Paid
INV0034404,SUB002314,CU002314,2025-08-01,440.11,2025-08-01,Paid
INV0034405,SUB002314,CU002314,2025-09-01,440.11,2025-09-01,Paid
INV0034406,SUB002314,CU002314,2025-10-01,440.11,2025-10-02,Paid
INV0034407,SUB002314,CU002314,2025-11-01,440.11,2025-11-01,Paid
INV0034408,SUB002314,CU002314,2025-12-01,440.11,,Failed
INV0034409,SUB002314,CU002314,2026-01-01,440.11,2026-01-03,Paid
INV0034410,SUB002314,CU002314,2026-02-01,440.11,2026-02-11,Paid
INV0034411,SUB002314,CU002314,2026-03-01,440.11,2026-03-01,Paid
INV0034412,SUB002314,CU002314,2026-04-01,440.11,2026-04-14,Paid
INV0034413,SUB002314,CU002314,2026-05-01,440.11,2026-05-01,Paid
INV0034414,SUB002314,CU002314,2026-06-01,440.11,2026-06-01,Paid
INV0034415,SUB002314,CU002314,2026-07-01,440.11,2026-07-01,Paid
INV0034416,SUB002314,CU002314,2026-08-01,440.11,2026-08-04,Paid
INV0034417,SUB002315,CU002315,2025-01-01,47.77,2025-01-02,Paid
INV0034418,SUB002315,CU002315,2025-02-01,47.77,2025-02-05,Paid
INV0034419,SUB002315,CU002315,2025-03-01,47.77,2025-03-07,Paid
INV0034420,SUB002315,CU002315,2025-04-01,47.77,2025-04-01,Paid
INV0034421,SUB002315,CU002315,2025-05-01,47.77,2025-05-09,Paid
INV0034422,SUB002315,CU002315,2025-06-01,47.77,2025-06-12,Paid
INV0034423,SUB002315,CU002315,2025-07-01,47.77,2025-07-01,Paid
INV0034424,SUB002315,CU002315,2025-08-01,47.77,2025-08-01,Paid
INV0034425,SUB002315,CU002315,2025-09-01,47.77,,Failed
INV0034426,SUB002315,CU002315,2025-10-01,47.77,2025-10-21,Paid
INV0034427,SUB002315,CU002315,2025-11-01,47.77,,Failed
INV0034428,SUB002315,CU002315,2025-12-01,47.77,2025-12-01,Paid
INV0034429,SUB002315,CU002315,2026-01-01,47.77,2026-01-18,Paid
INV0034430,SUB002315,CU002315,2026-02-01,47.77,2026-02-14,Paid
INV0034431,SUB002315,CU002315,2026-03-01,47.77,2026-03-12,Paid
INV0034432,SUB002315,CU002315,2026-04-01,47.77,2026-04-01,Paid
INV0034433,SUB002315,CU002315,2026-05-01,47.77,2026-05-05,Paid
