SubscriptionID,CustomerID,PlanID,StartDate,EndDate,Status,MRR,BillingCycle
SUB002205,CU002205,PL01,2023-02-01,,Active,51.16,Monthly
SUB002206,CU002206,PL01,2023-05-26,,Active,50.09,Monthly
SUB002207,CU002207,PL03,2024-10-18,,Active,349.34,Annual
SUB002208,CU002208,PL03,2022-11-24,,Active,498.5,Monthly
SUB002209,CU002209,PL04,2025-04-29,,Active,1045.37,Annual
SUB002210,CU002210,PL01,2022-01-21,,Active,49.65,Annual
SUB002211,CU002211,PL01,2026-03-08,,Active,42.0,Monthly
SUB002212,CU002212,PL01,2023-01-05,,Active,47.43,Monthly
SUB002213,CU002213,PL01,2023-11-21,2024-04-30,Churned,54.14,Monthly
SUB002214,CU002214,PL01,2023-07-19,,Active,53.61,Monthly
SUB002215,CU002215,PL01,2022-10-11,,Active,47.88,Annual
SUB002216,CU002216,PL02,2024-01-15,,Active,176.07,Annual
SUB002217,CU002217,PL04,2023-07-14,,Active,1106.52,Annual
SUB002218,CU002218,PL02,2025-12-23,,Active,152.48,Monthly
SUB002219,CU002219,PL03,2025-08-14,,Active,395.15,Monthly
SUB002220,CU002220,PL03,2023-09-09,,Active,403.86,Annual
SUB002221,CU002221,PL02,2025-02-19,,Active,147.91,Monthly
SUB002222,CU002222,PL04,2022-03-08,,Active,1323.6,Monthly
SUB002223,CU002223,PL03,2023-11-07,,Active,465.34,Monthly
SUB002224,CU002224,PL01,2024-12-22,2025-10-05,Churned,57.28,Monthly
SUB002225,CU002225,PL01,2024-09-15,2025-12-07,Churned,53.07,Monthly
SUB002226,CU002226,PL03,2024-07-28,2025-03-16,Churned,393.58,Monthly
SUB002227,CU002227,PL03,2026-05-06,,Active,444.52,Annual
SUB002228,CU002228,PL01,2025-04-08,,Active,50.79,Annual
SUB002229,CU002229,PL01,2025-05-12,2026-08-02,Churned,58.66,Annual
SUB002230,CU002230,PL03,2026-05-18,,Active,355.58,Monthly
SUB002231,CU002231,PL02,2023-12-17,,Active,128.62,Annual
SUB002232,CU002232,PL03,2022-08-05,2023-01-20,Churned,424.74,Monthly
SUB002233,CU002233,PL02,2022-07-22,,Active,155.42,Annual
SUB002234,CU002234,PL03,2025-03-20,,Active,400.68,Annual
SUB002235,CU002235,PL01,2022-12-19,,Active,46.52,Monthly
SUB002236,CU002236,PL01,2023-10-23,,Active,60.8,Monthly
SUB002237,CU002237,PL03,2023-06-30,,Active,463.11,Monthly
SUB002238,CU002238,PL02,2022-03-22,,Active,177.94,Annual
SUB002239,CU002239,PL01,2024-05-10,,Active,50.73,Annual
SUB002240,CU002240,PL02,2023-04-03,,Active,126.92,Annual
SUB002241,CU002241,PL01,2024-10-15,,Active,48.86,Monthly
SUB002242,CU002242,PL02,2025-08-19,2026-08-26,Churned,157.8,Monthly
SUB002243,CU002243,PL03,2022-10-18,,Active,382.66,Annual
SUB002244,CU002244,PL02,2025-10-25,,Active,182.42,Monthly
SUB002245,CU002245,PL01,2026-06-15,,Active,53.89,Annual
SUB002246,CU002246,PL04,2026-04-01,,Active,1340.68,Monthly
SUB002247,CU002247,PL02,2026-01-05,,Active,139.55,Annual
SUB002248,CU002248,PL03,2025-08-30,,Active,439.88,Monthly
SUB002249,CU002249,PL02,2024-02-04,2026-05-12,Churned,148.27,Annual
SUB002250,CU002250,PL03,2022-12-02,,Active,488.29,Monthly
SUB002251,CU002251,PL01,2025-01-09,,Active,41.81,Annual
SUB002252,CU002252,PL01,2022-02-01,2022-10-12,Churned,51.12,Annual
SUB002253,CU002253,PL02,2023-01-07,2026-04-10,Churned,130.49,Monthly
SUB002254,CU002254,PL02,2024-11-12,2025-05-06,Churned,128.93,Annual
SUB002255,CU002255,PL01,2022-01-11,,Active,53.17,Monthly
SUB002256,CU002256,PL01,2024-12-05,2025-03-06,Churned,51.42,Monthly
SUB002257,CU002257,PL01,2024-05-19,,Active,46.7,Annual
SUB002258,CU002258,PL03,2026-06-11,,Active,357.51,Monthly
SUB002259,CU002259,PL03,2022-05-15,,Active,436.33,Monthly
SUB002260,CU002260,PL01,2022-07-26,,Active,50.32,Monthly
SUB002261,CU002261,PL02,2025-05-18,,Active,181.12,Monthly
SUB002262,CU002262,PL04,2022-07-27,2023-12-24,Churned,1358.38,Monthly
SUB002263,CU002263,PL02,2023-12-29,2025-05-13,Churned,177.38,Annual
SUB002264,CU002264,PL02,2026-01-20,,Active,127.79,Annual
SUB002265,CU002265,PL02,2026-06-12,,Active,149.16,Annual
SUB002266,CU002266,PL04,2026-04-20,,Active,1114.85,Annual
SUB002267,CU002267,PL01,2025-11-24,,Active,56.14,Monthly
SUB002268,CU002268,PL01,2024-11-29,,Active,55.93,Monthly
SUB002269,CU002269,PL01,2026-01-03,,Active,53.31,Annual
SUB002270,CU002270,PL03,2026-05-14,,Active,387.14,Annual
SUB002271,CU002271,PL01,2026-02-06,2026-07-07,Churned,55.92,Annual
SUB002272,CU002272,PL02,2023-12-02,,Active,177.34,Monthly
SUB002273,CU002273,PL01,2025-10-07,,Active,53.95,Monthly
SUB002274,CU002274,PL01,2022-02-05,2022-05-20,Churned,42.79,Monthly
SUB002275,CU002275,PL03,2022-08-09,,Active,421.05,Annual
SUB002276,CU002276,PL02,2022-07-28,,Active,131.37,Annual
SUB002277,CU002277,PL01,2022-07-15,2022-11-20,Churned,56.43,Annual
SUB002278,CU002278,PL02,2025-01-03,2025-12-15,Churned,166.77,Annual
SUB002279,CU002279,PL02,2024-04-07,,Active,184.81,Annual
SUB002280,CU002280,PL02,2024-04-04,,Active,182.63,Annual
SUB002281,CU002281,PL03,2022-08-21,,Active,344.1,Monthly
SUB002282,CU002282,PL02,2024-06-08,,Active,132.08,Monthly
SUB002283,CU002283,PL02,2022-08-30,,Active,144.61,Monthly
SUB002284,CU002284,PL01,2024-01-25,2025-05-24,Churned,58.74,Annual
SUB002285,CU002285,PL01,2022-11-22,2024-08-18,Churned,49.0,Annual
SUB002286,CU002286,PL01,2025-12-31,,Active,56.23,Annual
SUB002287,CU002287,PL03,2023-12-01,,Active,429.71,Monthly
SUB002288,CU002288,PL02,2024-11-09,,Active,145.13,Monthly
SUB002289,CU002289,PL02,2022-09-30,,Active,181.17,Monthly
SUB002290,CU002290,PL03,2025-11-22,,Active,497.09,Monthly
SUB002291,CU002291,PL01,2022-06-07,2023-08-18,Churned,60.19,Monthly
SUB002292,CU002292,PL01,2022-08-31,,Active,43.86,Monthly
SUB002293,CU002293,PL01,2024-09-18,,Active,60.31,Monthly
SUB002294,CU002294,PL02,2022-08-31,,Active,143.48,Monthly
SUB002295,CU002295,PL03,2022-11-26,,Active,399.12,Annual
SUB002296,CU002296,PL01,2023-11-22,,Active,45.65,Annual
SUB002297,CU002297,PL04,2023-08-20,,Active,1309.51,Annual
SUB002298,CU002298,PL01,2023-03-11,,Active,46.34,Annual
SUB002299,CU002299,PL02,2023-01-17,2025-10-24,Churned,129.78,Annual
SUB002300,CU002300,PL01,2023-02-28,2023-09-03,Churned,43.72,Monthly
SUB002301,CU002301,PL03,2023-01-14,,Active,364.69,Monthly
SUB002302,CU002302,PL01,2022-12-04,,Active,45.34,Annual
SUB002303,CU002303,PL01,2024-10-05,2026-08-06,Churned,55.02,Monthly
SUB002304,CU002304,PL01,2023-03-04,,Active,59.26,Monthly
SUB002305,CU002305,PL02,2023-02-03,2024-11-18,Churned,184.14,Monthly
SUB002306,CU002306,PL01,2023-06-19,,Active,53.62,Monthly
SUB002307,CU002307,PL01,2023-03-09,,Active,59.69,Monthly
SUB002308,CU002308,PL01,2024-12-21,2026-07-12,Churned,59.94,Monthly
SUB002309,CU002309,PL01,2025-07-19,2026-03-07,Churned,50.69,Annual
SUB002310,CU002310,PL01,2024-12-24,,Active,47.24,Annual
SUB002311,CU002311,PL02,2022-12-21,,Active,140.43,Monthly
SUB002312,CU002312,PL01,2025-02-11,,Active,52.53,Annual
SUB002313,CU002313,PL03,2025-11-02,,Active,457.0,Monthly
SUB002314,CU002314,PL03,2025-05-23,,Active,440.11,Monthly
SUB002315,CU002315,PL01,2025-01-04,,Active,47.77,Monthly
SUB002316,CU002316,PL01,2023-10-25,,Active,59.54,Monthly
SUB002317,CU002317,PL02,2026-02-18,,Active,181.17,Monthly
SUB002318,CU002318,PL01,2024-06-21,,Active,41.96,Annual
SUB002319,CU002319,PL04,2022-01-23,,Active,1178.18,Monthly
SUB002320,CU002320,PL02,2024-06-10,,Active,173.35,Monthly
SUB002321,CU002321,PL01,2024-08-23,,Active,52.03,Annual
SUB002322,CU002322,PL02,2022-06-24,,Active,144.45,Annual
SUB002323,CU002323,PL01,2023-08-05,,Active,58.01,Monthly
SUB002324,CU002324,PL02,2025-07-14,2025-12-09,Churned,130.98,Annual
SUB002325,CU002325,PL04,2022-05-15,,Active,1087.24,Annual
SUB002326,CU002326,PL01,2022-09-05,,Active,43.26,Annual
SUB002327,CU002327,PL04,2023-07-11,,Active,1387.68,Annual
SUB002328,CU002328,PL03,2025-01-20,,Active,389.41,Annual
SUB002329,CU002329,PL03,2024-02-20,,Active,498.16,Monthly
SUB002330,CU002330,PL03,2022-07-08,,Active,410.77,Annual
SUB002331,CU002331,PL02,2022-03-14,,Active,137.42,Annual
SUB002332,CU002332,PL02,2025-12-15,2026-08-29,Churned,174.95,Monthly
SUB002333,CU002333,PL02,2023-10-12,,Active,180.05,Annual
SUB002334,CU002334,PL03,2023-01-10,,Active,391.77,Annual
SUB002335,CU002335,PL01,2026-01-04,2026-06-22,Churned,45.16,Monthly
SUB002336,CU002336,PL03,2025-09-22,2026-04-21,Churned,393.04,Annual
SUB002337,CU002337,PL02,2024-03-13,,Active,167.46,Annual
SUB002338,CU002338,PL04,2023-04-03,,Active,1218.04,Annual
SUB002339,CU002339,PL03,2026-01-20,,Active,441.41,Monthly
SUB002340,CU002340,PL02,2023-02-03,,Active,173.83,Monthly
SUB002341,CU002341,PL01,2024-08-18,2026-01-12,Churned,51.37,Monthly
SUB002342,CU002342,PL02,2022-08-05,,Active,159.87,Monthly
SUB002343,CU002343,PL02,2023-02-12,,Active,153.27,Monthly
SUB002344,CU002344,PL01,2022-02-23,,Active,51.92,Monthly
SUB002345,CU002345,PL01,2025-05-23,,Active,46.19,Monthly
SUB002346,CU002346,PL01,2023-08-23,,Active,52.0,Monthly
SUB002347,CU002347,PL01,2022-02-02,,Active,44.7,Annual
SUB002348,CU002348,PL02,2025-03-10,,Active,147.04,Monthly
SUB002349,CU002349,PL03,2025-05-05,,Active,351.41,Annual
SUB002350,CU002350,PL01,2025-11-04,,Active,44.91,Monthly
SUB002351,CU002351,PL01,2023-01-24,,Active,51.53,Annual
SUB002352,CU002352,PL02,2022-01-30,,Active,152.89,Monthly
SUB002353,CU002353,PL01,2026-02-26,,Active,50.56,Monthly
SUB002354,CU002354,PL01,2026-03-05,,Active,57.65,Annual
SUB002355,CU002355,PL01,2023-09-26,2024-11-30,Churned,58.16,Monthly
SUB002356,CU002356,PL03,2022-03-03,,Active,439.06,Annual
SUB002357,CU002357,PL02,2024-02-20,,Active,176.84,Monthly
SUB002358,CU002358,PL02,2022-07-02,,Active,134.8,Monthly
SUB002359,CU002359,PL02,2023-08-29,2025-02-14,Churned,149.73,Monthly
SUB002360,CU002360,PL01,2025-03-03,2025-09-03,Churned,54.59,Annual
SUB002361,CU002361,PL02,2025-07-06,,Active,167.24,Annual
SUB002362,CU002362,PL02,2022-12-29,2026-05-04,Churned,167.3,Monthly
SUB002363,CU002363,PL01,2025-10-15,,Active,56.73,Monthly
SUB002364,CU002364,PL02,2022-07-20,,Active,182.34,Annual
SUB002365,CU002365,PL03,2024-11-29,,Active,438.49,Monthly
SUB002366,CU002366,PL01,2024-06-19,,Active,51.54,Monthly
SUB002367,CU002367,PL01,2025-12-30,,Active,52.21,Monthly
SUB002368,CU002368,PL04,2023-06-05,,Active,1435.67,Monthly
SUB002369,CU002369,PL01,2023-03-02,,Active,59.9,Annual
SUB002370,CU002370,PL01,2025-12-14,,Active,57.61,Annual
SUB002371,CU002371,PL01,2025-11-12,,Active,46.55,Annual
SUB002372,CU002372,PL02,2025-04-18,,Active,129.02,Monthly
SUB002373,CU002373,PL01,2022-12-05,2026-07-20,Churned,54.72,Monthly
SUB002374,CU002374,PL01,2022-06-23,,Active,48.7,Monthly
SUB002375,CU002375,PL02,2025-04-16,,Active,159.73,Annual
SUB002376,CU002376,PL02,2023-11-07,,Active,172.16,Annual
SUB002377,CU002377,PL01,2023-12-29,,Active,42.7,Monthly
SUB002378,CU002378,PL02,2026-01-29,,Active,180.36,Annual
SUB002379,CU002379,PL03,2023-08-11,,Active,468.4,Monthly
SUB002380,CU002380,PL01,2023-06-15,,Active,47.18,Annual
SUB002381,CU002381,PL04,2024-06-03,,Active,1046.24,Annual
SUB002382,CU002382,PL02,2022-05-21,,Active,129.1,Monthly
SUB002383,CU002383,PL01,2026-06-10,,Active,50.01,Annual
SUB002384,CU002384,PL04,2022-11-27,,Active,1451.21,Annual
SUB002385,CU002385,PL01,2023-07-28,,Active,50.01,Annual
SUB002386,CU002386,PL02,2026-02-24,,Active,142.12,Annual
SUB002387,CU002387,PL01,2022-10-03,,Active,57.61,Monthly
SUB002388,CU002388,PL02,2026-02-01,,Active,170.84,Annual
SUB002389,CU002389,PL03,2024-08-24,,Active,412.93,Annual
SUB002390,CU002390,PL02,2024-09-10,,Active,178.74,Annual
SUB002391,CU002391,PL02,2026-05-04,,Active,146.82,Annual
SUB002392,CU002392,PL01,2022-05-30,,Active,47.73,Annual
SUB002393,CU002393,PL01,2023-05-27,,Active,44.7,Monthly
SUB002394,CU002394,PL03,2022-08-15,,Active,480.85,Annual
SUB002395,CU002395,PL02,2024-08-12,2026-05-04,Churned,169.98,Monthly
SUB002396,CU002396,PL02,2023-01-06,2026-01-09,Churned,164.42,Annual
SUB002397,CU002397,PL03,2023-09-21,,Active,459.32,Annual
SUB002398,CU002398,PL02,2025-01-11,,Active,161.74,Monthly
SUB002399,CU002399,PL02,2024-08-27,,Active,182.48,Monthly
SUB002400,CU002400,PL01,2025-09-09,,Active,48.89,Monthly
SUB002401,CU002401,PL01,2024-08-01,,Active,51.34,Annual
SUB002402,CU002402,PL03,2024-10-07,2026-05-19,Churned,361.05,Annual
SUB002403,CU002403,PL02,2024-05-16,,Active,151.79,Monthly
SUB002404,CU002404,PL04,2024-10-18,,Active,1239.5,Monthly
SUB002405,CU002405,PL02,2024-08-24,,Active,132.67,Monthly
SUB002406,CU002406,PL03,2025-10-14,,Active,444.81,Annual
SUB002407,CU002407,PL02,2022-05-04,,Active,175.65,Annual
SUB002408,CU002408,PL02,2025-02-23,2026-04-06,Churned,144.99,Annual
SUB002409,CU002409,PL01,2025-11-21,,Active,53.61,Annual
SUB002410,CU002410,PL01,2024-10-11,,Active,51.13,Annual
SUB002411,CU002411,PL04,2025-04-06,,Active,1299.3,Monthly
SUB002412,CU002412,PL02,2023-12-03,,Active,158.89,Monthly
SUB002413,CU002413,PL03,2022-06-28,,Active,490.3,Annual
SUB002414,CU002414,PL02,2024-10-15,,Active,155.21,Monthly
SUB002415,CU002415,PL01,2025-03-20,2026-03-26,Churned,51.35,Monthly
SUB002416,CU002416,PL02,2022-12-04,,Active,129.28,Monthly
SUB002417,CU002417,PL02,2025-05-12,,Active,154.55,Annual
SUB002418,CU002418,PL01,2025-01-28,,Active,60.67,Annual
SUB002419,CU002419,PL02,2025-08-13,,Active,151.83,Annual
SUB002420,CU002420,PL02,2023-12-07,,Active,167.83,Annual
SUB002421,CU002421,PL02,2025-03-26,,Active,167.31,Annual
SUB002422,CU002422,PL01,2024-07-28,2025-01-17,Churned,58.23,Monthly
SUB002423,CU002423,PL02,2023-12-01,2026-01-12,Churned,149.2,Annual
SUB002424,CU002424,PL03,2026-04-06,,Active,449.95,Annual
SUB002425,CU002425,PL01,2022-01-06,,Active,41.92,Annual
SUB002426,CU002426,PL01,2025-05-11,,Active,45.24,Monthly
SUB002427,CU002427,PL04,2025-12-30,,Active,1443.56,Annual
SUB002428,CU002428,PL01,2024-06-09,,Active,45.01,Monthly
SUB002429,CU002429,PL03,2025-09-23,2026-02-26,Churned,410.4,Annual
SUB002430,CU002430,PL01,2022-03-18,,Active,59.49,Annual
SUB002431,CU002431,PL02,2024-04-17,2025-11-01,Churned,169.77,Annual
SUB002432,CU002432,PL03,2025-11-06,2026-03-04,Churned,455.29,Annual
SUB002433,CU002433,PL01,2022-02-18,,Active,48.67,Annual
SUB002434,CU002434,PL02,2026-02-19,,Active,131.49,Annual
SUB002435,CU002435,PL03,2025-11-03,,Active,434.43,Monthly
SUB002436,CU002436,PL03,2026-04-23,,Active,377.79,Monthly
SUB002437,CU002437,PL01,2023-10-23,,Active,49.19,Monthly
SUB002438,CU002438,PL01,2022-01-26,,Active,58.5,Annual
SUB002439,CU002439,PL02,2023-04-29,2024-04-24,Churned,130.27,Annual
SUB002440,CU002440,PL02,2023-10-19,2026-04-10,Churned,173.6,Annual
SUB002441,CU002441,PL01,2023-09-27,2026-03-02,Churned,52.84,Annual
SUB002442,CU002442,PL03,2023-07-14,,Active,348.6,Annual
SUB002443,CU002443,PL01,2024-06-23,,Active,60.43,Annual
SUB002444,CU002444,PL03,2025-03-04,,Active,484.01,Annual
SUB002445,CU002445,PL03,2023-07-17,,Active,395.55,Monthly
SUB002446,CU002446,PL04,2023-03-10,,Active,1166.18,Annual
SUB002447,CU002447,PL03,2024-01-21,,Active,470.63,Annual
SUB002448,CU002448,PL02,2023-05-14,,Active,184.33,Monthly
SUB002449,CU002449,PL02,2024-09-12,,Active,131.24,Annual
SUB002450,CU002450,PL02,2024-09-05,,Active,141.67,Annual
SUB002451,CU002451,PL04,2024-01-24,2025-05-30,Churned,1362.23,Annual
SUB002452,CU002452,PL01,2022-01-31,,Active,46.39,Annual
SUB002453,CU002453,PL01,2024-03-15,,Active,42.08,Annual
SUB002454,CU002454,PL04,2022-11-03,,Active,1113.29,Annual
SUB002455,CU002455,PL03,2025-12-30,2026-06-19,Churned,413.14,Monthly
SUB002456,CU002456,PL04,2022-01-04,,Active,1174.48,Annual
SUB002457,CU002457,PL02,2025-01-11,,Active,164.79,Annual
SUB002458,CU002458,PL01,2023-05-16,,Active,52.29,Monthly
SUB002459,CU002459,PL02,2023-08-25,,Active,144.79,Monthly
SUB002460,CU002460,PL01,2023-11-27,,Active,42.03,Monthly
SUB002461,CU002461,PL03,2026-02-12,,Active,380.34,Monthly
SUB002462,CU002462,PL02,2025-11-30,2026-04-10,Churned,140.37,Monthly
SUB002463,CU002463,PL01,2023-02-13,,Active,59.5,Monthly
SUB002464,CU002464,PL03,2023-11-21,,Active,423.95,Monthly
SUB002465,CU002465,PL02,2023-03-30,,Active,127.01,Monthly
SUB002466,CU002466,PL01,2022-10-21,2023-12-26,Churned,49.44,Annual
SUB002467,CU002467,PL02,2023-11-21,,Active,133.22,Annual
SUB002468,CU002468,PL03,2023-10-12,2025-12-01,Churned,363.9,Annual
SUB002469,CU002469,PL03,2025-09-15,,Active,422.95,Annual
SUB002470,CU002470,PL03,2024-01-22,,Active,439.38,Monthly
SUB002471,CU002471,PL02,2024-07-28,2025-01-14,Churned,152.14,Annual
SUB002472,CU002472,PL01,2022-04-27,2023-02-09,Churned,45.66,Monthly
SUB002473,CU002473,PL02,2023-11-13,2024-05-01,Churned,171.18,Annual
SUB002474,CU002474,PL04,2026-06-09,,Active,1050.52,Annual
SUB002475,CU002475,PL01,2024-03-29,,Active,50.1,Monthly
SUB002476,CU002476,PL01,2022-05-10,,Active,42.08,Annual
SUB002477,CU002477,PL02,2024-06-15,,Active,137.82,Monthly
SUB002478,CU002478,PL03,2025-05-10,,Active,376.98,Annual
SUB002479,CU002479,PL03,2022-04-21,,Active,415.52,Monthly
SUB002480,CU002480,PL02,2022-02-03,,Active,160.46,Annual
SUB002481,CU002481,PL02,2026-01-31,2026-06-19,Churned,181.75,Monthly
SUB002482,CU002482,PL02,2024-12-17,,Active,146.05,Annual
SUB002483,CU002483,PL03,2022-01-23,,Active,484.52,Annual
SUB002484,CU002484,PL01,2024-11-24,,Active,50.05,Monthly
SUB002485,CU002485,PL02,2025-03-24,,Active,131.31,Annual
SUB002486,CU002486,PL03,2023-12-04,,Active,387.88,Monthly
SUB002487,CU002487,PL02,2026-03-30,,Active,175.84,Annual
SUB002488,CU002488,PL02,2022-09-27,,Active,174.44,Monthly
SUB002489,CU002489,PL03,2023-09-27,,Active,457.66,Annual
SUB002490,CU002490,PL03,2023-12-31,,Active,430.61,Monthly
SUB002491,CU002491,PL01,2022-05-21,,Active,57.17,Monthly
SUB002492,CU002492,PL02,2025-08-19,,Active,183.65,Annual
SUB002493,CU002493,PL02,2022-05-26,2023-11-06,Churned,164.2,Monthly
SUB002494,CU002494,PL03,2024-04-15,,Active,344.84,Annual
SUB002495,CU002495,PL03,2022-06-23,,Active,389.52,Annual
SUB002496,CU002496,PL03,2025-01-28,,Active,388.41,Annual
SUB002497,CU002497,PL02,2025-01-16,,Active,161.04,Monthly
SUB002498,CU002498,PL02,2022-12-03,2023-10-31,Churned,173.5,Annual
SUB002499,CU002499,PL02,2023-06-23,,Active,139.72,Monthly
SUB002500,CU002500,PL02,2026-03-28,,Active,140.61,Annual
SUB002501,CU002501,PL03,2024-09-11,,Active,339.93,Annual
SUB002502,CU002502,PL02,2026-06-26,,Active,134.92,Monthly
SUB002503,CU002503,PL01,2025-01-15,,Active,49.78,Monthly
SUB002504,CU002504,PL02,2024-08-07,,Active,131.2,Monthly
SUB002505,CU002505,PL01,2022-01-13,,Active,57.0,Annual
SUB002506,CU002506,PL03,2026-04-27,,Active,439.8,Monthly
SUB002507,CU002507,PL01,2024-07-20,,Active,58.86,Monthly
SUB002508,CU002508,PL01,2023-06-02,,Active,56.39,Annual
SUB002509,CU002509,PL01,2026-03-29,,Active,52.6,Monthly
SUB002510,CU002510,PL01,2024-12-18,,Active,52.96,Monthly
SUB002511,CU002511,PL02,2023-12-04,,Active,174.81,Annual
SUB002512,CU002512,PL01,2024-09-10,2026-07-03,Churned,60.45,Annual
SUB002513,CU002513,PL01,2023-03-10,,Active,56.3,Monthly
SUB002514,CU002514,PL03,2023-08-16,,Active,471.98,Monthly
SUB002515,CU002515,PL02,2024-09-09,2026-01-05,Churned,166.5,Annual
SUB002516,CU002516,PL03,2024-09-06,,Active,405.6,Monthly
SUB002517,CU002517,PL01,2022-07-09,2025-04-03,Churned,52.21,Monthly
SUB002518,CU002518,PL02,2024-06-08,,Active,137.32,Annual
SUB002519,CU002519,PL01,2024-11-10,,Active,42.07,Annual
SUB002520,CU002520,PL01,2024-11-01,,Active,45.27,Annual
SUB002521,CU002521,PL01,2023-12-16,2025-05-14,Churned,44.37,Annual
SUB002522,CU002522,PL03,2026-04-22,,Active,495.23,Monthly
SUB002523,CU002523,PL01,2026-05-14,,Active,59.78,Monthly
SUB002524,CU002524,PL01,2024-01-04,,Active,60.67,Annual
SUB002525,CU002525,PL04,2023-01-04,,Active,1088.49,Monthly
SUB002526,CU002526,PL01,2023-12-24,2026-05-09,Churned,57.53,Annual
SUB002527,CU002527,PL03,2024-11-26,2026-02-25,Churned,367.55,Monthly
SUB002528,CU002528,PL01,2022-03-23,,Active,53.25,Monthly
SUB002529,CU002529,PL01,2022-01-31,,Active,50.27,Monthly
SUB002530,CU002530,PL03,2026-05-14,,Active,361.56,Monthly
SUB002531,CU002531,PL04,2023-02-03,,Active,1423.45,Monthly
SUB002532,CU002532,PL02,2025-09-28,,Active,128.93,Annual
SUB002533,CU002533,PL03,2025-06-11,,Active,341.32,Monthly
SUB002534,CU002534,PL01,2025-01-19,,Active,42.77,Annual
SUB002535,CU002535,PL04,2023-10-13,2026-02-19,Churned,1058.87,Monthly
SUB002536,CU002536,PL01,2024-12-20,,Active,54.64,Monthly
SUB002537,CU002537,PL02,2022-04-06,2025-03-06,Churned,137.87,Annual
SUB002538,CU002538,PL01,2023-12-13,,Active,43.75,Annual
SUB002539,CU002539,PL01,2024-03-22,,Active,57.84,Monthly
SUB002540,CU002540,PL01,2025-11-19,2026-02-22,Churned,44.73,Monthly
SUB002541,CU002541,PL04,2025-10-29,,Active,1327.86,Annual
SUB002542,CU002542,PL02,2022-06-14,2023-03-29,Churned,182.62,Monthly
SUB002543,CU002543,PL01,2024-05-03,,Active,48.73,Monthly
SUB002544,CU002544,PL02,2022-04-04,,Active,174.66,Annual
SUB002545,CU002545,PL02,2024-10-06,,Active,127.04,Monthly
SUB002546,CU002546,PL01,2024-11-19,,Active,53.44,Monthly
SUB002547,CU002547,PL02,2023-10-04,,Active,169.15,Annual
SUB002548,CU002548,PL02,2023-10-09,,Active,172.07,Monthly
SUB002549,CU002549,PL03,2024-02-06,,Active,496.55,Annual
SUB002550,CU002550,PL01,2022-08-27,,Active,49.86,Annual
SUB002551,CU002551,PL02,2023-09-11,,Active,161.59,Annual
SUB002552,CU002552,PL01,2023-02-06,,Active,41.71,Monthly
SUB002553,CU002553,PL01,2025-07-03,,Active,56.64,Annual
SUB002554,CU002554,PL02,2026-03-27,,Active,149.12,Annual
SUB002555,CU002555,PL03,2025-04-10,,Active,461.97,Monthly
SUB002556,CU002556,PL02,2026-01-03,,Active,183.72,Annual
SUB002557,CU002557,PL01,2022-12-20,,Active,54.33,Annual
SUB002558,CU002558,PL01,2023-10-28,,Active,57.29,Annual
SUB002559,CU002559,PL03,2024-01-06,,Active,355.24,Monthly
SUB002560,CU002560,PL03,2023-08-28,,Active,447.62,Monthly
SUB002561,CU002561,PL01,2022-10-29,,Active,46.49,Annual
SUB002562,CU002562,PL02,2026-04-03,,Active,181.12,Monthly
SUB002563,CU002563,PL03,2022-10-20,,Active,412.68,Monthly
SUB002564,CU002564,PL02,2025-12-02,2026-06-01,Churned,145.77,Monthly
SUB002565,CU002565,PL01,2025-03-12,,Active,59.9,Monthly
SUB002566,CU002566,PL01,2023-03-18,,Active,55.38,Annual
SUB002567,CU002567,PL03,2022-04-09,,Active,361.77,Monthly
SUB002568,CU002568,PL02,2022-03-16,,Active,179.46,Monthly
SUB002569,CU002569,PL03,2022-09-29,,Active,481.37,Monthly
SUB002570,CU002570,PL02,2022-07-30,,Active,169.65,Monthly
SUB002571,CU002571,PL01,2025-02-10,,Active,60.61,Annual
SUB002572,CU002572,PL01,2025-11-06,,Active,57.23,Monthly
SUB002573,CU002573,PL01,2026-03-21,,Active,54.48,Monthly
SUB002574,CU002574,PL02,2023-02-18,2023-07-31,Churned,147.7,Annual
SUB002575,CU002575,PL01,2022-10-25,,Active,55.87,Monthly
SUB002576,CU002576,PL04,2023-11-13,,Active,1443.99,Annual
SUB002577,CU002577,PL02,2025-10-27,,Active,159.27,Monthly
SUB002578,CU002578,PL01,2025-03-25,2026-04-09,Churned,57.69,Monthly
SUB002579,CU002579,PL02,2025-03-03,2025-12-08,Churned,158.7,Annual
SUB002580,CU002580,PL02,2025-09-29,,Active,184.86,Monthly
SUB002581,CU002581,PL02,2025-08-21,,Active,172.55,Monthly
SUB002582,CU002582,PL02,2025-11-15,2026-05-11,Churned,149.14,Monthly
SUB002583,CU002583,PL03,2024-02-17,,Active,411.9,Monthly
SUB002584,CU002584,PL03,2026-04-08,,Active,422.96,Monthly
SUB002585,CU002585,PL02,2024-06-22,,Active,128.79,Monthly
SUB002586,CU002586,PL02,2024-07-02,,Active,169.0,Monthly
SUB002587,CU002587,PL02,2024-11-27,2025-06-13,Churned,184.06,Monthly
SUB002588,CU002588,PL03,2025-05-27,,Active,359.2,Annual
SUB002589,CU002589,PL04,2022-09-13,,Active,1273.99,Monthly
SUB002590,CU002590,PL03,2022-03-18,,Active,447.36,Annual
SUB002591,CU002591,PL01,2026-05-07,,Active,49.59,Annual
