CustomerID,CustomerName,SignupDate,Industry,Country,Segment
CU003526,Account 003526,2024-06-20,Healthcare,Germany,Mid-Market
CU003527,Account 003527,2026-04-15,Healthcare,Australia,Enterprise
CU003528,Account 003528,2022-04-27,Finance,Canada,Enterprise
CU003529,Account 003529,2022-05-27,Education,United States,Enterprise
CU003530,Account 003530,2026-05-04,Software,Singapore,Mid-Market
CU003531,Account 003531,2024-12-25,Manufacturing,Australia,Mid-Market
CU003532,Account 003532,2022-07-14,Professional Services,United Kingdom,Enterprise
CU003533,Account 003533,2026-04-24,Healthcare,Singapore,SMB
CU003534,Account 003534,2024-06-18,Software,Germany,SMB
CU003535,Account 003535,2023-06-18,Healthcare,Singapore,Enterprise
CU003536,Account 003536,2024-12-03,Education,United States,Mid-Market
CU003537,Account 003537,2025-01-17,Finance,Australia,Mid-Market
CU003538,Account 003538,2023-07-15,Retail,Singapore,Enterprise
CU003539,Account 003539,2022-06-22,Software,Singapore,Enterprise
CU003540,Account 003540,2024-12-25,Professional Services,Australia,Enterprise
CU003541,Account 003541,2024-04-21,Software,United Kingdom,Enterprise
CU003542,Account 003542,2024-11-15,Software,United Kingdom,Mid-Market
CU003543,Account 003543,2025-07-15,Professional Services,Germany,Enterprise
CU003544,Account 003544,2025-12-16,Professional Services,Singapore,Enterprise
CU003545,Account 003545,2024-08-09,Finance,Australia,Mid-Market
CU003546,Account 003546,2024-11-19,Finance,Australia,Enterprise
CU003547,Account 003547,2023-07-16,Finance,United States,Enterprise
CU003548,Account 003548,2024-12-30,Healthcare,Australia,Mid-Market
CU003549,Account 003549,2022-04-15,Healthcare,United Kingdom,Mid-Market
CU003550,Account 003550,2023-03-18,Education,United Kingdom,SMB
CU003551,Account 003551,2022-07-09,Retail,Canada,Enterprise
CU003552,Account 003552,2022-03-25,Manufacturing,United Kingdom,SMB
CU003553,Account 003553,2022-06-01,Manufacturing,Canada,Mid-Market
CU003554,Account 003554,2022-07-14,Software,Germany,Mid-Market
CU003555,Account 003555,2025-10-09,Finance,United States,Enterprise
CU003556,Account 003556,2023-12-21,Education,Australia,SMB
CU003557,Account 003557,2026-05-20,Finance,Australia,Enterprise
CU003558,Account 003558,2025-09-28,Software,Germany,Mid-Market
CU003559,Account 003559,2022-05-01,Manufacturing,Canada,Mid-Market
CU003560,Account 003560,2026-04-13,Professional Services,United Kingdom,Mid-Market
CU003561,Account 003561,2023-06-30,Finance,Germany,SMB
CU003562,Account 003562,2025-12-18,Professional Services,Germany,Mid-Market
CU003563,Account 003563,2025-07-05,Manufacturing,Canada,SMB
CU003564,Account 003564,2022-02-03,Retail,United States,SMB
CU003565,Account 003565,2024-05-14,Healthcare,Singapore,Enterprise
CU003566,Account 003566,2025-01-15,Healthcare,Singapore,SMB
CU003567,Account 003567,2025-11-26,Finance,United States,Mid-Market
CU003568,Account 003568,2023-05-09,Education,Singapore,SMB
CU003569,Account 003569,2026-05-29,Finance,Canada,SMB
CU003570,Account 003570,2023-03-29,Software,United States,Enterprise
CU003571,Account 003571,2024-02-08,Healthcare,Canada,Enterprise
CU003572,Account 003572,2022-12-27,Professional Services,United States,Enterprise
CU003573,Account 003573,2023-03-19,Retail,United States,Enterprise
CU003574,Account 003574,2022-04-29,Finance,United States,Mid-Market
CU003575,Account 003575,2026-03-06,Retail,Germany,Enterprise
CU003576,Account 003576,2025-02-02,Healthcare,Germany,SMB
CU003577,Account 003577,2025-07-23,Healthcare,United Kingdom,Mid-Market
CU003578,Account 003578,2026-04-25,Finance,United Kingdom,SMB
CU003579,Account 003579,2023-11-18,Finance,Canada,SMB
CU003580,Account 003580,2024-06-19,Manufacturing,Germany,Mid-Market
CU003581,Account 003581,2025-04-13,Finance,Australia,SMB
CU003582,Account 003582,2025-09-05,Manufacturing,United Kingdom,SMB
CU003583,Account 003583,2022-12-30,Finance,Australia,SMB
CU003584,Account 003584,2022-05-03,Professional Services,United States,Enterprise
CU003585,Account 003585,2024-03-12,Finance,Canada,Mid-Market
CU003586,Account 003586,2024-01-04,Healthcare,United Kingdom,Mid-Market
CU003587,Account 003587,2024-03-11,Software,Canada,Enterprise
CU003588,Account 003588,2024-08-09,Education,United States,Mid-Market
CU003589,Account 003589,2025-01-29,Professional Services,Canada,Mid-Market
CU003590,Account 003590,2024-07-11,Manufacturing,United States,Mid-Market
CU003591,Account 003591,2025-09-20,Education,Australia,Mid-Market
CU003592,Account 003592,2023-10-05,Finance,United Kingdom,Mid-Market
CU003593,Account 003593,2024-02-04,Healthcare,Australia,SMB
CU003594,Account 003594,2023-09-18,Professional Services,Australia,Enterprise
CU003595,Account 003595,2023-05-16,Education,United States,Mid-Market
CU003596,Account 003596,2026-02-18,Healthcare,Singapore,Enterprise
CU003597,Account 003597,2025-05-27,Professional Services,Singapore,Mid-Market
CU003598,Account 003598,2023-12-01,Finance,Germany,Mid-Market
CU003599,Account 003599,2025-07-03,Finance,Germany,SMB
CU003600,Account 003600,2025-01-10,Manufacturing,Germany,Enterprise
CU003601,Account 003601,2026-03-29,Healthcare,United States,Mid-Market
CU003602,Account 003602,2023-11-09,Software,Canada,Mid-Market
CU003603,Account 003603,2025-12-03,Retail,Canada,Mid-Market
CU003604,Account 003604,2023-09-21,Finance,United States,Enterprise
CU003605,Account 003605,2023-10-23,Retail,Australia,Enterprise
CU003606,Account 003606,2024-06-22,Education,Germany,SMB
CU003607,Account 003607,2022-08-31,Finance,Singapore,Mid-Market
CU003608,Account 003608,2023-04-30,Retail,Singapore,Enterprise
CU003609,Account 003609,2023-01-12,Finance,Singapore,Enterprise
CU003610,Account 003610,2022-11-26,Healthcare,Australia,SMB
CU003611,Account 003611,2024-10-12,Healthcare,United Kingdom,Enterprise
CU003612,Account 003612,2024-03-01,Manufacturing,Singapore,Enterprise
CU003613,Account 003613,2025-08-24,Finance,Germany,Enterprise
CU003614,Account 003614,2022-03-24,Manufacturing,Australia,SMB
CU003615,Account 003615,2022-11-06,Retail,Germany,Mid-Market
CU003616,Account 003616,2024-03-20,Finance,Australia,Mid-Market
CU003617,Account 003617,2022-07-29,Professional Services,Germany,Mid-Market
CU003618,Account 003618,2025-05-05,Education,United States,Mid-Market
CU003619,Account 003619,2023-10-06,Healthcare,United States,Enterprise
CU003620,Account 003620,2023-08-21,Software,United States,Mid-Market
CU003621,Account 003621,2023-01-14,Software,Canada,SMB
CU003622,Account 003622,2026-04-16,Finance,United Kingdom,Enterprise
CU003623,Account 003623,2025-09-03,Healthcare,Canada,Mid-Market
CU003624,Account 003624,2025-07-22,Professional Services,Canada,Enterprise
CU003625,Account 003625,2023-02-01,Finance,Canada,SMB
CU003626,Account 003626,2025-06-06,Manufacturing,Germany,Mid-Market
CU003627,Account 003627,2024-10-05,Professional Services,United States,Mid-Market
CU003628,Account 003628,2026-02-04,Finance,Australia,SMB
CU003629,Account 003629,2023-02-25,Professional Services,Singapore,SMB
CU003630,Account 003630,2026-03-27,Retail,Singapore,SMB
CU003631,Account 003631,2025-11-10,Finance,Germany,SMB
CU003632,Account 003632,2022-02-13,Education,Australia,Mid-Market
CU003633,Account 003633,2026-04-12,Manufacturing,United States,SMB
CU003634,Account 003634,2024-02-26,Finance,United States,SMB
CU003635,Account 003635,2024-05-08,Retail,Australia,Mid-Market
CU003636,Account 003636,2023-10-14,Software,Canada,Enterprise
CU003637,Account 003637,2022-11-06,Software,Germany,Enterprise
CU003638,Account 003638,2026-02-06,Education,Singapore,Mid-Market
CU003639,Account 003639,2024-04-28,Manufacturing,United States,Enterprise
CU003640,Account 003640,2022-10-02,Finance,Canada,SMB
CU003641,Account 003641,2022-02-18,Education,United States,Mid-Market
CU003642,Account 003642,2022-06-01,Retail,Australia,Enterprise
CU003643,Account 003643,2023-05-30,Professional Services,United Kingdom,SMB
CU003644,Account 003644,2026-03-02,Healthcare,United States,Mid-Market
CU003645,Account 003645,2025-12-09,Education,Germany,Mid-Market
CU003646,Account 003646,2023-03-21,Software,Germany,Mid-Market
CU003647,Account 003647,2025-03-07,Healthcare,Singapore,Mid-Market
CU003648,Account 003648,2025-02-17,Education,Singapore,Enterprise
CU003649,Account 003649,2025-07-08,Software,Singapore,SMB
CU003650,Account 003650,2026-02-06,Healthcare,Australia,SMB
CU003651,Account 003651,2025-03-21,Manufacturing,United Kingdom,Mid-Market
CU003652,Account 003652,2025-08-05,Professional Services,United Kingdom,Mid-Market
CU003653,Account 003653,2022-01-30,Manufacturing,United Kingdom,SMB
CU003654,Account 003654,2022-10-03,Professional Services,Canada,SMB
CU003655,Account 003655,2023-05-05,Professional Services,United States,Enterprise
CU003656,Account 003656,2025-04-09,Software,Germany,SMB
CU003657,Account 003657,2022-02-18,Retail,Germany,SMB
CU003658,Account 003658,2024-07-06,Retail,Canada,Mid-Market
CU003659,Account 003659,2025-03-08,Software,Australia,Mid-Market
CU003660,Account 003660,2022-01-19,Finance,Germany,Enterprise
CU003661,Account 003661,2026-01-13,Professional Services,Singapore,Enterprise
CU003662,Account 003662,2023-05-29,Professional Services,United Kingdom,Enterprise
CU003663,Account 003663,2024-02-26,Professional Services,United Kingdom,Mid-Market
CU003664,Account 003664,2022-10-09,Retail,Germany,Mid-Market
CU003665,Account 003665,2022-03-02,Professional Services,Australia,Mid-Market
CU003666,Account 003666,2022-03-15,Professional Services,Canada,Enterprise
CU003667,Account 003667,2026-03-22,Manufacturing,United Kingdom,SMB
CU003668,Account 003668,2025-02-28,Finance,Germany,Mid-Market
CU003669,Account 003669,2025-06-01,Healthcare,Canada,Mid-Market
CU003670,Account 003670,2025-02-02,Retail,United Kingdom,Enterprise
CU003671,Account 003671,2023-02-09,Retail,United States,Enterprise
CU003672,Account 003672,2025-06-24,Education,Germany,Enterprise
CU003673,Account 003673,2025-04-13,Manufacturing,United Kingdom,Mid-Market
CU003674,Account 003674,2026-03-24,Healthcare,United Kingdom,SMB
CU003675,Account 003675,2023-05-03,Professional Services,Germany,SMB
CU003676,Account 003676,2023-01-13,Retail,Australia,Mid-Market
CU003677,Account 003677,2024-02-18,Education,United States,Mid-Market
CU003678,Account 003678,2025-05-19,Software,Germany,Mid-Market
CU003679,Account 003679,2024-12-28,Healthcare,United Kingdom,Enterprise
CU003680,Account 003680,2024-03-04,Professional Services,United Kingdom,Mid-Market
CU003681,Account 003681,2026-01-31,Education,Germany,SMB
CU003682,Account 003682,2023-01-08,Healthcare,United Kingdom,Enterprise
CU003683,Account 003683,2024-09-14,Software,Singapore,Enterprise
CU003684,Account 003684,2024-04-12,Healthcare,Singapore,Enterprise
CU003685,Account 003685,2022-05-16,Healthcare,Germany,SMB
CU003686,Account 003686,2025-06-16,Manufacturing,United Kingdom,Enterprise
CU003687,Account 003687,2024-09-22,Healthcare,Singapore,Enterprise
CU003688,Account 003688,2026-03-28,Education,Canada,Mid-Market
CU003689,Account 003689,2023-10-24,Professional Services,Canada,SMB
CU003690,Account 003690,2022-03-04,Healthcare,United States,Mid-Market
CU003691,Account 003691,2022-03-23,Retail,United Kingdom,Enterprise
CU003692,Account 003692,2024-02-07,Healthcare,United Kingdom,Mid-Market
CU003693,Account 003693,2026-01-09,Education,United Kingdom,Mid-Market
CU003694,Account 003694,2025-10-29,Professional Services,Singapore,Enterprise
CU003695,Account 003695,2025-05-13,Software,Canada,Enterprise
CU003696,Account 003696,2024-02-11,Education,Australia,SMB
CU003697,Account 003697,2022-04-08,Healthcare,United Kingdom,Mid-Market
CU003698,Account 003698,2024-08-06,Healthcare,United States,Mid-Market
CU003699,Account 003699,2023-01-23,Manufacturing,Singapore,SMB
CU003700,Account 003700,2024-06-04,Finance,United States,SMB
CU003701,Account 003701,2026-04-22,Education,Singapore,SMB
CU003702,Account 003702,2024-08-15,Software,Germany,Enterprise
CU003703,Account 003703,2022-01-10,Retail,United States,Mid-Market
CU003704,Account 003704,2023-06-13,Healthcare,Australia,SMB
CU003705,Account 003705,2023-12-31,Finance,Germany,Enterprise
CU003706,Account 003706,2023-11-20,Retail,United Kingdom,SMB
CU003707,Account 003707,2024-08-20,Manufacturing,Canada,SMB
CU003708,Account 003708,2024-02-28,Retail,Singapore,Enterprise
CU003709,Account 003709,2026-06-15,Healthcare,Singapore,Enterprise
CU003710,Account 003710,2026-02-21,Professional Services,Singapore,SMB
CU003711,Account 003711,2026-04-08,Education,Canada,Mid-Market
CU003712,Account 003712,2026-01-09,Healthcare,United States,Enterprise
CU003713,Account 003713,2025-12-03,Healthcare,United States,Mid-Market
CU003714,Account 003714,2022-10-13,Education,Canada,Enterprise
CU003715,Account 003715,2022-10-29,Education,Germany,Mid-Market
CU003716,Account 003716,2024-03-01,Finance,Australia,SMB
CU003717,Account 003717,2026-02-02,Finance,Canada,SMB
CU003718,Account 003718,2023-01-24,Software,Germany,Mid-Market
CU003719,Account 003719,2023-09-09,Manufacturing,Singapore,Enterprise
CU003720,Account 003720,2026-06-26,Healthcare,Germany,SMB
CU003721,Account 003721,2024-11-02,Manufacturing,Australia,Enterprise
CU003722,Account 003722,2023-08-27,Retail,United States,Mid-Market
CU003723,Account 003723,2022-02-12,Healthcare,Singapore,Enterprise
CU003724,Account 003724,2024-03-11,Professional Services,Australia,Mid-Market
CU003725,Account 003725,2022-08-14,Software,Australia,SMB
CU003726,Account 003726,2023-06-04,Software,Canada,Mid-Market
CU003727,Account 003727,2023-09-29,Professional Services,Germany,SMB
CU003728,Account 003728,2025-05-31,Manufacturing,Germany,Mid-Market
CU003729,Account 003729,2022-11-27,Professional Services,United States,SMB
CU003730,Account 003730,2024-08-13,Professional Services,United Kingdom,SMB
CU003731,Account 003731,2025-04-13,Professional Services,Singapore,Enterprise
CU003732,Account 003732,2025-11-08,Education,Singapore,Mid-Market
CU003733,Account 003733,2023-05-19,Retail,Australia,SMB
CU003734,Account 003734,2026-01-26,Software,United States,Enterprise
CU003735,Account 003735,2023-05-23,Healthcare,Canada,SMB
CU003736,Account 003736,2023-02-24,Retail,Singapore,Enterprise
CU003737,Account 003737,2023-07-02,Manufacturing,Singapore,Mid-Market
CU003738,Account 003738,2025-06-03,Professional Services,Canada,Enterprise
CU003739,Account 003739,2025-03-07,Retail,Germany,SMB
CU003740,Account 003740,2025-02-09,Retail,Germany,SMB
CU003741,Account 003741,2022-03-20,Manufacturing,Singapore,Enterprise
CU003742,Account 003742,2024-05-13,Education,Germany,Mid-Market
CU003743,Account 003743,2026-05-12,Manufacturing,Australia,Enterprise
CU003744,Account 003744,2025-07-31,Education,Australia,Mid-Market
CU003745,Account 003745,2025-11-02,Manufacturing,United States,SMB
CU003746,Account 003746,2025-06-02,Manufacturing,Canada,SMB
CU003747,Account 003747,2025-10-05,Healthcare,Canada,Mid-Market
CU003748,Account 003748,2024-12-11,Retail,United States,Mid-Market
CU003749,Account 003749,2023-03-13,Healthcare,United States,Mid-Market
CU003750,Account 003750,2025-03-08,Software,Canada,Enterprise
CU003751,Account 003751,2022-11-06,Retail,Germany,Enterprise
CU003752,Account 003752,2023-05-26,Finance,Singapore,SMB
CU003753,Account 003753,2025-12-08,Healthcare,United Kingdom,SMB
CU003754,Account 003754,2024-04-23,Manufacturing,Singapore,SMB
CU003755,Account 003755,2022-06-12,Manufacturing,Australia,Mid-Market
CU003756,Account 003756,2022-01-01,Education,Australia,Mid-Market
CU003757,Account 003757,2024-01-17,Retail,Germany,SMB
CU003758,Account 003758,2024-06-04,Professional Services,Germany,Mid-Market
CU003759,Account 003759,2025-09-12,Healthcare,Australia,Mid-Market
CU003760,Account 003760,2022-09-18,Education,Australia,Mid-Market
CU003761,Account 003761,2023-07-10,Education,United Kingdom,Mid-Market
CU003762,Account 003762,2022-10-13,Manufacturing,United Kingdom,SMB
CU003763,Account 003763,2025-10-05,Manufacturing,Canada,Enterprise
CU003764,Account 003764,2026-02-27,Healthcare,Singapore,SMB
CU003765,Account 003765,2025-12-10,Education,United Kingdom,SMB
CU003766,Account 003766,2023-04-03,Software,Canada,Enterprise
CU003767,Account 003767,2022-08-03,Manufacturing,Canada,Enterprise
CU003768,Account 003768,2022-04-08,Finance,United Kingdom,Mid-Market
CU003769,Account 003769,2025-11-04,Retail,Australia,Mid-Market
CU003770,Account 003770,2024-04-12,Professional Services,Australia,Mid-Market
CU003771,Account 003771,2022-07-29,Retail,Germany,SMB
CU003772,Account 003772,2026-02-01,Finance,United States,SMB
CU003773,Account 003773,2026-03-03,Professional Services,Canada,Mid-Market
CU003774,Account 003774,2025-01-27,Healthcare,Germany,Mid-Market
CU003775,Account 003775,2022-10-11,Education,Singapore,Enterprise
CU003776,Account 003776,2022-08-07,Software,Canada,Mid-Market
CU003777,Account 003777,2024-04-02,Retail,Canada,Enterprise
CU003778,Account 003778,2026-02-05,Manufacturing,Australia,SMB
CU003779,Account 003779,2024-08-21,Retail,Australia,SMB
CU003780,Account 003780,2025-03-28,Healthcare,Australia,SMB
CU003781,Account 003781,2023-01-11,Manufacturing,United States,SMB
CU003782,Account 003782,2025-11-13,Professional Services,Canada,SMB
CU003783,Account 003783,2024-12-25,Finance,Australia,SMB
CU003784,Account 003784,2026-03-28,Professional Services,Canada,SMB
CU003785,Account 003785,2023-06-17,Professional Services,Canada,Enterprise
CU003786,Account 003786,2022-07-03,Healthcare,Canada,Enterprise
CU003787,Account 003787,2025-09-12,Education,Singapore,SMB
CU003788,Account 003788,2026-05-01,Finance,Canada,Enterprise
CU003789,Account 003789,2024-05-09,Finance,Singapore,Enterprise
CU003790,Account 003790,2022-08-28,Manufacturing,Germany,SMB
CU003791,Account 003791,2022-08-21,Healthcare,United States,SMB
CU003792,Account 003792,2023-11-28,Education,United Kingdom,Enterprise
CU003793,Account 003793,2024-04-30,Manufacturing,Canada,SMB
CU003794,Account 003794,2022-04-02,Education,United Kingdom,SMB
CU003795,Account 003795,2025-09-19,Finance,Germany,SMB
CU003796,Account 003796,2025-12-22,Education,Germany,Mid-Market
CU003797,Account 003797,2022-05-17,Healthcare,United States,SMB
CU003798,Account 003798,2022-02-02,Retail,United Kingdom,Mid-Market
CU003799,Account 003799,2026-03-26,Retail,Australia,Mid-Market
CU003800,Account 003800,2026-01-12,Software,United Kingdom,Mid-Market
CU003801,Account 003801,2023-07-28,Manufacturing,United States,Enterprise
CU003802,Account 003802,2022-02-06,Finance,United Kingdom,SMB
CU003803,Account 003803,2022-09-25,Software,Singapore,Enterprise
CU003804,Account 003804,2025-06-25,Healthcare,Germany,Mid-Market
CU003805,Account 003805,2023-03-07,Software,United Kingdom,Enterprise
CU003806,Account 003806,2024-11-22,Education,United States,Enterprise
CU003807,Account 003807,2024-06-13,Manufacturing,Singapore,Enterprise
CU003808,Account 003808,2023-10-25,Manufacturing,Canada,Enterprise
CU003809,Account 003809,2022-03-18,Professional Services,United Kingdom,Mid-Market
CU003810,Account 003810,2026-01-04,Software,United Kingdom,Mid-Market
CU003811,Account 003811,2025-01-04,Software,Canada,Enterprise
CU003812,Account 003812,2024-09-20,Retail,United States,SMB
CU003813,Account 003813,2022-02-25,Finance,United States,Enterprise
CU003814,Account 003814,2022-12-21,Finance,Germany,SMB
CU003815,Account 003815,2023-12-04,Finance,Canada,Mid-Market
CU003816,Account 003816,2023-09-04,Finance,United Kingdom,Enterprise
CU003817,Account 003817,2022-08-17,Professional Services,Australia,Enterprise
CU003818,Account 003818,2023-09-23,Education,United States,Mid-Market
CU003819,Account 003819,2022-03-01,Education,Germany,Mid-Market
CU003820,Account 003820,2024-12-27,Finance,United States,Enterprise
CU003821,Account 003821,2025-01-28,Finance,Germany,Enterprise
CU003822,Account 003822,2023-05-04,Education,Singapore,Mid-Market
CU003823,Account 003823,2024-04-12,Finance,Australia,Mid-Market
CU003824,Account 003824,2023-03-30,Software,Canada,SMB
CU003825,Account 003825,2026-06-29,Manufacturing,United Kingdom,SMB
CU003826,Account 003826,2022-11-23,Manufacturing,United Kingdom,SMB
CU003827,Account 003827,2024-03-31,Healthcare,Singapore,Enterprise
CU003828,Account 003828,2024-07-14,Healthcare,Australia,Enterprise
CU003829,Account 003829,2024-03-30,Software,Canada,SMB
CU003830,Account 003830,2025-04-29,Manufacturing,Singapore,Enterprise
CU003831,Account 003831,2025-02-25,Education,Canada,SMB
CU003832,Account 003832,2025-10-01,Software,United States,Enterprise
CU003833,Account 003833,2022-05-29,Professional Services,United States,Enterprise
CU003834,Account 003834,2026-06-19,Manufacturing,United States,SMB
CU003835,Account 003835,2023-08-21,Education,Canada,Enterprise
CU003836,Account 003836,2025-12-21,Finance,Singapore,SMB
CU003837,Account 003837,2026-04-09,Healthcare,Canada,Mid-Market
CU003838,Account 003838,2026-05-27,Retail,United Kingdom,Mid-Market
CU003839,Account 003839,2025-03-17,Professional Services,United Kingdom,Enterprise
CU003840,Account 003840,2022-08-04,Healthcare,United States,Enterprise
CU003841,Account 003841,2025-08-14,Education,Singapore,Enterprise
CU003842,Account 003842,2022-04-15,Professional Services,United States,SMB
CU003843,Account 003843,2025-10-13,Healthcare,United Kingdom,Mid-Market
CU003844,Account 003844,2024-12-08,Manufacturing,Singapore,Enterprise
CU003845,Account 003845,2024-10-02,Software,United Kingdom,Enterprise
CU003846,Account 003846,2022-09-02,Education,Singapore,Mid-Market
CU003847,Account 003847,2023-07-30,Professional Services,United Kingdom,Enterprise
CU003848,Account 003848,2025-07-15,Education,Singapore,Enterprise
CU003849,Account 003849,2025-05-23,Software,Germany,SMB
CU003850,Account 003850,2023-02-11,Education,United States,SMB
CU003851,Account 003851,2025-12-21,Retail,United Kingdom,Mid-Market
CU003852,Account 003852,2022-08-27,Software,Germany,Mid-Market
CU003853,Account 003853,2024-03-23,Manufacturing,United States,Mid-Market
CU003854,Account 003854,2025-08-28,Education,Canada,Mid-Market
CU003855,Account 003855,2024-08-01,Professional Services,Canada,Enterprise
CU003856,Account 003856,2022-01-21,Professional Services,Germany,Mid-Market
CU003857,Account 003857,2025-03-22,Software,United States,SMB
CU003858,Account 003858,2023-04-09,Manufacturing,Singapore,SMB
CU003859,Account 003859,2026-03-20,Retail,Canada,Enterprise
CU003860,Account 003860,2022-03-22,Manufacturing,Australia,Mid-Market
CU003861,Account 003861,2022-08-15,Professional Services,United States,SMB
CU003862,Account 003862,2025-11-13,Education,Singapore,SMB
CU003863,Account 003863,2022-08-27,Manufacturing,Singapore,Mid-Market
CU003864,Account 003864,2024-12-19,Finance,United States,Mid-Market
CU003865,Account 003865,2026-06-08,Retail,Singapore,SMB
CU003866,Account 003866,2022-08-29,Healthcare,United Kingdom,Mid-Market
CU003867,Account 003867,2023-07-23,Software,Australia,SMB
CU003868,Account 003868,2024-04-04,Software,United Kingdom,SMB
CU003869,Account 003869,2024-05-27,Retail,United States,SMB
CU003870,Account 003870,2022-05-20,Healthcare,Canada,Enterprise
CU003871,Account 003871,2025-05-16,Software,United Kingdom,SMB
CU003872,Account 003872,2022-02-25,Manufacturing,Singapore,Mid-Market
CU003873,Account 003873,2025-01-30,Manufacturing,Singapore,Mid-Market
CU003874,Account 003874,2026-03-24,Manufacturing,United Kingdom,SMB
CU003875,Account 003875,2022-10-29,Software,United States,Enterprise
CU003876,Account 003876,2023-09-23,Manufacturing,United States,Mid-Market
CU003877,Account 003877,2023-11-05,Finance,Australia,SMB
CU003878,Account 003878,2026-05-18,Professional Services,United Kingdom,Enterprise
CU003879,Account 003879,2023-08-04,Healthcare,United States,SMB
CU003880,Account 003880,2022-03-15,Software,Australia,Enterprise
CU003881,Account 003881,2024-11-22,Software,United States,Mid-Market
CU003882,Account 003882,2025-12-03,Education,Canada,SMB
CU003883,Account 003883,2022-07-24,Software,Germany,SMB
CU003884,Account 003884,2026-04-21,Professional Services,Canada,SMB
CU003885,Account 003885,2025-08-25,Healthcare,Singapore,Mid-Market
CU003886,Account 003886,2026-01-25,Education,Australia,SMB
CU003887,Account 003887,2026-01-27,Education,Germany,SMB
CU003888,Account 003888,2023-12-25,Professional Services,United States,Enterprise
CU003889,Account 003889,2024-04-15,Retail,Australia,Enterprise
CU003890,Account 003890,2025-08-16,Software,Singapore,Mid-Market
CU003891,Account 003891,2024-05-26,Healthcare,Singapore,Mid-Market
CU003892,Account 003892,2025-05-28,Healthcare,Singapore,SMB
CU003893,Account 003893,2023-02-05,Finance,United States,Enterprise
CU003894,Account 003894,2023-04-17,Healthcare,United States,Mid-Market
CU003895,Account 003895,2022-12-29,Manufacturing,United States,Enterprise
CU003896,Account 003896,2024-12-13,Retail,United Kingdom,Enterprise
CU003897,Account 003897,2022-06-18,Education,Germany,SMB
CU003898,Account 003898,2022-05-19,Professional Services,Australia,Enterprise
CU003899,Account 003899,2025-04-24,Retail,Singapore,Mid-Market
CU003900,Account 003900,2022-12-13,Professional Services,Australia,SMB
CU003901,Account 003901,2023-07-22,Professional Services,Australia,Enterprise
CU003902,Account 003902,2023-08-12,Healthcare,Germany,SMB
CU003903,Account 003903,2022-04-04,Finance,Singapore,SMB
CU003904,Account 003904,2025-02-11,Professional Services,Australia,Mid-Market
CU003905,Account 003905,2024-04-14,Finance,Australia,Mid-Market
CU003906,Account 003906,2026-02-20,Professional Services,Singapore,Enterprise
CU003907,Account 003907,2022-02-16,Retail,Singapore,SMB
CU003908,Account 003908,2026-06-09,Professional Services,Canada,Enterprise
CU003909,Account 003909,2026-04-15,Retail,Canada,Mid-Market
CU003910,Account 003910,2023-07-12,Finance,Germany,Enterprise
CU003911,Account 003911,2023-09-29,Finance,Germany,Mid-Market
CU003912,Account 003912,2022-07-01,Education,Singapore,Enterprise
CU003913,Account 003913,2022-10-15,Retail,Singapore,Enterprise
CU003914,Account 003914,2026-02-20,Retail,United States,Mid-Market
CU003915,Account 003915,2025-05-11,Software,Singapore,SMB
CU003916,Account 003916,2024-11-22,Finance,United States,SMB
CU003917,Account 003917,2023-05-29,Manufacturing,Australia,SMB
CU003918,Account 003918,2023-12-24,Education,Australia,Mid-Market
CU003919,Account 003919,2024-07-14,Retail,Australia,Enterprise
CU003920,Account 003920,2024-05-15,Education,United States,Enterprise
CU003921,Account 003921,2022-02-03,Finance,Canada,Mid-Market
CU003922,Account 003922,2025-04-20,Manufacturing,United Kingdom,Mid-Market
CU003923,Account 003923,2025-02-20,Software,United Kingdom,SMB
CU003924,Account 003924,2023-03-21,Software,Singapore,Enterprise
CU003925,Account 003925,2023-03-17,Healthcare,United Kingdom,SMB
CU003926,Account 003926,2025-07-26,Finance,United Kingdom,SMB
CU003927,Account 003927,2025-09-16,Education,United States,Mid-Market
CU003928,Account 003928,2025-08-19,Manufacturing,Canada,SMB
CU003929,Account 003929,2025-07-22,Manufacturing,Canada,SMB
CU003930,Account 003930,2023-08-10,Manufacturing,Australia,Mid-Market
CU003931,Account 003931,2025-07-27,Software,Australia,Mid-Market
CU003932,Account 003932,2022-03-31,Healthcare,Australia,Enterprise
CU003933,Account 003933,2025-09-25,Manufacturing,Australia,SMB
CU003934,Account 003934,2022-10-23,Professional Services,Canada,SMB
CU003935,Account 003935,2022-12-21,Manufacturing,United States,Mid-Market
CU003936,Account 003936,2025-04-03,Software,Canada,Mid-Market
CU003937,Account 003937,2023-10-07,Retail,Canada,Mid-Market
CU003938,Account 003938,2024-06-14,Manufacturing,United States,Mid-Market
CU003939,Account 003939,2022-12-07,Manufacturing,Germany,SMB
CU003940,Account 003940,2026-01-17,Professional Services,Singapore,Mid-Market
CU003941,Account 003941,2025-04-06,Healthcare,Germany,SMB
CU003942,Account 003942,2023-04-04,Professional Services,Germany,Mid-Market
CU003943,Account 003943,2023-05-26,Retail,Germany,Enterprise
CU003944,Account 003944,2024-12-10,Healthcare,United States,SMB
CU003945,Account 003945,2024-06-01,Finance,Germany,Mid-Market
CU003946,Account 003946,2024-03-24,Finance,Australia,Enterprise
CU003947,Account 003947,2024-10-19,Finance,Germany,Enterprise
CU003948,Account 003948,2025-11-02,Healthcare,United Kingdom,Mid-Market
