Month,CustomerID,LicensedSeats,ActiveUsers,Logins,FeatureAdoptionRate,CriticalErrors
2026-07-01,CU001371,76,59,1120,0.7918,2
2025-06-01,CU001372,37,29,437,0.2636,2
2025-08-01,CU001372,75,40,960,0.3129,4
2025-11-01,CU001372,7,2,89,0.7919,4
2026-01-01,CU001372,30,21,483,0.7415,1
2026-02-01,CU001372,86,52,1383,0.7838,4
2025-07-01,CU001373,95,82,551,0.2541,5
2025-10-01,CU001373,82,61,1073,0.6081,4
2026-05-01,CU001373,108,50,850,0.7308,0
2026-07-01,CU001373,92,70,706,0.736,2
2026-08-01,CU001373,30,23,416,0.9236,5
2024-09-01,CU001375,109,77,1377,0.4795,4
2025-05-01,CU001375,98,77,1593,0.8025,4
2025-07-01,CU001375,25,18,333,0.7317,6
2025-08-01,CU001375,89,73,1451,0.6176,1
2026-02-01,CU001375,49,24,327,0.4963,4
2022-10-01,CU001376,54,32,803,0.8647,0
2022-11-01,CU001376,31,17,300,0.3493,4
2023-01-01,CU001376,56,50,589,0.284,2
2023-05-01,CU001376,119,95,1443,0.476,3
2023-09-01,CU001376,28,19,531,0.267,2
2023-11-01,CU001376,44,29,895,0.561,1
2023-12-01,CU001376,87,61,1361,0.6897,1
2024-03-01,CU001376,13,9,157,0.835,4
2024-04-01,CU001376,37,27,459,0.838,1
2024-09-01,CU001376,31,15,447,0.5406,4
2025-01-01,CU001376,66,47,672,0.5518,4
2025-03-01,CU001376,62,37,1058,0.7953,4
2025-04-01,CU001376,115,64,1775,0.8389,6
2025-07-01,CU001376,17,8,374,0.596,3
2025-09-01,CU001376,68,62,829,0.8216,2
2025-10-01,CU001376,105,95,1240,0.7852,0
2026-01-01,CU001376,69,69,542,0.5339,2
2026-02-01,CU001376,86,65,1312,0.4298,1
2022-03-01,CU001377,57,42,593,0.7395,5
2022-05-01,CU001377,40,36,523,0.6699,2
2022-09-01,CU001377,117,72,1687,0.5276,1
2023-01-01,CU001377,36,32,674,0.5373,1
2023-03-01,CU001377,23,23,197,0.6033,4
2023-11-01,CU001377,99,44,1267,0.3384,4
2024-04-01,CU001377,33,25,424,0.752,7
2024-09-01,CU001377,112,70,972,0.8834,2
2024-10-01,CU001377,72,34,193,0.726,2
2025-01-01,CU001377,64,53,822,0.3075,2
2025-03-01,CU001377,8,6,23,0.3237,1
2025-05-01,CU001377,31,20,182,0.8681,0
2025-09-01,CU001377,36,29,367,0.3416,1
2025-11-01,CU001377,26,18,399,0.2355,3
2026-02-01,CU001377,44,20,513,0.4688,2
2026-05-01,CU001377,64,35,853,0.442,3
2026-03-01,CU001378,40,15,523,0.57,0
2023-01-01,CU001379,92,43,1779,0.8816,1
2023-07-01,CU001379,79,46,858,0.5541,0
2023-08-01,CU001379,54,51,844,0.8064,2
2023-09-01,CU001379,119,119,1431,0.7178,2
2023-10-01,CU001379,76,49,1044,0.8392,5
2023-11-01,CU001379,53,45,947,0.7231,4
2024-05-01,CU001379,36,20,441,0.8827,1
2024-06-01,CU001379,68,58,587,0.8447,3
2024-11-01,CU001379,81,73,595,0.6107,6
2025-03-01,CU001379,26,21,256,0.4547,0
2025-07-01,CU001379,105,78,1163,0.4501,4
2025-11-01,CU001379,114,98,1387,0.6012,3
2026-03-01,CU001379,14,12,218,0.8811,3
2026-06-01,CU001379,30,19,279,0.794,1
2026-08-01,CU001379,22,16,369,0.7688,0
2026-07-01,CU001380,4,3,49,0.2807,3
2026-03-01,CU001381,23,17,193,0.5822,4
2026-05-01,CU001381,48,30,704,0.8999,6
2026-07-01,CU001381,116,109,1041,0.4221,0
2026-08-01,CU001381,47,47,506,0.7654,1
2023-03-01,CU001382,103,65,1427,0.4581,3
2023-04-01,CU001382,88,85,1799,0.3522,0
2023-09-01,CU001382,29,23,391,0.5499,0
2023-11-01,CU001382,69,60,152,0.9042,1
2023-12-01,CU001382,89,63,1459,0.6619,2
2024-05-01,CU001382,111,81,1119,0.7318,4
2024-06-01,CU001382,91,91,1282,0.8292,0
2024-07-01,CU001382,53,36,595,0.4662,5
2024-08-01,CU001382,19,9,170,0.5327,0
2024-11-01,CU001382,14,9,245,0.8255,1
2025-01-01,CU001382,117,93,758,0.4824,1
2025-04-01,CU001382,46,35,429,0.8006,2
2025-06-01,CU001382,47,41,465,0.1488,1
2025-12-01,CU001382,62,62,679,0.2772,3
2026-02-01,CU001382,78,68,1389,0.6335,3
2026-04-01,CU001382,119,85,1750,0.4232,4
2026-07-01,CU001382,62,58,999,0.2696,4
2022-01-01,CU001383,48,41,562,0.4264,2
2022-02-01,CU001383,99,64,1692,0.7114,0
2022-06-01,CU001383,74,44,355,0.5372,3
2022-09-01,CU001383,5,3,55,0.8938,4
2022-12-01,CU001383,47,28,697,0.5223,1
2023-03-01,CU001383,47,43,620,0.3056,0
2023-04-01,CU001383,93,68,969,0.9526,4
2023-07-01,CU001383,110,42,1625,0.0978,3
2025-01-01,CU001383,13,7,69,0.6462,2
2025-03-01,CU001383,83,34,1047,0.7734,4
2025-09-01,CU001383,74,48,685,0.7927,0
2026-06-01,CU001383,105,61,1109,0.2575,2
2023-09-01,CU001384,75,26,1130,0.5589,2
2023-10-01,CU001384,83,79,1376,0.7526,4
2023-11-01,CU001384,42,34,739,0.6631,1
2024-02-01,CU001384,92,71,790,0.3426,4
2024-05-01,CU001384,96,74,1016,0.5161,4
2025-02-01,CU001384,89,89,818,0.427,3
2025-03-01,CU001384,108,76,944,0.8392,2
2025-05-01,CU001384,41,25,143,0.9093,3
2026-05-01,CU001384,117,117,937,0.5714,3
2026-06-01,CU001384,94,87,1517,0.3969,2
2026-08-01,CU001384,16,14,138,0.78,3
2024-08-01,CU001385,114,111,1652,0.597,0
2024-11-01,CU001385,55,42,784,0.5125,0
2025-01-01,CU001385,85,31,1181,0.8029,1
2025-04-01,CU001385,115,60,1413,0.759,5
2025-09-01,CU001385,96,64,1336,0.3972,3
2025-10-01,CU001385,12,8,54,0.6156,1
2026-05-01,CU001385,39,27,625,0.9172,0
2026-08-01,CU001385,9,5,66,0.5925,3
2022-09-01,CU001386,81,76,1288,0.3597,1
2023-03-01,CU001386,86,72,1258,0.6952,1
2023-04-01,CU001386,111,89,1343,0.6695,2
2023-10-01,CU001386,78,39,894,0.5313,2
2024-01-01,CU001386,83,43,1362,0.1436,2
2024-04-01,CU001386,21,12,309,0.6781,3
2024-08-01,CU001386,106,106,1116,0.3348,3
2024-10-01,CU001386,22,17,194,0.8285,4
2025-02-01,CU001386,31,28,260,0.859,1
2025-07-01,CU001386,113,87,1300,0.4333,4
2026-06-01,CU001386,93,79,1069,0.8722,1
2026-03-01,CU001387,12,6,91,0.9115,2
2026-05-01,CU001387,34,25,320,0.8581,0
2025-03-01,CU001388,34,3,299,0.5403,0
2025-06-01,CU001388,33,25,219,0.8722,4
2026-07-01,CU001388,108,82,1314,0.3311,5
2025-02-01,CU001389,31,14,480,0.7034,1
2025-03-01,CU001389,8,5,74,0.539,1
2025-05-01,CU001389,18,8,197,0.9589,0
2025-06-01,CU001389,78,78,1142,0.6882,0
2025-08-01,CU001389,110,90,548,0.7233,2
2025-09-01,CU001389,99,68,695,0.7171,5
2026-01-01,CU001389,80,49,1258,0.8249,5
2026-02-01,CU001389,38,22,561,0.7037,4
2026-05-01,CU001389,65,50,739,0.556,3
2023-06-01,CU001390,24,18,310,0.8891,2
2023-07-01,CU001390,89,71,1018,0.525,3
2024-02-01,CU001390,43,34,377,0.2484,3
2025-01-01,CU001390,95,47,1242,0.4734,0
2025-02-01,CU001390,55,44,580,0.4913,1
2025-05-01,CU001390,80,72,1137,0.351,3
2025-07-01,CU001390,57,47,632,0.7964,0
2025-08-01,CU001390,69,31,159,0.1757,4
2025-09-01,CU001390,106,62,1291,0.4767,0
2025-11-01,CU001390,86,56,611,0.2199,3
2026-04-01,CU001390,92,76,464,0.3153,2
2026-05-01,CU001390,82,78,1516,0.3082,1
2026-06-01,CU001390,28,20,323,0.6835,1
2026-08-01,CU001390,69,28,716,0.4131,1
2025-06-01,CU001392,55,50,783,0.7772,4
2025-09-01,CU001392,68,64,1088,0.4293,3
2026-04-01,CU001392,28,21,399,0.7533,5
2026-06-01,CU001392,60,39,661,0.7893,6
2026-07-01,CU001392,49,32,770,0.5857,2
2026-08-01,CU001392,55,34,416,0.7902,4
2022-11-01,CU001393,58,41,507,0.9242,2
2023-01-01,CU001393,12,10,124,0.8676,3
2023-06-01,CU001393,37,24,491,0.5373,1
2023-07-01,CU001393,16,9,227,0.4366,2
2023-08-01,CU001393,112,67,1827,0.6147,1
2024-03-01,CU001393,2,1,28,0.7104,0
2024-04-01,CU001393,21,14,102,0.867,1
2024-10-01,CU001393,43,20,524,0.6822,4
2025-01-01,CU001393,105,102,1507,0.7064,3
2025-03-01,CU001393,77,54,1003,0.7497,4
2025-04-01,CU001393,109,66,1385,0.2194,0
2026-01-01,CU001393,44,32,439,0.7141,7
2026-03-01,CU001393,70,46,791,0.7564,1
2026-05-01,CU001393,8,2,143,0.6999,1
2026-07-01,CU001393,73,35,1005,0.6336,3
2026-08-01,CU001393,44,38,460,0.3405,3
2024-02-01,CU001394,28,24,244,0.7888,2
2024-03-01,CU001394,15,15,230,0.6143,1
2024-05-01,CU001394,72,50,572,0.5054,0
2024-06-01,CU001394,67,53,808,0.8639,0
2024-07-01,CU001394,114,83,1499,0.6114,6
2024-10-01,CU001394,38,18,351,0.7118,3
2024-11-01,CU001394,34,20,208,0.7512,2
2024-12-01,CU001394,16,15,165,0.4145,2
2025-01-01,CU001394,53,32,677,0.3776,0
2025-03-01,CU001394,57,54,928,0.511,1
2025-07-01,CU001394,21,9,150,0.3381,3
2026-02-01,CU001394,67,52,968,0.4239,0
2026-06-01,CU001394,10,7,101,0.7901,1
2026-08-01,CU001394,22,17,259,0.6454,3
2025-09-01,CU001395,107,67,2234,0.2767,2
2026-05-01,CU001395,26,21,343,0.8991,5
2024-05-01,CU001396,44,33,317,0.6546,5
2024-06-01,CU001396,30,14,507,0.3723,2
2025-01-01,CU001396,49,22,836,0.4119,3
2025-04-01,CU001396,114,102,1301,0.2671,2
2025-06-01,CU001396,59,44,323,0.4664,4
2025-07-01,CU001396,109,96,780,0.3757,0
2025-11-01,CU001396,47,16,748,0.3231,0
2026-01-01,CU001396,91,91,1558,0.1768,2
2026-03-01,CU001396,88,88,863,0.7981,2
2026-08-01,CU001396,51,39,651,0.7354,1
2026-02-01,CU001397,53,43,567,0.7215,1
2026-05-01,CU001397,46,33,645,0.4861,0
2026-06-01,CU001397,44,25,639,0.9636,1
2022-09-01,CU001398,30,22,481,0.4866,1
2022-11-01,CU001398,85,71,1725,0.5784,1
2022-12-01,CU001398,63,38,845,0.6539,3
2023-01-01,CU001398,103,26,1719,0.8768,2
2023-02-01,CU001398,61,55,745,0.5642,0
2023-07-01,CU001398,36,15,477,0.7465,4
2023-09-01,CU001398,54,54,719,0.7808,0
2024-02-01,CU001398,96,58,530,0.3605,0
2025-01-01,CU001398,42,21,641,0.5659,4
2025-02-01,CU001398,69,45,284,0.4116,2
2025-04-01,CU001398,58,32,855,0.9429,2
2025-07-01,CU001398,31,18,470,0.5066,0
2025-12-01,CU001398,70,35,1112,0.8187,0
2026-03-01,CU001398,3,2,45,0.8544,0
2026-04-01,CU001398,93,62,755,0.604,0
2026-06-01,CU001398,42,36,762,0.9202,2
2026-07-01,CU001398,116,84,2026,0.2594,2
2025-11-01,CU001399,14,7,47,0.7213,1
2026-02-01,CU001399,11,7,134,0.3789,0
2026-04-01,CU001399,18,15,139,0.5983,2
2026-08-01,CU001399,58,41,582,0.8752,1
2022-07-01,CU001400,68,55,947,0.2602,3
2023-01-01,CU001400,7,3,108,0.7588,0
2023-02-01,CU001400,94,77,1544,0.8307,2
2024-03-01,CU001400,60,32,743,0.2896,6
2024-10-01,CU001400,61,61,708,0.6356,1
2025-04-01,CU001400,92,92,1340,0.5544,3
2025-08-01,CU001400,106,93,900,0.2464,3
2026-04-01,CU001400,95,74,1761,0.5063,2
2026-06-01,CU001400,25,23,331,0.514,3
2026-08-01,CU001400,39,26,706,0.7775,0
2024-09-01,CU001401,12,6,196,0.847,0
2025-03-01,CU001401,1,0,12,0.6253,0
2025-05-01,CU001401,17,10,17,0.4678,2
2025-06-01,CU001401,62,62,538,0.4575,1
2025-07-01,CU001401,84,84,1612,0.6422,2
2026-03-01,CU001401,18,8,98,0.7581,3
2026-05-01,CU001401,62,34,970,0.7005,0
2026-07-01,CU001401,98,44,1405,0.8736,4
2025-12-01,CU001402,40,31,364,0.4447,1
2026-01-01,CU001402,7,4,132,0.6335,2
2026-06-01,CU001402,25,20,321,0.7343,4
2026-08-01,CU001402,108,76,1464,0.6903,4
2026-07-01,CU001403,94,65,1332,0.7272,3
2026-08-01,CU001403,60,53,849,0.8419,0
2026-06-01,CU001404,108,90,1332,0.4959,3
2026-08-01,CU001404,67,31,237,0.9682,0
2024-01-01,CU001405,50,50,681,0.6141,3
2024-06-01,CU001405,37,25,313,0.2832,5
2024-08-01,CU001405,106,78,1050,0.5775,7
2024-09-01,CU001405,2,2,26,0.4606,4
2025-02-01,CU001405,12,5,149,0.708,0
2025-05-01,CU001405,75,57,748,0.7602,2
2025-06-01,CU001405,71,37,844,0.7889,6
2025-09-01,CU001405,55,38,608,0.1874,3
2025-11-01,CU001405,49,22,587,0.3656,4
2026-05-01,CU001405,54,31,782,0.5693,2
2026-07-01,CU001405,96,67,1856,0.6218,1
2026-08-01,CU001405,72,34,664,0.6666,2
2022-05-01,CU001406,31,18,433,0.955,0
2022-10-01,CU001406,47,39,269,0.798,0
2022-12-01,CU001406,9,6,164,0.7925,1
2023-02-01,CU001406,112,112,1257,0.1265,3
2023-04-01,CU001406,20,10,296,0.793,7
2023-07-01,CU001406,29,26,444,0.565,0
2023-08-01,CU001406,63,48,496,0.53,3
2024-01-01,CU001406,99,94,762,0.8166,2
2024-02-01,CU001406,24,18,338,0.1761,1
2024-04-01,CU001406,26,17,303,0.5228,4
2024-08-01,CU001406,57,37,730,0.7449,4
2024-10-01,CU001406,85,74,746,0.8065,2
2025-02-01,CU001406,105,69,1218,0.7569,4
2025-03-01,CU001406,1,0,8,0.7317,4
2026-01-01,CU001406,40,14,480,0.2421,2
2026-05-01,CU001406,44,32,559,0.6497,0
2023-12-01,CU001408,117,82,1664,0.373,4
2024-05-01,CU001408,16,10,162,0.4757,3
2024-06-01,CU001408,21,12,352,0.6367,2
2024-08-01,CU001408,100,61,1453,0.7412,7
2025-07-01,CU001408,68,46,831,0.3577,4
2025-12-01,CU001408,59,48,1333,0.6703,2
2026-01-01,CU001408,34,34,406,0.9692,5
2026-05-01,CU001408,8,2,135,0.7117,1
2026-06-01,CU001408,45,30,495,0.6786,0
2022-08-01,CU001409,22,21,337,0.1692,1
2023-01-01,CU001409,79,70,1296,0.8248,0
2023-03-01,CU001409,99,78,1117,0.8124,3
2023-04-01,CU001409,29,25,467,0.6715,1
2023-05-01,CU001409,64,47,770,0.3476,1
2023-08-01,CU001409,22,15,274,0.8451,0
2023-11-01,CU001409,92,71,425,0.8287,2
2023-12-01,CU001409,111,74,1168,0.6706,1
2024-02-01,CU001409,62,23,929,0.2494,2
2024-03-01,CU001409,30,12,339,0.6221,1
2024-07-01,CU001409,24,18,293,0.1261,2
2024-11-01,CU001409,90,48,1356,0.6101,2
2024-12-01,CU001409,38,27,227,0.7903,0
2025-01-01,CU001409,67,67,823,0.4983,4
2025-02-01,CU001409,57,33,622,0.5017,6
2025-04-01,CU001409,59,28,1054,0.6069,1
2025-05-01,CU001409,78,46,1257,0.8493,5
2025-06-01,CU001409,67,56,818,0.7592,5
2025-08-01,CU001409,80,76,710,0.8705,2
2025-10-01,CU001409,83,61,500,0.8083,0
2025-12-01,CU001409,99,75,747,0.5419,2
2026-05-01,CU001409,17,14,156,0.4549,2
2026-06-01,CU001409,83,76,1351,0.3198,6
2026-07-01,CU001409,23,22,296,0.5478,5
2025-02-01,CU001410,112,57,1007,0.6513,3
2025-11-01,CU001410,22,10,314,0.4468,0
2026-04-01,CU001410,23,15,200,0.7199,5
2026-05-01,CU001410,33,19,591,0.3269,4
2026-06-01,CU001410,19,12,196,0.5348,1
2025-03-01,CU001411,37,22,368,0.351,1
2025-04-01,CU001411,51,42,657,0.7489,0
2025-05-01,CU001411,23,13,328,0.438,1
2025-09-01,CU001411,98,84,324,0.9386,3
2025-10-01,CU001411,88,65,728,0.3763,5
2026-01-01,CU001411,40,21,506,0.7376,6
2026-04-01,CU001411,71,50,1298,0.7261,3
2026-05-01,CU001411,9,7,127,0.3118,5
2026-06-01,CU001411,93,61,806,0.8611,0
2026-07-01,CU001411,87,74,1365,0.8,5
2022-12-01,CU001412,46,23,693,0.7801,1
2024-01-01,CU001412,48,30,656,0.8843,2
2024-03-01,CU001412,4,1,24,0.5648,5
2024-08-01,CU001412,53,37,831,0.2538,3
2024-10-01,CU001412,83,36,482,0.5529,0
2025-09-01,CU001412,56,48,479,0.5352,6
2025-11-01,CU001412,92,69,939,0.7226,0
2025-12-01,CU001412,80,56,1005,0.4849,2
2026-04-01,CU001412,5,3,35,0.5152,2
2026-06-01,CU001412,48,42,485,0.5235,5
2024-12-01,CU001413,23,11,338,0.6718,5
2025-05-01,CU001413,117,52,2961,0.6599,4
2025-07-01,CU001413,47,36,512,0.7309,1
2025-08-01,CU001413,115,77,1965,0.5108,2
2025-11-01,CU001413,109,59,1177,0.2013,0
2025-12-01,CU001413,16,12,253,0.7115,3
2022-07-01,CU001414,3,2,39,0.9227,1
2022-11-01,CU001414,97,65,960,0.4745,3
2023-01-01,CU001414,73,31,691,0.5398,5
2023-04-01,CU001414,27,12,488,0.6781,0
2023-06-01,CU001414,5,2,59,0.5434,4
2023-07-01,CU001414,100,95,436,0.523,1
2023-12-01,CU001414,103,52,1548,0.2771,3
2024-07-01,CU001414,86,44,1450,0.7332,4
2024-09-01,CU001414,76,73,479,0.504,5
2025-06-01,CU001414,17,14,215,0.6605,5
2025-09-01,CU001414,8,4,86,0.2229,3
2026-01-01,CU001414,67,34,1015,0.5306,0
2026-02-01,CU001414,85,48,2338,0.5591,3
2026-04-01,CU001414,7,4,89,0.5151,7
2026-05-01,CU001414,105,105,1344,0.7705,2
2026-08-01,CU001414,103,93,971,0.5919,0
2024-07-01,CU001415,39,23,283,0.7925,0
2024-09-01,CU001415,30,16,222,0.8244,0
2024-11-01,CU001415,106,106,1129,0.5977,3
2025-05-01,CU001415,7,3,82,0.4925,2
2025-08-01,CU001415,49,18,620,0.645,3
2025-09-01,CU001415,107,80,1491,0.4524,3
2025-12-01,CU001415,48,22,469,0.6857,6
2026-02-01,CU001415,92,32,406,0.3583,0
2026-08-01,CU001415,20,14,266,0.612,0
2024-09-01,CU001416,83,41,1274,0.3583,4
2024-10-01,CU001416,118,118,1406,0.3543,4
2024-11-01,CU001416,5,2,22,0.5432,2
2025-03-01,CU001416,44,34,724,0.7507,5
2025-09-01,CU001416,101,76,982,0.9249,4
2026-01-01,CU001416,18,14,227,0.9163,1
2026-07-01,CU001416,19,12,244,0.765,4
2025-11-01,CU001417,22,21,316,0.678,0
2026-04-01,CU001417,12,7,158,0.8809,1
2026-05-01,CU001417,48,40,539,0.6889,4
2026-06-01,CU001417,112,75,614,0.4928,0
2024-09-01,CU001418,73,56,1183,0.3894,6
2024-11-01,CU001418,99,58,895,0.9098,2
2025-03-01,CU001418,63,56,1233,0.7991,3
2025-07-01,CU001418,78,59,1333,0.4477,2
2025-11-01,CU001418,66,53,869,0.4717,3
2025-12-01,CU001418,37,32,472,0.638,0
2026-05-01,CU001418,103,72,255,0.5744,0
2026-07-01,CU001418,40,18,484,0.6967,6
2023-05-01,CU001419,109,98,697,0.7557,0
2023-07-01,CU001419,83,55,1111,0.631,1
2023-09-01,CU001419,69,55,871,0.6735,0
2023-10-01,CU001419,26,17,165,0.8234,3
2023-11-01,CU001419,69,46,1116,0.5112,0
2024-10-01,CU001419,55,31,676,0.3293,3
2024-12-01,CU001419,68,27,719,0.785,1
2025-05-01,CU001419,45,41,594,0.5107,0
2025-06-01,CU001419,64,61,688,0.2669,4
2025-12-01,CU001419,53,49,514,0.3782,3
2026-05-01,CU001419,109,75,1454,0.4326,3
2026-06-01,CU001419,70,51,812,0.5908,1
2023-06-01,CU001421,118,85,1619,0.7558,0
2023-07-01,CU001421,97,42,1909,0.3569,5
2023-11-01,CU001421,91,49,1105,0.8116,2
2024-01-01,CU001421,109,65,1324,0.7387,4
2024-02-01,CU001421,114,75,1422,0.766,0
2025-03-01,CU001421,41,36,308,0.6667,2
2025-06-01,CU001421,92,84,1205,0.2169,0
2025-12-01,CU001421,29,23,379,0.888,4
2026-02-01,CU001421,59,59,642,0.2376,0
2026-08-01,CU001421,22,14,286,0.7777,1
2025-07-01,CU001422,101,81,964,0.5884,0
2025-08-01,CU001422,65,45,891,0.4267,0
2025-09-01,CU001422,82,50,903,0.5541,2
2025-10-01,CU001422,89,73,1230,0.7353,1
2025-12-01,CU001422,67,35,964,0.3625,5
2026-01-01,CU001422,36,21,392,0.7296,4
2026-03-01,CU001422,39,29,502,0.3866,6
2026-04-01,CU001422,97,65,1081,0.6461,5
2026-06-01,CU001422,26,25,302,0.5479,2
2026-08-01,CU001422,54,36,925,0.8501,0
2023-02-01,CU001423,98,29,1385,0.5576,3
2023-06-01,CU001423,63,50,577,0.488,0
2023-08-01,CU001423,55,29,921,0.668,0
2023-12-01,CU001423,21,19,325,0.4127,0
2024-01-01,CU001423,7,3,75,0.5813,0
2024-10-01,CU001423,44,28,592,0.3167,0
2024-12-01,CU001423,75,55,766,0.5944,4
2025-01-01,CU001423,7,5,26,0.5592,1
2025-02-01,CU001423,53,51,682,0.8592,4
2025-07-01,CU001423,116,81,1754,0.7915,2
2025-08-01,CU001423,102,52,1322,0.6858,1
2025-11-01,CU001423,49,45,494,0.7903,1
2025-12-01,CU001423,25,14,447,0.5569,3
2026-07-01,CU001423,26,21,490,0.4884,3
2024-05-01,CU001424,116,72,803,0.5303,4
2024-08-01,CU001424,30,24,168,0.5548,4
2024-10-01,CU001424,20,11,267,0.8051,4
2025-02-01,CU001424,40,29,571,0.8651,6
2025-05-01,CU001424,112,55,681,0.7248,4
2025-07-01,CU001424,46,46,576,0.683,2
2025-11-01,CU001424,44,22,561,0.6044,0
2025-12-01,CU001424,29,23,324,0.296,0
2026-02-01,CU001424,25,11,225,0.8077,2
2026-05-01,CU001424,74,72,453,0.6741,5
2026-06-01,CU001424,68,56,766,0.2212,0
2026-06-01,CU001425,102,69,1308,0.7834,4
2026-08-01,CU001425,41,41,459,0.7051,5
2022-03-01,CU001426,68,51,861,0.2879,5
2022-06-01,CU001426,68,53,665,0.8716,2
2022-07-01,CU001426,98,67,1447,0.6576,2
2022-11-01,CU001426,95,63,881,0.6728,2
2022-12-01,CU001426,33,26,368,0.4391,4
2023-04-01,CU001426,112,110,1884,0.6362,0
2023-06-01,CU001426,10,4,71,0.7054,5
2023-08-01,CU001426,31,19,484,0.6012,2
2023-10-01,CU001426,52,47,801,0.7078,0
2023-12-01,CU001426,64,54,1217,0.4893,3
2024-03-01,CU001426,32,26,651,0.3155,0
2024-06-01,CU001426,20,15,331,0.8738,2
2025-02-01,CU001426,10,9,46,0.5644,4
2025-06-01,CU001426,117,107,1193,0.7412,2
2025-07-01,CU001426,87,42,1439,0.9448,3
2025-08-01,CU001426,52,46,844,0.4552,0
2025-11-01,CU001426,116,63,1222,0.3409,5
2026-04-01,CU001426,30,26,366,0.7913,0
2022-07-01,CU001427,35,25,292,0.5794,0
2022-10-01,CU001427,95,77,1862,0.3867,4
2022-11-01,CU001427,13,10,149,0.9146,2
2023-02-01,CU001427,40,22,253,0.3858,0
2023-03-01,CU001427,44,24,501,0.641,0
2023-07-01,CU001427,4,3,63,0.4016,5
2023-10-01,CU001427,67,64,916,0.6636,2
2024-01-01,CU001427,32,26,593,0.6716,0
2024-02-01,CU001427,112,89,1513,0.7654,1
2024-06-01,CU001427,85,67,916,0.5016,3
2024-10-01,CU001427,19,16,233,0.9013,6
2025-01-01,CU001427,16,12,162,0.6884,1
2025-02-01,CU001427,43,24,85,0.8238,3
2025-03-01,CU001427,42,17,563,0.9164,5
2025-04-01,CU001427,76,39,114,0.468,5
2025-05-01,CU001427,92,71,1068,0.8183,1
2025-06-01,CU001427,119,78,1640,0.6146,2
2025-10-01,CU001427,51,29,599,0.5723,2
2026-03-01,CU001427,86,78,708,0.372,3
2026-04-01,CU001427,77,55,104,0.7387,0
2026-05-01,CU001427,73,35,928,0.6505,2
2026-06-01,CU001427,73,36,255,0.4235,2
2026-07-01,CU001427,118,77,1340,0.7592,3
2026-04-01,CU001428,108,73,1307,0.4618,4
2026-06-01,CU001428,1,0,16,0.5026,5
2026-07-01,CU001428,55,37,878,0.7485,1
2022-03-01,CU001429,57,42,1098,0.4971,1
2022-04-01,CU001429,117,89,1343,0.6373,4
2022-08-01,CU001429,57,45,816,0.8481,3
2022-11-01,CU001429,87,54,1467,0.7087,1
2023-01-01,CU001429,112,65,1114,0.6776,2
2023-06-01,CU001429,23,22,204,0.4398,3
2023-07-01,CU001429,24,20,264,0.667,5
2023-08-01,CU001429,102,83,2106,0.6896,1
2023-12-01,CU001429,56,53,300,0.2891,1
2024-03-01,CU001429,54,42,1131,0.7276,6
2024-06-01,CU001429,74,47,1192,0.765,3
2024-09-01,CU001429,72,51,848,0.6045,2
2024-10-01,CU001429,60,32,799,0.2971,0
2024-11-01,CU001429,112,70,1257,0.5872,3
2025-01-01,CU001429,76,49,820,0.727,3
2025-03-01,CU001429,14,11,83,0.7985,1
2025-06-01,CU001429,110,88,1282,0.8941,0
2025-07-01,CU001429,46,31,614,0.8413,3
2025-09-01,CU001429,67,35,770,0.4776,4
2025-10-01,CU001429,29,19,85,0.3908,3
2025-12-01,CU001429,30,15,347,0.8568,3
2026-08-01,CU001429,56,43,800,0.642,0
2024-05-01,CU001430,68,36,1224,0.5178,6
2024-08-01,CU001430,96,83,1456,0.8354,5
2024-10-01,CU001430,70,69,667,0.6814,3
2025-03-01,CU001430,91,66,1649,0.679,4
2025-05-01,CU001430,61,43,673,0.8367,5
2025-09-01,CU001430,14,7,177,0.479,1
2026-01-01,CU001430,104,52,1060,0.5463,5
2026-08-01,CU001430,94,51,502,0.2813,4
2023-08-01,CU001431,101,83,793,0.7946,0
2023-09-01,CU001431,64,50,853,0.9065,1
2023-11-01,CU001431,1,0,11,0.7841,0
2024-04-01,CU001431,68,37,1191,0.9316,5
2025-02-01,CU001431,75,32,284,0.4039,5
2025-03-01,CU001431,1,0,13,0.8398,2
2026-02-01,CU001431,52,16,512,0.5067,0
2026-04-01,CU001431,47,25,567,0.61,4
2026-06-01,CU001431,110,78,606,0.7054,2
2024-09-01,CU001432,118,93,1241,0.1564,7
2024-10-01,CU001432,13,6,133,0.7615,1
2024-12-01,CU001432,59,22,681,0.8794,3
2025-03-01,CU001432,22,22,175,0.6632,3
2025-04-01,CU001432,23,11,401,0.6372,5
2025-07-01,CU001432,92,46,557,0.3682,1
2025-08-01,CU001432,76,61,1036,0.9434,0
2025-09-01,CU001432,98,71,569,0.5607,6
2025-11-01,CU001432,14,7,203,0.6099,5
2025-12-01,CU001432,118,89,1318,0.9077,4
2026-01-01,CU001432,12,10,153,0.8444,7
2024-12-01,CU001433,7,6,104,0.9325,3
2025-01-01,CU001433,83,45,1172,0.5031,0
2025-04-01,CU001433,9,8,94,0.6674,4
2025-05-01,CU001433,109,75,1158,0.7023,0
2025-08-01,CU001433,69,33,1119,0.4622,1
2025-10-01,CU001433,83,64,1618,0.2969,3
2025-11-01,CU001433,66,52,839,0.5998,0
2025-12-01,CU001433,75,50,814,0.3703,3
2026-01-01,CU001433,63,45,659,0.5712,3
