TicketID,CustomerID,OpenedDate,Severity,ResolutionHours,Status,Category
T004804,CU006550,2025-10-29,High,12.57,Escalated,Performance
T004805,CU002681,2022-12-10,Medium,16.93,Resolved,How-to
T004806,CU004860,2025-04-14,Low,0.68,Open,How-to
T004807,CU003750,2026-02-25,High,5.64,Open,Integration
T004808,CU005020,2025-10-08,High,3.52,Resolved,Product Bug
T004809,CU004685,2026-06-03,Critical,9.46,Resolved,Account
T004810,CU006981,2025-08-28,High,4.39,Resolved,How-to
T004811,CU006609,2026-06-07,Medium,4.54,Resolved,Integration
T004812,CU011931,2025-08-25,Critical,8.53,Resolved,Performance
T004813,CU005781,2026-07-22,Medium,7.94,Resolved,Performance
T004814,CU009084,2025-03-12,Critical,15.14,Resolved,Integration
T004815,CU005268,2026-06-23,Low,5.14,Resolved,Product Bug
T004816,CU007539,2023-08-20,Medium,4.37,Escalated,Product Bug
T004817,CU005444,2026-05-23,Medium,11.77,Open,Account
T004818,CU007037,2024-08-23,Low,6.01,Escalated,Integration
T004819,CU011257,2026-06-12,Low,1.82,Resolved,Account
T004820,CU005059,2025-10-23,Medium,1.67,Open,Billing
T004821,CU006716,2026-01-07,Medium,11.25,Escalated,Performance
T004822,CU004770,2022-05-25,Low,3.47,Resolved,Integration
T004823,CU002112,2026-01-07,Medium,6.82,Escalated,Integration
T004824,CU005632,2024-09-03,Low,3.73,Resolved,Billing
T004825,CU010909,2026-07-06,Low,12.68,Resolved,Account
T004826,CU002443,2025-01-24,Low,3.24,Open,Product Bug
T004827,CU003930,2025-04-17,Medium,6.15,Resolved,Billing
T004828,CU005439,2024-10-26,Medium,5.48,Resolved,Product Bug
T004829,CU011478,2025-07-27,Medium,2.16,Resolved,Account
T004830,CU005267,2026-07-01,Medium,5.28,Escalated,Performance
T004831,CU009436,2025-09-26,Medium,2.48,Open,Performance
T004832,CU011189,2026-06-12,Low,4.19,Resolved,How-to
T004833,CU009145,2026-02-05,Medium,3.47,Resolved,Performance
T004834,CU011544,2026-05-31,Low,6.41,Resolved,Billing
T004835,CU003091,2025-08-11,Critical,45.99,Resolved,Performance
T004836,CU008599,2025-10-02,Medium,6.08,Open,Account
T004837,CU010604,2023-08-07,Medium,8.89,Resolved,Performance
T004838,CU009268,2025-02-20,High,5.15,Resolved,Product Bug
T004839,CU004837,2026-07-19,Medium,3.39,Resolved,Product Bug
T004840,CU004979,2025-08-04,Medium,3.95,Resolved,Integration
T004841,CU001022,2026-07-17,Critical,3.5,Escalated,Integration
T004842,CU006281,2024-02-26,Low,6.15,Resolved,Integration
T004843,CU001600,2026-03-26,Medium,2.31,Escalated,Billing
T004844,CU001234,2026-03-01,Low,3.26,Resolved,Performance
T004845,CU002332,2026-01-23,Low,3.61,Escalated,Account
T004846,CU000850,2024-05-22,High,4.8,Resolved,Performance
T004847,CU000820,2025-01-09,Critical,10.95,Resolved,Account
T004848,CU008561,2025-09-22,Low,2.08,Open,Billing
T004849,CU011588,2025-09-06,Low,2.47,Resolved,Integration
T004850,CU009580,2025-10-23,Medium,1.6,Open,Integration
T004851,CU005666,2024-10-31,Low,2.68,Escalated,Product Bug
T004852,CU011473,2024-08-25,Low,2.27,Escalated,Account
T004853,CU004842,2025-08-04,Medium,4.65,Escalated,Performance
T004854,CU004479,2025-07-18,Medium,9.74,Escalated,Billing
T004855,CU003497,2026-05-14,Medium,13.65,Resolved,Product Bug
T004856,CU011622,2026-08-20,Low,12.41,Escalated,Performance
T004857,CU006217,2023-12-04,High,16.26,Escalated,Integration
T004858,CU005868,2024-03-30,Low,4.28,Resolved,Integration
T004859,CU005596,2026-08-13,Medium,2.4,Open,Integration
T004860,CU009387,2026-07-22,High,5.64,Resolved,Billing
T004861,CU006355,2023-01-22,Low,10.25,Open,Account
T004862,CU011189,2023-12-24,Low,0.87,Resolved,How-to
T004863,CU003852,2023-08-24,Medium,2.59,Resolved,Integration
T004864,CU009055,2026-01-15,Medium,2.2,Open,How-to
T004865,CU009938,2026-05-07,Low,3.72,Resolved,How-to
T004866,CU004086,2023-11-03,High,6.29,Resolved,Integration
T004867,CU011867,2026-08-10,Medium,2.37,Resolved,Product Bug
T004868,CU002234,2026-06-11,Low,8.35,Resolved,Product Bug
T004869,CU003573,2025-04-06,Medium,1.13,Open,Account
T004870,CU006899,2025-08-03,Low,1.07,Resolved,Billing
T004871,CU005010,2026-08-17,High,11.28,Resolved,Integration
T004872,CU004015,2025-09-04,Low,5.75,Escalated,Performance
T004873,CU011037,2026-05-09,High,4.08,Resolved,Performance
T004874,CU004820,2026-01-07,Low,4.39,Resolved,Billing
T004875,CU002715,2025-06-03,Medium,1.85,Resolved,Product Bug
T004876,CU005324,2026-05-23,Medium,1.12,Resolved,Performance
T004877,CU010733,2025-10-16,High,8.21,Resolved,Product Bug
T004878,CU005852,2024-07-07,Low,3.34,Resolved,Account
T004879,CU000232,2025-02-01,Medium,7.82,Resolved,Product Bug
T004880,CU009344,2024-07-31,Low,2.65,Resolved,Account
T004881,CU005923,2026-03-09,High,6.7,Resolved,Product Bug
T004882,CU004362,2026-04-18,Critical,6.33,Escalated,Billing
T004883,CU002962,2022-12-03,Medium,7.79,Escalated,Billing
T004884,CU005925,2024-01-29,Low,1.82,Escalated,How-to
T004885,CU009002,2026-04-26,High,5.14,Escalated,Billing
T004886,CU007827,2026-03-14,High,6.77,Resolved,Performance
T004887,CU002215,2025-11-27,High,8.94,Open,Billing
T004888,CU009730,2022-09-01,Low,8.03,Resolved,Account
T004889,CU000824,2025-01-05,Medium,11.35,Resolved,How-to
T004890,CU003814,2023-11-29,High,10.95,Escalated,How-to
T004891,CU010572,2026-07-25,High,4.74,Resolved,Performance
T004892,CU000017,2026-05-30,High,8.83,Resolved,Account
T004893,CU005134,2025-05-17,Low,6.5,Resolved,Billing
T004894,CU007663,2026-03-01,Medium,2.6,Open,How-to
T004895,CU000405,2026-02-24,Low,2.13,Escalated,Product Bug
T004896,CU002209,2026-03-12,Medium,2.27,Resolved,Account
T004897,CU007043,2026-02-07,Medium,4.8,Open,Account
T004898,CU004968,2026-05-02,High,12.87,Escalated,Performance
T004899,CU011903,2023-11-24,High,6.15,Resolved,Integration
T004900,CU009889,2024-10-16,Low,2.37,Open,Account
T004901,CU002352,2025-08-26,Low,9.32,Resolved,Performance
T004902,CU002537,2023-06-09,Medium,1.36,Resolved,Integration
T004903,CU002114,2026-03-18,Medium,7.81,Resolved,Product Bug
T004904,CU001413,2026-03-08,Medium,2.41,Resolved,Performance
T004905,CU003049,2023-10-02,Medium,5.86,Escalated,Performance
T004906,CU001066,2025-11-03,Low,4.72,Resolved,How-to
T004907,CU006158,2024-09-14,Low,6.38,Resolved,Account
T004908,CU002550,2024-06-09,Low,0.44,Resolved,Performance
T004909,CU001031,2026-03-20,Medium,1.65,Escalated,Account
T004910,CU001528,2022-07-25,Medium,5.86,Escalated,Account
T004911,CU007868,2025-09-03,Medium,4.4,Escalated,Account
T004912,CU003520,2024-12-01,Low,5.67,Escalated,Billing
T004913,CU011947,2025-11-20,Medium,13.82,Resolved,Account
T004914,CU006781,2025-01-10,Medium,11.3,Resolved,Performance
T004915,CU005596,2026-05-10,Critical,5.59,Resolved,Billing
T004916,CU006877,2024-08-08,High,23.43,Resolved,How-to
T004917,CU000795,2023-08-24,Medium,3.57,Resolved,How-to
T004918,CU009701,2025-12-15,High,6.77,Escalated,Billing
T004919,CU008244,2023-08-21,Medium,1.67,Resolved,Product Bug
T004920,CU002771,2023-06-23,Low,2.7,Open,Billing
T004921,CU000481,2024-06-16,Low,5.15,Escalated,Performance
T004922,CU011872,2023-07-30,Medium,2.4,Resolved,How-to
T004923,CU002574,2025-01-29,Low,4.9,Resolved,Integration
T004924,CU010468,2023-03-29,Low,5.0,Open,Billing
T004925,CU004141,2025-03-31,Low,5.21,Resolved,Integration
T004926,CU002239,2025-07-02,Medium,6.43,Resolved,Billing
T004927,CU001881,2026-07-12,Low,2.73,Resolved,Billing
T004928,CU000641,2023-05-02,Medium,5.28,Open,Product Bug
T004929,CU005744,2024-09-21,High,5.67,Resolved,Performance
T004930,CU002504,2025-03-23,High,4.92,Open,Integration
T004931,CU009552,2026-04-19,Medium,11.89,Escalated,Product Bug
T004932,CU003536,2026-01-06,High,11.35,Resolved,Performance
T004933,CU010854,2026-06-01,Low,6.31,Resolved,How-to
T004934,CU009068,2024-06-08,Low,3.7,Escalated,Billing
T004935,CU007622,2025-05-06,Medium,4.26,Escalated,Integration
T004936,CU005383,2025-05-26,Low,1.79,Resolved,Integration
T004937,CU002432,2026-06-06,Critical,4.1,Open,Integration
T004938,CU000219,2026-06-26,Low,3.82,Resolved,Account
T004939,CU006364,2026-06-21,Medium,2.15,Escalated,Performance
T004940,CU006290,2024-10-30,Low,6.25,Open,Billing
T004941,CU006598,2026-01-23,Low,4.98,Open,Performance
T004942,CU000534,2026-05-28,Medium,4.48,Resolved,Integration
T004943,CU004686,2024-10-21,Medium,5.21,Escalated,Billing
T004944,CU010487,2026-06-24,Low,3.42,Open,Billing
T004945,CU001444,2026-02-17,Medium,1.69,Resolved,Integration
T004946,CU006970,2026-01-04,Low,0.85,Resolved,Billing
T004947,CU005333,2026-05-30,Low,1.8,Open,How-to
T004948,CU002445,2024-02-08,High,11.72,Escalated,Integration
T004949,CU010543,2025-07-28,Medium,3.13,Resolved,Billing
T004950,CU007323,2026-01-30,Medium,1.3,Escalated,Billing
T004951,CU004398,2024-03-03,Medium,13.21,Resolved,Performance
T004952,CU006878,2025-10-05,Medium,4.36,Resolved,Account
T004953,CU002526,2024-08-30,Low,3.66,Open,Billing
T004954,CU005756,2026-06-10,High,12.02,Resolved,Performance
T004955,CU005742,2025-05-05,High,14.97,Open,Billing
T004956,CU000703,2024-10-28,Low,13.46,Escalated,Integration
T004957,CU001325,2026-04-01,Low,3.46,Open,Product Bug
T004958,CU004426,2026-05-04,High,13.2,Open,Billing
T004959,CU010401,2026-03-20,High,4.84,Escalated,Performance
T004960,CU003858,2024-12-14,Critical,6.65,Open,Integration
T004961,CU005725,2025-03-10,High,18.14,Open,Account
T004962,CU010391,2026-03-17,Medium,1.78,Open,Product Bug
T004963,CU009592,2024-04-30,Low,3.09,Escalated,Performance
T004964,CU011295,2026-04-03,High,13.76,Resolved,Product Bug
T004965,CU009868,2026-04-24,Medium,7.34,Open,Integration
T004966,CU009006,2025-03-19,Medium,3.52,Resolved,Performance
T004967,CU007674,2025-12-07,Low,4.35,Resolved,Billing
T004968,CU003403,2024-07-16,Medium,2.15,Resolved,Integration
T004969,CU006404,2024-11-17,Low,6.07,Escalated,Product Bug
T004970,CU006611,2026-01-10,Medium,24.92,Open,Account
T004971,CU000749,2026-05-06,Medium,5.42,Resolved,Performance
T004972,CU006179,2025-12-01,Low,1.45,Resolved,Performance
T004973,CU006757,2025-04-11,High,4.6,Open,Billing
T004974,CU008311,2026-04-24,Medium,2.49,Escalated,Product Bug
T004975,CU011919,2025-09-30,Medium,2.28,Escalated,Integration
T004976,CU001123,2026-06-10,High,15.03,Escalated,Account
T004977,CU000011,2026-06-03,Low,1.8,Escalated,Account
T004978,CU009518,2023-08-05,Low,3.44,Open,How-to
T004979,CU010272,2026-08-19,Medium,1.55,Resolved,Performance
T004980,CU006594,2026-06-07,High,6.98,Resolved,Billing
T004981,CU008976,2026-08-24,Low,1.94,Open,How-to
T004982,CU008919,2026-05-13,High,7.87,Resolved,How-to
T004983,CU002817,2025-05-22,Medium,8.29,Resolved,Account
T004984,CU005392,2025-10-11,Medium,3.04,Escalated,Performance
T004985,CU003198,2023-09-13,Medium,9.2,Resolved,How-to
T004986,CU001208,2024-03-13,Medium,2.47,Open,Integration
T004987,CU004553,2024-07-18,Medium,8.22,Resolved,Product Bug
T004988,CU003940,2026-05-03,Medium,9.05,Open,Product Bug
T004989,CU004647,2025-07-09,High,12.36,Escalated,Performance
T004990,CU001649,2025-03-14,High,31.49,Open,Product Bug
T004991,CU004974,2026-05-25,Medium,5.96,Escalated,How-to
T004992,CU011346,2025-12-06,High,3.95,Escalated,Integration
T004993,CU004202,2026-02-17,Medium,1.5,Resolved,Performance
T004994,CU008580,2024-12-20,Low,1.53,Escalated,How-to
T004995,CU005140,2026-01-24,High,4.54,Escalated,Integration
T004996,CU001282,2023-10-11,Low,2.4,Escalated,Product Bug
T004997,CU010383,2024-07-02,Medium,5.71,Resolved,Integration
T004998,CU004621,2026-06-14,Low,12.21,Resolved,Performance
T004999,CU010790,2024-04-28,Low,4.51,Resolved,Integration
T005000,CU010183,2025-02-14,Low,9.08,Escalated,How-to
T005001,CU005310,2022-08-09,Medium,6.84,Open,Integration
T005002,CU005233,2025-09-25,Medium,6.01,Escalated,Performance
T005003,CU002440,2024-09-07,Low,3.4,Open,Integration
T005004,CU004972,2024-05-07,Medium,2.08,Resolved,Account
T005005,CU006222,2026-08-15,Medium,2.42,Resolved,Billing
T005006,CU007308,2025-04-20,Medium,3.66,Resolved,Integration
T005007,CU011280,2025-05-24,Medium,3.26,Open,Billing
T005008,CU008151,2025-12-26,Low,3.94,Resolved,How-to
T005009,CU008625,2025-05-14,High,21.32,Resolved,How-to
T005010,CU000650,2025-09-06,Medium,2.66,Open,How-to
T005011,CU002814,2025-09-03,Medium,8.85,Resolved,Billing
T005012,CU002438,2022-10-30,High,8.54,Resolved,Account
T005013,CU001795,2026-08-05,Critical,6.58,Resolved,Account
T005014,CU001772,2026-07-05,Medium,6.13,Escalated,Integration
T005015,CU001615,2025-05-20,Low,5.46,Resolved,Billing
T005016,CU005811,2026-06-26,Medium,4.96,Resolved,Integration
T005017,CU000576,2023-11-01,High,5.2,Resolved,Account
T005018,CU011126,2026-02-23,Medium,2.5,Escalated,Performance
T005019,CU011255,2026-03-10,Low,14.47,Escalated,Account
T005020,CU000280,2026-03-07,Medium,2.99,Escalated,Performance
T005021,CU005222,2026-04-05,Medium,2.05,Escalated,Account
T005022,CU007768,2025-11-08,Low,7.44,Resolved,Product Bug
T005023,CU000371,2026-05-19,Medium,1.97,Escalated,How-to
T005024,CU007780,2025-10-05,Medium,1.98,Escalated,Product Bug
T005025,CU000905,2024-01-13,High,3.96,Resolved,Product Bug
T005026,CU000544,2026-03-01,High,3.95,Resolved,Product Bug
T005027,CU008305,2026-08-23,High,18.02,Open,How-to
T005028,CU001619,2025-12-30,Medium,3.87,Escalated,Performance
T005029,CU003642,2025-04-28,Medium,6.17,Resolved,Account
T005030,CU010147,2026-05-21,Low,2.8,Resolved,Account
T005031,CU007644,2024-02-19,High,7.69,Resolved,How-to
T005032,CU005776,2024-11-17,Low,1.9,Resolved,Performance
T005033,CU009186,2026-05-25,Low,4.22,Open,Product Bug
T005034,CU010702,2023-10-31,Low,3.05,Open,Billing
T005035,CU003652,2026-01-24,Medium,3.4,Open,Integration
T005036,CU009613,2025-04-11,Medium,12.76,Resolved,Performance
T005037,CU003857,2025-10-12,High,4.52,Resolved,Account
T005038,CU011683,2025-11-17,Medium,19.81,Resolved,Integration
T005039,CU004992,2026-05-07,Medium,15.22,Open,Account
T005040,CU009026,2025-01-16,High,27.56,Resolved,Performance
T005041,CU002304,2024-07-29,Medium,4.79,Open,Integration
T005042,CU007186,2024-02-06,Medium,14.59,Resolved,Product Bug
T005043,CU003485,2026-06-04,High,9.46,Resolved,Integration
T005044,CU005736,2024-01-16,Critical,15.31,Resolved,Product Bug
T005045,CU008024,2025-01-15,Medium,3.8,Resolved,How-to
T005046,CU011602,2026-08-31,Low,1.1,Resolved,Billing
T005047,CU004213,2025-10-11,High,5.27,Escalated,Billing
T005048,CU008930,2026-06-21,Low,4.87,Open,Account
T005049,CU003896,2025-10-29,Medium,6.03,Resolved,Billing
T005050,CU010465,2026-08-12,Medium,1.77,Resolved,Product Bug
T005051,CU011730,2026-08-18,Medium,1.3,Escalated,Billing
T005052,CU007275,2025-07-24,High,33.4,Resolved,Billing
T005053,CU003281,2026-03-23,Medium,3.57,Resolved,Performance
T005054,CU003727,2026-01-19,Low,5.94,Open,Integration
T005055,CU008858,2023-04-17,Medium,6.39,Resolved,Account
T005056,CU004423,2026-05-30,Low,5.84,Resolved,How-to
T005057,CU001693,2026-06-12,Medium,9.54,Resolved,Performance
T005058,CU011990,2026-06-30,Medium,27.71,Open,Integration
T005059,CU002628,2022-10-14,Medium,4.14,Resolved,Performance
T005060,CU006342,2025-05-30,Critical,9.11,Open,Integration
T005061,CU000787,2024-06-04,Low,9.82,Resolved,Billing
T005062,CU010172,2025-11-29,Low,3.71,Resolved,Account
T005063,CU008436,2026-08-09,Low,0.92,Escalated,Performance
T005064,CU009285,2026-08-10,Low,1.24,Resolved,Performance
T005065,CU003500,2024-07-26,High,13.18,Open,How-to
T005066,CU009413,2024-11-20,Medium,2.29,Escalated,Product Bug
T005067,CU005035,2026-02-26,Medium,2.1,Resolved,Integration
T005068,CU000186,2026-03-05,Low,9.05,Resolved,Performance
T005069,CU009626,2026-08-20,Low,20.25,Escalated,Performance
T005070,CU004806,2023-08-31,Low,8.14,Resolved,How-to
T005071,CU005936,2026-06-12,Low,11.74,Open,Performance
T005072,CU002673,2026-08-27,Medium,6.05,Escalated,Product Bug
T005073,CU010920,2025-04-20,Medium,4.44,Resolved,Product Bug
T005074,CU003886,2026-04-27,Low,22.99,Open,Integration
T005075,CU010128,2026-02-21,Medium,9.9,Resolved,Integration
T005076,CU005179,2025-09-15,Critical,15.6,Resolved,Product Bug
T005077,CU010396,2025-05-11,Medium,1.88,Open,Billing
T005078,CU008473,2025-10-05,Low,1.86,Resolved,Product Bug
T005079,CU000993,2025-10-05,Medium,2.83,Open,Product Bug
T005080,CU000194,2026-06-10,High,12.16,Resolved,Account
T005081,CU001956,2026-08-17,Medium,3.9,Resolved,Billing
T005082,CU004699,2024-09-13,Low,1.35,Open,How-to
T005083,CU008939,2026-07-04,Low,1.15,Resolved,Billing
T005084,CU009904,2025-12-17,High,7.89,Escalated,Product Bug
T005085,CU006712,2026-07-17,Low,1.01,Resolved,Billing
T005086,CU006609,2024-10-19,Medium,11.95,Resolved,Integration
T005087,CU006946,2025-01-01,Medium,3.06,Escalated,Performance
T005088,CU009930,2026-05-13,Low,2.9,Escalated,Billing
T005089,CU010714,2026-05-04,Medium,4.15,Resolved,Performance
T005090,CU011035,2026-07-26,Low,2.13,Escalated,Billing
T005091,CU009874,2025-11-12,Low,2.14,Resolved,Performance
T005092,CU006256,2024-10-14,Low,3.42,Escalated,How-to
T005093,CU009050,2025-12-19,Low,8.83,Escalated,Billing
T005094,CU005024,2025-06-24,Low,3.35,Open,Product Bug
T005095,CU001724,2026-04-30,High,6.44,Escalated,Account
T005096,CU004704,2025-01-16,Medium,4.78,Resolved,Performance
T005097,CU006772,2024-09-05,Low,5.42,Resolved,Billing
T005098,CU002051,2025-06-29,Low,6.91,Resolved,Billing
T005099,CU002664,2024-04-05,Medium,6.58,Resolved,Product Bug
T005100,CU011834,2025-07-17,Low,4.36,Open,Account
T005101,CU002052,2026-05-04,Medium,4.11,Open,Billing
T005102,CU003081,2025-01-18,High,7.02,Resolved,Account
T005103,CU007983,2023-11-25,Medium,2.5,Escalated,Account
T005104,CU011496,2026-02-09,Medium,10.3,Resolved,Integration
T005105,CU004054,2026-08-12,Medium,6.16,Escalated,Account
T005106,CU004133,2022-11-17,Low,2.88,Resolved,Billing
T005107,CU007699,2025-10-03,Medium,5.27,Resolved,Product Bug
T005108,CU001554,2022-11-08,High,11.29,Resolved,How-to
T005109,CU009587,2025-08-28,Low,3.78,Resolved,How-to
T005110,CU009701,2026-04-04,Low,2.02,Resolved,Performance
T005111,CU011231,2024-12-21,Medium,3.44,Resolved,Billing
T005112,CU010476,2025-06-02,Medium,4.87,Resolved,Performance
T005113,CU007026,2025-08-10,Medium,1.63,Escalated,Integration
T005114,CU008930,2026-06-02,Low,2.18,Open,Integration
T005115,CU004985,2024-08-12,Medium,2.16,Open,Product Bug
T005116,CU007988,2026-05-09,High,4.47,Escalated,Billing
T005117,CU007319,2024-12-21,High,5.64,Open,Integration
T005118,CU007481,2024-05-25,Medium,3.6,Open,How-to
T005119,CU002037,2026-08-13,High,9.18,Open,Integration
T005120,CU006380,2024-02-21,Low,7.86,Resolved,Product Bug
T005121,CU005820,2025-05-09,Medium,15.01,Open,Integration
T005122,CU007749,2026-03-27,Medium,3.87,Resolved,Account
T005123,CU006851,2026-07-14,Medium,1.61,Escalated,Integration
T005124,CU004779,2026-06-09,Medium,6.94,Escalated,Billing
T005125,CU005078,2026-03-20,Medium,1.52,Open,Account
T005126,CU010407,2024-12-19,Medium,4.17,Resolved,Integration
T005127,CU000627,2026-08-19,Medium,2.27,Resolved,How-to
T005128,CU003456,2026-05-05,Medium,5.08,Open,Product Bug
T005129,CU011243,2023-12-11,Low,2.06,Escalated,Account
T005130,CU004759,2024-09-12,High,8.05,Open,How-to
T005131,CU004390,2026-06-10,High,4.35,Escalated,Integration
T005132,CU006511,2025-07-18,Medium,5.42,Open,Billing
T005133,CU006624,2024-06-24,Medium,2.7,Open,Performance
T005134,CU000851,2026-02-11,Low,6.42,Resolved,How-to
T005135,CU010098,2026-08-29,Low,17.15,Resolved,How-to
T005136,CU010411,2026-05-22,Medium,1.55,Resolved,How-to
T005137,CU006264,2025-02-16,High,14.25,Resolved,Integration
T005138,CU010502,2026-06-16,High,18.64,Open,Performance
T005139,CU003313,2026-08-02,Medium,2.38,Resolved,Integration
T005140,CU008106,2026-03-27,Low,3.37,Open,Integration
T005141,CU011455,2026-06-02,Low,1.81,Escalated,How-to
T005142,CU006624,2025-09-07,Medium,2.24,Escalated,Performance
T005143,CU002634,2026-08-03,Medium,2.62,Escalated,How-to
T005144,CU008035,2025-12-22,Medium,3.17,Resolved,Performance
T005145,CU000878,2025-10-17,High,2.21,Resolved,Account
T005146,CU002400,2025-10-20,Medium,7.47,Resolved,How-to
T005147,CU010926,2026-01-24,Low,2.86,Escalated,Performance
T005148,CU011622,2026-04-21,Low,4.33,Escalated,How-to
T005149,CU007071,2022-06-05,Medium,31.19,Resolved,Product Bug
T005150,CU004705,2025-04-18,Critical,5.51,Resolved,Integration
T005151,CU000334,2024-12-12,Medium,1.73,Open,Billing
T005152,CU005390,2025-06-30,Medium,2.65,Escalated,Integration
T005153,CU000132,2025-05-14,Medium,9.79,Resolved,Integration
T005154,CU010303,2026-05-25,Low,2.2,Escalated,Integration
T005155,CU007743,2026-06-26,Low,13.49,Escalated,Account
T005156,CU008922,2026-02-22,Low,5.69,Escalated,Account
T005157,CU005225,2026-04-21,Low,8.06,Open,Account
T005158,CU000778,2026-03-31,Low,1.61,Resolved,Account
T005159,CU000641,2025-11-23,Medium,1.79,Resolved,Product Bug
T005160,CU010422,2026-02-18,Medium,2.91,Resolved,Product Bug
T005161,CU004007,2022-10-17,Low,3.96,Resolved,Billing
T005162,CU011701,2025-11-10,Low,3.71,Escalated,Account
T005163,CU010722,2026-07-10,Medium,1.88,Resolved,How-to
T005164,CU004616,2026-05-18,High,4.87,Resolved,Account
T005165,CU006781,2024-08-31,Medium,4.56,Resolved,Integration
T005166,CU004007,2025-10-23,High,5.94,Open,How-to
T005167,CU008716,2026-01-05,High,42.04,Resolved,Product Bug
T005168,CU003885,2026-06-07,Medium,4.44,Resolved,Integration
T005169,CU002917,2026-08-08,High,18.45,Escalated,Performance
T005170,CU006293,2024-11-28,Low,8.04,Escalated,Product Bug
T005171,CU009146,2022-10-03,Medium,4.52,Open,Performance
T005172,CU003621,2023-04-02,Low,8.49,Open,Account
T005173,CU003642,2026-07-01,High,6.77,Open,Performance
T005174,CU006776,2026-03-21,Low,1.38,Resolved,Product Bug
T005175,CU010677,2025-09-22,Medium,2.67,Resolved,Account
T005176,CU010339,2026-08-22,Low,3.1,Resolved,Performance
T005177,CU002312,2025-09-08,Medium,3.72,Open,Billing
T005178,CU010892,2025-03-07,Medium,3.18,Escalated,Integration
T005179,CU007352,2024-10-04,High,5.66,Open,Product Bug
T005180,CU008286,2025-12-19,Medium,1.87,Resolved,Product Bug
T005181,CU003848,2025-11-19,High,8.9,Resolved,How-to
T005182,CU011230,2025-05-06,Medium,5.39,Resolved,Billing
T005183,CU005801,2026-05-07,Medium,3.44,Resolved,Performance
T005184,CU006000,2026-02-28,Medium,3.48,Resolved,Integration
T005185,CU011735,2026-08-14,Critical,3.12,Open,Integration
T005186,CU002092,2025-01-04,Medium,10.17,Resolved,Integration
T005187,CU001571,2026-04-23,High,8.83,Resolved,Account
T005188,CU008672,2022-06-29,Low,6.36,Open,Billing
T005189,CU010391,2023-06-27,Medium,2.2,Resolved,How-to
T005190,CU003773,2026-07-06,Low,2.83,Open,Product Bug
T005191,CU010477,2025-06-20,Medium,3.25,Open,Integration
T005192,CU007230,2025-07-22,Low,3.35,Resolved,Performance
T005193,CU007305,2026-02-25,Medium,4.3,Resolved,Billing
T005194,CU000153,2026-08-19,Medium,1.27,Resolved,Product Bug
T005195,CU008677,2026-01-23,High,8.23,Open,Product Bug
T005196,CU004627,2026-03-02,Medium,1.33,Resolved,Product Bug
T005197,CU010668,2024-01-05,Medium,3.98,Resolved,How-to
T005198,CU000243,2026-04-14,Low,1.88,Resolved,How-to
T005199,CU003625,2024-06-12,Medium,13.52,Open,Integration
T005200,CU002717,2026-03-19,Low,6.49,Resolved,Account
T005201,CU008050,2026-08-09,Medium,4.09,Resolved,Product Bug
T005202,CU000620,2025-12-04,High,7.9,Resolved,How-to
T005203,CU005031,2026-06-04,High,8.78,Open,How-to
T005204,CU005267,2026-01-21,High,13.06,Resolved,Performance
T005205,CU011132,2022-11-29,Low,3.81,Resolved,Performance
T005206,CU009175,2025-07-19,Medium,9.59,Resolved,Product Bug
T005207,CU011097,2025-03-05,Medium,11.06,Open,Performance
T005208,CU001467,2026-07-06,Low,12.01,Resolved,Billing
T005209,CU008572,2026-08-12,Low,5.2,Escalated,Product Bug
T005210,CU009860,2025-02-27,Medium,3.96,Resolved,Product Bug
T005211,CU009369,2025-02-17,Low,1.97,Escalated,How-to
T005212,CU000203,2026-02-16,Medium,7.39,Resolved,Billing
T005213,CU000177,2025-07-16,Medium,4.36,Escalated,How-to
T005214,CU001350,2026-06-21,Medium,3.41,Resolved,Billing
T005215,CU007377,2026-08-22,Medium,6.87,Resolved,Account
T005216,CU007406,2026-05-27,Low,4.11,Resolved,Product Bug
T005217,CU002247,2026-05-09,Medium,5.63,Resolved,Performance
T005218,CU010718,2025-01-04,Medium,2.54,Resolved,Performance
T005219,CU009794,2025-02-18,Medium,3.17,Open,How-to
T005220,CU007763,2024-09-01,High,6.86,Resolved,Product Bug
T005221,CU002636,2026-06-14,Low,2.87,Escalated,Billing
T005222,CU002189,2026-05-27,Low,3.39,Open,Product Bug
T005223,CU006835,2026-06-23,Low,2.49,Resolved,How-to
T005224,CU002355,2024-02-10,Low,7.27,Escalated,Integration
T005225,CU008757,2022-12-29,Medium,1.72,Resolved,Billing
T005226,CU006367,2024-06-24,Critical,6.89,Escalated,Account
T005227,CU003737,2025-04-04,Medium,1.28,Open,Performance
T005228,CU009357,2026-03-15,Low,3.37,Resolved,Product Bug
T005229,CU009086,2024-07-15,Medium,7.8,Escalated,Product Bug
T005230,CU002885,2026-03-04,High,10.27,Escalated,Account
T005231,CU011021,2026-07-29,High,9.27,Resolved,Integration
T005232,CU008958,2025-07-11,High,3.78,Open,How-to
T005233,CU011362,2026-06-13,Low,1.75,Resolved,Account
T005234,CU010150,2025-03-19,High,3.39,Resolved,Product Bug
T005235,CU004248,2025-09-25,Medium,12.02,Open,Account
T005236,CU011472,2025-10-13,Medium,4.74,Resolved,How-to
T005237,CU000531,2023-03-17,Medium,3.8,Escalated,Account
T005238,CU008455,2025-11-09,High,3.95,Escalated,Performance
T005239,CU011116,2026-06-28,Medium,3.54,Open,Performance
