InvoiceID,InvoiceDate,DueDate,PaidDate,CustomerID,EntityID,InvoiceAmountAUD,PaidAmountAUD,Status
AR004565,2023-07-08,2023-08-07,2023-09-23,C00669,E01,3048.8,3048.8,Paid
AR004566,2024-12-24,2025-01-07,2025-03-14,C00572,E05,3119.05,3119.05,Paid
AR004567,2023-07-11,2023-08-25,2023-09-09,C00909,E03,7343.26,7343.26,Paid
AR004568,2024-02-19,2024-03-20,,C00714,E03,8915.09,0.0,Open
AR004569,2024-11-17,2025-01-16,2025-02-17,C00515,E02,47060.74,47060.74,Paid
AR004570,2023-03-16,2023-04-15,2023-05-25,C00352,E01,6044.64,6044.64,Paid
AR004571,2023-05-08,2023-06-22,,C01287,E02,1921.4,0.0,Open
AR004572,2024-03-10,2024-05-09,2024-05-10,C00290,E05,1127.2,1127.2,Paid
AR004573,2023-07-23,2023-09-06,2023-11-11,C00070,E01,1924.18,1924.18,Paid
AR004574,2024-08-02,2024-09-16,2024-12-03,C00964,E03,3670.53,3670.53,Paid
AR004575,2024-10-12,2024-10-26,2024-11-14,C01364,E06,19860.87,19860.87,Paid
AR004576,2026-06-08,2026-07-23,2026-09-09,C00681,E06,2024.99,2024.99,Paid
AR004577,2026-04-07,2026-06-06,,C00948,E05,15738.99,0.0,Open
AR004578,2023-10-22,2023-12-06,2024-02-23,C00095,E03,8740.22,8740.22,Paid
AR004579,2024-03-14,2024-03-28,2024-04-08,C00153,E01,2192.37,2192.37,Paid
AR004580,2023-05-01,2023-06-15,2023-06-22,C00832,E03,7551.4,7551.4,Paid
AR004581,2023-08-22,2023-10-06,2023-12-08,C00265,E04,2358.14,2358.14,Paid
AR004582,2026-03-30,2026-05-14,2026-05-18,C00330,E01,4965.51,4965.51,Paid
AR004583,2025-05-26,2025-06-25,2025-07-31,C00615,E04,4650.02,4650.02,Paid
AR004584,2023-12-15,2024-01-29,2024-04-04,C01498,E02,5768.44,5768.44,Paid
AR004585,2025-02-22,2025-03-24,2025-03-19,C01110,E03,8445.79,8445.79,Paid
AR004586,2026-08-11,2026-09-10,2026-10-26,C00015,E02,2089.39,2089.39,Paid
AR004587,2023-04-26,2023-05-26,,C00446,E04,10273.44,0.0,Open
AR004588,2023-02-13,2023-04-14,2023-04-28,C00334,E06,10873.63,10873.63,Paid
AR004589,2025-01-12,2025-02-11,2025-04-17,C00848,E01,5824.2,5824.2,Paid
AR004590,2025-05-09,2025-06-08,2025-07-30,C00237,E01,5601.81,5601.81,Paid
AR004591,2025-02-14,2025-04-15,2025-06-20,C00656,E02,6536.81,6536.81,Paid
AR004592,2025-11-29,2026-01-28,2026-03-31,C00532,E05,24018.63,24018.63,Paid
AR004593,2023-05-14,2023-05-28,2023-06-24,C00725,E06,13119.63,13119.63,Paid
AR004594,2025-11-19,2025-12-19,,C01386,E03,3108.8,0.0,Open
AR004595,2024-12-20,2025-02-18,2025-03-13,C00106,E01,14132.37,14132.37,Paid
AR004596,2023-12-20,2024-02-18,,C00603,E05,9476.35,0.0,Open
AR004597,2024-02-04,2024-03-20,2024-05-25,C01375,E05,9277.21,9277.21,Paid
AR004598,2023-07-20,2023-09-18,2023-09-18,C01461,E03,4036.2,4036.2,Paid
AR004599,2024-03-08,2024-04-22,2024-06-03,C00066,E02,14851.16,14851.16,Paid
AR004600,2025-09-24,2025-10-08,2025-12-04,C00601,E05,15590.33,15590.33,Paid
AR004601,2024-11-06,2025-01-05,2025-01-10,C01299,E06,5669.85,5669.85,Paid
AR004602,2023-04-29,2023-06-13,,C01478,E04,37224.95,0.0,Open
AR004603,2024-08-06,2024-09-20,2024-10-21,C01266,E06,3937.36,3937.36,Paid
AR004604,2023-09-02,2023-09-16,2023-10-31,C00759,E05,3445.06,3445.06,Paid
AR004605,2023-10-06,2023-11-05,2023-11-11,C00165,E03,8163.38,8163.38,Paid
AR004606,2025-10-26,2025-11-09,2025-12-27,C00645,E01,6842.12,6842.12,Paid
AR004607,2025-10-20,2025-11-19,2025-11-29,C00308,E05,1616.84,1616.84,Paid
AR004608,2025-04-08,2025-05-08,,C01072,E02,15185.86,0.0,Open
AR004609,2023-11-28,2024-01-27,2024-02-22,C00328,E02,10179.59,10179.59,Paid
AR004610,2026-07-17,2026-08-16,2026-10-26,C00286,E05,4739.91,4739.91,Paid
AR004611,2026-04-27,2026-05-11,2026-06-15,C00051,E04,9170.85,9170.85,Paid
AR004612,2023-12-22,2024-02-20,2024-04-13,C00245,E03,11280.33,11280.33,Paid
AR004613,2026-06-22,2026-08-06,2026-09-20,C00683,E06,10170.53,10170.53,Paid
AR004614,2025-06-09,2025-07-09,2025-07-23,C00611,E01,7816.34,7816.34,Paid
AR004615,2024-05-11,2024-06-25,2024-06-27,C01393,E06,19412.32,19412.32,Paid
AR004616,2025-05-12,2025-06-11,2025-06-09,C00759,E06,3361.11,3361.11,Paid
AR004617,2026-02-14,2026-02-28,2026-04-20,C00446,E03,8588.81,8588.81,Paid
AR004618,2025-07-23,2025-09-06,2025-10-02,C01040,E01,1588.85,1588.85,Paid
AR004619,2023-11-06,2023-12-21,2024-01-19,C00887,E04,2194.51,2194.51,Paid
AR004620,2023-04-10,2023-05-10,2023-07-25,C01122,E04,2013.85,2013.85,Paid
AR004621,2024-01-11,2024-02-10,2024-02-21,C01194,E02,3571.21,3571.21,Paid
AR004622,2025-08-20,2025-09-03,2025-10-04,C00247,E03,23327.05,23327.05,Paid
AR004623,2023-10-13,2023-12-12,2024-02-11,C00597,E06,2333.74,2333.74,Paid
AR004624,2025-08-09,2025-08-23,2025-08-23,C00689,E03,19169.84,19169.84,Paid
AR004625,2024-07-13,2024-09-11,2024-10-19,C00748,E03,3459.05,3459.05,Paid
AR004626,2025-04-23,2025-06-22,,C00695,E01,10094.27,0.0,Open
AR004627,2026-08-31,2026-09-14,2026-10-17,C00906,E02,2618.07,2618.07,Paid
AR004628,2025-11-02,2026-01-01,2025-12-30,C00868,E06,11999.56,11999.56,Paid
AR004629,2025-09-01,2025-10-16,2025-10-11,C01081,E06,1719.34,1719.34,Paid
AR004630,2025-12-04,2025-12-18,2026-02-10,C01095,E03,1919.9,1919.9,Paid
AR004631,2025-08-17,2025-08-31,2025-09-27,C01422,E04,9631.65,9631.65,Paid
AR004632,2024-07-20,2024-09-18,2024-12-01,C01209,E02,12304.48,12304.48,Paid
AR004633,2026-03-10,2026-03-24,2026-05-23,C00065,E06,2384.8,2384.8,Paid
AR004634,2025-02-01,2025-03-18,2025-04-17,C00598,E01,23798.48,23798.48,Paid
AR004635,2024-10-27,2024-12-26,2025-01-15,C00162,E04,11839.69,11839.69,Paid
AR004636,2024-10-27,2024-12-11,2024-12-19,C01232,E01,486.66,486.66,Paid
AR004637,2025-01-11,2025-02-10,,C01419,E05,6696.12,0.0,Open
AR004638,2026-02-01,2026-02-15,2026-05-04,C00954,E01,3663.83,3663.83,Paid
AR004639,2024-10-05,2024-10-19,,C01251,E06,4875.75,0.0,Open
AR004640,2024-04-29,2024-05-13,2024-06-14,C01113,E04,2400.82,2400.82,Paid
AR004641,2024-06-06,2024-07-06,,C01167,E01,1201.28,0.0,Open
AR004642,2026-05-07,2026-05-21,2026-05-22,C01244,E05,77085.97,77085.97,Paid
AR004643,2025-04-26,2025-05-26,2025-07-29,C00087,E05,18860.23,18860.23,Paid
AR004644,2025-12-03,2026-02-01,2026-03-30,C00637,E04,16053.48,16053.48,Paid
AR004645,2026-07-31,2026-08-14,2026-09-01,C00462,E01,3831.82,3831.82,Paid
AR004646,2023-10-28,2023-12-27,2024-02-09,C00307,E02,1442.28,1442.28,Paid
AR004647,2025-07-24,2025-08-23,2025-11-01,C00796,E06,5495.22,5495.22,Paid
AR004648,2025-07-03,2025-07-17,2025-08-14,C00425,E02,12124.59,12124.59,Paid
AR004649,2025-08-22,2025-10-21,,C01476,E02,2581.64,0.0,Open
AR004650,2024-12-22,2025-01-21,2025-03-05,C00539,E05,11371.6,11371.6,Paid
AR004651,2023-12-25,2024-02-23,,C00212,E01,2451.02,0.0,Open
AR004652,2025-07-02,2025-08-01,2025-09-13,C00748,E03,24068.63,24068.63,Paid
AR004653,2025-03-03,2025-03-17,2025-06-01,C00605,E01,6402.05,6402.05,Paid
AR004654,2024-05-22,2024-07-21,2024-10-01,C00081,E06,7545.83,7545.83,Paid
AR004655,2023-11-15,2023-12-30,2024-03-08,C00722,E05,6555.69,6555.69,Paid
AR004656,2026-01-31,2026-04-01,2026-06-03,C00834,E05,4625.06,4625.06,Paid
AR004657,2025-12-05,2026-02-03,2026-04-22,C01192,E02,2623.67,2623.67,Paid
AR004658,2025-04-21,2025-05-21,,C00118,E04,1287.95,0.0,Open
AR004659,2024-11-06,2024-12-06,2025-02-09,C00299,E01,5178.18,5178.18,Paid
AR004660,2025-11-18,2026-01-17,,C01497,E02,18962.93,0.0,Open
AR004661,2025-12-29,2026-02-27,2026-03-10,C00008,E04,6695.39,6695.39,Paid
AR004662,2025-04-18,2025-06-17,2025-07-25,C01109,E05,11511.66,11511.66,Paid
AR004663,2026-05-24,2026-06-07,2026-07-17,C01465,E04,5837.66,5837.66,Paid
AR004664,2025-07-27,2025-08-10,2025-10-01,C00516,E06,4637.82,4637.82,Paid
AR004665,2025-03-25,2025-04-24,2025-05-28,C01083,E06,3789.28,3789.28,Paid
AR004666,2023-10-30,2023-12-14,2023-12-10,C00912,E02,3231.58,3231.58,Paid
AR004667,2023-08-14,2023-10-13,2023-12-28,C00437,E05,15341.98,15341.98,Paid
AR004668,2024-12-02,2024-12-16,2025-01-07,C00427,E01,8497.21,8497.21,Paid
AR004669,2023-01-01,2023-03-02,,C01269,E06,2695.83,0.0,Open
AR004670,2025-04-30,2025-06-14,2025-08-11,C00955,E01,3713.4,3713.4,Paid
AR004671,2025-07-05,2025-08-19,,C00688,E04,4371.48,0.0,Open
AR004672,2024-02-22,2024-03-07,2024-05-24,C01181,E01,4511.65,4511.65,Paid
AR004673,2024-02-23,2024-04-08,,C00300,E04,3874.54,0.0,Open
AR004674,2026-08-06,2026-08-20,2026-11-07,C00006,E02,12571.66,12571.66,Paid
AR004675,2025-01-01,2025-01-31,,C01476,E05,15302.75,0.0,Open
AR004676,2023-09-30,2023-10-14,2023-10-11,C00166,E02,7146.43,7146.43,Paid
AR004677,2023-06-14,2023-08-13,2023-10-09,C00531,E06,1691.96,1691.96,Paid
AR004678,2025-03-01,2025-04-30,,C01262,E01,6112.14,0.0,Open
AR004679,2024-05-07,2024-05-21,2024-07-22,C01423,E05,14057.71,14057.71,Paid
AR004680,2025-11-05,2025-11-19,2026-02-04,C00747,E03,7638.82,7638.82,Paid
AR004681,2023-10-21,2023-11-04,2023-12-18,C00853,E03,6959.9,6959.9,Paid
AR004682,2024-07-17,2024-07-31,2024-10-05,C01158,E04,14808.3,14808.3,Paid
AR004683,2023-11-18,2024-01-17,2024-02-04,C00330,E05,5014.98,5014.98,Paid
AR004684,2024-06-02,2024-07-02,2024-09-18,C00139,E06,3309.24,3309.24,Paid
AR004685,2026-08-22,2026-09-21,2026-11-24,C00510,E05,7468.86,7468.86,Paid
AR004686,2023-02-03,2023-03-20,2023-03-25,C01500,E02,25413.85,25413.85,Paid
AR004687,2023-06-04,2023-07-19,2023-09-24,C01305,E01,11783.24,11783.24,Paid
AR004688,2025-05-02,2025-06-01,2025-06-14,C00678,E02,4464.1,4464.1,Paid
AR004689,2023-09-15,2023-11-14,,C00878,E06,4318.14,0.0,Open
AR004690,2025-10-31,2025-12-15,2025-12-20,C01182,E03,4022.64,4022.64,Paid
AR004691,2025-08-04,2025-09-03,2025-11-02,C00764,E05,9099.06,9099.06,Paid
AR004692,2025-07-27,2025-08-10,2025-08-12,C00150,E06,3817.44,3817.44,Paid
AR004693,2026-02-01,2026-03-18,2026-04-28,C01138,E02,22915.08,22915.08,Paid
AR004694,2026-01-13,2026-02-12,2026-03-27,C00959,E01,12955.72,12955.72,Paid
AR004695,2025-06-13,2025-08-12,2025-10-30,C00763,E05,4358.91,4358.91,Paid
AR004696,2024-02-11,2024-02-25,,C00741,E02,9957.83,0.0,Open
AR004697,2023-11-21,2023-12-05,2023-12-21,C00106,E05,3114.91,3114.91,Paid
AR004698,2026-08-30,2026-10-14,2026-11-05,C00423,E06,27591.18,27591.18,Paid
AR004699,2026-02-16,2026-03-02,2026-05-15,C00808,E03,12582.45,12582.45,Paid
AR004700,2023-01-22,2023-02-21,2023-04-22,C00022,E04,3539.84,3539.84,Paid
AR004701,2026-08-22,2026-09-05,2026-09-04,C00779,E04,3925.63,3925.63,Paid
AR004702,2023-11-27,2024-01-26,,C00347,E06,5040.53,0.0,Open
AR004703,2025-06-01,2025-06-15,2025-07-26,C00341,E06,5329.95,5329.95,Paid
AR004704,2024-03-12,2024-05-11,2024-06-29,C00701,E03,10682.85,10682.85,Paid
AR004705,2025-08-08,2025-09-22,,C00088,E03,5510.76,0.0,Open
AR004706,2024-05-23,2024-06-06,,C01208,E04,8143.54,0.0,Open
AR004707,2024-01-04,2024-02-03,2024-02-25,C00048,E01,6404.18,6404.18,Paid
AR004708,2026-06-21,2026-08-20,2026-09-29,C00784,E05,29730.82,29730.82,Paid
AR004709,2026-07-24,2026-09-07,2026-11-19,C01267,E02,2183.62,2183.62,Paid
AR004710,2024-07-13,2024-09-11,2024-11-10,C01304,E05,5315.39,5315.39,Paid
AR004711,2024-08-17,2024-09-16,2024-12-01,C01308,E01,1447.09,1447.09,Paid
AR004712,2023-09-26,2023-11-10,,C00440,E05,16608.61,0.0,Open
AR004713,2024-03-02,2024-04-16,2024-06-22,C00774,E06,6394.86,6394.86,Paid
AR004714,2024-10-25,2024-12-09,2025-02-14,C01181,E04,5923.75,5923.75,Paid
AR004715,2023-04-04,2023-05-19,2023-06-15,C00645,E05,3881.55,3881.55,Paid
AR004716,2023-11-14,2023-12-14,,C00557,E02,651.99,0.0,Open
AR004717,2025-03-19,2025-05-18,2025-07-30,C01180,E04,14998.23,14998.23,Paid
AR004718,2023-08-13,2023-08-27,2023-09-02,C01154,E06,3955.21,3955.21,Paid
AR004719,2025-05-21,2025-07-05,,C00220,E06,12246.7,0.0,Open
AR004720,2026-02-22,2026-04-08,2026-04-07,C00155,E02,4268.84,4268.84,Paid
AR004721,2025-01-20,2025-02-19,2025-03-29,C00982,E03,3428.19,3428.19,Paid
AR004722,2024-01-04,2024-03-04,2024-05-06,C00109,E01,30726.33,30726.33,Paid
AR004723,2024-09-07,2024-10-07,2024-10-17,C01285,E03,2439.15,2439.15,Paid
AR004724,2025-04-14,2025-05-14,2025-05-22,C01347,E06,2572.03,2572.03,Paid
AR004725,2025-05-07,2025-05-21,2025-07-06,C00952,E04,7520.62,7520.62,Paid
AR004726,2025-02-16,2025-04-02,2025-04-12,C00001,E04,4256.07,4256.07,Paid
AR004727,2024-04-09,2024-05-24,2024-07-16,C01269,E04,7426.9,7426.9,Paid
AR004728,2023-09-14,2023-10-14,,C00191,E06,7236.96,0.0,Open
AR004729,2023-09-13,2023-11-12,,C00479,E03,5633.12,0.0,Open
AR004730,2024-02-25,2024-03-26,,C00979,E02,11887.73,0.0,Open
AR004731,2024-06-30,2024-07-30,2024-10-02,C01287,E06,6906.2,6906.2,Paid
AR004732,2025-01-23,2025-03-24,2025-04-02,C01065,E02,12548.11,12548.11,Paid
AR004733,2025-08-14,2025-10-13,2025-11-10,C01474,E02,39898.71,39898.71,Paid
AR004734,2024-02-18,2024-04-18,2024-04-13,C00646,E04,9053.52,9053.52,Paid
AR004735,2023-07-24,2023-08-07,2023-08-27,C01365,E01,11128.21,11128.21,Paid
AR004736,2023-12-13,2024-01-12,2024-02-15,C00303,E06,2801.07,2801.07,Paid
AR004737,2025-11-25,2025-12-25,2026-01-11,C00625,E03,5122.91,5122.91,Paid
AR004738,2026-06-24,2026-08-08,,C01446,E03,2774.34,0.0,Open
AR004739,2023-05-05,2023-06-04,2023-06-22,C00880,E05,10013.35,10013.35,Paid
AR004740,2024-05-09,2024-06-23,2024-09-07,C00458,E05,6017.96,6017.96,Paid
AR004741,2025-03-14,2025-04-28,2025-04-26,C00433,E03,6495.22,6495.22,Paid
AR004742,2023-09-22,2023-11-21,2024-01-23,C00847,E05,1517.39,1517.39,Paid
AR004743,2024-04-27,2024-05-11,2024-05-31,C00884,E02,13854.49,13854.49,Paid
AR004744,2024-11-16,2025-01-15,2025-03-13,C01476,E02,2157.4,2157.4,Paid
AR004745,2024-05-26,2024-06-09,2024-08-13,C01245,E05,9304.41,9304.41,Paid
AR004746,2025-08-16,2025-08-30,,C00644,E04,19277.1,0.0,Open
AR004747,2025-03-03,2025-04-17,2025-06-21,C01270,E02,27680.79,27680.79,Paid
AR004748,2026-06-21,2026-08-05,2026-08-10,C00115,E03,10124.86,10124.86,Paid
AR004749,2024-11-11,2025-01-10,2025-01-07,C01058,E05,6750.5,6750.5,Paid
AR004750,2023-01-01,2023-01-15,,C00302,E02,7247.95,0.0,Open
AR004751,2026-01-05,2026-02-19,2026-05-04,C01357,E05,5988.19,5988.19,Paid
AR004752,2026-01-24,2026-02-07,2026-02-10,C00515,E02,5387.82,5387.82,Paid
AR004753,2023-01-21,2023-02-20,2023-02-19,C01441,E02,10751.84,10751.84,Paid
AR004754,2024-09-05,2024-09-19,,C01064,E04,18444.29,0.0,Open
AR004755,2024-03-17,2024-05-16,,C00239,E02,3765.58,0.0,Open
AR004756,2023-03-23,2023-05-07,,C01204,E01,2450.56,0.0,Open
AR004757,2023-08-06,2023-09-20,2023-11-22,C00429,E03,8152.72,8152.72,Paid
AR004758,2026-05-15,2026-06-29,2026-09-03,C00907,E02,4299.97,4299.97,Paid
AR004759,2024-02-15,2024-04-15,2024-04-16,C01254,E03,3297.62,3297.62,Paid
AR004760,2023-09-06,2023-11-05,,C00660,E01,2023.98,0.0,Open
AR004761,2023-05-11,2023-07-10,2023-08-07,C00828,E04,3123.82,3123.82,Paid
AR004762,2025-02-09,2025-03-11,2025-03-10,C00357,E04,7517.34,7517.34,Paid
AR004763,2023-02-28,2023-04-29,2023-07-04,C00892,E02,751.17,751.17,Paid
AR004764,2023-11-21,2024-01-05,2024-02-11,C00082,E01,3427.77,3427.77,Paid
AR004765,2025-12-22,2026-02-20,2026-04-06,C00738,E04,27280.61,27280.61,Paid
AR004766,2024-11-05,2024-12-05,2024-12-27,C01428,E04,11226.2,11226.2,Paid
AR004767,2025-12-03,2026-01-17,2026-02-19,C00130,E02,10170.69,10170.69,Paid
AR004768,2024-08-07,2024-08-21,2024-10-23,C00108,E05,13673.18,13673.18,Paid
AR004769,2026-01-05,2026-02-19,2026-03-13,C01074,E06,14421.39,14421.39,Paid
AR004770,2025-08-28,2025-10-27,2025-12-04,C01412,E01,10384.43,10384.43,Paid
AR004771,2023-09-20,2023-10-20,2023-10-18,C00120,E01,9914.62,9914.62,Paid
AR004772,2026-03-23,2026-05-22,2026-06-13,C01475,E03,3174.84,3174.84,Paid
AR004773,2026-03-09,2026-04-23,2026-04-26,C00456,E03,3580.61,3580.61,Paid
AR004774,2026-02-27,2026-04-28,2026-06-15,C01065,E01,2069.98,2069.98,Paid
AR004775,2024-03-18,2024-04-01,2024-04-25,C01442,E03,21846.79,21846.79,Paid
AR004776,2024-08-22,2024-10-21,2024-11-07,C00484,E05,10338.37,10338.37,Paid
AR004777,2026-02-11,2026-02-25,,C01190,E04,2725.97,0.0,Open
AR004778,2024-10-19,2024-11-18,,C01354,E04,6916.83,0.0,Open
AR004779,2025-02-19,2025-03-05,2025-05-18,C01461,E06,3746.86,3746.86,Paid
AR004780,2026-08-28,2026-10-27,,C00651,E02,4995.92,0.0,Open
AR004781,2025-02-25,2025-04-11,2025-04-17,C00169,E06,3565.82,3565.82,Paid
AR004782,2026-08-31,2026-09-14,2026-10-07,C00995,E01,21801.59,21801.59,Paid
AR004783,2026-02-08,2026-03-25,2026-04-11,C00936,E03,11898.57,11898.57,Paid
AR004784,2025-01-14,2025-03-15,2025-03-15,C00415,E02,31688.86,31688.86,Paid
AR004785,2023-10-04,2023-11-03,2024-01-18,C00621,E03,30012.01,30012.01,Paid
AR004786,2025-08-18,2025-09-17,2025-10-30,C00866,E03,7217.31,7217.31,Paid
AR004787,2024-07-30,2024-09-13,2024-11-27,C01027,E02,12137.76,12137.76,Paid
AR004788,2023-01-23,2023-02-06,2023-04-19,C00063,E06,15034.48,15034.48,Paid
AR004789,2024-08-27,2024-10-26,2024-11-07,C01153,E03,12111.26,12111.26,Paid
AR004790,2026-03-24,2026-05-08,2026-05-23,C01434,E02,13777.95,13777.95,Paid
AR004791,2025-05-05,2025-05-19,2025-05-15,C00971,E06,4241.28,4241.28,Paid
AR004792,2025-06-07,2025-07-07,2025-08-02,C01384,E01,17795.5,17795.5,Paid
AR004793,2024-06-09,2024-07-09,2024-08-15,C00942,E04,4591.39,4591.39,Paid
AR004794,2024-07-11,2024-08-25,2024-11-03,C00534,E05,27948.25,27948.25,Paid
AR004795,2025-01-24,2025-03-10,2025-04-26,C00615,E01,12410.74,12410.74,Paid
AR004796,2025-01-17,2025-01-31,2025-03-04,C00370,E06,4358.21,4358.21,Paid
AR004797,2025-02-27,2025-03-29,2025-04-26,C00979,E05,28431.55,28431.55,Paid
AR004798,2024-04-23,2024-06-22,2024-07-07,C01489,E01,13372.26,13372.26,Paid
AR004799,2026-04-25,2026-05-09,2026-07-04,C00774,E06,2974.17,2974.17,Paid
AR004800,2023-06-14,2023-07-14,2023-09-17,C00893,E06,75780.5,75780.5,Paid
AR004801,2026-01-13,2026-01-27,2026-02-16,C00035,E03,5334.96,5334.96,Paid
AR004802,2025-05-09,2025-07-08,2025-08-03,C01057,E04,2434.7,2434.7,Paid
AR004803,2023-10-06,2023-12-05,2023-12-22,C00977,E02,11007.18,11007.18,Paid
AR004804,2025-10-24,2025-12-08,2026-01-21,C00666,E06,10718.78,10718.78,Paid
AR004805,2024-02-03,2024-04-03,2024-05-09,C00090,E02,5497.93,5497.93,Paid
AR004806,2026-02-02,2026-03-04,2026-04-26,C00960,E05,9733.89,9733.89,Paid
AR004807,2025-08-15,2025-09-29,,C00672,E06,6167.03,0.0,Open
AR004808,2025-05-01,2025-06-15,2025-08-24,C00063,E05,1076.79,1076.79,Paid
AR004809,2025-06-17,2025-07-17,2025-08-10,C01453,E02,16902.55,16902.55,Paid
AR004810,2024-01-02,2024-03-02,,C01131,E01,7341.37,0.0,Open
AR004811,2023-07-10,2023-09-08,2023-09-10,C00629,E03,14990.81,14990.81,Paid
AR004812,2024-03-12,2024-05-11,2024-05-10,C00084,E05,7659.22,7659.22,Paid
AR004813,2023-07-14,2023-08-28,2023-09-10,C00782,E04,5595.02,5595.02,Paid
AR004814,2026-06-30,2026-07-14,2026-08-12,C00882,E03,12066.57,12066.57,Paid
AR004815,2023-04-26,2023-06-25,2023-07-14,C00857,E05,35996.22,35996.22,Paid
AR004816,2025-06-06,2025-08-05,2025-10-07,C00853,E01,10126.83,10126.83,Paid
AR004817,2023-12-09,2024-02-07,2024-03-08,C00952,E03,2472.84,2472.84,Paid
AR004818,2026-06-08,2026-08-07,2026-08-30,C00635,E05,25601.48,25601.48,Paid
AR004819,2024-06-23,2024-08-07,2024-08-30,C00179,E03,1527.25,1527.25,Paid
AR004820,2025-08-10,2025-08-24,2025-08-21,C00880,E02,4607.1,4607.1,Paid
AR004821,2023-03-20,2023-04-03,2023-06-12,C00873,E03,2387.98,2387.98,Paid
AR004822,2025-08-04,2025-08-18,2025-10-21,C00645,E03,18208.87,18208.87,Paid
AR004823,2023-02-15,2023-04-16,2023-06-16,C01049,E01,10810.09,10810.09,Paid
AR004824,2024-01-01,2024-01-15,2024-02-08,C01077,E03,3282.16,3282.16,Paid
AR004825,2023-05-03,2023-06-02,2023-08-14,C01108,E02,15729.1,15729.1,Paid
AR004826,2025-12-01,2026-01-30,,C00572,E04,3702.59,0.0,Open
AR004827,2025-01-02,2025-01-16,2025-01-17,C01440,E02,2212.73,2212.73,Paid
AR004828,2025-03-03,2025-05-02,2025-06-18,C00053,E01,22881.54,22881.54,Paid
AR004829,2023-02-20,2023-03-22,2023-04-27,C00827,E01,6649.1,6649.1,Paid
AR004830,2026-01-26,2026-02-25,2026-04-12,C00659,E02,6287.55,6287.55,Paid
AR004831,2024-03-05,2024-04-04,,C01421,E05,3623.71,0.0,Open
AR004832,2025-03-10,2025-04-24,2025-05-20,C01074,E01,14295.87,14295.87,Paid
AR004833,2025-04-12,2025-06-11,2025-08-27,C00598,E02,4905.02,4905.02,Paid
AR004834,2025-04-25,2025-05-09,2025-05-04,C01315,E05,3786.42,3786.42,Paid
AR004835,2025-08-30,2025-09-29,,C01483,E02,10544.02,0.0,Open
AR004836,2025-07-24,2025-09-07,2025-09-25,C00957,E03,6924.66,6924.66,Paid
AR004837,2025-02-03,2025-03-05,2025-05-04,C00021,E02,9645.59,9645.59,Paid
AR004838,2025-02-02,2025-04-03,2025-04-07,C00559,E06,5591.89,5591.89,Paid
AR004839,2025-06-15,2025-07-30,2025-08-06,C01398,E04,2116.77,2116.77,Paid
AR004840,2024-07-19,2024-09-17,,C00094,E03,1981.29,0.0,Open
AR004841,2023-08-05,2023-09-04,,C00612,E02,3569.66,0.0,Open
AR004842,2023-11-29,2024-01-28,2024-03-07,C01235,E06,22290.69,22290.69,Paid
AR004843,2025-02-04,2025-02-18,2025-03-02,C01212,E03,6663.21,6663.21,Paid
AR004844,2025-04-14,2025-06-13,2025-07-28,C00797,E02,8866.1,8866.1,Paid
AR004845,2023-06-07,2023-06-21,2023-07-18,C00065,E05,2759.42,2759.42,Paid
AR004846,2026-03-14,2026-03-28,2026-04-20,C00348,E02,13862.11,13862.11,Paid
AR004847,2026-06-29,2026-07-13,2026-09-25,C00018,E04,4381.99,4381.99,Paid
AR004848,2025-11-21,2026-01-05,,C00776,E04,2883.11,0.0,Open
AR004849,2025-08-08,2025-09-07,,C01223,E03,3426.82,0.0,Open
AR004850,2026-02-19,2026-04-20,2026-06-10,C01149,E04,3075.26,3075.26,Paid
AR004851,2024-06-29,2024-07-29,,C00431,E01,5203.88,0.0,Open
AR004852,2025-11-23,2025-12-23,2026-02-11,C00565,E01,4035.56,4035.56,Paid
AR004853,2026-07-19,2026-09-17,2026-10-10,C00411,E06,3334.02,3334.02,Paid
AR004854,2025-06-05,2025-06-19,2025-08-29,C00077,E01,6803.43,6803.43,Paid
AR004855,2025-09-16,2025-10-31,2025-11-04,C01144,E04,7341.44,7341.44,Paid
AR004856,2023-11-16,2023-12-16,2024-02-24,C00737,E06,4270.85,4270.85,Paid
AR004857,2023-02-16,2023-03-02,2023-04-21,C00165,E03,7080.72,7080.72,Paid
AR004858,2025-05-17,2025-07-16,2025-07-19,C01221,E06,6470.5,6470.5,Paid
AR004859,2023-10-20,2023-12-19,2023-12-17,C00031,E01,10091.95,10091.95,Paid
AR004860,2023-10-17,2023-11-16,2023-11-19,C01052,E03,49090.53,49090.53,Paid
AR004861,2025-05-22,2025-07-21,,C00307,E06,5591.95,0.0,Open
AR004862,2025-11-05,2025-12-05,2026-01-15,C01465,E06,24201.23,24201.23,Paid
AR004863,2024-01-31,2024-02-14,2024-02-26,C01015,E05,16098.28,16098.28,Paid
AR004864,2026-01-30,2026-03-01,2026-05-04,C00158,E01,1808.58,1808.58,Paid
AR004865,2024-01-11,2024-03-11,2024-04-24,C00107,E03,9837.54,9837.54,Paid
AR004866,2025-11-07,2025-11-21,2026-02-02,C00537,E04,2849.69,2849.69,Paid
AR004867,2026-01-03,2026-03-04,2026-03-24,C00895,E02,1275.38,1275.38,Paid
AR004868,2025-01-31,2025-03-17,2025-04-29,C01336,E01,6317.5,6317.5,Paid
AR004869,2024-08-12,2024-08-26,2024-10-01,C00181,E02,6875.12,6875.12,Paid
