GLTxnID,Date,EntityID,DepartmentID,AccountCode,Currency,AmountLocal,CustomerID,VendorID,PostingStatus
GL0009060,2024-06-19,E01,D03,4000,AUD,-5304.56,C00975,,Posted
GL0009061,2026-06-07,E04,D03,6040,SGD,810.58,,V0190,Posted
GL0009062,2025-12-27,E04,D06,4010,SGD,-3390.22,C00967,,Accrued
GL0009063,2023-12-18,E02,D02,7000,GBP,341.22,,V0147,Posted
GL0009064,2025-03-11,E06,D04,6070,CAD,968.78,,V0074,Posted
GL0009065,2024-06-16,E04,D10,6000,SGD,580.69,,,Posted
GL0009066,2023-11-08,E01,D02,6090,AUD,1047.63,,,Posted
GL0009067,2022-07-09,E06,D04,7200,CAD,704.14,,,Posted
GL0009068,2025-01-20,E05,D05,5100,EUR,6729.0,,V0349,Posted
GL0009069,2023-05-11,E03,D07,7100,USD,-948.07,,V0358,Posted
GL0009070,2023-03-04,E06,D05,6050,CAD,719.46,,,Posted
GL0009071,2024-06-08,E01,D07,6030,AUD,296.56,,V0052,Posted
GL0009072,2023-03-04,E01,D03,7200,AUD,701.39,,,Posted
GL0009073,2025-03-25,E04,D10,5010,SGD,2829.93,,,Accrued
GL0009074,2023-06-30,E06,D06,6110,CAD,1670.68,,V0351,Posted
GL0009075,2024-04-13,E04,D01,7000,SGD,4390.09,,V0326,Accrued
GL0009076,2023-04-12,E06,D05,6090,CAD,1175.33,,,Posted
GL0009077,2024-12-15,E05,D05,6090,EUR,6288.09,,,Posted
GL0009078,2022-08-04,E04,D07,6030,SGD,1100.82,,,Posted
GL0009079,2025-02-25,E04,D05,6100,SGD,394.69,,,Accrued
GL0009080,2026-03-03,E05,D04,4000,EUR,-1435.9,C00969,,Accrued
GL0009081,2025-09-30,E06,D07,6010,CAD,2446.68,,V0180,Accrued
GL0009082,2024-08-06,E03,D01,6060,USD,896.72,,V0082,Posted
GL0009083,2022-01-10,E01,D05,6030,AUD,2574.96,,,Accrued
GL0009084,2025-01-09,E05,D03,6040,EUR,1350.8,,V0257,Accrued
GL0009085,2025-10-08,E06,D08,6000,CAD,1061.54,,,Posted
GL0009086,2022-05-24,E06,D01,6050,CAD,1742.65,,V0206,Accrued
GL0009087,2023-01-01,E02,D03,5000,GBP,2122.5,,V0411,Accrued
GL0009088,2025-11-20,E03,D03,5100,USD,608.44,,,Posted
GL0009089,2023-05-24,E01,D04,6030,AUD,3777.99,,V0343,Posted
GL0009090,2024-11-07,E05,D05,6020,EUR,294.19,,,Accrued
GL0009091,2023-05-01,E04,D08,6090,SGD,423.18,,,Posted
GL0009092,2022-07-29,E01,D08,5000,AUD,2635.57,,V0288,Posted
GL0009093,2024-09-28,E04,D07,5000,SGD,2345.35,,,Posted
GL0009094,2022-07-19,E02,D05,5000,GBP,2735.61,,,Accrued
GL0009095,2023-02-10,E06,D02,6020,CAD,814.04,,V0334,Posted
GL0009096,2026-08-04,E01,D10,6050,AUD,547.4,,V0351,Posted
GL0009097,2024-07-04,E03,D10,7200,USD,2640.19,,V0335,Posted
GL0009098,2023-09-23,E03,D05,6090,USD,762.32,,V0202,Posted
GL0009099,2022-07-25,E05,D06,6050,EUR,462.18,,,Posted
GL0009100,2026-08-28,E01,D03,6110,AUD,915.43,,V0361,Accrued
GL0009101,2024-04-22,E05,D01,6030,EUR,2819.55,,V0176,Posted
GL0009102,2025-08-26,E04,D03,6060,SGD,336.83,,V0343,Posted
GL0009103,2023-05-31,E05,D02,4020,EUR,-5820.31,C00847,,Accrued
GL0009104,2024-01-24,E02,D07,5100,GBP,3140.24,,,Posted
GL0009105,2022-01-15,E01,D02,4010,AUD,-2787.23,C01002,,Accrued
GL0009106,2023-04-30,E04,D07,6070,SGD,766.99,,V0358,Posted
GL0009107,2026-08-17,E03,D10,6020,USD,1506.52,,,Posted
GL0009108,2022-12-06,E06,D08,7200,CAD,1326.01,,V0487,Posted
GL0009109,2023-04-15,E03,D09,6110,USD,335.14,,V0475,Accrued
GL0009110,2025-06-03,E05,D05,6110,EUR,2044.2,,,Posted
GL0009111,2026-06-07,E03,D03,6020,USD,90.35,,V0210,Posted
GL0009112,2024-09-05,E03,D06,4000,USD,-1671.08,C00381,,Posted
GL0009113,2025-10-31,E02,D04,6020,GBP,5128.13,,V0154,Accrued
GL0009114,2026-01-04,E03,D03,5100,USD,1653.94,,,Accrued
GL0009115,2024-02-22,E03,D10,6060,USD,1868.53,,V0433,Posted
GL0009116,2023-04-22,E03,D09,4010,USD,-1513.55,C00811,,Posted
GL0009117,2024-02-02,E05,D10,6070,EUR,521.65,,,Posted
GL0009118,2026-08-26,E04,D06,6110,SGD,1560.36,,V0140,Posted
GL0009119,2025-07-02,E02,D10,7000,GBP,511.77,,V0458,Posted
GL0009120,2025-06-06,E04,D10,6030,SGD,308.05,,,Accrued
GL0009121,2023-12-24,E02,D09,6000,GBP,737.45,,,Accrued
GL0009122,2024-01-07,E02,D09,6060,GBP,1031.85,,V0289,Accrued
GL0009123,2025-06-07,E05,D08,6020,EUR,806.14,,,Posted
GL0009124,2022-07-23,E05,D05,6000,EUR,1716.62,,V0031,Posted
GL0009125,2022-06-20,E02,D05,7200,GBP,7537.17,,V0118,Accrued
GL0009126,2025-10-07,E04,D05,6050,SGD,272.93,,V0012,Posted
GL0009127,2026-08-01,E04,D06,6030,SGD,2109.37,,V0026,Posted
GL0009128,2023-02-07,E06,D03,6020,CAD,803.55,,V0050,Posted
GL0009129,2023-09-08,E03,D01,7200,USD,767.23,,V0445,Posted
GL0009130,2026-01-12,E03,D07,6080,USD,3610.59,,V0438,Accrued
GL0009131,2023-06-21,E01,D04,6080,AUD,735.82,,,Posted
GL0009132,2024-07-20,E04,D07,6020,SGD,620.5,,V0133,Accrued
GL0009133,2022-03-07,E06,D01,6080,CAD,938.8,,V0279,Posted
GL0009134,2022-08-02,E04,D01,6090,SGD,209.32,,,Accrued
GL0009135,2024-09-15,E03,D06,6010,USD,865.24,,V0039,Accrued
GL0009136,2022-10-26,E06,D08,5010,CAD,5760.07,,V0350,Posted
GL0009137,2022-02-26,E03,D01,6090,USD,740.78,,V0184,Posted
GL0009138,2024-12-02,E01,D10,4000,AUD,-3722.25,C00153,,Posted
GL0009139,2025-12-07,E05,D06,6070,EUR,2787.46,,V0389,Accrued
GL0009140,2023-03-27,E02,D06,6080,GBP,379.68,,,Posted
GL0009141,2022-07-15,E01,D04,5100,AUD,3023.18,,,Posted
GL0009142,2023-08-15,E04,D04,6060,SGD,1183.42,,,Posted
GL0009143,2022-12-20,E05,D03,6030,EUR,505.12,,V0264,Posted
GL0009144,2023-03-13,E05,D08,5100,EUR,1813.81,,V0391,Posted
GL0009145,2023-05-28,E03,D05,6010,USD,1695.06,,,Posted
GL0009146,2024-07-03,E05,D07,7000,EUR,3421.23,,,Accrued
GL0009147,2023-03-03,E02,D02,6100,GBP,316.39,,V0413,Accrued
GL0009148,2026-07-28,E05,D08,5010,EUR,9855.72,,V0111,Posted
GL0009149,2025-12-06,E02,D06,4000,GBP,-10865.79,C00246,,Accrued
GL0009150,2026-04-27,E03,D01,6000,USD,239.03,,,Accrued
GL0009151,2025-09-08,E06,D02,6080,CAD,768.14,,,Posted
GL0009152,2026-03-06,E05,D08,4010,EUR,-5496.46,C00933,,Accrued
GL0009153,2026-08-06,E06,D03,5000,CAD,2995.84,,V0290,Posted
GL0009154,2023-11-07,E02,D02,4010,GBP,-5335.1,C01055,,Posted
GL0009155,2022-03-17,E01,D08,6010,AUD,385.85,,,Accrued
GL0009156,2022-12-11,E03,D09,5100,USD,1594.96,,,Posted
GL0009157,2023-01-18,E01,D02,6070,AUD,3218.83,,V0383,Posted
GL0009158,2022-04-24,E05,D01,7100,EUR,799.55,,V0134,Accrued
GL0009159,2026-01-29,E06,D09,4010,CAD,-1413.25,C00406,,Posted
GL0009160,2023-05-29,E06,D05,6060,CAD,254.25,,,Accrued
GL0009161,2025-05-02,E06,D09,4000,CAD,-6703.8,C00722,,Posted
GL0009162,2024-12-28,E06,D03,6070,CAD,503.72,,,Posted
GL0009163,2023-01-16,E06,D07,6030,CAD,1261.92,,,Posted
GL0009164,2025-01-07,E01,D09,6110,AUD,1563.29,,V0088,Posted
GL0009165,2023-08-26,E06,D02,6030,CAD,3158.53,,V0358,Posted
GL0009166,2023-10-26,E03,D08,6050,USD,428.13,,V0367,Posted
GL0009167,2025-03-16,E06,D06,6080,CAD,218.5,,,Posted
GL0009168,2024-11-07,E06,D03,4010,CAD,-1149.03,C00020,,Posted
GL0009169,2023-08-27,E05,D07,5000,EUR,2570.41,,,Accrued
GL0009170,2025-09-24,E04,D02,6010,SGD,255.72,,V0149,Accrued
GL0009171,2024-06-09,E06,D09,5100,CAD,5069.92,,,Accrued
GL0009172,2025-09-16,E01,D03,7100,AUD,117.13,,,Posted
GL0009173,2025-11-19,E05,D01,4020,EUR,-6745.73,C00974,,Posted
GL0009174,2025-09-16,E04,D03,6080,SGD,447.03,,,Posted
GL0009175,2024-10-17,E01,D01,6010,AUD,1569.96,,V0063,Accrued
GL0009176,2026-07-15,E06,D08,7200,CAD,568.21,,V0265,Accrued
GL0009177,2026-02-21,E01,D02,6000,AUD,3535.77,,V0295,Posted
GL0009178,2026-01-04,E01,D08,5010,AUD,2003.06,,,Posted
GL0009179,2025-12-13,E01,D04,5100,AUD,6317.32,,,Accrued
GL0009180,2026-04-29,E01,D08,4000,AUD,-1992.37,,,Posted
GL0009181,2026-04-23,E01,D07,5100,AUD,2646.75,,,Posted
GL0009182,2024-10-16,E02,D08,5010,GBP,2951.63,,,Accrued
GL0009183,2025-06-03,E01,D01,4000,AUD,-1866.95,C00653,,Posted
GL0009184,2024-12-30,E06,D06,7100,CAD,-621.72,,V0103,Accrued
GL0009185,2024-01-16,E05,D10,6030,EUR,9866.7,,,Posted
GL0009186,2025-12-25,E03,D01,6070,USD,3022.41,,V0195,Posted
GL0009187,2023-01-19,E05,D02,6010,EUR,1989.91,,V0137,Posted
GL0009188,2023-01-06,E05,D07,7200,EUR,5833.35,,V0201,Posted
GL0009189,2022-08-31,E03,D07,7100,USD,1653.91,,,Posted
GL0009190,2025-05-13,E05,D02,6110,EUR,804.62,,V0475,Posted
GL0009191,2022-06-24,E06,D04,6070,CAD,927.3,,,Accrued
GL0009192,2023-10-14,E02,D05,7100,GBP,683.18,,V0047,Posted
GL0009193,2024-01-03,E03,D05,6090,USD,965.67,,V0449,Posted
GL0009194,2023-01-21,E06,D10,6060,CAD,710.69,,V0027,Posted
GL0009195,2024-01-13,E04,D09,6050,SGD,446.38,,,Posted
GL0009196,2024-12-14,E01,D08,6050,AUD,458.42,,,Posted
GL0009197,2026-07-19,E01,D06,4010,AUD,-1279.35,C00961,,Posted
GL0009198,2026-01-25,E05,D07,6010,EUR,2505.41,,V0082,Accrued
GL0009199,2024-10-04,E03,D01,5000,USD,3058.64,,V0230,Posted
GL0009200,2023-01-18,E05,D03,5100,EUR,2413.73,,,Posted
GL0009201,2025-06-03,E04,D04,5100,SGD,1310.91,,,Accrued
GL0009202,2023-08-16,E05,D02,4010,EUR,-1180.06,C01410,,Accrued
GL0009203,2023-06-10,E02,D02,6010,GBP,4374.64,,V0339,Posted
GL0009204,2024-08-06,E03,D05,6070,USD,743.98,,,Posted
GL0009205,2022-09-29,E05,D01,6000,EUR,784.51,,V0446,Accrued
GL0009206,2025-04-24,E05,D01,6060,EUR,247.48,,V0303,Posted
GL0009207,2024-08-19,E05,D05,6110,EUR,5691.22,,V0198,Posted
GL0009208,2024-06-11,E05,D09,6050,EUR,858.5,,V0293,Posted
GL0009209,2024-05-06,E03,D04,4000,USD,-3292.98,C00042,,Accrued
GL0009210,2026-02-25,E05,D07,4000,EUR,-2396.12,C01212,,Posted
GL0009211,2022-04-03,E02,D05,7100,GBP,3419.71,,,Accrued
GL0009212,2023-03-15,E02,D09,6030,GBP,1204.32,,V0312,Posted
GL0009213,2023-07-14,E02,D09,6060,GBP,226.17,,V0292,Posted
GL0009214,2022-04-20,E04,D09,6100,SGD,937.63,,,Posted
GL0009215,2023-08-08,E06,D06,6070,CAD,233.4,,V0450,Posted
GL0009216,2024-02-03,E01,D05,6050,AUD,1873.29,,,Posted
GL0009217,2026-01-03,E05,D09,6040,EUR,3014.39,,,Posted
GL0009218,2025-06-23,E01,D04,6090,AUD,1926.74,,V0475,Posted
GL0009219,2025-07-19,E05,D03,6020,EUR,7586.72,,,Posted
GL0009220,2026-07-25,E03,D03,5010,USD,2437.89,,V0027,Posted
GL0009221,2023-09-25,E06,D08,6110,CAD,123.4,,V0313,Posted
GL0009222,2026-06-30,E03,D08,4020,USD,-4447.02,C00788,,Posted
GL0009223,2022-05-14,E06,D10,5000,CAD,1083.85,,,Posted
GL0009224,2022-08-06,E04,D07,4020,SGD,-23100.35,C00904,,Accrued
GL0009225,2024-07-07,E06,D04,7000,CAD,300.31,,V0362,Posted
GL0009226,2023-10-12,E05,D02,6100,EUR,2115.68,,V0390,Posted
GL0009227,2023-07-14,E03,D04,5000,USD,1903.25,,V0489,Posted
GL0009228,2024-08-09,E06,D07,4020,CAD,-11099.35,C00693,,Posted
GL0009229,2026-08-08,E04,D10,5010,SGD,1024.87,,V0070,Posted
GL0009230,2025-05-13,E01,D10,4010,AUD,-758.56,C00046,,Posted
GL0009231,2023-08-12,E01,D03,6080,AUD,1978.08,,V0095,Posted
GL0009232,2022-10-30,E02,D01,7100,GBP,1309.29,,V0047,Posted
GL0009233,2026-06-03,E05,D08,6040,EUR,353.4,,,Posted
GL0009234,2026-05-23,E04,D09,7000,SGD,1216.18,,V0219,Posted
GL0009235,2023-03-24,E01,D01,7100,AUD,3396.79,,,Posted
GL0009236,2024-05-01,E02,D08,7200,GBP,1021.43,,V0337,Posted
GL0009237,2025-03-13,E02,D10,5010,GBP,1935.7,,,Posted
GL0009238,2025-09-12,E01,D09,6060,AUD,1151.31,,V0297,Posted
GL0009239,2023-09-05,E03,D09,6080,USD,799.8,,,Posted
GL0009240,2023-04-21,E04,D10,4000,SGD,-1599.67,C00608,,Posted
GL0009241,2022-09-08,E05,D03,6090,EUR,289.64,,V0461,Posted
GL0009242,2025-04-28,E04,D08,4010,SGD,-2932.03,C00844,,Posted
GL0009243,2023-08-22,E02,D06,4010,GBP,-5889.92,C01386,,Posted
GL0009244,2026-05-23,E01,D04,6110,AUD,1298.81,,,Accrued
GL0009245,2025-11-27,E06,D08,5010,CAD,8845.49,,,Accrued
GL0009246,2024-06-18,E01,D04,6030,AUD,2029.05,,V0459,Posted
GL0009247,2026-03-30,E06,D04,6030,CAD,1962.74,,V0269,Posted
GL0009248,2022-01-16,E06,D09,6020,CAD,912.29,,,Posted
GL0009249,2023-08-10,E06,D02,6080,CAD,873.85,,,Posted
GL0009250,2022-12-07,E04,D06,4000,SGD,-6461.43,C00536,,Posted
GL0009251,2025-03-24,E05,D05,4000,EUR,-3573.81,C00906,,Posted
GL0009252,2023-12-18,E05,D09,6010,EUR,1844.59,,,Posted
GL0009253,2023-03-18,E05,D07,6110,EUR,910.38,,V0214,Posted
GL0009254,2025-02-06,E04,D07,6010,SGD,2698.27,,V0417,Posted
GL0009255,2022-06-17,E03,D09,5000,USD,1756.11,,,Accrued
GL0009256,2024-10-12,E06,D05,6000,CAD,133.97,,V0433,Posted
GL0009257,2026-06-05,E01,D05,6110,AUD,1699.46,,,Accrued
GL0009258,2026-05-31,E04,D09,5100,SGD,4290.27,,,Accrued
GL0009259,2022-09-16,E05,D10,6010,EUR,693.55,,,Accrued
GL0009260,2023-06-14,E01,D03,4010,AUD,-10787.68,C00978,,Posted
GL0009261,2026-04-24,E03,D04,6020,USD,663.71,,,Accrued
GL0009262,2024-07-11,E03,D04,5000,USD,797.18,,V0410,Posted
GL0009263,2023-02-09,E05,D06,6020,EUR,423.85,,,Posted
GL0009264,2025-04-10,E03,D08,6010,USD,1829.17,,V0500,Posted
GL0009265,2024-09-27,E01,D09,7100,AUD,-1249.2,,,Accrued
GL0009266,2023-09-04,E01,D06,6070,AUD,6747.59,,V0019,Posted
GL0009267,2024-07-11,E06,D08,6110,CAD,5468.18,,,Accrued
GL0009268,2025-12-19,E02,D05,7200,GBP,2039.64,,V0033,Posted
GL0009269,2025-11-30,E04,D08,5000,SGD,1984.09,,,Posted
GL0009270,2023-10-18,E02,D08,6050,GBP,3375.43,,V0372,Posted
GL0009271,2022-01-06,E02,D08,6090,GBP,3204.16,,,Posted
GL0009272,2024-05-14,E02,D01,6100,GBP,2345.74,,V0273,Posted
GL0009273,2023-08-30,E01,D02,4010,AUD,-5247.42,C00671,,Posted
GL0009274,2022-02-10,E06,D08,6110,CAD,503.88,,V0480,Posted
GL0009275,2022-11-05,E01,D06,6080,AUD,457.47,,,Posted
GL0009276,2022-07-24,E01,D01,7100,AUD,1522.24,,,Accrued
GL0009277,2025-02-19,E03,D05,6100,USD,869.03,,,Posted
GL0009278,2026-08-13,E04,D02,7100,SGD,-1520.16,,V0341,Posted
GL0009279,2022-09-13,E02,D04,6100,GBP,1541.92,,,Posted
GL0009280,2023-01-22,E02,D04,6100,GBP,3723.91,,,Accrued
GL0009281,2026-05-02,E02,D05,6000,GBP,5424.8,,V0355,Posted
GL0009282,2023-02-27,E03,D09,5010,USD,1407.43,,V0491,Posted
GL0009283,2022-02-07,E02,D03,6090,GBP,1748.53,,,Posted
GL0009284,2025-04-16,E06,D04,4010,CAD,-5957.79,C00055,,Posted
GL0009285,2025-06-11,E05,D05,6090,EUR,1624.76,,,Posted
GL0009286,2023-12-13,E06,D06,6070,CAD,2246.73,,,Posted
GL0009287,2025-08-10,E06,D08,5010,CAD,2695.35,,V0468,Accrued
GL0009288,2026-06-19,E06,D04,4010,CAD,-7354.62,C00319,,Posted
GL0009289,2025-09-25,E05,D10,6070,EUR,3269.91,,,Posted
GL0009290,2025-07-02,E04,D03,7200,SGD,816.0,,V0051,Posted
GL0009291,2025-10-06,E05,D10,6110,EUR,4461.57,,V0094,Posted
GL0009292,2023-01-21,E03,D08,7000,USD,249.35,,V0396,Posted
GL0009293,2023-04-17,E04,D06,7200,SGD,491.69,,,Posted
GL0009294,2022-10-21,E06,D10,7100,CAD,-174.17,,,Posted
GL0009295,2025-12-09,E04,D01,6030,SGD,1129.19,,V0379,Posted
GL0009296,2022-06-23,E03,D07,4000,USD,-12164.97,C01462,,Posted
GL0009297,2024-11-15,E06,D01,5000,CAD,1413.86,,V0186,Posted
GL0009298,2026-07-27,E02,D09,5100,GBP,692.55,,,Accrued
GL0009299,2026-02-10,E06,D03,6000,CAD,5902.68,,V0270,Posted
GL0009300,2026-08-07,E05,D02,6110,EUR,1224.79,,,Posted
GL0009301,2024-03-13,E02,D09,4010,GBP,-3688.78,C01282,,Posted
GL0009302,2023-06-03,E03,D10,6100,USD,214.26,,V0243,Posted
GL0009303,2022-08-20,E01,D04,6080,AUD,1281.31,,V0225,Posted
GL0009304,2022-11-16,E05,D10,6050,EUR,700.32,,,Posted
GL0009305,2025-04-10,E06,D03,6080,CAD,2476.39,,,Posted
GL0009306,2024-06-13,E05,D03,4020,EUR,-13507.54,C00108,,Posted
GL0009307,2024-10-24,E06,D09,6090,CAD,6079.72,,V0403,Posted
GL0009308,2022-07-22,E04,D03,7100,SGD,-530.76,,,Accrued
GL0009309,2023-12-02,E05,D04,7000,EUR,9180.86,,V0058,Posted
GL0009310,2025-09-24,E04,D03,7200,SGD,371.4,,,Posted
GL0009311,2025-05-28,E04,D01,6000,SGD,899.51,,V0112,Posted
GL0009312,2022-03-18,E02,D03,7200,GBP,2576.32,,V0124,Posted
GL0009313,2022-01-25,E05,D01,6020,EUR,1241.15,,,Posted
GL0009314,2024-11-22,E06,D05,6040,CAD,412.61,,,Accrued
GL0009315,2025-07-08,E02,D03,6090,GBP,2849.11,,V0104,Posted
GL0009316,2026-02-23,E04,D09,5010,SGD,2641.44,,V0105,Accrued
GL0009317,2022-05-28,E01,D02,6040,AUD,128.87,,V0469,Accrued
GL0009318,2025-03-21,E02,D07,6060,GBP,2422.41,,V0370,Posted
GL0009319,2024-03-20,E06,D07,6070,CAD,1974.52,,V0362,Posted
GL0009320,2024-08-29,E06,D10,6080,CAD,775.7,,,Posted
GL0009321,2026-04-06,E03,D01,6100,USD,905.78,,V0247,Posted
GL0009322,2024-05-04,E01,D07,5000,AUD,633.99,,,Posted
GL0009323,2024-06-29,E05,D03,6040,EUR,1734.84,,V0315,Posted
GL0009324,2023-05-23,E02,D09,6080,GBP,2943.48,,V0289,Posted
GL0009325,2025-11-26,E02,D06,6000,GBP,641.34,,,Posted
GL0009326,2025-09-08,E01,D05,4000,AUD,-843.4,C01341,,Accrued
GL0009327,2025-02-24,E03,D07,6110,USD,286.52,,V0083,Accrued
GL0009328,2022-06-05,E01,D03,5100,AUD,1404.81,,V0146,Posted
GL0009329,2026-02-07,E01,D07,4000,AUD,-2320.36,C00780,,Posted
GL0009330,2025-09-12,E04,D01,5100,SGD,3942.88,,V0251,Posted
GL0009331,2024-09-10,E01,D08,5100,AUD,4362.43,,V0084,Accrued
GL0009332,2023-12-10,E02,D06,6100,GBP,718.54,,V0024,Posted
GL0009333,2022-10-23,E02,D02,4000,GBP,-6316.89,C00055,,Posted
GL0009334,2025-11-24,E04,D07,6040,SGD,1418.59,,,Accrued
GL0009335,2022-04-18,E04,D09,6030,SGD,1152.66,,,Posted
GL0009336,2022-12-12,E04,D01,4000,SGD,-5095.6,C00359,,Posted
GL0009337,2025-05-14,E04,D02,6110,SGD,303.68,,,Accrued
GL0009338,2025-02-11,E03,D06,6000,USD,397.5,,,Posted
GL0009339,2024-03-19,E05,D05,6090,EUR,550.78,,,Posted
GL0009340,2024-05-17,E04,D04,4020,SGD,-6766.83,C01356,,Accrued
GL0009341,2024-06-19,E02,D07,5100,GBP,1113.89,,V0450,Posted
GL0009342,2024-06-19,E01,D03,6050,AUD,496.47,,V0331,Posted
GL0009343,2022-09-21,E03,D03,6030,USD,1236.51,,,Posted
GL0009344,2023-08-03,E01,D01,6070,AUD,1443.68,,V0203,Posted
GL0009345,2022-02-28,E05,D06,6060,EUR,1653.82,,V0208,Posted
GL0009346,2025-06-18,E04,D08,6070,SGD,668.87,,,Posted
GL0009347,2025-08-03,E04,D04,6080,SGD,261.54,,V0267,Posted
GL0009348,2026-07-12,E04,D09,5100,SGD,1754.43,,V0269,Posted
GL0009349,2023-01-08,E06,D02,7200,CAD,1049.12,,V0082,Posted
GL0009350,2025-03-25,E05,D06,6040,EUR,3483.59,,,Posted
GL0009351,2025-07-14,E04,D03,4000,SGD,-1902.35,C01402,,Posted
GL0009352,2023-03-10,E05,D10,6100,EUR,223.07,,,Posted
GL0009353,2022-07-24,E01,D06,6110,AUD,1978.88,,,Posted
GL0009354,2023-03-31,E03,D07,6020,USD,191.1,,V0035,Posted
GL0009355,2023-09-29,E05,D07,4020,EUR,-3490.36,C01110,,Posted
GL0009356,2025-06-15,E05,D10,6070,EUR,1644.62,,,Posted
GL0009357,2023-12-04,E05,D06,4020,EUR,-2716.18,,,Accrued
GL0009358,2025-08-16,E04,D01,6080,SGD,1119.94,,,Accrued
GL0009359,2022-09-20,E02,D10,6110,GBP,2426.35,,,Posted
GL0009360,2022-11-28,E06,D08,6050,CAD,955.48,,V0203,Accrued
GL0009361,2025-10-19,E03,D02,6100,USD,4588.27,,V0302,Accrued
GL0009362,2025-05-03,E05,D03,6110,EUR,2009.65,,,Posted
GL0009363,2025-04-23,E05,D06,6000,EUR,494.18,,V0333,Accrued
GL0009364,2025-11-13,E04,D02,7200,SGD,406.74,,,Posted
GL0009365,2022-12-09,E02,D08,5100,GBP,2164.51,,,Posted
GL0009366,2022-12-05,E04,D06,6100,SGD,2084.24,,,Posted
GL0009367,2024-01-01,E01,D01,6040,AUD,606.21,,V0419,Posted
GL0009368,2024-02-21,E06,D02,6060,CAD,1555.0,,V0426,Posted
GL0009369,2022-04-23,E05,D06,5000,EUR,567.14,,,Posted
GL0009370,2024-12-31,E02,D06,7000,GBP,1353.39,,,Posted
GL0009371,2025-11-02,E04,D04,5000,SGD,1629.52,,V0355,Posted
GL0009372,2022-04-12,E05,D01,4010,EUR,-4574.32,C00150,,Posted
GL0009373,2025-12-13,E05,D05,6050,EUR,5219.83,,V0023,Posted
GL0009374,2022-03-20,E05,D07,7200,EUR,718.75,,,Posted
GL0009375,2022-09-03,E04,D06,6050,SGD,586.55,,,Accrued
GL0009376,2023-04-07,E05,D06,6100,EUR,1748.15,,,Posted
GL0009377,2022-06-07,E03,D01,6090,USD,2483.81,,V0026,Posted
GL0009378,2026-05-09,E05,D02,6090,EUR,234.5,,V0168,Posted
GL0009379,2024-01-18,E05,D02,6010,EUR,800.23,,V0229,Posted
GL0009380,2022-12-14,E06,D10,6080,CAD,1141.75,,,Posted
GL0009381,2023-07-28,E06,D02,6100,CAD,418.55,,V0470,Accrued
GL0009382,2022-09-21,E04,D07,6080,SGD,1985.38,,V0481,Accrued
GL0009383,2022-05-07,E05,D05,5100,EUR,846.51,,V0014,Posted
GL0009384,2026-03-31,E06,D06,5010,CAD,3815.54,,V0188,Posted
GL0009385,2023-01-18,E02,D10,4010,GBP,-4281.34,C00642,,Posted
GL0009386,2022-03-04,E06,D05,5100,CAD,1839.59,,V0286,Accrued
GL0009387,2025-11-01,E01,D02,6020,AUD,2140.3,,,Posted
GL0009388,2023-07-11,E01,D08,7000,AUD,3800.25,,V0143,Posted
GL0009389,2026-01-28,E06,D08,6080,CAD,1027.96,,V0260,Posted
GL0009390,2022-05-24,E02,D01,6090,GBP,2305.12,,V0470,Posted
GL0009391,2024-12-07,E02,D01,7100,GBP,986.31,,V0421,Posted
GL0009392,2022-11-14,E04,D07,5010,SGD,4178.58,,,Accrued
GL0009393,2026-02-16,E05,D09,6050,EUR,1428.0,,V0425,Posted
GL0009394,2022-07-13,E02,D06,6080,GBP,1046.98,,V0308,Posted
GL0009395,2024-02-14,E02,D08,6110,GBP,608.0,,V0353,Posted
GL0009396,2024-06-29,E05,D01,5100,EUR,3124.72,,,Posted
GL0009397,2024-10-31,E06,D10,4010,CAD,-2952.46,C00883,,Posted
GL0009398,2026-07-07,E05,D03,6010,EUR,2226.13,,V0500,Posted
GL0009399,2026-06-21,E04,D08,6110,SGD,5650.96,,,Posted
GL0009400,2023-02-13,E01,D02,6050,AUD,1208.72,,V0018,Accrued
GL0009401,2022-05-16,E02,D07,5100,GBP,1163.25,,V0132,Posted
GL0009402,2026-04-13,E05,D08,6020,EUR,5739.06,,V0347,Accrued
GL0009403,2026-06-13,E06,D05,4020,CAD,-3688.38,C00347,,Posted
GL0009404,2026-03-31,E02,D10,6080,GBP,668.42,,,Accrued
GL0009405,2024-07-08,E01,D01,5000,AUD,2637.54,,V0355,Posted
GL0009406,2023-06-23,E03,D01,6050,USD,1625.03,,V0435,Posted
GL0009407,2023-07-01,E02,D08,4010,GBP,-165.31,C01345,,Posted
GL0009408,2025-08-09,E01,D04,4010,AUD,-12880.24,C00349,,Accrued
GL0009409,2026-01-28,E05,D07,7000,EUR,2246.4,,,Accrued
GL0009410,2026-05-06,E05,D09,7200,EUR,2222.84,,V0144,Posted
GL0009411,2025-08-04,E03,D04,6040,USD,3084.42,,V0322,Posted
GL0009412,2023-08-31,E02,D09,4010,GBP,-5086.48,,,Accrued
GL0009413,2025-07-26,E05,D02,6040,EUR,562.53,,,Accrued
GL0009414,2024-01-17,E01,D06,7100,AUD,-1244.88,,,Posted
GL0009415,2022-06-04,E05,D06,5010,EUR,1163.69,,V0332,Accrued
GL0009416,2025-07-09,E02,D07,6040,GBP,1081.55,,,Accrued
GL0009417,2023-10-01,E03,D10,6000,USD,2077.65,,,Posted
GL0009418,2023-06-04,E01,D02,6040,AUD,1305.05,,,Posted
