CustomerID,CustomerName,Industry,Country,Segment
C00536,Customer 00536,Construction,Canada,Mid-Market
C00537,Customer 00537,Education,United States,Mid-Market
C00538,Customer 00538,Manufacturing,Canada,Mid-Market
C00539,Customer 00539,Retail,Germany,SMB
C00540,Customer 00540,Healthcare,Australia,Enterprise
C00541,Customer 00541,Retail,Singapore,Enterprise
C00542,Customer 00542,Education,United Kingdom,Mid-Market
C00543,Customer 00543,Education,Germany,SMB
C00544,Customer 00544,Manufacturing,Canada,Mid-Market
C00545,Customer 00545,Healthcare,Singapore,Enterprise
C00546,Customer 00546,Professional Services,United States,SMB
C00547,Customer 00547,Construction,Australia,Enterprise
C00548,Customer 00548,Healthcare,United Kingdom,Mid-Market
C00549,Customer 00549,Technology,Germany,Mid-Market
C00550,Customer 00550,Retail,United Kingdom,Mid-Market
C00551,Customer 00551,Healthcare,Germany,SMB
C00552,Customer 00552,Retail,Canada,Mid-Market
C00553,Customer 00553,Manufacturing,United Kingdom,SMB
C00554,Customer 00554,Education,Canada,SMB
C00555,Customer 00555,Healthcare,Singapore,Enterprise
C00556,Customer 00556,Healthcare,Australia,Mid-Market
C00557,Customer 00557,Construction,Singapore,Mid-Market
C00558,Customer 00558,Technology,Australia,Mid-Market
C00559,Customer 00559,Manufacturing,Germany,Enterprise
C00560,Customer 00560,Professional Services,United Kingdom,Mid-Market
C00561,Customer 00561,Education,United Kingdom,Enterprise
C00562,Customer 00562,Construction,United States,Enterprise
C00563,Customer 00563,Professional Services,United States,Enterprise
C00564,Customer 00564,Construction,United Kingdom,Mid-Market
C00565,Customer 00565,Retail,Singapore,SMB
C00566,Customer 00566,Retail,Canada,SMB
C00567,Customer 00567,Construction,Singapore,Mid-Market
C00568,Customer 00568,Construction,Canada,Enterprise
C00569,Customer 00569,Manufacturing,United Kingdom,Mid-Market
C00570,Customer 00570,Manufacturing,Germany,Mid-Market
C00571,Customer 00571,Construction,Canada,SMB
C00572,Customer 00572,Construction,United States,SMB
C00573,Customer 00573,Manufacturing,Germany,SMB
C00574,Customer 00574,Professional Services,Australia,SMB
C00575,Customer 00575,Construction,United States,Enterprise
C00576,Customer 00576,Construction,Germany,SMB
C00577,Customer 00577,Construction,Australia,SMB
C00578,Customer 00578,Professional Services,Germany,Mid-Market
C00579,Customer 00579,Professional Services,United States,SMB
C00580,Customer 00580,Education,Singapore,Mid-Market
C00581,Customer 00581,Retail,United Kingdom,Mid-Market
C00582,Customer 00582,Manufacturing,United Kingdom,Mid-Market
C00583,Customer 00583,Technology,Singapore,SMB
C00584,Customer 00584,Construction,Australia,Mid-Market
C00585,Customer 00585,Healthcare,Canada,Mid-Market
C00586,Customer 00586,Education,Singapore,Enterprise
C00587,Customer 00587,Professional Services,Australia,Enterprise
C00588,Customer 00588,Technology,Australia,SMB
C00589,Customer 00589,Healthcare,Germany,SMB
C00590,Customer 00590,Professional Services,Australia,SMB
C00591,Customer 00591,Technology,Canada,SMB
C00592,Customer 00592,Manufacturing,Germany,SMB
C00593,Customer 00593,Technology,Singapore,SMB
C00594,Customer 00594,Healthcare,Singapore,Enterprise
C00595,Customer 00595,Professional Services,Germany,SMB
C00596,Customer 00596,Retail,Singapore,Enterprise
C00597,Customer 00597,Construction,United States,SMB
C00598,Customer 00598,Technology,Australia,Enterprise
C00599,Customer 00599,Manufacturing,United Kingdom,Enterprise
C00600,Customer 00600,Healthcare,Canada,SMB
C00601,Customer 00601,Construction,Canada,Mid-Market
C00602,Customer 00602,Technology,Germany,Enterprise
C00603,Customer 00603,Professional Services,Australia,SMB
C00604,Customer 00604,Retail,Canada,Mid-Market
C00605,Customer 00605,Education,Australia,SMB
C00606,Customer 00606,Healthcare,United States,Enterprise
C00607,Customer 00607,Retail,United Kingdom,SMB
C00608,Customer 00608,Manufacturing,United Kingdom,Enterprise
C00609,Customer 00609,Retail,Canada,Mid-Market
C00610,Customer 00610,Technology,United States,Mid-Market
C00611,Customer 00611,Technology,United Kingdom,Enterprise
C00612,Customer 00612,Education,United Kingdom,SMB
C00613,Customer 00613,Technology,United States,Mid-Market
C00614,Customer 00614,Construction,Germany,SMB
C00615,Customer 00615,Construction,Germany,SMB
C00616,Customer 00616,Construction,Canada,SMB
C00617,Customer 00617,Professional Services,United States,Enterprise
C00618,Customer 00618,Technology,Singapore,Enterprise
C00619,Customer 00619,Retail,United States,Enterprise
C00620,Customer 00620,Retail,Australia,Mid-Market
C00621,Customer 00621,Education,United Kingdom,SMB
C00622,Customer 00622,Technology,Canada,Mid-Market
C00623,Customer 00623,Technology,Singapore,Enterprise
C00624,Customer 00624,Manufacturing,Singapore,Enterprise
C00625,Customer 00625,Professional Services,United States,Enterprise
C00626,Customer 00626,Professional Services,Australia,Mid-Market
C00627,Customer 00627,Retail,Germany,Mid-Market
C00628,Customer 00628,Retail,Australia,Mid-Market
C00629,Customer 00629,Professional Services,Australia,SMB
C00630,Customer 00630,Education,United States,SMB
C00631,Customer 00631,Education,Australia,Enterprise
C00632,Customer 00632,Professional Services,Australia,Enterprise
C00633,Customer 00633,Professional Services,Germany,Mid-Market
C00634,Customer 00634,Construction,Australia,Enterprise
C00635,Customer 00635,Education,Canada,SMB
C00636,Customer 00636,Technology,Germany,Enterprise
C00637,Customer 00637,Professional Services,Canada,Enterprise
C00638,Customer 00638,Construction,United States,Mid-Market
C00639,Customer 00639,Construction,Singapore,Mid-Market
C00640,Customer 00640,Retail,Australia,Enterprise
C00641,Customer 00641,Retail,United Kingdom,Mid-Market
C00642,Customer 00642,Professional Services,Germany,Mid-Market
C00643,Customer 00643,Professional Services,Australia,SMB
C00644,Customer 00644,Education,United Kingdom,SMB
C00645,Customer 00645,Manufacturing,United Kingdom,Enterprise
C00646,Customer 00646,Manufacturing,Germany,Enterprise
C00647,Customer 00647,Healthcare,United States,SMB
C00648,Customer 00648,Healthcare,Canada,SMB
C00649,Customer 00649,Professional Services,Canada,Enterprise
C00650,Customer 00650,Healthcare,United Kingdom,SMB
C00651,Customer 00651,Manufacturing,United States,Enterprise
C00652,Customer 00652,Construction,Germany,Mid-Market
C00653,Customer 00653,Retail,United Kingdom,Mid-Market
C00654,Customer 00654,Retail,Singapore,Enterprise
C00655,Customer 00655,Professional Services,Germany,Mid-Market
C00656,Customer 00656,Healthcare,United States,Mid-Market
C00657,Customer 00657,Construction,Australia,SMB
C00658,Customer 00658,Professional Services,United Kingdom,Enterprise
C00659,Customer 00659,Education,United States,Enterprise
C00660,Customer 00660,Healthcare,United Kingdom,Mid-Market
C00661,Customer 00661,Retail,Singapore,Enterprise
C00662,Customer 00662,Manufacturing,Germany,SMB
C00663,Customer 00663,Construction,United States,Enterprise
C00664,Customer 00664,Retail,Australia,Enterprise
C00665,Customer 00665,Technology,Canada,Enterprise
C00666,Customer 00666,Construction,United States,SMB
C00667,Customer 00667,Healthcare,Germany,SMB
C00668,Customer 00668,Education,Australia,SMB
C00669,Customer 00669,Technology,Germany,Enterprise
C00670,Customer 00670,Manufacturing,Australia,SMB
C00671,Customer 00671,Professional Services,United Kingdom,Mid-Market
C00672,Customer 00672,Healthcare,Germany,SMB
C00673,Customer 00673,Retail,Germany,Enterprise
C00674,Customer 00674,Construction,Germany,Mid-Market
C00675,Customer 00675,Professional Services,Singapore,Enterprise
C00676,Customer 00676,Retail,Singapore,Enterprise
C00677,Customer 00677,Professional Services,Canada,Mid-Market
C00678,Customer 00678,Professional Services,Germany,Mid-Market
C00679,Customer 00679,Retail,United States,SMB
C00680,Customer 00680,Retail,Australia,SMB
C00681,Customer 00681,Manufacturing,Canada,Enterprise
C00682,Customer 00682,Retail,United Kingdom,SMB
C00683,Customer 00683,Professional Services,United States,Enterprise
C00684,Customer 00684,Technology,Australia,SMB
C00685,Customer 00685,Retail,Singapore,Mid-Market
C00686,Customer 00686,Education,Canada,SMB
C00687,Customer 00687,Manufacturing,Germany,Enterprise
C00688,Customer 00688,Education,United Kingdom,Enterprise
C00689,Customer 00689,Education,Australia,SMB
C00690,Customer 00690,Retail,Canada,Enterprise
C00691,Customer 00691,Manufacturing,United States,Enterprise
C00692,Customer 00692,Manufacturing,Australia,SMB
C00693,Customer 00693,Education,United States,Enterprise
C00694,Customer 00694,Professional Services,Singapore,SMB
C00695,Customer 00695,Manufacturing,United States,Mid-Market
C00696,Customer 00696,Education,United States,Enterprise
C00697,Customer 00697,Technology,United Kingdom,Mid-Market
C00698,Customer 00698,Education,United States,Enterprise
C00699,Customer 00699,Education,Canada,Mid-Market
C00700,Customer 00700,Construction,Australia,Mid-Market
C00701,Customer 00701,Retail,Canada,SMB
C00702,Customer 00702,Technology,United Kingdom,Mid-Market
C00703,Customer 00703,Professional Services,Australia,Mid-Market
C00704,Customer 00704,Construction,United Kingdom,Mid-Market
C00705,Customer 00705,Construction,Canada,Mid-Market
C00706,Customer 00706,Professional Services,United Kingdom,Enterprise
C00707,Customer 00707,Education,United Kingdom,Mid-Market
C00708,Customer 00708,Retail,United Kingdom,SMB
C00709,Customer 00709,Retail,United Kingdom,SMB
C00710,Customer 00710,Healthcare,United States,SMB
C00711,Customer 00711,Healthcare,United Kingdom,Enterprise
C00712,Customer 00712,Education,Singapore,Enterprise
C00713,Customer 00713,Retail,United States,SMB
C00714,Customer 00714,Retail,United States,SMB
C00715,Customer 00715,Professional Services,United States,Enterprise
C00716,Customer 00716,Manufacturing,United Kingdom,SMB
C00717,Customer 00717,Construction,Canada,Enterprise
C00718,Customer 00718,Professional Services,Singapore,Mid-Market
C00719,Customer 00719,Technology,Germany,Enterprise
C00720,Customer 00720,Professional Services,Canada,Enterprise
C00721,Customer 00721,Technology,United Kingdom,Mid-Market
C00722,Customer 00722,Technology,United States,Enterprise
C00723,Customer 00723,Education,Australia,Mid-Market
C00724,Customer 00724,Manufacturing,Australia,Mid-Market
C00725,Customer 00725,Construction,Germany,Enterprise
C00726,Customer 00726,Construction,Canada,Enterprise
C00727,Customer 00727,Retail,United States,Mid-Market
C00728,Customer 00728,Professional Services,Germany,Mid-Market
C00729,Customer 00729,Technology,United Kingdom,SMB
C00730,Customer 00730,Healthcare,United Kingdom,Mid-Market
C00731,Customer 00731,Healthcare,Singapore,Mid-Market
C00732,Customer 00732,Construction,United Kingdom,Enterprise
C00733,Customer 00733,Education,United States,Enterprise
C00734,Customer 00734,Manufacturing,Canada,Mid-Market
C00735,Customer 00735,Technology,United Kingdom,Mid-Market
C00736,Customer 00736,Retail,United Kingdom,Enterprise
C00737,Customer 00737,Professional Services,Australia,Enterprise
C00738,Customer 00738,Technology,United Kingdom,Mid-Market
C00739,Customer 00739,Healthcare,United Kingdom,SMB
C00740,Customer 00740,Professional Services,United States,Enterprise
C00741,Customer 00741,Technology,United Kingdom,Mid-Market
C00742,Customer 00742,Construction,United Kingdom,Mid-Market
C00743,Customer 00743,Technology,Germany,Mid-Market
C00744,Customer 00744,Construction,Australia,SMB
C00745,Customer 00745,Education,Australia,Mid-Market
C00746,Customer 00746,Professional Services,United Kingdom,SMB
C00747,Customer 00747,Retail,United Kingdom,Mid-Market
C00748,Customer 00748,Healthcare,Germany,Enterprise
C00749,Customer 00749,Healthcare,United States,SMB
C00750,Customer 00750,Retail,Australia,Enterprise
C00751,Customer 00751,Retail,United Kingdom,SMB
C00752,Customer 00752,Retail,United Kingdom,SMB
C00753,Customer 00753,Retail,United States,Mid-Market
C00754,Customer 00754,Technology,Germany,Enterprise
C00755,Customer 00755,Healthcare,United Kingdom,SMB
C00756,Customer 00756,Retail,Singapore,Enterprise
C00757,Customer 00757,Healthcare,Germany,SMB
C00758,Customer 00758,Manufacturing,Singapore,SMB
C00759,Customer 00759,Technology,Canada,Enterprise
C00760,Customer 00760,Education,Germany,Mid-Market
C00761,Customer 00761,Professional Services,Singapore,Mid-Market
C00762,Customer 00762,Education,Germany,Enterprise
C00763,Customer 00763,Professional Services,Australia,SMB
C00764,Customer 00764,Retail,United States,Enterprise
C00765,Customer 00765,Manufacturing,Australia,Mid-Market
C00766,Customer 00766,Retail,Canada,Mid-Market
C00767,Customer 00767,Professional Services,Singapore,Mid-Market
C00768,Customer 00768,Technology,Singapore,Enterprise
C00769,Customer 00769,Professional Services,Canada,SMB
C00770,Customer 00770,Professional Services,Singapore,Mid-Market
C00771,Customer 00771,Retail,United Kingdom,Enterprise
C00772,Customer 00772,Professional Services,United Kingdom,SMB
C00773,Customer 00773,Construction,Singapore,SMB
C00774,Customer 00774,Construction,United Kingdom,SMB
C00775,Customer 00775,Professional Services,United States,SMB
C00776,Customer 00776,Education,Australia,Mid-Market
C00777,Customer 00777,Construction,Germany,SMB
C00778,Customer 00778,Manufacturing,United Kingdom,SMB
C00779,Customer 00779,Manufacturing,Singapore,Mid-Market
C00780,Customer 00780,Technology,United Kingdom,Enterprise
C00781,Customer 00781,Healthcare,United States,Mid-Market
C00782,Customer 00782,Healthcare,Singapore,Mid-Market
C00783,Customer 00783,Education,United States,SMB
C00784,Customer 00784,Professional Services,United Kingdom,Mid-Market
C00785,Customer 00785,Construction,Germany,SMB
C00786,Customer 00786,Professional Services,United Kingdom,SMB
C00787,Customer 00787,Education,Singapore,SMB
C00788,Customer 00788,Retail,United States,Mid-Market
C00789,Customer 00789,Education,Singapore,Enterprise
C00790,Customer 00790,Construction,United Kingdom,Enterprise
C00791,Customer 00791,Manufacturing,Germany,Mid-Market
C00792,Customer 00792,Retail,United Kingdom,Enterprise
C00793,Customer 00793,Education,Singapore,Enterprise
C00794,Customer 00794,Technology,United Kingdom,Mid-Market
C00795,Customer 00795,Retail,United States,SMB
C00796,Customer 00796,Healthcare,United States,SMB
C00797,Customer 00797,Technology,Singapore,Enterprise
C00798,Customer 00798,Manufacturing,Australia,Enterprise
C00799,Customer 00799,Construction,Germany,Enterprise
C00800,Customer 00800,Construction,United Kingdom,Mid-Market
C00801,Customer 00801,Technology,Singapore,Mid-Market
C00802,Customer 00802,Technology,Germany,Enterprise
C00803,Customer 00803,Retail,United Kingdom,SMB
C00804,Customer 00804,Retail,Germany,Enterprise
C00805,Customer 00805,Retail,Canada,Enterprise
C00806,Customer 00806,Retail,United States,SMB
C00807,Customer 00807,Manufacturing,Germany,SMB
C00808,Customer 00808,Healthcare,Canada,Enterprise
C00809,Customer 00809,Education,Singapore,SMB
C00810,Customer 00810,Technology,Singapore,Mid-Market
C00811,Customer 00811,Construction,Germany,SMB
C00812,Customer 00812,Education,Canada,Enterprise
C00813,Customer 00813,Technology,United Kingdom,Mid-Market
C00814,Customer 00814,Retail,Singapore,Mid-Market
C00815,Customer 00815,Manufacturing,Germany,Mid-Market
C00816,Customer 00816,Construction,United Kingdom,Mid-Market
C00817,Customer 00817,Technology,Canada,Mid-Market
C00818,Customer 00818,Manufacturing,Australia,SMB
C00819,Customer 00819,Professional Services,Canada,Mid-Market
C00820,Customer 00820,Technology,United Kingdom,SMB
C00821,Customer 00821,Education,Germany,Enterprise
C00822,Customer 00822,Professional Services,Canada,SMB
C00823,Customer 00823,Education,Germany,SMB
C00824,Customer 00824,Manufacturing,Germany,SMB
C00825,Customer 00825,Technology,United States,SMB
C00826,Customer 00826,Healthcare,Singapore,SMB
C00827,Customer 00827,Construction,Australia,Mid-Market
C00828,Customer 00828,Professional Services,Germany,SMB
C00829,Customer 00829,Retail,United States,Mid-Market
C00830,Customer 00830,Manufacturing,United States,Mid-Market
C00831,Customer 00831,Professional Services,Singapore,Mid-Market
C00832,Customer 00832,Healthcare,United States,Mid-Market
C00833,Customer 00833,Education,United States,Enterprise
C00834,Customer 00834,Construction,United States,Mid-Market
C00835,Customer 00835,Professional Services,Canada,SMB
C00836,Customer 00836,Retail,United States,Enterprise
C00837,Customer 00837,Retail,Australia,Mid-Market
C00838,Customer 00838,Professional Services,Singapore,SMB
C00839,Customer 00839,Technology,United States,Enterprise
C00840,Customer 00840,Technology,United States,SMB
C00841,Customer 00841,Retail,Germany,Mid-Market
C00842,Customer 00842,Professional Services,Australia,Enterprise
C00843,Customer 00843,Manufacturing,Singapore,Mid-Market
C00844,Customer 00844,Education,United Kingdom,Mid-Market
C00845,Customer 00845,Retail,Singapore,SMB
C00846,Customer 00846,Manufacturing,Canada,Enterprise
C00847,Customer 00847,Professional Services,Canada,Mid-Market
C00848,Customer 00848,Education,United Kingdom,Enterprise
C00849,Customer 00849,Professional Services,United States,Enterprise
C00850,Customer 00850,Education,Germany,Mid-Market
C00851,Customer 00851,Professional Services,Canada,Mid-Market
C00852,Customer 00852,Education,Australia,Enterprise
C00853,Customer 00853,Education,United States,Enterprise
C00854,Customer 00854,Construction,United States,Mid-Market
C00855,Customer 00855,Healthcare,United Kingdom,Mid-Market
C00856,Customer 00856,Technology,United Kingdom,SMB
C00857,Customer 00857,Technology,Canada,SMB
C00858,Customer 00858,Manufacturing,Australia,SMB
C00859,Customer 00859,Construction,Canada,Mid-Market
C00860,Customer 00860,Manufacturing,Canada,SMB
C00861,Customer 00861,Retail,United Kingdom,SMB
C00862,Customer 00862,Education,Singapore,Enterprise
C00863,Customer 00863,Manufacturing,Singapore,Enterprise
C00864,Customer 00864,Retail,Australia,SMB
C00865,Customer 00865,Retail,Germany,SMB
C00866,Customer 00866,Technology,United States,Mid-Market
C00867,Customer 00867,Technology,Germany,Enterprise
C00868,Customer 00868,Retail,United Kingdom,Mid-Market
C00869,Customer 00869,Construction,Germany,Mid-Market
C00870,Customer 00870,Healthcare,United Kingdom,Mid-Market
C00871,Customer 00871,Manufacturing,United Kingdom,Enterprise
C00872,Customer 00872,Education,United Kingdom,Mid-Market
C00873,Customer 00873,Technology,United Kingdom,Mid-Market
C00874,Customer 00874,Technology,Germany,Mid-Market
C00875,Customer 00875,Technology,United States,SMB
C00876,Customer 00876,Technology,United Kingdom,Mid-Market
C00877,Customer 00877,Construction,United States,Enterprise
C00878,Customer 00878,Education,Singapore,Enterprise
C00879,Customer 00879,Healthcare,United Kingdom,Mid-Market
C00880,Customer 00880,Professional Services,United Kingdom,SMB
C00881,Customer 00881,Healthcare,Australia,SMB
C00882,Customer 00882,Professional Services,Australia,Mid-Market
C00883,Customer 00883,Education,Singapore,Mid-Market
C00884,Customer 00884,Manufacturing,Germany,SMB
C00885,Customer 00885,Manufacturing,United Kingdom,Mid-Market
C00886,Customer 00886,Retail,United Kingdom,Enterprise
C00887,Customer 00887,Manufacturing,Singapore,Mid-Market
C00888,Customer 00888,Construction,United States,Enterprise
C00889,Customer 00889,Construction,United States,Enterprise
C00890,Customer 00890,Manufacturing,Germany,Enterprise
C00891,Customer 00891,Retail,United States,Mid-Market
C00892,Customer 00892,Technology,Singapore,Mid-Market
C00893,Customer 00893,Education,United States,Mid-Market
C00894,Customer 00894,Healthcare,United States,SMB
C00895,Customer 00895,Healthcare,Germany,SMB
C00896,Customer 00896,Education,United Kingdom,Enterprise
C00897,Customer 00897,Healthcare,Germany,SMB
C00898,Customer 00898,Construction,Canada,Enterprise
C00899,Customer 00899,Manufacturing,United Kingdom,SMB
C00900,Customer 00900,Technology,Germany,SMB
C00901,Customer 00901,Education,Canada,SMB
C00902,Customer 00902,Healthcare,Canada,Enterprise
C00903,Customer 00903,Education,United Kingdom,SMB
C00904,Customer 00904,Professional Services,United Kingdom,Enterprise
C00905,Customer 00905,Education,Singapore,SMB
C00906,Customer 00906,Healthcare,United States,SMB
C00907,Customer 00907,Manufacturing,United States,SMB
C00908,Customer 00908,Healthcare,Singapore,Mid-Market
C00909,Customer 00909,Retail,Germany,Mid-Market
C00910,Customer 00910,Education,Germany,Enterprise
C00911,Customer 00911,Technology,United States,SMB
C00912,Customer 00912,Construction,United States,Mid-Market
C00913,Customer 00913,Retail,Singapore,Mid-Market
C00914,Customer 00914,Technology,Germany,SMB
C00915,Customer 00915,Education,United Kingdom,Enterprise
C00916,Customer 00916,Healthcare,Germany,Mid-Market
C00917,Customer 00917,Construction,Germany,Enterprise
C00918,Customer 00918,Manufacturing,United Kingdom,Mid-Market
C00919,Customer 00919,Professional Services,Canada,Enterprise
C00920,Customer 00920,Healthcare,United States,Enterprise
C00921,Customer 00921,Professional Services,Germany,Mid-Market
C00922,Customer 00922,Manufacturing,Singapore,Enterprise
C00923,Customer 00923,Healthcare,Singapore,Enterprise
C00924,Customer 00924,Manufacturing,United States,Enterprise
C00925,Customer 00925,Technology,United States,Mid-Market
C00926,Customer 00926,Technology,United States,Enterprise
C00927,Customer 00927,Manufacturing,United Kingdom,SMB
C00928,Customer 00928,Healthcare,United States,Mid-Market
C00929,Customer 00929,Construction,United States,Mid-Market
C00930,Customer 00930,Manufacturing,Australia,Enterprise
C00931,Customer 00931,Retail,United Kingdom,Mid-Market
C00932,Customer 00932,Manufacturing,Australia,Enterprise
C00933,Customer 00933,Technology,Canada,Mid-Market
C00934,Customer 00934,Retail,United Kingdom,SMB
C00935,Customer 00935,Construction,United States,Enterprise
C00936,Customer 00936,Professional Services,Australia,Enterprise
C00937,Customer 00937,Professional Services,Canada,Enterprise
C00938,Customer 00938,Retail,United Kingdom,Enterprise
C00939,Customer 00939,Professional Services,United Kingdom,Mid-Market
C00940,Customer 00940,Technology,United States,SMB
C00941,Customer 00941,Manufacturing,United States,Mid-Market
C00942,Customer 00942,Construction,United States,SMB
C00943,Customer 00943,Technology,Germany,Mid-Market
C00944,Customer 00944,Retail,Germany,Mid-Market
C00945,Customer 00945,Technology,Australia,SMB
C00946,Customer 00946,Technology,Australia,Mid-Market
C00947,Customer 00947,Education,United States,SMB
C00948,Customer 00948,Professional Services,United States,SMB
C00949,Customer 00949,Education,United States,Enterprise
C00950,Customer 00950,Education,Australia,Mid-Market
C00951,Customer 00951,Healthcare,United Kingdom,Mid-Market
C00952,Customer 00952,Technology,Singapore,Mid-Market
C00953,Customer 00953,Education,United Kingdom,Enterprise
C00954,Customer 00954,Healthcare,Canada,SMB
C00955,Customer 00955,Professional Services,Australia,Mid-Market
C00956,Customer 00956,Education,Germany,Mid-Market
C00957,Customer 00957,Education,United Kingdom,Mid-Market
C00958,Customer 00958,Professional Services,Canada,Mid-Market
C00959,Customer 00959,Manufacturing,United States,SMB
C00960,Customer 00960,Construction,Germany,Enterprise
C00961,Customer 00961,Construction,Singapore,Enterprise
C00962,Customer 00962,Manufacturing,Germany,Enterprise
C00963,Customer 00963,Education,United States,SMB
C00964,Customer 00964,Technology,United Kingdom,Mid-Market
C00965,Customer 00965,Construction,United States,Enterprise
C00966,Customer 00966,Professional Services,Australia,Enterprise
C00967,Customer 00967,Technology,Canada,Mid-Market
C00968,Customer 00968,Technology,Germany,Enterprise
C00969,Customer 00969,Retail,United States,SMB
C00970,Customer 00970,Healthcare,Singapore,Mid-Market
C00971,Customer 00971,Manufacturing,United States,Enterprise
C00972,Customer 00972,Retail,Australia,Mid-Market
C00973,Customer 00973,Manufacturing,United States,SMB
C00974,Customer 00974,Construction,Singapore,Enterprise
C00975,Customer 00975,Construction,Germany,SMB
C00976,Customer 00976,Education,Singapore,Enterprise
C00977,Customer 00977,Professional Services,Singapore,Enterprise
C00978,Customer 00978,Technology,Germany,Enterprise
C00979,Customer 00979,Healthcare,Germany,SMB
C00980,Customer 00980,Retail,Canada,Mid-Market
C00981,Customer 00981,Retail,Australia,Mid-Market
C00982,Customer 00982,Professional Services,United Kingdom,SMB
C00983,Customer 00983,Education,Singapore,SMB
C00984,Customer 00984,Education,Singapore,Enterprise
C00985,Customer 00985,Healthcare,United States,SMB
C00986,Customer 00986,Healthcare,Singapore,Mid-Market
C00987,Customer 00987,Technology,Australia,Mid-Market
C00988,Customer 00988,Construction,United Kingdom,SMB
C00989,Customer 00989,Education,Germany,Enterprise
C00990,Customer 00990,Construction,Singapore,Mid-Market
C00991,Customer 00991,Construction,Germany,Enterprise
C00992,Customer 00992,Retail,United Kingdom,Mid-Market
C00993,Customer 00993,Retail,United Kingdom,Mid-Market
C00994,Customer 00994,Retail,Singapore,Mid-Market
C00995,Customer 00995,Manufacturing,United States,Mid-Market
C00996,Customer 00996,Retail,Australia,Mid-Market
C00997,Customer 00997,Retail,Singapore,SMB
C00998,Customer 00998,Technology,United Kingdom,SMB
C00999,Customer 00999,Education,Germany,SMB
C01000,Customer 01000,Retail,Germany,Mid-Market
C01001,Customer 01001,Construction,United Kingdom,Enterprise
C01002,Customer 01002,Healthcare,Singapore,Mid-Market
C01003,Customer 01003,Construction,Singapore,SMB
C01004,Customer 01004,Technology,United States,Enterprise
C01005,Customer 01005,Technology,United States,Enterprise
C01006,Customer 01006,Construction,Singapore,Mid-Market
C01007,Customer 01007,Technology,United Kingdom,Mid-Market
C01008,Customer 01008,Healthcare,Canada,Mid-Market
C01009,Customer 01009,Technology,Singapore,Mid-Market
C01010,Customer 01010,Construction,Australia,SMB
C01011,Customer 01011,Construction,Singapore,SMB
C01012,Customer 01012,Retail,United States,Enterprise
C01013,Customer 01013,Education,Singapore,Enterprise
C01014,Customer 01014,Healthcare,Canada,Enterprise
C01015,Customer 01015,Retail,Singapore,Mid-Market
C01016,Customer 01016,Professional Services,Singapore,SMB
C01017,Customer 01017,Professional Services,Singapore,Mid-Market
C01018,Customer 01018,Retail,Singapore,Mid-Market
C01019,Customer 01019,Technology,Singapore,SMB
C01020,Customer 01020,Education,United States,SMB
C01021,Customer 01021,Professional Services,Canada,Enterprise
C01022,Customer 01022,Construction,Germany,Mid-Market
C01023,Customer 01023,Manufacturing,Germany,Enterprise
C01024,Customer 01024,Construction,Canada,Mid-Market
C01025,Customer 01025,Professional Services,United Kingdom,SMB
C01026,Customer 01026,Technology,United Kingdom,Enterprise
C01027,Customer 01027,Education,Australia,Enterprise
C01028,Customer 01028,Retail,Canada,SMB
C01029,Customer 01029,Retail,Canada,Mid-Market
C01030,Customer 01030,Manufacturing,Germany,Mid-Market
C01031,Customer 01031,Technology,United States,Mid-Market
C01032,Customer 01032,Technology,Singapore,SMB
C01033,Customer 01033,Healthcare,Canada,SMB
C01034,Customer 01034,Retail,Germany,Enterprise
C01035,Customer 01035,Construction,United Kingdom,Enterprise
C01036,Customer 01036,Education,United Kingdom,Enterprise
C01037,Customer 01037,Retail,Australia,SMB
C01038,Customer 01038,Professional Services,Singapore,SMB
C01039,Customer 01039,Education,Canada,SMB
C01040,Customer 01040,Construction,United Kingdom,Enterprise
C01041,Customer 01041,Technology,Australia,SMB
C01042,Customer 01042,Healthcare,United States,Mid-Market
C01043,Customer 01043,Construction,Germany,SMB
C01044,Customer 01044,Education,United Kingdom,Enterprise
C01045,Customer 01045,Manufacturing,United States,Enterprise
C01046,Customer 01046,Retail,Canada,Mid-Market
C01047,Customer 01047,Professional Services,Australia,Mid-Market
C01048,Customer 01048,Education,Singapore,Enterprise
C01049,Customer 01049,Construction,United States,Mid-Market
C01050,Customer 01050,Education,Canada,Mid-Market
C01051,Customer 01051,Technology,United Kingdom,SMB
C01052,Customer 01052,Retail,United States,Enterprise
C01053,Customer 01053,Healthcare,United Kingdom,Mid-Market
C01054,Customer 01054,Education,Singapore,Mid-Market
C01055,Customer 01055,Technology,Canada,Enterprise
C01056,Customer 01056,Technology,United Kingdom,Enterprise
C01057,Customer 01057,Retail,United Kingdom,SMB
C01058,Customer 01058,Professional Services,United Kingdom,SMB
C01059,Customer 01059,Retail,United Kingdom,SMB
C01060,Customer 01060,Manufacturing,United Kingdom,SMB
C01061,Customer 01061,Healthcare,Canada,Enterprise
C01062,Customer 01062,Professional Services,United States,SMB
C01063,Customer 01063,Manufacturing,United Kingdom,Mid-Market
C01064,Customer 01064,Healthcare,Singapore,SMB
C01065,Customer 01065,Manufacturing,Canada,Enterprise
C01066,Customer 01066,Retail,Canada,Enterprise
C01067,Customer 01067,Technology,Canada,SMB
C01068,Customer 01068,Healthcare,Germany,Enterprise
C01069,Customer 01069,Healthcare,Canada,SMB
C01070,Customer 01070,Professional Services,United States,Enterprise
