Date,Currency,AUDPerUnit
2023-02-09,USD,1.4998
2023-02-09,GBP,1.904
2023-02-09,EUR,1.6621
2023-02-09,SGD,1.1173
2023-02-09,CAD,1.1105
2023-02-10,AUD,1.0123
2023-02-10,USD,1.5144
2023-02-10,GBP,1.9316
2023-02-10,EUR,1.6845
2023-02-10,SGD,1.1413
2023-02-10,CAD,1.0837
2023-02-11,AUD,1.0012
2023-02-11,USD,1.4677
2023-02-11,GBP,1.8448
2023-02-11,EUR,1.623
2023-02-11,SGD,1.1353
2023-02-11,CAD,1.0967
2023-02-12,AUD,1.0029
2023-02-12,USD,1.544
2023-02-12,GBP,1.9666
2023-02-12,EUR,1.6694
2023-02-12,SGD,1.141
2023-02-12,CAD,1.1167
2023-02-13,AUD,1.0029
2023-02-13,USD,1.4739
2023-02-13,GBP,1.9217
2023-02-13,EUR,1.6637
2023-02-13,SGD,1.1671
2023-02-13,CAD,1.1252
2023-02-14,AUD,0.9882
2023-02-14,USD,1.4955
2023-02-14,GBP,1.9377
2023-02-14,EUR,1.6781
2023-02-14,SGD,1.1814
2023-02-14,CAD,1.1292
2023-02-15,AUD,0.9753
2023-02-15,USD,1.5304
2023-02-15,GBP,1.9271
2023-02-15,EUR,1.6126
2023-02-15,SGD,1.135
2023-02-15,CAD,1.1211
2023-02-16,AUD,0.9986
2023-02-16,USD,1.4784
2023-02-16,GBP,1.9635
2023-02-16,EUR,1.6099
2023-02-16,SGD,1.1276
2023-02-16,CAD,1.119
2023-02-17,AUD,1.0178
2023-02-17,USD,1.4897
2023-02-17,GBP,1.8957
2023-02-17,EUR,1.6217
2023-02-17,SGD,1.1709
2023-02-17,CAD,1.11
2023-02-18,AUD,1.0231
2023-02-18,USD,1.4876
2023-02-18,GBP,1.912
2023-02-18,EUR,1.6808
2023-02-18,SGD,1.1262
2023-02-18,CAD,1.1248
2023-02-19,AUD,0.9917
2023-02-19,USD,1.4939
2023-02-19,GBP,1.8858
2023-02-19,EUR,1.6031
2023-02-19,SGD,1.1559
2023-02-19,CAD,1.1135
2023-02-20,AUD,1.0057
2023-02-20,USD,1.5123
2023-02-20,GBP,1.8793
2023-02-20,EUR,1.6343
2023-02-20,SGD,1.142
2023-02-20,CAD,1.0801
2023-02-21,AUD,1.0137
2023-02-21,USD,1.4943
2023-02-21,GBP,1.9026
2023-02-21,EUR,1.6507
2023-02-21,SGD,1.1461
2023-02-21,CAD,1.1238
2023-02-22,AUD,0.9963
2023-02-22,USD,1.4853
2023-02-22,GBP,1.8936
2023-02-22,EUR,1.6257
2023-02-22,SGD,1.1565
2023-02-22,CAD,1.1375
2023-02-23,AUD,1.0253
2023-02-23,USD,1.5201
2023-02-23,GBP,1.9303
2023-02-23,EUR,1.689
2023-02-23,SGD,1.131
2023-02-23,CAD,1.1057
2023-02-24,AUD,0.9857
2023-02-24,USD,1.4857
2023-02-24,GBP,1.8753
2023-02-24,EUR,1.6493
2023-02-24,SGD,1.1322
2023-02-24,CAD,1.1064
2023-02-25,AUD,0.9983
2023-02-25,USD,1.4469
2023-02-25,GBP,1.9341
2023-02-25,EUR,1.6481
2023-02-25,SGD,1.1385
2023-02-25,CAD,1.0958
2023-02-26,AUD,1.0186
2023-02-26,USD,1.507
2023-02-26,GBP,1.8632
2023-02-26,EUR,1.6519
2023-02-26,SGD,1.136
2023-02-26,CAD,1.0873
2023-02-27,AUD,0.9855
2023-02-27,USD,1.5061
2023-02-27,GBP,1.9409
2023-02-27,EUR,1.6623
2023-02-27,SGD,1.1264
2023-02-27,CAD,1.0886
2023-02-28,AUD,1.0033
2023-02-28,USD,1.5315
2023-02-28,GBP,1.9084
2023-02-28,EUR,1.6585
2023-02-28,SGD,1.1648
2023-02-28,CAD,1.1092
2023-03-01,AUD,0.9858
2023-03-01,USD,1.514
2023-03-01,GBP,1.9494
2023-03-01,EUR,1.647
2023-03-01,SGD,1.1398
2023-03-01,CAD,1.101
2023-03-02,AUD,0.9928
2023-03-02,USD,1.5103
2023-03-02,GBP,1.93
2023-03-02,EUR,1.6413
2023-03-02,SGD,1.179
2023-03-02,CAD,1.0876
2023-03-03,AUD,1.0084
2023-03-03,USD,1.4931
2023-03-03,GBP,1.9066
2023-03-03,EUR,1.6497
2023-03-03,SGD,1.151
2023-03-03,CAD,1.1061
2023-03-04,AUD,1.0268
2023-03-04,USD,1.4991
2023-03-04,GBP,1.9213
2023-03-04,EUR,1.6539
2023-03-04,SGD,1.137
2023-03-04,CAD,1.1014
2023-03-05,AUD,1.0103
2023-03-05,USD,1.4663
2023-03-05,GBP,1.9468
2023-03-05,EUR,1.6721
2023-03-05,SGD,1.1431
2023-03-05,CAD,1.0855
2023-03-06,AUD,1.0055
2023-03-06,USD,1.5423
2023-03-06,GBP,1.9342
2023-03-06,EUR,1.6593
2023-03-06,SGD,1.1304
2023-03-06,CAD,1.1
2023-03-07,AUD,1.017
2023-03-07,USD,1.5527
2023-03-07,GBP,1.9695
2023-03-07,EUR,1.62
2023-03-07,SGD,1.1643
2023-03-07,CAD,1.0949
2023-03-08,AUD,1.0083
2023-03-08,USD,1.5211
2023-03-08,GBP,1.9217
2023-03-08,EUR,1.6686
2023-03-08,SGD,1.1374
2023-03-08,CAD,1.0916
2023-03-09,AUD,1.0141
2023-03-09,USD,1.5302
2023-03-09,GBP,1.9264
2023-03-09,EUR,1.6404
2023-03-09,SGD,1.1315
2023-03-09,CAD,1.1039
2023-03-10,AUD,0.991
2023-03-10,USD,1.4913
2023-03-10,GBP,1.9404
2023-03-10,EUR,1.6947
2023-03-10,SGD,1.1361
2023-03-10,CAD,1.0765
2023-03-11,AUD,1.0212
2023-03-11,USD,1.5105
2023-03-11,GBP,1.8675
2023-03-11,EUR,1.6376
2023-03-11,SGD,1.1484
2023-03-11,CAD,1.1216
2023-03-12,AUD,0.9936
2023-03-12,USD,1.4969
2023-03-12,GBP,1.8959
2023-03-12,EUR,1.6774
2023-03-12,SGD,1.1399
2023-03-12,CAD,1.1182
2023-03-13,AUD,0.9647
2023-03-13,USD,1.5092
2023-03-13,GBP,1.9239
2023-03-13,EUR,1.6226
2023-03-13,SGD,1.1762
2023-03-13,CAD,1.1293
2023-03-14,AUD,0.9938
2023-03-14,USD,1.528
2023-03-14,GBP,1.965
2023-03-14,EUR,1.6432
2023-03-14,SGD,1.1202
2023-03-14,CAD,1.0882
2023-03-15,AUD,0.9929
2023-03-15,USD,1.5061
2023-03-15,GBP,1.9227
2023-03-15,EUR,1.6185
2023-03-15,SGD,1.1298
2023-03-15,CAD,1.1063
2023-03-16,AUD,1.0257
2023-03-16,USD,1.5058
2023-03-16,GBP,1.9036
2023-03-16,EUR,1.6479
2023-03-16,SGD,1.1155
2023-03-16,CAD,1.0941
2023-03-17,AUD,0.9997
2023-03-17,USD,1.5209
2023-03-17,GBP,1.9077
2023-03-17,EUR,1.6556
2023-03-17,SGD,1.1309
2023-03-17,CAD,1.0792
2023-03-18,AUD,0.9976
2023-03-18,USD,1.4935
2023-03-18,GBP,1.9312
2023-03-18,EUR,1.7163
2023-03-18,SGD,1.1698
2023-03-18,CAD,1.0827
2023-03-19,AUD,0.9976
2023-03-19,USD,1.4982
2023-03-19,GBP,1.9215
2023-03-19,EUR,1.6588
2023-03-19,SGD,1.1327
2023-03-19,CAD,1.1269
2023-03-20,AUD,1.0057
2023-03-20,USD,1.5302
2023-03-20,GBP,1.9349
2023-03-20,EUR,1.666
2023-03-20,SGD,1.1352
2023-03-20,CAD,1.0952
2023-03-21,AUD,1.0331
2023-03-21,USD,1.4916
2023-03-21,GBP,1.9593
2023-03-21,EUR,1.6898
2023-03-21,SGD,1.1351
2023-03-21,CAD,1.1147
2023-03-22,AUD,0.9898
2023-03-22,USD,1.4855
2023-03-22,GBP,1.9376
2023-03-22,EUR,1.6598
2023-03-22,SGD,1.12
2023-03-22,CAD,1.0849
2023-03-23,AUD,1.0036
2023-03-23,USD,1.5182
2023-03-23,GBP,1.9137
2023-03-23,EUR,1.6525
2023-03-23,SGD,1.1451
2023-03-23,CAD,1.0881
2023-03-24,AUD,0.9989
2023-03-24,USD,1.4989
2023-03-24,GBP,1.9158
2023-03-24,EUR,1.6053
2023-03-24,SGD,1.1713
2023-03-24,CAD,1.0906
2023-03-25,AUD,0.9798
2023-03-25,USD,1.4983
2023-03-25,GBP,1.9404
2023-03-25,EUR,1.6375
2023-03-25,SGD,1.1436
2023-03-25,CAD,1.1153
2023-03-26,AUD,1.017
2023-03-26,USD,1.4934
2023-03-26,GBP,1.9327
2023-03-26,EUR,1.647
2023-03-26,SGD,1.1408
2023-03-26,CAD,1.1162
2023-03-27,AUD,1.0029
2023-03-27,USD,1.5053
2023-03-27,GBP,1.9284
2023-03-27,EUR,1.6311
2023-03-27,SGD,1.1262
2023-03-27,CAD,1.0787
2023-03-28,AUD,0.9847
2023-03-28,USD,1.5228
2023-03-28,GBP,1.9477
2023-03-28,EUR,1.634
2023-03-28,SGD,1.1403
2023-03-28,CAD,1.1139
2023-03-29,AUD,0.9812
2023-03-29,USD,1.5246
2023-03-29,GBP,1.8977
2023-03-29,EUR,1.6732
2023-03-29,SGD,1.1425
2023-03-29,CAD,1.0959
2023-03-30,AUD,1.0009
2023-03-30,USD,1.4935
2023-03-30,GBP,1.9463
2023-03-30,EUR,1.6457
2023-03-30,SGD,1.1468
2023-03-30,CAD,1.119
2023-03-31,AUD,0.9945
2023-03-31,USD,1.5243
2023-03-31,GBP,1.9217
2023-03-31,EUR,1.6379
2023-03-31,SGD,1.1402
2023-03-31,CAD,1.1031
2023-04-01,AUD,0.9967
2023-04-01,USD,1.5472
2023-04-01,GBP,1.9005
2023-04-01,EUR,1.6886
2023-04-01,SGD,1.1133
2023-04-01,CAD,1.0752
2023-04-02,AUD,1.0194
2023-04-02,USD,1.4909
2023-04-02,GBP,1.9059
2023-04-02,EUR,1.6148
2023-04-02,SGD,1.1104
2023-04-02,CAD,1.1101
2023-04-03,AUD,0.9873
2023-04-03,USD,1.5036
2023-04-03,GBP,1.9254
2023-04-03,EUR,1.6821
2023-04-03,SGD,1.1343
2023-04-03,CAD,1.097
2023-04-04,AUD,0.9972
2023-04-04,USD,1.487
2023-04-04,GBP,1.9493
2023-04-04,EUR,1.6585
2023-04-04,SGD,1.1542
2023-04-04,CAD,1.0993
2023-04-05,AUD,1.0082
2023-04-05,USD,1.5197
2023-04-05,GBP,1.9236
2023-04-05,EUR,1.6404
2023-04-05,SGD,1.1189
2023-04-05,CAD,1.1068
2023-04-06,AUD,0.9903
2023-04-06,USD,1.5191
2023-04-06,GBP,1.9123
2023-04-06,EUR,1.6205
2023-04-06,SGD,1.1237
2023-04-06,CAD,1.1107
2023-04-07,AUD,1.007
2023-04-07,USD,1.4713
2023-04-07,GBP,1.9344
2023-04-07,EUR,1.6733
2023-04-07,SGD,1.1088
2023-04-07,CAD,1.1243
2023-04-08,AUD,0.9848
2023-04-08,USD,1.5053
2023-04-08,GBP,1.9366
2023-04-08,EUR,1.6281
2023-04-08,SGD,1.1436
2023-04-08,CAD,1.1231
2023-04-09,AUD,0.9923
2023-04-09,USD,1.5316
2023-04-09,GBP,1.923
2023-04-09,EUR,1.6768
2023-04-09,SGD,1.1347
2023-04-09,CAD,1.0779
2023-04-10,AUD,0.9889
2023-04-10,USD,1.5117
2023-04-10,GBP,1.8876
2023-04-10,EUR,1.5928
2023-04-10,SGD,1.1427
2023-04-10,CAD,1.0974
2023-04-11,AUD,0.9786
2023-04-11,USD,1.534
2023-04-11,GBP,1.8592
2023-04-11,EUR,1.6714
2023-04-11,SGD,1.156
2023-04-11,CAD,1.1175
2023-04-12,AUD,0.9957
2023-04-12,USD,1.501
2023-04-12,GBP,1.9096
2023-04-12,EUR,1.664
2023-04-12,SGD,1.1462
2023-04-12,CAD,1.0806
2023-04-13,AUD,0.9961
2023-04-13,USD,1.5105
2023-04-13,GBP,1.9363
2023-04-13,EUR,1.6564
2023-04-13,SGD,1.1233
2023-04-13,CAD,1.1191
2023-04-14,AUD,1.0066
2023-04-14,USD,1.5048
2023-04-14,GBP,1.9078
2023-04-14,EUR,1.6185
2023-04-14,SGD,1.1452
2023-04-14,CAD,1.1046
2023-04-15,AUD,1.0159
2023-04-15,USD,1.4949
2023-04-15,GBP,1.9191
2023-04-15,EUR,1.6557
2023-04-15,SGD,1.1483
2023-04-15,CAD,1.1356
2023-04-16,AUD,1.0046
2023-04-16,USD,1.4929
2023-04-16,GBP,1.9091
2023-04-16,EUR,1.6628
2023-04-16,SGD,1.1517
2023-04-16,CAD,1.0899
2023-04-17,AUD,0.9869
2023-04-17,USD,1.4877
2023-04-17,GBP,1.9461
2023-04-17,EUR,1.7021
2023-04-17,SGD,1.1476
2023-04-17,CAD,1.1184
2023-04-18,AUD,1.005
2023-04-18,USD,1.5237
2023-04-18,GBP,1.9147
2023-04-18,EUR,1.6423
2023-04-18,SGD,1.1461
2023-04-18,CAD,1.0903
2023-04-19,AUD,1.0022
2023-04-19,USD,1.5279
2023-04-19,GBP,1.897
2023-04-19,EUR,1.6487
2023-04-19,SGD,1.1281
2023-04-19,CAD,1.1166
2023-04-20,AUD,0.9951
2023-04-20,USD,1.4944
2023-04-20,GBP,1.9095
2023-04-20,EUR,1.6538
2023-04-20,SGD,1.1704
2023-04-20,CAD,1.1081
2023-04-21,AUD,0.9924
2023-04-21,USD,1.506
2023-04-21,GBP,1.8838
2023-04-21,EUR,1.688
2023-04-21,SGD,1.1361
2023-04-21,CAD,1.1025
2023-04-22,AUD,1.0096
2023-04-22,USD,1.5337
2023-04-22,GBP,1.8702
2023-04-22,EUR,1.6945
2023-04-22,SGD,1.1409
2023-04-22,CAD,1.0986
2023-04-23,AUD,0.9904
2023-04-23,USD,1.5061
2023-04-23,GBP,1.9211
2023-04-23,EUR,1.6278
2023-04-23,SGD,1.1362
2023-04-23,CAD,1.0896
2023-04-24,AUD,1.016
2023-04-24,USD,1.4872
2023-04-24,GBP,1.9451
2023-04-24,EUR,1.67
2023-04-24,SGD,1.1355
2023-04-24,CAD,1.105
2023-04-25,AUD,0.9887
2023-04-25,USD,1.5155
2023-04-25,GBP,1.8944
2023-04-25,EUR,1.673
2023-04-25,SGD,1.1277
2023-04-25,CAD,1.1044
2023-04-26,AUD,0.9849
2023-04-26,USD,1.5148
2023-04-26,GBP,1.9477
2023-04-26,EUR,1.6584
2023-04-26,SGD,1.1322
2023-04-26,CAD,1.1129
2023-04-27,AUD,1.002
2023-04-27,USD,1.4669
2023-04-27,GBP,1.9073
2023-04-27,EUR,1.6857
2023-04-27,SGD,1.1513
2023-04-27,CAD,1.1005
2023-04-28,AUD,0.995
2023-04-28,USD,1.5148
2023-04-28,GBP,1.8903
2023-04-28,EUR,1.663
2023-04-28,SGD,1.1375
2023-04-28,CAD,1.1238
2023-04-29,AUD,0.9697
2023-04-29,USD,1.5256
2023-04-29,GBP,1.8999
2023-04-29,EUR,1.6379
2023-04-29,SGD,1.1575
2023-04-29,CAD,1.1029
2023-04-30,AUD,1.0029
2023-04-30,USD,1.498
2023-04-30,GBP,1.971
2023-04-30,EUR,1.6052
2023-04-30,SGD,1.1563
2023-04-30,CAD,1.0654
2023-05-01,AUD,0.9946
2023-05-01,USD,1.5017
2023-05-01,GBP,1.9198
2023-05-01,EUR,1.5919
2023-05-01,SGD,1.1456
2023-05-01,CAD,1.1132
2023-05-02,AUD,1.0063
2023-05-02,USD,1.5069
2023-05-02,GBP,1.8758
2023-05-02,EUR,1.6371
2023-05-02,SGD,1.1365
2023-05-02,CAD,1.0966
2023-05-03,AUD,0.996
2023-05-03,USD,1.4966
2023-05-03,GBP,1.8525
2023-05-03,EUR,1.6558
2023-05-03,SGD,1.1357
2023-05-03,CAD,1.1005
2023-05-04,AUD,1.0051
2023-05-04,USD,1.4952
2023-05-04,GBP,1.92
2023-05-04,EUR,1.6383
2023-05-04,SGD,1.1102
2023-05-04,CAD,1.0752
2023-05-05,AUD,0.9913
2023-05-05,USD,1.5211
2023-05-05,GBP,1.9495
2023-05-05,EUR,1.6125
2023-05-05,SGD,1.1594
2023-05-05,CAD,1.0929
2023-05-06,AUD,1.0097
2023-05-06,USD,1.533
2023-05-06,GBP,1.8804
2023-05-06,EUR,1.6309
2023-05-06,SGD,1.1815
2023-05-06,CAD,1.1103
2023-05-07,AUD,0.9952
2023-05-07,USD,1.4812
2023-05-07,GBP,1.8977
2023-05-07,EUR,1.6791
2023-05-07,SGD,1.1095
2023-05-07,CAD,1.0671
2023-05-08,AUD,1.012
2023-05-08,USD,1.5411
2023-05-08,GBP,1.9056
2023-05-08,EUR,1.6586
2023-05-08,SGD,1.1148
2023-05-08,CAD,1.0838
2023-05-09,AUD,1.0268
2023-05-09,USD,1.5129
2023-05-09,GBP,1.9375
2023-05-09,EUR,1.6684
2023-05-09,SGD,1.1423
2023-05-09,CAD,1.1122
2023-05-10,AUD,1.0101
2023-05-10,USD,1.4717
2023-05-10,GBP,1.937
2023-05-10,EUR,1.6533
2023-05-10,SGD,1.1311
2023-05-10,CAD,1.0765
2023-05-11,AUD,1.0157
2023-05-11,USD,1.5057
2023-05-11,GBP,1.9224
2023-05-11,EUR,1.639
2023-05-11,SGD,1.157
2023-05-11,CAD,1.1049
2023-05-12,AUD,1.0016
2023-05-12,USD,1.5344
2023-05-12,GBP,1.9054
2023-05-12,EUR,1.6624
2023-05-12,SGD,1.1216
2023-05-12,CAD,1.1154
2023-05-13,AUD,0.9828
2023-05-13,USD,1.5135
2023-05-13,GBP,1.9763
2023-05-13,EUR,1.6309
2023-05-13,SGD,1.1413
2023-05-13,CAD,1.1188
2023-05-14,AUD,0.9796
2023-05-14,USD,1.5514
2023-05-14,GBP,1.8924
2023-05-14,EUR,1.6184
2023-05-14,SGD,1.1316
2023-05-14,CAD,1.0734
2023-05-15,AUD,1.0008
2023-05-15,USD,1.5009
2023-05-15,GBP,1.9308
2023-05-15,EUR,1.632
2023-05-15,SGD,1.1557
2023-05-15,CAD,1.0832
2023-05-16,AUD,0.9763
2023-05-16,USD,1.5317
2023-05-16,GBP,1.9693
2023-05-16,EUR,1.6558
2023-05-16,SGD,1.1153
2023-05-16,CAD,1.1137
2023-05-17,AUD,0.958
2023-05-17,USD,1.5138
2023-05-17,GBP,1.8782
2023-05-17,EUR,1.691
2023-05-17,SGD,1.1633
2023-05-17,CAD,1.0998
2023-05-18,AUD,1.0192
2023-05-18,USD,1.5077
2023-05-18,GBP,1.8906
2023-05-18,EUR,1.6783
2023-05-18,SGD,1.1294
2023-05-18,CAD,1.1088
2023-05-19,AUD,0.9959
2023-05-19,USD,1.4658
2023-05-19,GBP,1.9381
2023-05-19,EUR,1.6769
2023-05-19,SGD,1.1561
2023-05-19,CAD,1.1121
2023-05-20,AUD,0.996
2023-05-20,USD,1.4918
2023-05-20,GBP,1.9177
2023-05-20,EUR,1.6325
2023-05-20,SGD,1.146
2023-05-20,CAD,1.0905
2023-05-21,AUD,0.9729
2023-05-21,USD,1.53
2023-05-21,GBP,1.9058
2023-05-21,EUR,1.684
2023-05-21,SGD,1.1308
2023-05-21,CAD,1.1063
2023-05-22,AUD,1.016
2023-05-22,USD,1.5678
2023-05-22,GBP,1.9326
2023-05-22,EUR,1.5839
2023-05-22,SGD,1.1395
2023-05-22,CAD,1.0924
2023-05-23,AUD,0.9789
2023-05-23,USD,1.5068
2023-05-23,GBP,1.9301
2023-05-23,EUR,1.6592
2023-05-23,SGD,1.1323
2023-05-23,CAD,1.1093
2023-05-24,AUD,0.9865
2023-05-24,USD,1.552
2023-05-24,GBP,1.8866
2023-05-24,EUR,1.6558
2023-05-24,SGD,1.1473
2023-05-24,CAD,1.0601
2023-05-25,AUD,1.0138
2023-05-25,USD,1.5432
2023-05-25,GBP,1.8999
2023-05-25,EUR,1.6342
2023-05-25,SGD,1.1361
2023-05-25,CAD,1.094
2023-05-26,AUD,0.994
2023-05-26,USD,1.5179
2023-05-26,GBP,1.9522
2023-05-26,EUR,1.6543
2023-05-26,SGD,1.1423
2023-05-26,CAD,1.1097
2023-05-27,AUD,1.0084
2023-05-27,USD,1.542
2023-05-27,GBP,1.8688
2023-05-27,EUR,1.6391
2023-05-27,SGD,1.1448
2023-05-27,CAD,1.0949
2023-05-28,AUD,1.0022
2023-05-28,USD,1.4917
2023-05-28,GBP,1.9064
2023-05-28,EUR,1.6429
2023-05-28,SGD,1.1622
2023-05-28,CAD,1.0574
2023-05-29,AUD,1.0137
2023-05-29,USD,1.4828
2023-05-29,GBP,1.9707
2023-05-29,EUR,1.6274
2023-05-29,SGD,1.1337
2023-05-29,CAD,1.085
2023-05-30,AUD,0.9973
2023-05-30,USD,1.5359
2023-05-30,GBP,1.8696
2023-05-30,EUR,1.6377
2023-05-30,SGD,1.1409
2023-05-30,CAD,1.0879
2023-05-31,AUD,1.0012
2023-05-31,USD,1.4986
2023-05-31,GBP,1.8727
2023-05-31,EUR,1.6507
2023-05-31,SGD,1.0886
2023-05-31,CAD,1.1333
2023-06-01,AUD,1.0032
2023-06-01,USD,1.5266
2023-06-01,GBP,1.9187
2023-06-01,EUR,1.6661
2023-06-01,SGD,1.1457
2023-06-01,CAD,1.1352
2023-06-02,AUD,1.0106
2023-06-02,USD,1.5231
2023-06-02,GBP,1.9411
2023-06-02,EUR,1.6235
2023-06-02,SGD,1.1625
2023-06-02,CAD,1.0843
2023-06-03,AUD,1.0172
2023-06-03,USD,1.5185
2023-06-03,GBP,1.9045
2023-06-03,EUR,1.6468
2023-06-03,SGD,1.1624
2023-06-03,CAD,1.1171
2023-06-04,AUD,1.0107
2023-06-04,USD,1.4787
2023-06-04,GBP,1.8727
2023-06-04,EUR,1.6241
2023-06-04,SGD,1.1359
2023-06-04,CAD,1.1302
2023-06-05,AUD,0.9842
2023-06-05,USD,1.5244
2023-06-05,GBP,1.9579
2023-06-05,EUR,1.6658
2023-06-05,SGD,1.1478
2023-06-05,CAD,1.1326
2023-06-06,AUD,1.0138
2023-06-06,USD,1.5355
2023-06-06,GBP,1.9266
2023-06-06,EUR,1.6471
2023-06-06,SGD,1.1354
2023-06-06,CAD,1.1172
2023-06-07,AUD,1.0029
2023-06-07,USD,1.4808
2023-06-07,GBP,1.9807
2023-06-07,EUR,1.6444
2023-06-07,SGD,1.1521
2023-06-07,CAD,1.0995
2023-06-08,AUD,1.0105
2023-06-08,USD,1.5001
2023-06-08,GBP,1.9317
2023-06-08,EUR,1.6677
2023-06-08,SGD,1.1455
2023-06-08,CAD,1.1072
2023-06-09,AUD,1.0215
2023-06-09,USD,1.5355
2023-06-09,GBP,1.9317
2023-06-09,EUR,1.6401
2023-06-09,SGD,1.1257
2023-06-09,CAD,1.1034
2023-06-10,AUD,1.0127
2023-06-10,USD,1.5236
2023-06-10,GBP,1.9188
2023-06-10,EUR,1.6778
2023-06-10,SGD,1.129
2023-06-10,CAD,1.0999
2023-06-11,AUD,1.0251
2023-06-11,USD,1.5343
2023-06-11,GBP,1.9231
2023-06-11,EUR,1.6349
2023-06-11,SGD,1.1306
2023-06-11,CAD,1.0697
2023-06-12,AUD,1.0312
2023-06-12,USD,1.4909
2023-06-12,GBP,1.8982
2023-06-12,EUR,1.6852
2023-06-12,SGD,1.1642
2023-06-12,CAD,1.0874
2023-06-13,AUD,0.9949
2023-06-13,USD,1.4817
2023-06-13,GBP,1.9172
2023-06-13,EUR,1.6425
2023-06-13,SGD,1.1262
2023-06-13,CAD,1.0983
2023-06-14,AUD,1.0106
2023-06-14,USD,1.554
2023-06-14,GBP,1.9266
2023-06-14,EUR,1.6353
2023-06-14,SGD,1.1119
2023-06-14,CAD,1.118
2023-06-15,AUD,1.0056
2023-06-15,USD,1.5065
2023-06-15,GBP,1.9405
2023-06-15,EUR,1.6736
2023-06-15,SGD,1.1714
2023-06-15,CAD,1.1351
2023-06-16,AUD,0.9866
2023-06-16,USD,1.4598
2023-06-16,GBP,1.9039
2023-06-16,EUR,1.6539
2023-06-16,SGD,1.1564
2023-06-16,CAD,1.0907
2023-06-17,AUD,1.0038
2023-06-17,USD,1.4912
2023-06-17,GBP,1.9165
2023-06-17,EUR,1.6245
2023-06-17,SGD,1.1357
2023-06-17,CAD,1.0828
2023-06-18,AUD,0.9965
2023-06-18,USD,1.5174
2023-06-18,GBP,1.8575
2023-06-18,EUR,1.6715
2023-06-18,SGD,1.1735
2023-06-18,CAD,1.0998
2023-06-19,AUD,0.9999
2023-06-19,USD,1.4786
2023-06-19,GBP,1.8946
2023-06-19,EUR,1.6443
2023-06-19,SGD,1.1674
2023-06-19,CAD,1.0987
2023-06-20,AUD,1.0107
2023-06-20,USD,1.5053
2023-06-20,GBP,1.9147
2023-06-20,EUR,1.7201
2023-06-20,SGD,1.1476
2023-06-20,CAD,1.1168
2023-06-21,AUD,0.9814
2023-06-21,USD,1.4834
2023-06-21,GBP,1.8969
2023-06-21,EUR,1.6774
2023-06-21,SGD,1.1532
2023-06-21,CAD,1.1061
2023-06-22,AUD,0.9939
2023-06-22,USD,1.4684
2023-06-22,GBP,1.9174
2023-06-22,EUR,1.67
2023-06-22,SGD,1.1274
2023-06-22,CAD,1.1195
2023-06-23,AUD,1.0033
2023-06-23,USD,1.5358
2023-06-23,GBP,1.9262
2023-06-23,EUR,1.6266
2023-06-23,SGD,1.1464
2023-06-23,CAD,1.1093
2023-06-24,AUD,0.9927
2023-06-24,USD,1.5178
2023-06-24,GBP,1.9762
2023-06-24,EUR,1.6675
2023-06-24,SGD,1.1257
2023-06-24,CAD,1.0876
2023-06-25,AUD,1.0041
2023-06-25,USD,1.5228
2023-06-25,GBP,1.8389
2023-06-25,EUR,1.6647
2023-06-25,SGD,1.12
2023-06-25,CAD,1.0858
2023-06-26,AUD,1.0176
2023-06-26,USD,1.5243
2023-06-26,GBP,1.9261
2023-06-26,EUR,1.68
2023-06-26,SGD,1.1351
2023-06-26,CAD,1.066
2023-06-27,AUD,1.001
2023-06-27,USD,1.4861
2023-06-27,GBP,1.9436
2023-06-27,EUR,1.6403
2023-06-27,SGD,1.1267
2023-06-27,CAD,1.094
2023-06-28,AUD,0.9872
2023-06-28,USD,1.5235
2023-06-28,GBP,1.9127
2023-06-28,EUR,1.6975
2023-06-28,SGD,1.1331
2023-06-28,CAD,1.0969
2023-06-29,AUD,0.9887
2023-06-29,USD,1.5039
2023-06-29,GBP,1.9414
2023-06-29,EUR,1.6562
2023-06-29,SGD,1.1392
2023-06-29,CAD,1.122
2023-06-30,AUD,1.0056
2023-06-30,USD,1.5433
2023-06-30,GBP,1.9318
2023-06-30,EUR,1.6567
2023-06-30,SGD,1.1336
2023-06-30,CAD,1.0839
2023-07-01,AUD,1.0251
2023-07-01,USD,1.5504
2023-07-01,GBP,1.8875
2023-07-01,EUR,1.6797
2023-07-01,SGD,1.1566
2023-07-01,CAD,1.0949
2023-07-02,AUD,0.985
2023-07-02,USD,1.5375
2023-07-02,GBP,1.93
2023-07-02,EUR,1.6077
2023-07-02,SGD,1.1285
2023-07-02,CAD,1.123
2023-07-03,AUD,0.9639
2023-07-03,USD,1.4967
2023-07-03,GBP,1.9128
2023-07-03,EUR,1.6224
2023-07-03,SGD,1.128
2023-07-03,CAD,1.0779
2023-07-04,AUD,1.0008
2023-07-04,USD,1.5256
2023-07-04,GBP,1.92
2023-07-04,EUR,1.6649
2023-07-04,SGD,1.1215
2023-07-04,CAD,1.1156
2023-07-05,AUD,1.0082
2023-07-05,USD,1.4836
2023-07-05,GBP,1.8999
2023-07-05,EUR,1.6368
2023-07-05,SGD,1.1384
2023-07-05,CAD,1.0729
2023-07-06,AUD,0.9821
2023-07-06,USD,1.5096
2023-07-06,GBP,1.872
2023-07-06,EUR,1.638
2023-07-06,SGD,1.1364
2023-07-06,CAD,1.0982
2023-07-07,AUD,0.9996
