Month,EntityID,DepartmentID,AccountCode,ForecastAmountAUD,Scenario
2022-10-01,E06,D09,4020,-11906.7,Base
2022-10-01,E06,D09,5000,11322.04,Base
2022-10-01,E06,D09,5010,8357.79,Base
2022-10-01,E06,D09,5100,2336.84,Base
2022-10-01,E06,D09,6000,1927.93,Worst
2022-10-01,E06,D09,6010,3018.74,Best
2022-10-01,E06,D09,6020,2339.09,Base
2022-10-01,E06,D09,6030,7368.98,Worst
2022-10-01,E06,D09,6040,5070.54,Base
2022-10-01,E06,D09,6050,3768.94,Base
2022-10-01,E06,D09,6060,8734.35,Worst
2022-10-01,E06,D09,6070,2783.05,Base
2022-10-01,E06,D09,6080,3053.96,Base
2022-10-01,E06,D09,6090,11245.95,Base
2022-10-01,E06,D09,6100,2813.63,Base
2022-10-01,E06,D09,6110,2837.7,Best
2022-10-01,E06,D10,4000,-8037.86,Base
2022-10-01,E06,D10,4010,-21068.6,Worst
2022-10-01,E06,D10,4020,-6477.1,Worst
2022-10-01,E06,D10,5000,3723.2,Base
2022-10-01,E06,D10,5010,2326.13,Base
2022-10-01,E06,D10,5100,2722.36,Worst
2022-10-01,E06,D10,6000,6384.47,Base
2022-10-01,E06,D10,6010,4045.85,Base
2022-10-01,E06,D10,6020,6008.57,Best
2022-10-01,E06,D10,6030,3993.28,Base
2022-10-01,E06,D10,6040,2944.35,Worst
2022-10-01,E06,D10,6050,2046.54,Base
2022-10-01,E06,D10,6060,4829.75,Base
2022-10-01,E06,D10,6070,1643.91,Best
2022-10-01,E06,D10,6080,2345.83,Base
2022-10-01,E06,D10,6090,646.92,Worst
2022-10-01,E06,D10,6100,7382.43,Base
2022-10-01,E06,D10,6110,2676.67,Base
2022-11-01,E01,D01,4000,-6593.86,Base
2022-11-01,E01,D01,4010,-5477.04,Base
2022-11-01,E01,D01,4020,-30000.36,Base
2022-11-01,E01,D01,5000,1953.71,Base
2022-11-01,E01,D01,5010,6415.9,Worst
2022-11-01,E01,D01,5100,3491.54,Base
2022-11-01,E01,D01,6000,4503.96,Worst
2022-11-01,E01,D01,6010,5665.59,Worst
2022-11-01,E01,D01,6020,2557.17,Base
2022-11-01,E01,D01,6030,2756.26,Base
2022-11-01,E01,D01,6040,2434.26,Worst
2022-11-01,E01,D01,6050,3664.83,Base
2022-11-01,E01,D01,6060,3791.08,Worst
2022-11-01,E01,D01,6070,3990.04,Best
2022-11-01,E01,D01,6080,9936.92,Base
2022-11-01,E01,D01,6090,2811.38,Best
2022-11-01,E01,D01,6100,3899.29,Base
2022-11-01,E01,D01,6110,2397.04,Base
2022-11-01,E01,D02,4000,-8587.33,Base
2022-11-01,E01,D02,4010,-8222.26,Base
2022-11-01,E01,D02,4020,-6689.17,Worst
2022-11-01,E01,D02,5000,3066.42,Base
2022-11-01,E01,D02,5010,1260.36,Worst
2022-11-01,E01,D02,5100,4242.92,Base
2022-11-01,E01,D02,6000,1304.71,Best
2022-11-01,E01,D02,6010,3383.32,Base
2022-11-01,E01,D02,6020,4239.17,Base
2022-11-01,E01,D02,6030,5165.49,Base
2022-11-01,E01,D02,6040,3295.6,Best
2022-11-01,E01,D02,6050,4277.85,Best
2022-11-01,E01,D02,6060,1258.98,Base
2022-11-01,E01,D02,6070,4015.67,Worst
2022-11-01,E01,D02,6080,5717.33,Best
2022-11-01,E01,D02,6090,7359.91,Worst
2022-11-01,E01,D02,6100,2243.61,Base
2022-11-01,E01,D02,6110,3551.53,Base
2022-11-01,E01,D03,4000,-11753.76,Base
2022-11-01,E01,D03,4010,-9629.47,Base
2022-11-01,E01,D03,4020,-18322.54,Base
2022-11-01,E01,D03,5000,2231.9,Base
2022-11-01,E01,D03,5010,3963.77,Base
2022-11-01,E01,D03,5100,5157.12,Best
2022-11-01,E01,D03,6000,5419.1,Worst
2022-11-01,E01,D03,6010,1791.92,Base
2022-11-01,E01,D03,6020,3499.26,Base
2022-11-01,E01,D03,6030,909.86,Best
2022-11-01,E01,D03,6040,4082.22,Base
2022-11-01,E01,D03,6050,4997.38,Base
2022-11-01,E01,D03,6060,3379.81,Base
2022-11-01,E01,D03,6070,2645.23,Base
2022-11-01,E01,D03,6080,2859.05,Worst
2022-11-01,E01,D03,6090,3778.56,Base
2022-11-01,E01,D03,6100,1780.96,Worst
2022-11-01,E01,D03,6110,4110.76,Base
2022-11-01,E01,D04,4000,-14878.51,Base
2022-11-01,E01,D04,4010,-33738.75,Base
2022-11-01,E01,D04,4020,-7551.99,Best
2022-11-01,E01,D04,5000,2410.77,Base
2022-11-01,E01,D04,5010,3649.99,Base
2022-11-01,E01,D04,5100,890.04,Best
2022-11-01,E01,D04,6000,2236.22,Base
2022-11-01,E01,D04,6010,1438.31,Base
2022-11-01,E01,D04,6020,4432.05,Worst
2022-11-01,E01,D04,6030,7122.54,Base
2022-11-01,E01,D04,6040,3967.03,Base
2022-11-01,E01,D04,6050,2625.24,Base
2022-11-01,E01,D04,6060,2167.59,Best
2022-11-01,E01,D04,6070,7162.09,Base
2022-11-01,E01,D04,6080,2232.4,Base
2022-11-01,E01,D04,6090,4480.09,Base
2022-11-01,E01,D04,6100,1716.98,Best
2022-11-01,E01,D04,6110,2936.21,Base
2022-11-01,E01,D05,4000,-8643.2,Worst
2022-11-01,E01,D05,4010,-5427.6,Base
2022-11-01,E01,D05,4020,-16075.83,Worst
2022-11-01,E01,D05,5000,2840.78,Base
2022-11-01,E01,D05,5010,2134.77,Base
2022-11-01,E01,D05,5100,1086.96,Worst
2022-11-01,E01,D05,6000,1474.38,Base
2022-11-01,E01,D05,6010,1825.79,Worst
2022-11-01,E01,D05,6020,6426.37,Best
2022-11-01,E01,D05,6030,2472.5,Worst
2022-11-01,E01,D05,6040,4237.82,Base
2022-11-01,E01,D05,6050,4062.06,Base
2022-11-01,E01,D05,6060,1714.14,Best
2022-11-01,E01,D05,6070,3862.9,Base
2022-11-01,E01,D05,6080,2908.07,Base
2022-11-01,E01,D05,6090,3038.66,Base
2022-11-01,E01,D05,6100,9316.93,Worst
2022-11-01,E01,D05,6110,3248.95,Base
2022-11-01,E01,D06,4000,-8295.28,Base
2022-11-01,E01,D06,4010,-3757.89,Best
2022-11-01,E01,D06,4020,-11306.26,Base
2022-11-01,E01,D06,5000,3454.02,Base
2022-11-01,E01,D06,5010,2397.95,Worst
2022-11-01,E01,D06,5100,9285.31,Worst
2022-11-01,E01,D06,6000,8367.05,Base
2022-11-01,E01,D06,6010,6111.76,Best
2022-11-01,E01,D06,6020,3204.1,Best
2022-11-01,E01,D06,6030,2338.93,Best
2022-11-01,E01,D06,6040,2129.49,Base
2022-11-01,E01,D06,6050,5793.6,Best
2022-11-01,E01,D06,6060,1430.05,Base
2022-11-01,E01,D06,6070,1400.2,Best
2022-11-01,E01,D06,6080,5569.91,Base
2022-11-01,E01,D06,6090,6139.55,Best
2022-11-01,E01,D06,6100,1769.83,Best
2022-11-01,E01,D06,6110,3193.01,Base
2022-11-01,E01,D07,4000,-22225.35,Base
2022-11-01,E01,D07,4010,-23480.11,Worst
2022-11-01,E01,D07,4020,-6335.91,Base
2022-11-01,E01,D07,5000,4301.83,Base
2022-11-01,E01,D07,5010,4408.37,Worst
2022-11-01,E01,D07,5100,1617.69,Worst
2022-11-01,E01,D07,6000,2083.32,Base
2022-11-01,E01,D07,6010,2591.67,Worst
2022-11-01,E01,D07,6020,2084.73,Worst
2022-11-01,E01,D07,6030,2084.54,Base
2022-11-01,E01,D07,6040,3965.83,Base
2022-11-01,E01,D07,6050,1356.78,Base
2022-11-01,E01,D07,6060,2652.42,Worst
2022-11-01,E01,D07,6070,2327.71,Base
2022-11-01,E01,D07,6080,2054.53,Best
2022-11-01,E01,D07,6090,2143.55,Base
2022-11-01,E01,D07,6100,3998.3,Worst
2022-11-01,E01,D07,6110,1893.29,Base
2022-11-01,E01,D08,4000,-8748.04,Base
2022-11-01,E01,D08,4010,-13497.28,Worst
2022-11-01,E01,D08,4020,-13842.22,Base
2022-11-01,E01,D08,5000,2565.6,Base
2022-11-01,E01,D08,5010,2733.13,Base
2022-11-01,E01,D08,5100,3246.43,Best
2022-11-01,E01,D08,6000,2671.7,Base
2022-11-01,E01,D08,6010,1811.85,Base
2022-11-01,E01,D08,6020,2768.64,Base
2022-11-01,E01,D08,6030,5548.39,Base
2022-11-01,E01,D08,6040,2633.13,Base
2022-11-01,E01,D08,6050,1928.76,Best
2022-11-01,E01,D08,6060,3731.23,Best
2022-11-01,E01,D08,6070,1762.72,Base
2022-11-01,E01,D08,6080,4038.89,Base
2022-11-01,E01,D08,6090,7689.46,Base
2022-11-01,E01,D08,6100,3148.67,Best
2022-11-01,E01,D08,6110,4080.85,Best
2022-11-01,E01,D09,4000,-8667.37,Base
2022-11-01,E01,D09,4010,-14651.39,Base
2022-11-01,E01,D09,4020,-5205.33,Base
2022-11-01,E01,D09,5000,4518.61,Base
2022-11-01,E01,D09,5010,10902.97,Base
2022-11-01,E01,D09,5100,3050.87,Base
2022-11-01,E01,D09,6000,7030.13,Base
2022-11-01,E01,D09,6010,2377.15,Worst
2022-11-01,E01,D09,6020,2056.54,Base
2022-11-01,E01,D09,6030,10356.47,Base
2022-11-01,E01,D09,6040,5840.95,Worst
2022-11-01,E01,D09,6050,3853.45,Base
2022-11-01,E01,D09,6060,5499.36,Base
2022-11-01,E01,D09,6070,4075.85,Best
2022-11-01,E01,D09,6080,9392.6,Base
2022-11-01,E01,D09,6090,4312.53,Base
2022-11-01,E01,D09,6100,2239.39,Worst
2022-11-01,E01,D09,6110,6741.93,Base
2022-11-01,E01,D10,4000,-4779.56,Base
2022-11-01,E01,D10,4010,-2470.74,Base
2022-11-01,E01,D10,4020,-8393.04,Base
2022-11-01,E01,D10,5000,3154.66,Base
2022-11-01,E01,D10,5010,2763.19,Base
2022-11-01,E01,D10,5100,1707.36,Base
2022-11-01,E01,D10,6000,4591.03,Base
2022-11-01,E01,D10,6010,7957.31,Base
2022-11-01,E01,D10,6020,2161.06,Base
2022-11-01,E01,D10,6030,2510.78,Base
2022-11-01,E01,D10,6040,11308.34,Worst
2022-11-01,E01,D10,6050,2916.96,Best
2022-11-01,E01,D10,6060,4397.13,Base
2022-11-01,E01,D10,6070,1067.4,Worst
2022-11-01,E01,D10,6080,4207.64,Base
2022-11-01,E01,D10,6090,2745.64,Worst
2022-11-01,E01,D10,6100,1695.41,Worst
2022-11-01,E01,D10,6110,4901.47,Base
2022-11-01,E02,D01,4000,-7629.63,Best
2022-11-01,E02,D01,4010,-6240.15,Base
2022-11-01,E02,D01,4020,-4507.05,Worst
2022-11-01,E02,D01,5000,2189.01,Base
2022-11-01,E02,D01,5010,2366.07,Base
2022-11-01,E02,D01,5100,4497.66,Base
2022-11-01,E02,D01,6000,2198.5,Best
2022-11-01,E02,D01,6010,6203.43,Best
2022-11-01,E02,D01,6020,2113.21,Base
2022-11-01,E02,D01,6030,4208.95,Base
2022-11-01,E02,D01,6040,4099.26,Base
2022-11-01,E02,D01,6050,1889.32,Best
2022-11-01,E02,D01,6060,3286.72,Base
2022-11-01,E02,D01,6070,2377.47,Worst
2022-11-01,E02,D01,6080,1451.96,Base
2022-11-01,E02,D01,6090,7297.75,Base
2022-11-01,E02,D01,6100,4017.93,Base
2022-11-01,E02,D01,6110,5891.0,Best
2022-11-01,E02,D02,4000,-10901.23,Best
2022-11-01,E02,D02,4010,-21190.65,Base
2022-11-01,E02,D02,4020,-7959.09,Base
2022-11-01,E02,D02,5000,2565.49,Base
2022-11-01,E02,D02,5010,4068.34,Base
2022-11-01,E02,D02,5100,6142.57,Base
2022-11-01,E02,D02,6000,1659.07,Best
2022-11-01,E02,D02,6010,1617.58,Worst
2022-11-01,E02,D02,6020,4183.22,Base
2022-11-01,E02,D02,6030,4553.13,Base
2022-11-01,E02,D02,6040,2894.75,Worst
2022-11-01,E02,D02,6050,1837.69,Base
2022-11-01,E02,D02,6060,1752.61,Base
2022-11-01,E02,D02,6070,2638.8,Base
2022-11-01,E02,D02,6080,2590.33,Worst
2022-11-01,E02,D02,6090,4947.99,Best
2022-11-01,E02,D02,6100,4714.63,Worst
2022-11-01,E02,D02,6110,3035.41,Best
2022-11-01,E02,D03,4000,-6374.83,Base
2022-11-01,E02,D03,4010,-5226.32,Base
2022-11-01,E02,D03,4020,-18989.82,Base
2022-11-01,E02,D03,5000,2054.66,Base
2022-11-01,E02,D03,5010,5177.38,Base
2022-11-01,E02,D03,5100,1258.02,Worst
2022-11-01,E02,D03,6000,2525.24,Worst
2022-11-01,E02,D03,6010,3902.37,Best
2022-11-01,E02,D03,6020,4140.19,Best
2022-11-01,E02,D03,6030,4306.09,Base
2022-11-01,E02,D03,6040,7887.82,Worst
2022-11-01,E02,D03,6050,2671.55,Best
2022-11-01,E02,D03,6060,2907.31,Best
2022-11-01,E02,D03,6070,5119.31,Base
2022-11-01,E02,D03,6080,1497.95,Base
2022-11-01,E02,D03,6090,4124.43,Best
2022-11-01,E02,D03,6100,6561.5,Base
2022-11-01,E02,D03,6110,1891.59,Base
2022-11-01,E02,D04,4000,-11366.56,Worst
2022-11-01,E02,D04,4010,-3633.13,Best
2022-11-01,E02,D04,4020,-17373.5,Base
2022-11-01,E02,D04,5000,5479.54,Base
2022-11-01,E02,D04,5010,2923.66,Worst
2022-11-01,E02,D04,5100,2021.42,Base
2022-11-01,E02,D04,6000,5116.83,Base
2022-11-01,E02,D04,6010,8600.75,Base
2022-11-01,E02,D04,6020,5038.55,Worst
2022-11-01,E02,D04,6030,4577.24,Best
2022-11-01,E02,D04,6040,5840.32,Base
2022-11-01,E02,D04,6050,3961.77,Best
2022-11-01,E02,D04,6060,3182.92,Best
2022-11-01,E02,D04,6070,1869.9,Base
2022-11-01,E02,D04,6080,3707.48,Base
2022-11-01,E02,D04,6090,2380.39,Base
2022-11-01,E02,D04,6100,3710.96,Base
2022-11-01,E02,D04,6110,9434.77,Best
2022-11-01,E02,D05,4000,-12621.95,Base
2022-11-01,E02,D05,4010,-11298.22,Base
2022-11-01,E02,D05,4020,-18418.15,Worst
2022-11-01,E02,D05,5000,2401.69,Worst
2022-11-01,E02,D05,5010,1407.41,Base
2022-11-01,E02,D05,5100,1030.89,Base
2022-11-01,E02,D05,6000,5362.57,Base
2022-11-01,E02,D05,6010,2206.24,Best
2022-11-01,E02,D05,6020,4548.2,Worst
2022-11-01,E02,D05,6030,3754.74,Best
2022-11-01,E02,D05,6040,6696.34,Base
2022-11-01,E02,D05,6050,8406.87,Best
2022-11-01,E02,D05,6060,1759.14,Best
2022-11-01,E02,D05,6070,4785.35,Worst
2022-11-01,E02,D05,6080,5479.18,Base
2022-11-01,E02,D05,6090,10459.13,Best
2022-11-01,E02,D05,6100,13510.98,Best
2022-11-01,E02,D05,6110,2894.1,Base
2022-11-01,E02,D06,4000,-6461.0,Base
2022-11-01,E02,D06,4010,-35679.47,Worst
2022-11-01,E02,D06,4020,-5005.52,Best
2022-11-01,E02,D06,5000,3974.01,Worst
2022-11-01,E02,D06,5010,4255.51,Base
2022-11-01,E02,D06,5100,3107.26,Best
2022-11-01,E02,D06,6000,3288.36,Worst
2022-11-01,E02,D06,6010,5595.14,Best
2022-11-01,E02,D06,6020,1927.56,Worst
2022-11-01,E02,D06,6030,3017.45,Base
2022-11-01,E02,D06,6040,5519.08,Best
2022-11-01,E02,D06,6050,3114.85,Base
2022-11-01,E02,D06,6060,2261.02,Base
2022-11-01,E02,D06,6070,2143.81,Base
2022-11-01,E02,D06,6080,2588.29,Best
2022-11-01,E02,D06,6090,1841.1,Base
2022-11-01,E02,D06,6100,1348.19,Best
2022-11-01,E02,D06,6110,2167.07,Worst
2022-11-01,E02,D07,4000,-12988.35,Base
2022-11-01,E02,D07,4010,-32394.82,Base
2022-11-01,E02,D07,4020,-6869.59,Base
2022-11-01,E02,D07,5000,3129.01,Worst
2022-11-01,E02,D07,5010,6605.54,Base
2022-11-01,E02,D07,5100,5919.23,Best
2022-11-01,E02,D07,6000,4112.76,Best
2022-11-01,E02,D07,6010,3940.48,Best
2022-11-01,E02,D07,6020,7214.68,Base
2022-11-01,E02,D07,6030,4829.71,Worst
2022-11-01,E02,D07,6040,2035.75,Base
2022-11-01,E02,D07,6050,7647.41,Worst
2022-11-01,E02,D07,6060,2454.92,Base
2022-11-01,E02,D07,6070,1787.56,Worst
2022-11-01,E02,D07,6080,1285.79,Best
2022-11-01,E02,D07,6090,2735.65,Base
2022-11-01,E02,D07,6100,5840.27,Base
2022-11-01,E02,D07,6110,4323.8,Worst
2022-11-01,E02,D08,4000,-11932.75,Base
2022-11-01,E02,D08,4010,-7604.99,Base
2022-11-01,E02,D08,4020,-20491.58,Base
2022-11-01,E02,D08,5000,1346.78,Base
2022-11-01,E02,D08,5010,3072.99,Best
2022-11-01,E02,D08,5100,3150.4,Best
2022-11-01,E02,D08,6000,8403.4,Worst
2022-11-01,E02,D08,6010,6753.07,Base
2022-11-01,E02,D08,6020,5884.61,Base
2022-11-01,E02,D08,6030,4392.58,Base
2022-11-01,E02,D08,6040,2709.51,Base
2022-11-01,E02,D08,6050,1653.09,Base
2022-11-01,E02,D08,6060,2203.93,Worst
2022-11-01,E02,D08,6070,3499.53,Base
2022-11-01,E02,D08,6080,5017.3,Worst
2022-11-01,E02,D08,6090,3517.59,Worst
2022-11-01,E02,D08,6100,2184.55,Base
2022-11-01,E02,D08,6110,986.4,Worst
2022-11-01,E02,D09,4000,-8954.75,Best
2022-11-01,E02,D09,4010,-7762.13,Base
2022-11-01,E02,D09,4020,-22941.3,Base
2022-11-01,E02,D09,5000,2648.98,Base
2022-11-01,E02,D09,5010,2120.9,Base
2022-11-01,E02,D09,5100,3103.08,Best
2022-11-01,E02,D09,6000,4832.78,Worst
2022-11-01,E02,D09,6010,7440.22,Worst
2022-11-01,E02,D09,6020,8923.04,Base
2022-11-01,E02,D09,6030,2898.59,Best
2022-11-01,E02,D09,6040,3254.75,Best
2022-11-01,E02,D09,6050,2036.45,Base
2022-11-01,E02,D09,6060,1662.73,Base
2022-11-01,E02,D09,6070,4822.22,Base
2022-11-01,E02,D09,6080,10776.23,Best
2022-11-01,E02,D09,6090,5100.86,Worst
2022-11-01,E02,D09,6100,2110.41,Best
2022-11-01,E02,D09,6110,9760.6,Base
2022-11-01,E02,D10,4000,-3352.98,Worst
2022-11-01,E02,D10,4010,-11365.56,Base
2022-11-01,E02,D10,4020,-8761.26,Base
2022-11-01,E02,D10,5000,994.43,Base
2022-11-01,E02,D10,5010,3902.1,Base
2022-11-01,E02,D10,5100,1775.45,Base
2022-11-01,E02,D10,6000,1397.32,Best
2022-11-01,E02,D10,6010,7530.33,Worst
2022-11-01,E02,D10,6020,2075.65,Worst
2022-11-01,E02,D10,6030,9986.86,Base
2022-11-01,E02,D10,6040,3605.09,Worst
2022-11-01,E02,D10,6050,4342.96,Base
2022-11-01,E02,D10,6060,2368.36,Worst
2022-11-01,E02,D10,6070,8428.21,Best
2022-11-01,E02,D10,6080,4455.9,Base
2022-11-01,E02,D10,6090,5292.93,Base
2022-11-01,E02,D10,6100,2496.2,Base
2022-11-01,E02,D10,6110,6189.07,Base
2022-11-01,E03,D01,4000,-22659.59,Base
2022-11-01,E03,D01,4010,-6852.34,Base
2022-11-01,E03,D01,4020,-14994.49,Base
2022-11-01,E03,D01,5000,1853.57,Base
2022-11-01,E03,D01,5010,4111.75,Best
2022-11-01,E03,D01,5100,1394.1,Base
2022-11-01,E03,D01,6000,3982.29,Worst
2022-11-01,E03,D01,6010,1897.88,Best
2022-11-01,E03,D01,6020,5809.86,Worst
2022-11-01,E03,D01,6030,2335.43,Worst
2022-11-01,E03,D01,6040,1274.75,Base
2022-11-01,E03,D01,6050,1829.05,Base
2022-11-01,E03,D01,6060,3600.16,Worst
2022-11-01,E03,D01,6070,2493.42,Base
2022-11-01,E03,D01,6080,10523.84,Worst
2022-11-01,E03,D01,6090,3778.09,Base
2022-11-01,E03,D01,6100,6865.44,Base
2022-11-01,E03,D01,6110,1463.41,Base
2022-11-01,E03,D02,4000,-6865.64,Base
2022-11-01,E03,D02,4010,-13879.47,Base
2022-11-01,E03,D02,4020,-3186.47,Worst
2022-11-01,E03,D02,5000,1342.1,Base
2022-11-01,E03,D02,5010,4273.15,Worst
2022-11-01,E03,D02,5100,4661.9,Base
2022-11-01,E03,D02,6000,2709.02,Base
2022-11-01,E03,D02,6010,1975.3,Base
2022-11-01,E03,D02,6020,5978.96,Best
2022-11-01,E03,D02,6030,9666.34,Base
2022-11-01,E03,D02,6040,5296.24,Worst
2022-11-01,E03,D02,6050,946.01,Best
2022-11-01,E03,D02,6060,1638.81,Base
2022-11-01,E03,D02,6070,3235.58,Base
2022-11-01,E03,D02,6080,1082.72,Base
2022-11-01,E03,D02,6090,6887.69,Worst
2022-11-01,E03,D02,6100,1279.1,Worst
2022-11-01,E03,D02,6110,1698.12,Base
2022-11-01,E03,D03,4000,-7593.18,Worst
2022-11-01,E03,D03,4010,-8345.37,Best
2022-11-01,E03,D03,4020,-16099.19,Worst
2022-11-01,E03,D03,5000,4497.56,Worst
2022-11-01,E03,D03,5010,647.23,Base
2022-11-01,E03,D03,5100,3996.3,Base
2022-11-01,E03,D03,6000,12817.23,Base
2022-11-01,E03,D03,6010,6262.71,Base
2022-11-01,E03,D03,6020,1283.63,Worst
2022-11-01,E03,D03,6030,3266.26,Best
2022-11-01,E03,D03,6040,7322.49,Base
2022-11-01,E03,D03,6050,1011.11,Base
2022-11-01,E03,D03,6060,8978.47,Best
2022-11-01,E03,D03,6070,3632.25,Base
2022-11-01,E03,D03,6080,3467.39,Base
2022-11-01,E03,D03,6090,2753.67,Base
2022-11-01,E03,D03,6100,2052.12,Best
2022-11-01,E03,D03,6110,9693.26,Best
2022-11-01,E03,D04,4000,-7934.38,Base
2022-11-01,E03,D04,4010,-12274.77,Base
2022-11-01,E03,D04,4020,-18953.17,Base
2022-11-01,E03,D04,5000,5148.57,Best
2022-11-01,E03,D04,5010,1755.72,Best
2022-11-01,E03,D04,5100,1065.33,Worst
2022-11-01,E03,D04,6000,4414.59,Base
2022-11-01,E03,D04,6010,2579.46,Best
2022-11-01,E03,D04,6020,3237.45,Base
2022-11-01,E03,D04,6030,1996.29,Base
2022-11-01,E03,D04,6040,3445.12,Base
2022-11-01,E03,D04,6050,7639.74,Best
2022-11-01,E03,D04,6060,2171.41,Base
2022-11-01,E03,D04,6070,4828.32,Worst
2022-11-01,E03,D04,6080,2440.11,Worst
2022-11-01,E03,D04,6090,2208.12,Worst
2022-11-01,E03,D04,6100,4499.22,Best
2022-11-01,E03,D04,6110,2323.05,Base
2022-11-01,E03,D05,4000,-13436.95,Best
2022-11-01,E03,D05,4010,-4582.35,Worst
2022-11-01,E03,D05,4020,-23436.04,Worst
2022-11-01,E03,D05,5000,2968.19,Base
2022-11-01,E03,D05,5010,6243.99,Worst
2022-11-01,E03,D05,5100,4733.79,Base
2022-11-01,E03,D05,6000,2490.52,Best
2022-11-01,E03,D05,6010,4255.88,Base
2022-11-01,E03,D05,6020,1930.55,Base
2022-11-01,E03,D05,6030,5109.06,Worst
2022-11-01,E03,D05,6040,1538.84,Base
2022-11-01,E03,D05,6050,2481.89,Worst
2022-11-01,E03,D05,6060,6441.86,Best
2022-11-01,E03,D05,6070,5489.34,Base
2022-11-01,E03,D05,6080,3427.14,Base
2022-11-01,E03,D05,6090,3306.13,Worst
2022-11-01,E03,D05,6100,4193.28,Worst
2022-11-01,E03,D05,6110,1988.8,Best
2022-11-01,E03,D06,4000,-9260.32,Base
2022-11-01,E03,D06,4010,-7688.36,Base
2022-11-01,E03,D06,4020,-15712.5,Best
2022-11-01,E03,D06,5000,1283.32,Base
2022-11-01,E03,D06,5010,1421.48,Base
2022-11-01,E03,D06,5100,2219.31,Base
2022-11-01,E03,D06,6000,11886.93,Base
2022-11-01,E03,D06,6010,5604.34,Base
2022-11-01,E03,D06,6020,1137.3,Base
2022-11-01,E03,D06,6030,3240.05,Base
2022-11-01,E03,D06,6040,2737.71,Base
2022-11-01,E03,D06,6050,2186.75,Base
2022-11-01,E03,D06,6060,1604.69,Base
2022-11-01,E03,D06,6070,3815.08,Base
2022-11-01,E03,D06,6080,2111.62,Worst
2022-11-01,E03,D06,6090,2393.83,Base
2022-11-01,E03,D06,6100,7272.03,Base
2022-11-01,E03,D06,6110,2396.67,Base
2022-11-01,E03,D07,4000,-12780.39,Worst
2022-11-01,E03,D07,4010,-3905.69,Worst
2022-11-01,E03,D07,4020,-6672.46,Worst
2022-11-01,E03,D07,5000,5867.34,Best
2022-11-01,E03,D07,5010,3598.47,Base
2022-11-01,E03,D07,5100,3637.31,Worst
2022-11-01,E03,D07,6000,4543.29,Best
2022-11-01,E03,D07,6010,1567.5,Base
2022-11-01,E03,D07,6020,3005.31,Best
2022-11-01,E03,D07,6030,5565.91,Worst
2022-11-01,E03,D07,6040,5260.72,Base
2022-11-01,E03,D07,6050,4154.65,Base
2022-11-01,E03,D07,6060,2494.37,Worst
2022-11-01,E03,D07,6070,1690.2,Base
2022-11-01,E03,D07,6080,1624.81,Base
2022-11-01,E03,D07,6090,6404.75,Best
2022-11-01,E03,D07,6100,1343.88,Base
2022-11-01,E03,D07,6110,2998.68,Worst
2022-11-01,E03,D08,4000,-7046.85,Base
2022-11-01,E03,D08,4010,-9450.97,Worst
2022-11-01,E03,D08,4020,-5698.58,Worst
2022-11-01,E03,D08,5000,1296.63,Base
2022-11-01,E03,D08,5010,2951.47,Worst
2022-11-01,E03,D08,5100,3512.76,Worst
2022-11-01,E03,D08,6000,6888.46,Best
2022-11-01,E03,D08,6010,2619.77,Base
2022-11-01,E03,D08,6020,2420.45,Best
2022-11-01,E03,D08,6030,2113.3,Base
2022-11-01,E03,D08,6040,7697.4,Base
2022-11-01,E03,D08,6050,6869.68,Best
2022-11-01,E03,D08,6060,1235.5,Base
2022-11-01,E03,D08,6070,4142.95,Worst
2022-11-01,E03,D08,6080,5588.6,Base
2022-11-01,E03,D08,6090,7747.07,Base
2022-11-01,E03,D08,6100,6066.35,Worst
2022-11-01,E03,D08,6110,6578.34,Best
2022-11-01,E03,D09,4000,-28844.33,Base
2022-11-01,E03,D09,4010,-11400.73,Base
2022-11-01,E03,D09,4020,-11547.47,Base
2022-11-01,E03,D09,5000,3356.93,Base
2022-11-01,E03,D09,5010,1814.83,Base
2022-11-01,E03,D09,5100,2370.41,Best
2022-11-01,E03,D09,6000,3979.58,Best
2022-11-01,E03,D09,6010,5953.85,Base
2022-11-01,E03,D09,6020,5972.05,Worst
2022-11-01,E03,D09,6030,9781.3,Base
2022-11-01,E03,D09,6040,7135.3,Base
2022-11-01,E03,D09,6050,3814.1,Base
2022-11-01,E03,D09,6060,1375.64,Worst
2022-11-01,E03,D09,6070,5410.28,Base
2022-11-01,E03,D09,6080,2691.45,Worst
2022-11-01,E03,D09,6090,11280.69,Base
2022-11-01,E03,D09,6100,7939.71,Worst
2022-11-01,E03,D09,6110,2476.44,Base
2022-11-01,E03,D10,4000,-6372.44,Base
2022-11-01,E03,D10,4010,-11295.09,Base
2022-11-01,E03,D10,4020,-17649.87,Base
2022-11-01,E03,D10,5000,3274.18,Base
2022-11-01,E03,D10,5010,5009.38,Best
2022-11-01,E03,D10,5100,2842.59,Base
2022-11-01,E03,D10,6000,4449.83,Best
2022-11-01,E03,D10,6010,8667.13,Best
2022-11-01,E03,D10,6020,6131.24,Best
2022-11-01,E03,D10,6030,6624.02,Base
2022-11-01,E03,D10,6040,3141.86,Base
2022-11-01,E03,D10,6050,8607.16,Best
2022-11-01,E03,D10,6060,4400.43,Base
2022-11-01,E03,D10,6070,6956.93,Base
2022-11-01,E03,D10,6080,2236.01,Base
2022-11-01,E03,D10,6090,4017.05,Best
