Date,EntityID,ClosingCashAUD
2022-01-06,E02,2537294.05
2022-01-07,E02,2542485.91
2022-01-08,E02,2557939.62
2022-01-09,E02,2637668.73
2022-01-10,E02,2645031.44
2022-01-11,E02,2598477.99
2022-01-12,E02,2495120.03
2022-01-13,E02,2498475.65
2022-01-14,E02,2586076.04
2022-01-15,E02,2560741.43
2022-01-16,E02,2451222.87
2022-01-17,E02,2381234.72
2022-01-18,E02,2351181.22
2022-01-19,E02,2434626.89
2022-01-20,E02,2447946.94
2022-01-21,E02,2450644.71
2022-01-22,E02,2478510.48
2022-01-23,E02,2498730.85
2022-01-24,E02,2475448.84
2022-01-25,E02,2511535.41
2022-01-26,E02,2482060.56
2022-01-27,E02,2380297.0
2022-01-28,E02,2396279.48
2022-01-29,E02,2550581.0
2022-01-30,E02,2643126.99
2022-01-31,E02,2555382.61
2022-02-01,E02,2509012.23
2022-02-02,E02,2459200.62
2022-02-03,E02,2340358.32
2022-02-04,E02,2260931.37
2022-02-05,E02,2161352.14
2022-02-06,E02,2183446.1
2022-02-07,E02,2358666.73
2022-02-08,E02,2250896.54
2022-02-09,E02,2202167.2
2022-02-10,E02,2198644.45
2022-02-11,E02,2134339.87
2022-02-12,E02,2048095.64
2022-02-13,E02,2084691.57
2022-02-14,E02,2093210.43
2022-02-15,E02,2138596.42
2022-02-16,E02,2110073.38
2022-02-17,E02,2108266.0
2022-02-18,E02,1954287.02
2022-02-19,E02,2021421.55
2022-02-20,E02,2015824.56
2022-02-21,E02,2115113.28
2022-02-22,E02,2152214.27
2022-02-23,E02,2157189.9
2022-02-24,E02,2191430.34
2022-02-25,E02,2310201.01
2022-02-26,E02,2391172.12
2022-02-27,E02,2449426.11
2022-02-28,E02,2497461.45
2022-03-01,E02,2532430.74
2022-03-02,E02,2579472.83
2022-03-03,E02,2516623.52
2022-03-04,E02,2590564.24
2022-03-05,E02,2556585.98
2022-03-06,E02,2578256.85
2022-03-07,E02,2543281.31
2022-03-08,E02,2444907.58
2022-03-09,E02,2393557.92
2022-03-10,E02,2323114.58
2022-03-11,E02,2317995.03
2022-03-12,E02,2435362.73
2022-03-13,E02,2553279.33
2022-03-14,E02,2511840.11
2022-03-15,E02,2595173.82
2022-03-16,E02,2570555.53
2022-03-17,E02,2501664.85
2022-03-18,E02,2537729.82
2022-03-19,E02,2495668.58
2022-03-20,E02,2561638.65
2022-03-21,E02,2444684.05
2022-03-22,E02,2393830.32
2022-03-23,E02,2420206.88
2022-03-24,E02,2558903.31
2022-03-25,E02,2516188.55
2022-03-26,E02,2581845.3
2022-03-27,E02,2578394.16
2022-03-28,E02,2558735.45
2022-03-29,E02,2600638.72
2022-03-30,E02,2612177.68
2022-03-31,E02,2564520.45
2022-04-01,E02,2547422.72
2022-04-02,E02,2590728.55
2022-04-03,E02,2626573.7
2022-04-04,E02,2605103.76
2022-04-05,E02,2707042.1
2022-04-06,E02,2699559.06
2022-04-07,E02,2663502.32
2022-04-08,E02,2700087.3
2022-04-09,E02,2655732.78
2022-04-10,E02,2756040.38
2022-04-11,E02,2684563.74
2022-04-12,E02,2757317.79
2022-04-13,E02,2828569.93
2022-04-14,E02,2795519.15
2022-04-15,E02,2926762.04
2022-04-16,E02,2980851.94
2022-04-17,E02,3034955.17
2022-04-18,E02,3121708.5
2022-04-19,E02,3185938.3
2022-04-20,E02,3200343.22
2022-04-21,E02,3094092.11
2022-04-22,E02,3108760.31
2022-04-23,E02,3150152.79
2022-04-24,E02,3226692.4
2022-04-25,E02,3160888.65
2022-04-26,E02,3198856.58
2022-04-27,E02,3126759.27
2022-04-28,E02,3239070.34
2022-04-29,E02,3222203.25
2022-04-30,E02,3198079.14
2022-05-01,E02,3266490.19
2022-05-02,E02,3250251.88
2022-05-03,E02,3260140.83
2022-05-04,E02,3255928.51
2022-05-05,E02,3286888.67
2022-05-06,E02,3264784.08
2022-05-07,E02,3162893.58
2022-05-08,E02,3103356.8
2022-05-09,E02,3047896.43
2022-05-10,E02,3068047.2
2022-05-11,E02,3172013.61
2022-05-12,E02,3165954.58
2022-05-13,E02,3194042.91
2022-05-14,E02,3227595.68
2022-05-15,E02,3266616.2
2022-05-16,E02,3315267.06
2022-05-17,E02,3388251.41
2022-05-18,E02,3442292.89
2022-05-19,E02,3398028.83
2022-05-20,E02,3374049.53
2022-05-21,E02,3401050.08
2022-05-22,E02,3413630.99
2022-05-23,E02,3397292.99
2022-05-24,E02,3455918.97
2022-05-25,E02,3489943.63
2022-05-26,E02,3446817.5
2022-05-27,E02,3505905.98
2022-05-28,E02,3470543.57
2022-05-29,E02,3506410.89
2022-05-30,E02,3510984.78
2022-05-31,E02,3451912.76
2022-06-01,E02,3511099.08
2022-06-02,E02,3408871.73
2022-06-03,E02,3432480.7
2022-06-04,E02,3559834.96
2022-06-05,E02,3451301.19
2022-06-06,E02,3468286.6
2022-06-07,E02,3457160.7
2022-06-08,E02,3484951.32
2022-06-09,E02,3351176.5
2022-06-10,E02,3330682.08
2022-06-11,E02,3328702.57
2022-06-12,E02,3198382.55
2022-06-13,E02,3245970.04
2022-06-14,E02,3256362.7
2022-06-15,E02,3231096.99
2022-06-16,E02,3217468.72
2022-06-17,E02,3251531.28
2022-06-18,E02,3320754.09
2022-06-19,E02,3258370.99
2022-06-20,E02,3242060.31
2022-06-21,E02,3280771.41
2022-06-22,E02,3367477.16
2022-06-23,E02,3347584.39
2022-06-24,E02,3279306.06
2022-06-25,E02,3241859.47
2022-06-26,E02,3168404.46
2022-06-27,E02,3189442.99
2022-06-28,E02,3333579.09
2022-06-29,E02,3283057.99
2022-06-30,E02,3395643.92
2022-07-01,E02,3381621.94
2022-07-02,E02,3394524.39
2022-07-03,E02,3317368.81
2022-07-04,E02,3294838.29
2022-07-05,E02,3303949.03
2022-07-06,E02,3230656.84
2022-07-07,E02,3171228.17
2022-07-08,E02,3192693.03
2022-07-09,E02,3240079.11
2022-07-10,E02,3253428.08
2022-07-11,E02,3334012.09
2022-07-12,E02,3244846.26
2022-07-13,E02,3171088.69
2022-07-14,E02,3161746.69
2022-07-15,E02,3027657.11
2022-07-16,E02,2930711.63
2022-07-17,E02,2953347.06
2022-07-18,E02,3059219.84
2022-07-19,E02,3058958.72
2022-07-20,E02,3094155.02
2022-07-21,E02,3214709.54
2022-07-22,E02,3224207.86
2022-07-23,E02,3239500.36
2022-07-24,E02,3285855.08
2022-07-25,E02,3183212.71
2022-07-26,E02,3153822.21
2022-07-27,E02,3145694.1
2022-07-28,E02,3077687.85
2022-07-29,E02,3039638.33
2022-07-30,E02,3081748.56
2022-07-31,E02,3187031.61
2022-08-01,E02,3129529.31
2022-08-02,E02,3017854.27
2022-08-03,E02,2994477.08
2022-08-04,E02,3045420.33
2022-08-05,E02,3019391.09
2022-08-06,E02,3043656.67
2022-08-07,E02,3040316.54
2022-08-08,E02,3115526.71
2022-08-09,E02,3118437.24
2022-08-10,E02,3184997.75
2022-08-11,E02,3113591.93
2022-08-12,E02,3162795.54
2022-08-13,E02,3219457.15
2022-08-14,E02,3294102.33
2022-08-15,E02,3448750.63
2022-08-16,E02,3408527.49
2022-08-17,E02,3422103.98
2022-08-18,E02,3343962.32
2022-08-19,E02,3262912.6
2022-08-20,E02,3405161.66
2022-08-21,E02,3352012.2
2022-08-22,E02,3367209.37
2022-08-23,E02,3321294.9
2022-08-24,E02,3319206.65
2022-08-25,E02,3397630.32
2022-08-26,E02,3439296.17
2022-08-27,E02,3210619.49
2022-08-28,E02,3248217.89
2022-08-29,E02,3272578.07
2022-08-30,E02,3276631.36
2022-08-31,E02,3336823.7
2022-09-01,E02,3262768.61
2022-09-02,E02,3374682.91
2022-09-03,E02,3495939.29
2022-09-04,E02,3470392.0
2022-09-05,E02,3480897.34
2022-09-06,E02,3496451.62
2022-09-07,E02,3589884.07
2022-09-08,E02,3660297.68
2022-09-09,E02,3650782.83
2022-09-10,E02,3571353.48
2022-09-11,E02,3570029.74
2022-09-12,E02,3506282.88
2022-09-13,E02,3479993.57
2022-09-14,E02,3469273.19
2022-09-15,E02,3479636.74
2022-09-16,E02,3475484.84
2022-09-17,E02,3467598.5
2022-09-18,E02,3344787.16
2022-09-19,E02,3345124.9
2022-09-20,E02,3510568.82
2022-09-21,E02,3539663.79
2022-09-22,E02,3523787.43
2022-09-23,E02,3532196.43
2022-09-24,E02,3385811.85
2022-09-25,E02,3544300.75
2022-09-26,E02,3661839.22
2022-09-27,E02,3634460.65
2022-09-28,E02,3580397.93
2022-09-29,E02,3578418.36
2022-09-30,E02,3426552.89
2022-10-01,E02,3502257.77
2022-10-02,E02,3449283.15
2022-10-03,E02,3565329.16
2022-10-04,E02,3486951.54
2022-10-05,E02,3437112.78
2022-10-06,E02,3425637.09
2022-10-07,E02,3398336.65
2022-10-08,E02,3392069.97
2022-10-09,E02,3327925.85
2022-10-10,E02,3255126.85
2022-10-11,E02,3303498.32
2022-10-12,E02,3336652.71
2022-10-13,E02,3373222.44
2022-10-14,E02,3409343.77
2022-10-15,E02,3300567.57
2022-10-16,E02,3254813.93
2022-10-17,E02,3223130.54
2022-10-18,E02,3326728.64
2022-10-19,E02,3323506.17
2022-10-20,E02,3308007.19
2022-10-21,E02,3318867.78
2022-10-22,E02,3205703.91
2022-10-23,E02,3149546.65
2022-10-24,E02,3100579.24
2022-10-25,E02,3124859.79
2022-10-26,E02,3203979.47
2022-10-27,E02,3207711.35
2022-10-28,E02,3158086.31
2022-10-29,E02,3184395.75
2022-10-30,E02,3275698.18
2022-10-31,E02,3217538.83
2022-11-01,E02,3177881.63
2022-11-02,E02,3201560.16
2022-11-03,E02,3125450.1
2022-11-04,E02,3166314.65
2022-11-05,E02,3176742.26
2022-11-06,E02,3201167.53
2022-11-07,E02,3308678.76
2022-11-08,E02,3279204.97
2022-11-09,E02,3317174.75
2022-11-10,E02,3325535.47
2022-11-11,E02,3276177.9
2022-11-12,E02,3286972.54
2022-11-13,E02,3219775.26
2022-11-14,E02,3198941.18
2022-11-15,E02,3173932.02
2022-11-16,E02,3247731.99
2022-11-17,E02,3314768.5
2022-11-18,E02,3192017.76
2022-11-19,E02,3051897.65
2022-11-20,E02,3093714.53
2022-11-21,E02,3139649.85
2022-11-22,E02,3145190.5
2022-11-23,E02,3234961.36
2022-11-24,E02,3199970.16
2022-11-25,E02,3206364.12
2022-11-26,E02,3177894.9
2022-11-27,E02,3260571.87
2022-11-28,E02,3262707.87
2022-11-29,E02,3377060.8
2022-11-30,E02,3416462.27
2022-12-01,E02,3464352.73
2022-12-02,E02,3496396.09
2022-12-03,E02,3594222.04
2022-12-04,E02,3649198.7
2022-12-05,E02,3726917.62
2022-12-06,E02,3725712.4
2022-12-07,E02,3668030.26
2022-12-08,E02,3649911.09
2022-12-09,E02,3633716.27
2022-12-10,E02,3681391.31
2022-12-11,E02,3648262.42
2022-12-12,E02,3681464.37
2022-12-13,E02,3704543.92
2022-12-14,E02,3720916.59
2022-12-15,E02,3699065.59
2022-12-16,E02,3719016.18
2022-12-17,E02,3652648.48
2022-12-18,E02,3617333.73
2022-12-19,E02,3635281.19
2022-12-20,E02,3583195.93
2022-12-21,E02,3518888.67
2022-12-22,E02,3543158.45
2022-12-23,E02,3508266.78
2022-12-24,E02,3397753.18
2022-12-25,E02,3360341.65
2022-12-26,E02,3381893.67
2022-12-27,E02,3369223.7
2022-12-28,E02,3409063.8
2022-12-29,E02,3457068.6
2022-12-30,E02,3432179.99
2022-12-31,E02,3468236.24
2023-01-01,E02,3392881.1
2023-01-02,E02,3417181.8
2023-01-03,E02,3390614.12
2023-01-04,E02,3413431.28
2023-01-05,E02,3319664.03
2023-01-06,E02,3308667.25
2023-01-07,E02,3311575.03
2023-01-08,E02,3224640.53
2023-01-09,E02,3228471.93
2023-01-10,E02,3128871.14
2023-01-11,E02,3135942.5
2023-01-12,E02,3177564.32
2023-01-13,E02,3184682.84
2023-01-14,E02,3145015.02
2023-01-15,E02,3194170.47
2023-01-16,E02,3161813.18
2023-01-17,E02,3113810.69
2023-01-18,E02,3125965.87
2023-01-19,E02,3072429.06
2023-01-20,E02,3067500.7
2023-01-21,E02,3094213.64
2023-01-22,E02,2954278.89
2023-01-23,E02,3018827.67
2023-01-24,E02,2980275.98
2023-01-25,E02,2895841.24
2023-01-26,E02,2772613.0
2023-01-27,E02,2821768.8
2023-01-28,E02,2936389.66
2023-01-29,E02,2888241.49
2023-01-30,E02,2921772.23
2023-01-31,E02,3045024.91
2023-02-01,E02,3126964.9
2023-02-02,E02,3124191.9
2023-02-03,E02,3178321.06
2023-02-04,E02,3226952.23
2023-02-05,E02,3147381.34
2023-02-06,E02,3176579.18
2023-02-07,E02,3210964.51
2023-02-08,E02,3145230.79
2023-02-09,E02,3140206.85
2023-02-10,E02,3139607.97
2023-02-11,E02,3215987.55
2023-02-12,E02,3148031.25
2023-02-13,E02,3162679.24
2023-02-14,E02,3128131.13
2023-02-15,E02,3128470.07
2023-02-16,E02,3094501.78
2023-02-17,E02,3077737.73
2023-02-18,E02,2975199.35
2023-02-19,E02,2909493.82
2023-02-20,E02,2917572.27
2023-02-21,E02,2872063.73
2023-02-22,E02,2908908.31
2023-02-23,E02,2913189.25
2023-02-24,E02,2783537.35
2023-02-25,E02,2769593.62
2023-02-26,E02,2792573.64
2023-02-27,E02,2787014.31
2023-02-28,E02,2737107.38
2023-03-01,E02,2780248.51
2023-03-02,E02,2908709.93
2023-03-03,E02,2973898.41
2023-03-04,E02,3009602.12
2023-03-05,E02,2900615.89
2023-03-06,E02,2937198.74
2023-03-07,E02,2930342.72
2023-03-08,E02,3041647.39
2023-03-09,E02,3012863.05
2023-03-10,E02,3048474.15
2023-03-11,E02,2980147.24
2023-03-12,E02,2917676.78
2023-03-13,E02,2953037.18
2023-03-14,E02,2928049.67
2023-03-15,E02,2937933.95
2023-03-16,E02,2879204.69
2023-03-17,E02,2791276.94
2023-03-18,E02,2734124.96
2023-03-19,E02,2672145.28
2023-03-20,E02,2675979.5
2023-03-21,E02,2673128.19
2023-03-22,E02,2657720.09
2023-03-23,E02,2678254.71
2023-03-24,E02,2642841.59
2023-03-25,E02,2621269.26
2023-03-26,E02,2774240.43
2023-03-27,E02,2761738.32
2023-03-28,E02,2709855.35
2023-03-29,E02,2668204.51
2023-03-30,E02,2594840.98
2023-03-31,E02,2669775.9
2023-04-01,E02,2798599.06
2023-04-02,E02,2761364.77
2023-04-03,E02,2666453.74
2023-04-04,E02,2698461.67
2023-04-05,E02,2616251.48
2023-04-06,E02,2584520.13
2023-04-07,E02,2594711.63
2023-04-08,E02,2606019.49
2023-04-09,E02,2649691.87
2023-04-10,E02,2634122.05
2023-04-11,E02,2622604.91
2023-04-12,E02,2708979.07
2023-04-13,E02,2771609.32
2023-04-14,E02,2715457.78
2023-04-15,E02,2799141.3
2023-04-16,E02,2818643.73
2023-04-17,E02,2779401.48
2023-04-18,E02,2706041.97
2023-04-19,E02,2723927.19
2023-04-20,E02,2745861.4
2023-04-21,E02,2713921.1
2023-04-22,E02,2735813.48
2023-04-23,E02,2780245.59
2023-04-24,E02,2815219.23
2023-04-25,E02,2843370.87
2023-04-26,E02,2845725.09
2023-04-27,E02,2767418.79
2023-04-28,E02,2733882.64
2023-04-29,E02,2849717.49
2023-04-30,E02,2871627.83
2023-05-01,E02,2933242.13
2023-05-02,E02,2983771.76
2023-05-03,E02,3020727.84
2023-05-04,E02,2905870.42
2023-05-05,E02,2893211.0
2023-05-06,E02,2831723.59
2023-05-07,E02,2912174.62
2023-05-08,E02,2827780.53
2023-05-09,E02,2778907.97
2023-05-10,E02,2735766.94
2023-05-11,E02,2734096.85
2023-05-12,E02,2761333.15
2023-05-13,E02,2744119.83
2023-05-14,E02,2711518.45
2023-05-15,E02,2636495.65
2023-05-16,E02,2489444.61
2023-05-17,E02,2546852.21
2023-05-18,E02,2597213.79
2023-05-19,E02,2715970.56
2023-05-20,E02,2681669.2
2023-05-21,E02,2711534.34
2023-05-22,E02,2728929.62
2023-05-23,E02,2675048.28
2023-05-24,E02,2741563.21
2023-05-25,E02,2831728.08
2023-05-26,E02,2824186.68
2023-05-27,E02,2898531.44
2023-05-28,E02,2916210.6
2023-05-29,E02,3105068.81
2023-05-30,E02,3109985.12
2023-05-31,E02,3213638.23
2023-06-01,E02,3183467.62
2023-06-02,E02,3096449.4
2023-06-03,E02,3212616.7
2023-06-04,E02,3278934.84
2023-06-05,E02,3239965.55
2023-06-06,E02,3252589.44
2023-06-07,E02,3338405.59
2023-06-08,E02,3290746.54
2023-06-09,E02,3309117.17
2023-06-10,E02,3312014.83
2023-06-11,E02,3438034.16
2023-06-12,E02,3454167.48
2023-06-13,E02,3496246.67
2023-06-14,E02,3405057.07
2023-06-15,E02,3369118.91
2023-06-16,E02,3306079.94
2023-06-17,E02,3286771.96
2023-06-18,E02,3264456.79
2023-06-19,E02,3240734.4
2023-06-20,E02,3223725.2
2023-06-21,E02,3150938.89
2023-06-22,E02,3160330.81
2023-06-23,E02,3148507.27
2023-06-24,E02,3066973.96
2023-06-25,E02,3159082.47
2023-06-26,E02,3231323.44
2023-06-27,E02,3185453.42
2023-06-28,E02,3266043.97
2023-06-29,E02,3301923.8
2023-06-30,E02,3316444.4
2023-07-01,E02,3462189.4
2023-07-02,E02,3479343.41
2023-07-03,E02,3446571.98
2023-07-04,E02,3454373.11
2023-07-05,E02,3491514.67
2023-07-06,E02,3601015.13
2023-07-07,E02,3717523.74
2023-07-08,E02,3765082.34
2023-07-09,E02,3720863.65
2023-07-10,E02,3697154.06
2023-07-11,E02,3636404.17
2023-07-12,E02,3631613.92
2023-07-13,E02,3550540.24
2023-07-14,E02,3600886.3
2023-07-15,E02,3688647.69
2023-07-16,E02,3596291.84
2023-07-17,E02,3569296.5
2023-07-18,E02,3590830.5
2023-07-19,E02,3531340.77
2023-07-20,E02,3575970.09
2023-07-21,E02,3662064.06
2023-07-22,E02,3640987.16
2023-07-23,E02,3557038.33
2023-07-24,E02,3604092.13
2023-07-25,E02,3428270.57
2023-07-26,E02,3410216.26
2023-07-27,E02,3374794.57
2023-07-28,E02,3257377.09
2023-07-29,E02,3254153.68
2023-07-30,E02,3123189.26
2023-07-31,E02,3135775.23
2023-08-01,E02,3089030.77
2023-08-02,E02,3168716.89
2023-08-03,E02,3257217.51
2023-08-04,E02,3176839.23
2023-08-05,E02,3271398.85
2023-08-06,E02,3260462.94
2023-08-07,E02,3209813.41
2023-08-08,E02,3194432.51
2023-08-09,E02,3212336.0
2023-08-10,E02,3115620.92
2023-08-11,E02,3096155.57
2023-08-12,E02,3023354.18
2023-08-13,E02,3092029.54
2023-08-14,E02,3041713.16
2023-08-15,E02,3046140.95
2023-08-16,E02,3037459.77
2023-08-17,E02,3090869.44
2023-08-18,E02,3035278.17
2023-08-19,E02,3090621.64
2023-08-20,E02,3141078.53
2023-08-21,E02,3078700.43
2023-08-22,E02,3159349.78
2023-08-23,E02,3118898.87
2023-08-24,E02,3118342.53
2023-08-25,E02,3163714.35
2023-08-26,E02,3134461.02
2023-08-27,E02,3218703.6
2023-08-28,E02,3241590.6
2023-08-29,E02,3233018.74
2023-08-30,E02,3274552.63
2023-08-31,E02,3372478.01
2023-09-01,E02,3457373.6
2023-09-02,E02,3507247.49
2023-09-03,E02,3550021.06
2023-09-04,E02,3650652.74
2023-09-05,E02,3719594.22
2023-09-06,E02,3588527.59
2023-09-07,E02,3511124.33
2023-09-08,E02,3394773.05
2023-09-09,E02,3291184.09
2023-09-10,E02,3223055.6
2023-09-11,E02,3167175.39
2023-09-12,E02,3277333.67
2023-09-13,E02,3327744.65
2023-09-14,E02,3258749.46
2023-09-15,E02,3115887.66
2023-09-16,E02,3130024.29
2023-09-17,E02,3105772.85
2023-09-18,E02,3137557.91
2023-09-19,E02,3128797.74
2023-09-20,E02,3120566.12
2023-09-21,E02,3136017.13
2023-09-22,E02,3168690.94
2023-09-23,E02,3094600.23
2023-09-24,E02,3083568.65
2023-09-25,E02,3076799.66
2023-09-26,E02,3067720.99
2023-09-27,E02,2995083.15
2023-09-28,E02,2969725.68
2023-09-29,E02,2946405.8
2023-09-30,E02,2951816.62
2023-10-01,E02,2961284.37
2023-10-02,E02,2999223.41
2023-10-03,E02,3037131.8
2023-10-04,E02,3028830.47
2023-10-05,E02,3037170.04
2023-10-06,E02,3028755.13
2023-10-07,E02,2988702.46
2023-10-08,E02,3077155.2
2023-10-09,E02,2985350.34
2023-10-10,E02,2921518.02
2023-10-11,E02,2948365.07
2023-10-12,E02,2888840.74
2023-10-13,E02,2881168.63
2023-10-14,E02,2806102.04
2023-10-15,E02,2741337.75
2023-10-16,E02,2700697.2
2023-10-17,E02,2625992.32
2023-10-18,E02,2577990.51
2023-10-19,E02,2542109.15
2023-10-20,E02,2621517.25
2023-10-21,E02,2639122.9
2023-10-22,E02,2691423.53
2023-10-23,E02,2730319.57
2023-10-24,E02,2756968.45
2023-10-25,E02,2846535.06
2023-10-26,E02,2815098.46
2023-10-27,E02,2743722.47
2023-10-28,E02,2749916.84
2023-10-29,E02,2700501.11
2023-10-30,E02,2704385.64
2023-10-31,E02,2860246.48
2023-11-01,E02,2772165.1
2023-11-02,E02,2838254.37
2023-11-03,E02,2867770.79
2023-11-04,E02,2774225.67
2023-11-05,E02,2744902.67
2023-11-06,E02,2765995.0
2023-11-07,E02,2834357.87
2023-11-08,E02,2754763.4
2023-11-09,E02,2744628.3
2023-11-10,E02,2774391.74
2023-11-11,E02,2721129.34
2023-11-12,E02,2888025.02
2023-11-13,E02,2999379.4
2023-11-14,E02,3006227.37
2023-11-15,E02,3111942.35
2023-11-16,E02,3128264.1
2023-11-17,E02,3065708.91
2023-11-18,E02,3098536.63
2023-11-19,E02,3140614.33
2023-11-20,E02,3169978.2
2023-11-21,E02,3117828.9
2023-11-22,E02,3138301.58
2023-11-23,E02,3173337.23
2023-11-24,E02,3221399.34
2023-11-25,E02,3207371.69
2023-11-26,E02,3297343.79
2023-11-27,E02,3205897.45
2023-11-28,E02,3147134.5
2023-11-29,E02,3245665.37
2023-11-30,E02,3193475.82
2023-12-01,E02,3087842.59
2023-12-02,E02,3069605.35
2023-12-03,E02,3169453.94
2023-12-04,E02,3056305.18
2023-12-05,E02,3054139.62
2023-12-06,E02,3025455.61
2023-12-07,E02,3008491.47
2023-12-08,E02,3081911.14
2023-12-09,E02,3049018.77
2023-12-10,E02,3103941.44
2023-12-11,E02,3066145.18
2023-12-12,E02,3159155.59
2023-12-13,E02,3308200.27
2023-12-14,E02,3454036.17
2023-12-15,E02,3414288.84
2023-12-16,E02,3444465.24
2023-12-17,E02,3387390.34
2023-12-18,E02,3495809.48
2023-12-19,E02,3539065.72
2023-12-20,E02,3440054.45
2023-12-21,E02,3359779.0
2023-12-22,E02,3386501.7
2023-12-23,E02,3429738.46
2023-12-24,E02,3459511.21
2023-12-25,E02,3392996.11
2023-12-26,E02,3387314.16
2023-12-27,E02,3486804.34
2023-12-28,E02,3634560.37
2023-12-29,E02,3523104.32
2023-12-30,E02,3589266.52
2023-12-31,E02,3535749.87
2024-01-01,E02,3524717.11
2024-01-02,E02,3535904.3
2024-01-03,E02,3525828.0
2024-01-04,E02,3535447.77
2024-01-05,E02,3505300.15
2024-01-06,E02,3338992.14
2024-01-07,E02,3317754.73
2024-01-08,E02,3334249.35
2024-01-09,E02,3272584.01
2024-01-10,E02,3272484.69
2024-01-11,E02,3276660.84
2024-01-12,E02,3334519.22
2024-01-13,E02,3306822.38
2024-01-14,E02,3279800.53
2024-01-15,E02,3126818.88
2024-01-16,E02,3176386.83
2024-01-17,E02,3162016.07
2024-01-18,E02,3160772.16
2024-01-19,E02,3133280.99
2024-01-20,E02,3276029.25
2024-01-21,E02,3237060.27
2024-01-22,E02,3232542.75
2024-01-23,E02,3167615.89
2024-01-24,E02,3116717.68
2024-01-25,E02,3143048.0
2024-01-26,E02,3130388.94
2024-01-27,E02,3090027.18
2024-01-28,E02,3076168.31
2024-01-29,E02,3177222.82
2024-01-30,E02,3220272.2
2024-01-31,E02,3220572.68
2024-02-01,E02,3268640.81
2024-02-02,E02,3299931.27
2024-02-03,E02,3305525.14
2024-02-04,E02,3312534.02
2024-02-05,E02,3367543.94
2024-02-06,E02,3457858.31
2024-02-07,E02,3472318.34
2024-02-08,E02,3441985.83
2024-02-09,E02,3327756.93
2024-02-10,E02,3397606.45
2024-02-11,E02,3480666.59
2024-02-12,E02,3421570.51
2024-02-13,E02,3448758.09
2024-02-14,E02,3496442.36
2024-02-15,E02,3462111.9
2024-02-16,E02,3509738.27
2024-02-17,E02,3492745.93
2024-02-18,E02,3498355.13
2024-02-19,E02,3545964.96
2024-02-20,E02,3654189.64
2024-02-21,E02,3681425.83
2024-02-22,E02,3733383.08
2024-02-23,E02,3685454.35
2024-02-24,E02,3605621.9
2024-02-25,E02,3586474.35
2024-02-26,E02,3670498.11
2024-02-27,E02,3721101.51
2024-02-28,E02,3657666.74
2024-02-29,E02,3704562.07
2024-03-01,E02,3622559.11
2024-03-02,E02,3558563.63
2024-03-03,E02,3525078.59
2024-03-04,E02,3663218.63
2024-03-05,E02,3652974.45
2024-03-06,E02,3534279.43
2024-03-07,E02,3513039.2
2024-03-08,E02,3485875.87
2024-03-09,E02,3575904.6
2024-03-10,E02,3698069.03
2024-03-11,E02,3688994.47
2024-03-12,E02,3766667.35
2024-03-13,E02,3770844.66
2024-03-14,E02,3745241.7
2024-03-15,E02,3715000.27
2024-03-16,E02,3749308.4
2024-03-17,E02,3744407.39
2024-03-18,E02,3699303.38
2024-03-19,E02,3697602.6
2024-03-20,E02,3806894.66
2024-03-21,E02,3895197.8
2024-03-22,E02,3946843.64
2024-03-23,E02,3962277.08
2024-03-24,E02,3974280.51
2024-03-25,E02,4019985.32
2024-03-26,E02,3971558.93
2024-03-27,E02,4023427.14
2024-03-28,E02,4103544.8
2024-03-29,E02,4023829.32
2024-03-30,E02,4065944.28
2024-03-31,E02,4035788.14
2024-04-01,E02,4112149.48
2024-04-02,E02,4111072.77
2024-04-03,E02,4076224.03
2024-04-04,E02,3995022.44
2024-04-05,E02,4049602.9
2024-04-06,E02,4056079.14
2024-04-07,E02,4099453.19
2024-04-08,E02,4064275.1
2024-04-09,E02,4107091.06
2024-04-10,E02,4234010.98
2024-04-11,E02,4231585.05
2024-04-12,E02,4265662.01
2024-04-13,E02,4204333.97
2024-04-14,E02,4100980.33
2024-04-15,E02,4153714.73
2024-04-16,E02,4257356.81
2024-04-17,E02,4186459.47
2024-04-18,E02,4174819.06
2024-04-19,E02,4280101.39
2024-04-20,E02,4330424.27
2024-04-21,E02,4384272.52
2024-04-22,E02,4516519.63
2024-04-23,E02,4572494.33
2024-04-24,E02,4591043.19
2024-04-25,E02,4618575.78
2024-04-26,E02,4471285.68
2024-04-27,E02,4507026.88
2024-04-28,E02,4477002.83
2024-04-29,E02,4459788.16
2024-04-30,E02,4477568.3
2024-05-01,E02,4527070.02
2024-05-02,E02,4461549.71
2024-05-03,E02,4400430.83
2024-05-04,E02,4439181.84
2024-05-05,E02,4538005.25
2024-05-06,E02,4507747.9
2024-05-07,E02,4517334.9
2024-05-08,E02,4523512.93
2024-05-09,E02,4502435.79
2024-05-10,E02,4615942.93
2024-05-11,E02,4578489.59
2024-05-12,E02,4571457.18
2024-05-13,E02,4577993.12
2024-05-14,E02,4508899.62
2024-05-15,E02,4530624.31
2024-05-16,E02,4354895.48
2024-05-17,E02,4331633.62
2024-05-18,E02,4355787.91
2024-05-19,E02,4336204.06
2024-05-20,E02,4279539.09
2024-05-21,E02,4307077.73
2024-05-22,E02,4289038.47
2024-05-23,E02,4229659.39
2024-05-24,E02,4193754.29
2024-05-25,E02,4152662.51
2024-05-26,E02,4224866.39
2024-05-27,E02,4279513.37
