ProductID,ProductName,Category,PrimarySupplierID,UnitCost,UnitPrice,LeadTimeDays,SafetyStockUnits
P00453,Product 00453,Office,S0020,27.09,35.58,12,86
P00454,Product 00454,Automotive,S0037,36.46,82.57,30,113
P00455,Product 00455,Office,S0045,85.42,160.88,18,93
P00456,Product 00456,Electronics,S0092,33.48,66.46,9,39
P00457,Product 00457,Personal Care,S0065,31.33,71.73,29,39
P00458,Product 00458,Office,S0013,14.07,28.34,16,17
P00459,Product 00459,Outdoor,S0061,321.5,708.45,21,37
P00460,Product 00460,Automotive,S0044,24.98,54.68,17,58
P00461,Product 00461,Home,S0026,24.08,51.4,30,29
P00462,Product 00462,Home,S0040,34.65,64.14,28,16
P00463,Product 00463,Electronics,S0087,32.71,61.26,8,110
P00464,Product 00464,Home,S0113,81.12,116.26,25,67
P00465,Product 00465,Home,S0002,31.02,53.39,10,49
P00466,Product 00466,Industrial,S0063,19.8,29.96,11,56
P00467,Product 00467,Automotive,S0087,53.08,87.95,11,117
P00468,Product 00468,Outdoor,S0022,20.23,30.83,8,118
P00469,Product 00469,Office,S0056,81.9,128.26,11,34
P00470,Product 00470,Office,S0026,63.06,131.76,29,83
P00471,Product 00471,Industrial,S0081,10.64,15.45,17,91
P00472,Product 00472,Automotive,S0030,32.8,58.11,14,47
P00473,Product 00473,Electronics,S0064,33.73,65.37,16,21
P00474,Product 00474,Outdoor,S0085,10.84,22.1,20,104
P00475,Product 00475,Office,S0071,73.5,131.78,8,107
P00476,Product 00476,Personal Care,S0095,53.1,110.45,16,90
P00477,Product 00477,Personal Care,S0095,74.16,130.59,20,63
P00478,Product 00478,Electronics,S0049,17.12,32.2,14,88
P00479,Product 00479,Outdoor,S0084,36.97,55.69,21,67
P00480,Product 00480,Personal Care,S0116,26.28,53.65,7,21
P00481,Product 00481,Personal Care,S0023,26.27,48.67,27,100
P00482,Product 00482,Electronics,S0117,37.08,72.56,14,25
P00483,Product 00483,Home,S0013,34.8,53.23,26,116
P00484,Product 00484,Industrial,S0082,36.8,71.27,17,78
P00485,Product 00485,Electronics,S0025,59.36,95.39,11,68
P00486,Product 00486,Home,S0029,24.21,37.5,26,45
P00487,Product 00487,Electronics,S0020,52.95,71.45,8,57
P00488,Product 00488,Industrial,S0053,77.01,124.25,7,25
P00489,Product 00489,Personal Care,S0034,55.34,113.5,22,11
P00490,Product 00490,Electronics,S0056,55.28,84.77,22,15
P00491,Product 00491,Personal Care,S0092,85.72,161.64,20,68
P00492,Product 00492,Electronics,S0051,65.01,104.85,10,71
P00493,Product 00493,Electronics,S0076,36.03,79.99,26,99
P00494,Product 00494,Electronics,S0055,60.99,95.02,26,108
P00495,Product 00495,Industrial,S0103,112.55,258.23,6,41
P00496,Product 00496,Outdoor,S0083,63.07,105.25,11,26
P00497,Product 00497,Home,S0082,101.96,227.99,30,53
P00498,Product 00498,Home,S0047,38.34,85.48,29,63
P00499,Product 00499,Industrial,S0087,236.68,288.66,7,50
P00500,Product 00500,Personal Care,S0078,54.63,81.49,12,40
P00501,Product 00501,Personal Care,S0013,130.58,254.55,24,20
P00502,Product 00502,Electronics,S0073,46.89,64.12,21,37
P00503,Product 00503,Automotive,S0119,60.57,114.81,26,93
P00504,Product 00504,Industrial,S0090,20.02,42.62,23,93
P00505,Product 00505,Home,S0018,103.68,218.35,6,67
P00506,Product 00506,Electronics,S0062,95.94,217.09,10,27
P00507,Product 00507,Personal Care,S0021,82.37,139.49,25,82
P00508,Product 00508,Electronics,S0041,38.84,81.46,17,100
P00509,Product 00509,Home,S0033,73.57,162.87,6,10
P00510,Product 00510,Industrial,S0095,54.92,92.75,12,100
P00511,Product 00511,Home,S0118,51.06,80.55,7,74
P00512,Product 00512,Industrial,S0112,69.54,135.04,9,65
P00513,Product 00513,Outdoor,S0073,92.36,150.53,7,80
P00514,Product 00514,Personal Care,S0037,103.58,217.41,9,48
P00515,Product 00515,Electronics,S0026,24.32,37.03,5,27
P00516,Product 00516,Automotive,S0087,97.22,124.16,15,110
P00517,Product 00517,Electronics,S0024,14.21,19.33,15,22
P00518,Product 00518,Office,S0080,38.51,84.9,23,25
P00519,Product 00519,Automotive,S0026,18.71,31.54,20,27
P00520,Product 00520,Automotive,S0007,71.76,130.67,18,45
P00521,Product 00521,Office,S0017,39.48,88.03,11,96
P00522,Product 00522,Home,S0120,95.12,150.05,11,105
P00523,Product 00523,Personal Care,S0007,19.9,26.16,16,36
P00524,Product 00524,Outdoor,S0019,87.33,190.53,28,11
P00525,Product 00525,Outdoor,S0063,13.1,18.12,19,64
P00526,Product 00526,Industrial,S0003,75.58,146.94,21,26
P00527,Product 00527,Electronics,S0033,37.78,55.54,13,108
P00528,Product 00528,Automotive,S0024,65.99,137.45,16,58
P00529,Product 00529,Outdoor,S0058,44.4,88.99,14,81
P00530,Product 00530,Industrial,S0079,119.25,171.04,8,112
P00531,Product 00531,Office,S0041,34.54,69.34,25,67
P00532,Product 00532,Outdoor,S0106,102.55,233.34,5,35
P00533,Product 00533,Automotive,S0033,39.03,73.85,23,66
P00534,Product 00534,Automotive,S0004,119.88,200.58,24,38
P00535,Product 00535,Personal Care,S0088,25.95,51.01,14,23
P00536,Product 00536,Personal Care,S0103,30.82,66.74,10,71
P00537,Product 00537,Office,S0080,65.7,146.45,9,100
P00538,Product 00538,Office,S0067,19.42,33.49,23,24
P00539,Product 00539,Industrial,S0021,154.71,348.63,7,102
P00540,Product 00540,Outdoor,S0097,47.06,105.53,21,13
P00541,Product 00541,Personal Care,S0080,100.92,224.87,16,36
P00542,Product 00542,Outdoor,S0040,34.94,62.91,25,34
P00543,Product 00543,Electronics,S0046,77.53,104.59,26,50
P00544,Product 00544,Electronics,S0052,43.74,94.65,29,63
P00545,Product 00545,Automotive,S0090,25.56,53.96,9,27
P00546,Product 00546,Office,S0018,133.95,215.11,19,87
P00547,Product 00547,Electronics,S0062,84.36,152.67,10,27
P00548,Product 00548,Electronics,S0034,89.58,136.2,9,83
P00549,Product 00549,Office,S0040,59.85,99.74,28,51
P00550,Product 00550,Industrial,S0101,37.7,53.14,8,108
P00551,Product 00551,Office,S0109,53.11,120.15,24,46
P00552,Product 00552,Outdoor,S0017,6.15,8.65,11,77
P00553,Product 00553,Office,S0068,17.88,37.28,18,37
P00554,Product 00554,Electronics,S0029,164.7,373.35,9,98
P00555,Product 00555,Industrial,S0054,22.55,42.79,12,45
P00556,Product 00556,Industrial,S0087,58.68,118.77,25,57
P00557,Product 00557,Home,S0099,80.9,111.0,17,20
P00558,Product 00558,Office,S0107,68.4,104.11,12,69
P00559,Product 00559,Automotive,S0039,21.04,43.42,30,103
P00560,Product 00560,Outdoor,S0104,45.8,56.25,25,23
P00561,Product 00561,Outdoor,S0046,42.52,85.53,5,62
P00562,Product 00562,Automotive,S0068,44.23,80.35,7,112
P00563,Product 00563,Outdoor,S0023,7.18,15.13,15,87
P00564,Product 00564,Home,S0108,28.86,64.45,20,18
P00565,Product 00565,Automotive,S0095,44.42,64.86,22,94
P00566,Product 00566,Automotive,S0057,48.4,103.57,26,86
P00567,Product 00567,Automotive,S0099,15.64,21.01,21,99
P00568,Product 00568,Automotive,S0051,19.58,30.55,21,91
P00569,Product 00569,Automotive,S0101,48.59,89.03,28,94
P00570,Product 00570,Home,S0003,96.41,175.21,27,19
P00571,Product 00571,Automotive,S0103,46.14,60.29,23,61
P00572,Product 00572,Office,S0023,70.54,112.49,8,14
P00573,Product 00573,Automotive,S0094,59.28,74.93,8,11
P00574,Product 00574,Office,S0035,26.47,40.25,11,44
P00575,Product 00575,Electronics,S0113,91.77,163.53,28,82
P00576,Product 00576,Automotive,S0072,138.19,188.71,20,61
P00577,Product 00577,Industrial,S0105,66.09,97.23,9,80
P00578,Product 00578,Automotive,S0081,11.9,17.89,17,44
P00579,Product 00579,Outdoor,S0009,87.81,152.89,6,75
P00580,Product 00580,Industrial,S0104,21.31,25.67,30,67
P00581,Product 00581,Home,S0109,38.17,50.92,28,42
P00582,Product 00582,Industrial,S0109,103.21,197.98,11,79
P00583,Product 00583,Industrial,S0071,57.64,88.37,12,33
P00584,Product 00584,Industrial,S0004,291.81,439.63,5,57
P00585,Product 00585,Industrial,S0088,27.76,38.74,10,40
P00586,Product 00586,Electronics,S0021,62.75,118.38,26,99
P00587,Product 00587,Office,S0115,36.2,58.81,11,113
P00588,Product 00588,Personal Care,S0041,19.92,36.69,30,109
P00589,Product 00589,Office,S0031,17.89,38.66,25,42
P00590,Product 00590,Outdoor,S0071,27.33,42.42,23,107
P00591,Product 00591,Personal Care,S0080,108.42,219.42,29,14
P00592,Product 00592,Personal Care,S0019,28.57,45.06,30,101
P00593,Product 00593,Electronics,S0048,51.04,86.27,8,76
P00594,Product 00594,Office,S0119,33.7,41.6,24,22
P00595,Product 00595,Home,S0039,65.16,142.48,21,92
P00596,Product 00596,Outdoor,S0005,40.45,66.54,13,42
P00597,Product 00597,Electronics,S0103,38.39,53.27,20,67
P00598,Product 00598,Industrial,S0036,32.85,47.96,9,53
P00599,Product 00599,Automotive,S0077,2.99,6.69,17,71
P00600,Product 00600,Personal Care,S0061,92.51,183.01,13,19
P00601,Product 00601,Office,S0043,32.17,64.85,26,49
P00602,Product 00602,Personal Care,S0003,86.44,137.03,8,50
P00603,Product 00603,Personal Care,S0007,32.22,73.45,28,36
P00604,Product 00604,Industrial,S0088,10.62,24.12,23,75
P00605,Product 00605,Outdoor,S0019,31.37,67.4,22,12
P00606,Product 00606,Industrial,S0058,36.36,45.21,12,94
P00607,Product 00607,Industrial,S0065,21.3,37.6,19,83
P00608,Product 00608,Automotive,S0119,94.77,135.66,27,29
P00609,Product 00609,Home,S0053,9.96,22.23,15,102
P00610,Product 00610,Personal Care,S0026,9.6,12.48,7,88
P00611,Product 00611,Automotive,S0048,105.18,133.92,14,116
P00612,Product 00612,Personal Care,S0074,40.57,91.6,11,109
P00613,Product 00613,Electronics,S0011,37.9,62.38,15,15
P00614,Product 00614,Home,S0092,93.71,139.53,20,31
P00615,Product 00615,Automotive,S0003,209.9,263.89,11,21
P00616,Product 00616,Industrial,S0046,43.6,75.59,15,105
P00617,Product 00617,Electronics,S0088,103.06,127.8,21,100
P00618,Product 00618,Electronics,S0067,97.46,192.14,13,92
P00619,Product 00619,Home,S0014,59.55,136.7,9,72
P00620,Product 00620,Electronics,S0059,89.05,141.1,8,53
P00621,Product 00621,Personal Care,S0043,10.43,15.76,6,93
P00622,Product 00622,Electronics,S0033,10.09,22.36,24,36
P00623,Product 00623,Personal Care,S0038,29.5,42.07,14,34
P00624,Product 00624,Industrial,S0005,224.48,357.53,21,18
P00625,Product 00625,Home,S0078,194.53,313.57,16,40
P00626,Product 00626,Personal Care,S0028,53.44,98.54,23,63
P00627,Product 00627,Personal Care,S0006,78.71,102.32,26,97
P00628,Product 00628,Home,S0084,41.03,74.77,22,64
P00629,Product 00629,Personal Care,S0073,88.57,162.46,9,24
P00630,Product 00630,Outdoor,S0043,66.7,98.33,12,70
P00631,Product 00631,Outdoor,S0044,32.1,51.8,8,79
P00632,Product 00632,Electronics,S0031,6.33,12.9,8,109
P00633,Product 00633,Industrial,S0056,51.75,77.44,26,42
P00634,Product 00634,Outdoor,S0023,61.96,133.03,30,36
P00635,Product 00635,Outdoor,S0019,72.53,124.0,12,79
P00636,Product 00636,Outdoor,S0071,43.45,72.22,27,36
P00637,Product 00637,Home,S0081,24.42,42.25,11,56
P00638,Product 00638,Electronics,S0029,49.81,86.89,9,15
P00639,Product 00639,Home,S0032,43.67,83.59,13,65
P00640,Product 00640,Automotive,S0117,30.62,47.89,5,87
P00641,Product 00641,Office,S0072,151.08,269.69,8,108
P00642,Product 00642,Industrial,S0035,56.87,80.26,9,100
P00643,Product 00643,Office,S0016,123.07,162.51,14,16
P00644,Product 00644,Home,S0078,54.94,86.36,19,15
P00645,Product 00645,Electronics,S0044,46.75,60.48,17,63
P00646,Product 00646,Industrial,S0005,125.9,254.01,26,46
P00647,Product 00647,Home,S0098,10.26,14.96,10,17
P00648,Product 00648,Electronics,S0019,49.4,61.14,28,70
P00649,Product 00649,Automotive,S0017,17.45,37.27,27,98
P00650,Product 00650,Office,S0054,128.62,283.3,5,116
P00651,Product 00651,Industrial,S0078,12.55,21.52,18,38
P00652,Product 00652,Outdoor,S0060,87.48,197.85,23,46
P00653,Product 00653,Outdoor,S0089,22.34,47.97,16,19
P00654,Product 00654,Personal Care,S0106,43.26,77.47,16,80
P00655,Product 00655,Outdoor,S0046,120.51,188.5,30,80
P00656,Product 00656,Industrial,S0089,23.03,51.58,24,86
P00657,Product 00657,Personal Care,S0025,24.54,31.56,30,81
P00658,Product 00658,Outdoor,S0020,37.28,73.19,17,62
P00659,Product 00659,Office,S0038,48.06,58.8,10,108
P00660,Product 00660,Home,S0058,34.99,76.89,22,55
P00661,Product 00661,Electronics,S0062,23.68,38.94,7,58
P00662,Product 00662,Industrial,S0022,27.68,60.92,19,25
P00663,Product 00663,Industrial,S0100,61.43,106.03,20,30
P00664,Product 00664,Office,S0062,16.38,22.76,6,52
P00665,Product 00665,Outdoor,S0104,58.71,104.45,14,117
P00666,Product 00666,Electronics,S0040,12.86,21.35,6,88
P00667,Product 00667,Home,S0090,29.06,49.55,24,88
P00668,Product 00668,Office,S0078,65.93,112.11,19,51
P00669,Product 00669,Office,S0043,70.61,123.95,30,97
P00670,Product 00670,Automotive,S0111,26.22,36.59,6,40
P00671,Product 00671,Home,S0001,46.96,94.71,20,95
P00672,Product 00672,Home,S0103,33.83,54.14,15,43
P00673,Product 00673,Home,S0018,31.72,57.49,11,116
P00674,Product 00674,Electronics,S0050,34.81,48.31,18,89
P00675,Product 00675,Personal Care,S0040,98.4,220.49,26,44
P00676,Product 00676,Home,S0031,135.23,308.81,27,83
P00677,Product 00677,Office,S0019,18.26,33.91,5,61
P00678,Product 00678,Automotive,S0108,15.25,20.02,23,109
P00679,Product 00679,Office,S0099,26.6,46.47,15,36
P00680,Product 00680,Personal Care,S0086,27.48,50.32,27,75
P00681,Product 00681,Automotive,S0039,46.02,72.27,16,80
P00682,Product 00682,Automotive,S0032,206.59,322.82,12,98
P00683,Product 00683,Outdoor,S0009,22.01,38.02,11,47
P00684,Product 00684,Personal Care,S0015,45.87,80.41,15,31
P00685,Product 00685,Home,S0107,43.31,73.78,5,61
P00686,Product 00686,Outdoor,S0015,74.09,154.08,23,46
P00687,Product 00687,Electronics,S0085,177.28,371.74,15,59
P00688,Product 00688,Electronics,S0096,33.78,52.49,21,45
P00689,Product 00689,Electronics,S0085,32.78,57.17,23,55
P00690,Product 00690,Outdoor,S0119,52.55,74.12,12,86
P00691,Product 00691,Outdoor,S0063,19.7,34.27,28,47
P00692,Product 00692,Personal Care,S0084,24.6,40.17,18,44
P00693,Product 00693,Automotive,S0060,8.89,16.47,11,34
P00694,Product 00694,Automotive,S0026,12.42,17.67,25,53
P00695,Product 00695,Personal Care,S0093,292.28,666.67,9,66
P00696,Product 00696,Personal Care,S0085,113.3,210.74,19,34
P00697,Product 00697,Outdoor,S0098,29.74,57.28,28,61
P00698,Product 00698,Outdoor,S0035,19.65,33.12,21,48
P00699,Product 00699,Industrial,S0002,44.3,63.74,13,26
P00700,Product 00700,Automotive,S0116,26.96,34.36,6,68
P00701,Product 00701,Industrial,S0022,60.07,72.36,8,70
P00702,Product 00702,Office,S0030,17.43,31.14,29,23
P00703,Product 00703,Home,S0038,44.24,71.99,12,67
P00704,Product 00704,Personal Care,S0119,24.08,45.5,18,94
P00705,Product 00705,Personal Care,S0009,55.06,107.5,14,100
P00706,Product 00706,Office,S0064,69.09,96.85,18,29
P00707,Product 00707,Personal Care,S0020,20.64,46.56,5,86
P00708,Product 00708,Outdoor,S0011,51.94,78.66,28,56
P00709,Product 00709,Outdoor,S0094,115.13,169.72,10,98
P00710,Product 00710,Industrial,S0120,17.03,30.28,25,91
P00711,Product 00711,Home,S0080,27.27,45.75,17,119
P00712,Product 00712,Office,S0035,166.52,282.37,25,45
P00713,Product 00713,Office,S0022,35.97,81.69,27,47
P00714,Product 00714,Personal Care,S0029,61.82,91.63,5,50
P00715,Product 00715,Home,S0046,27.35,53.11,22,70
P00716,Product 00716,Personal Care,S0010,51.42,81.03,18,104
P00717,Product 00717,Outdoor,S0048,90.47,145.27,10,114
P00718,Product 00718,Home,S0029,15.63,27.91,22,18
P00719,Product 00719,Electronics,S0012,99.0,157.73,25,104
P00720,Product 00720,Outdoor,S0032,31.37,55.92,14,25
P00721,Product 00721,Office,S0074,41.76,79.32,9,110
P00722,Product 00722,Electronics,S0027,78.82,177.73,23,109
P00723,Product 00723,Home,S0053,53.53,99.57,11,104
P00724,Product 00724,Industrial,S0026,45.27,99.09,6,54
P00725,Product 00725,Electronics,S0076,361.53,635.66,19,42
P00726,Product 00726,Office,S0008,25.91,36.37,14,68
P00727,Product 00727,Industrial,S0100,48.38,83.99,6,76
P00728,Product 00728,Electronics,S0030,34.56,62.37,24,53
P00729,Product 00729,Automotive,S0053,9.75,19.45,9,103
P00730,Product 00730,Industrial,S0002,43.49,55.41,24,59
P00731,Product 00731,Office,S0067,174.69,373.13,21,68
P00732,Product 00732,Electronics,S0071,78.73,146.98,10,70
P00733,Product 00733,Electronics,S0061,19.4,30.68,16,103
P00734,Product 00734,Automotive,S0069,22.97,33.52,15,25
P00735,Product 00735,Office,S0093,42.66,82.69,22,20
P00736,Product 00736,Personal Care,S0070,58.16,106.14,26,117
P00737,Product 00737,Office,S0046,27.38,57.8,30,37
P00738,Product 00738,Office,S0028,84.5,173.47,6,89
P00739,Product 00739,Home,S0027,104.96,149.73,18,59
P00740,Product 00740,Industrial,S0097,43.61,64.62,12,70
P00741,Product 00741,Electronics,S0027,36.8,80.97,12,48
P00742,Product 00742,Automotive,S0081,12.09,16.8,15,55
P00743,Product 00743,Electronics,S0052,18.05,35.11,6,111
P00744,Product 00744,Home,S0090,38.16,46.54,13,12
P00745,Product 00745,Home,S0005,44.29,56.01,13,109
P00746,Product 00746,Electronics,S0064,73.34,92.91,15,117
P00747,Product 00747,Electronics,S0080,143.43,265.59,25,36
P00748,Product 00748,Home,S0003,100.56,204.1,5,68
P00749,Product 00749,Personal Care,S0023,26.02,52.85,18,116
P00750,Product 00750,Home,S0066,90.8,129.57,25,44
P00751,Product 00751,Outdoor,S0069,14.64,32.89,22,73
P00752,Product 00752,Automotive,S0102,102.96,171.94,16,87
P00753,Product 00753,Electronics,S0103,27.9,46.38,18,71
P00754,Product 00754,Automotive,S0085,63.66,100.13,26,62
P00755,Product 00755,Home,S0089,19.62,36.94,8,114
P00756,Product 00756,Electronics,S0098,19.26,23.12,19,89
P00757,Product 00757,Home,S0068,27.86,54.41,7,89
P00758,Product 00758,Home,S0073,37.26,64.7,22,108
P00759,Product 00759,Industrial,S0090,61.72,82.24,10,40
P00760,Product 00760,Office,S0016,28.56,40.25,13,79
P00761,Product 00761,Automotive,S0099,60.83,137.57,24,42
P00762,Product 00762,Automotive,S0050,48.65,82.44,9,85
P00763,Product 00763,Outdoor,S0078,23.7,36.72,7,37
P00764,Product 00764,Office,S0058,96.61,213.91,6,110
P00765,Product 00765,Electronics,S0072,20.8,28.42,19,93
P00766,Product 00766,Personal Care,S0010,103.19,223.24,14,46
P00767,Product 00767,Industrial,S0014,260.17,380.22,13,96
P00768,Product 00768,Electronics,S0027,96.02,139.78,8,34
P00769,Product 00769,Office,S0088,144.45,201.53,9,23
P00770,Product 00770,Home,S0073,56.51,112.95,7,80
P00771,Product 00771,Electronics,S0046,32.74,43.08,28,93
P00772,Product 00772,Outdoor,S0120,61.93,75.67,8,78
P00773,Product 00773,Industrial,S0062,13.59,27.24,30,88
P00774,Product 00774,Electronics,S0091,63.47,133.05,15,106
P00775,Product 00775,Electronics,S0026,21.54,30.31,25,44
P00776,Product 00776,Office,S0053,2.95,6.65,25,71
P00777,Product 00777,Electronics,S0004,148.59,246.32,30,26
P00778,Product 00778,Industrial,S0072,87.82,200.73,12,33
P00779,Product 00779,Office,S0056,10.17,21.23,25,26
P00780,Product 00780,Automotive,S0055,40.39,59.81,10,13
P00781,Product 00781,Office,S0086,178.54,253.08,30,14
P00782,Product 00782,Industrial,S0051,106.83,165.0,28,46
P00783,Product 00783,Personal Care,S0017,70.63,143.19,13,66
P00784,Product 00784,Personal Care,S0038,35.74,44.79,28,19
P00785,Product 00785,Industrial,S0085,131.1,224.35,5,53
P00786,Product 00786,Personal Care,S0007,67.83,95.81,28,96
P00787,Product 00787,Home,S0038,23.64,51.78,13,95
P00788,Product 00788,Home,S0031,71.26,93.97,22,86
P00789,Product 00789,Outdoor,S0091,77.0,122.21,18,18
P00790,Product 00790,Industrial,S0115,26.88,61.22,9,103
P00791,Product 00791,Outdoor,S0063,27.4,53.67,28,23
P00792,Product 00792,Home,S0079,14.24,26.13,24,74
P00793,Product 00793,Electronics,S0045,141.93,258.31,19,94
P00794,Product 00794,Office,S0105,119.35,186.28,10,17
P00795,Product 00795,Outdoor,S0006,48.57,104.34,15,115
P00796,Product 00796,Automotive,S0118,23.85,39.42,18,109
P00797,Product 00797,Home,S0089,150.08,246.89,17,15
P00798,Product 00798,Personal Care,S0091,19.31,44.11,20,29
P00799,Product 00799,Outdoor,S0033,56.71,77.44,9,12
P00800,Product 00800,Automotive,S0099,46.39,56.17,10,34
P00801,Product 00801,Industrial,S0006,11.78,15.19,14,23
P00802,Product 00802,Home,S0018,70.69,100.75,10,70
P00803,Product 00803,Home,S0112,55.86,78.36,19,49
P00804,Product 00804,Outdoor,S0101,112.18,239.07,12,64
P00805,Product 00805,Outdoor,S0063,29.57,51.59,10,45
P00806,Product 00806,Personal Care,S0040,19.1,36.98,26,20
P00807,Product 00807,Industrial,S0056,59.15,129.97,29,88
P00808,Product 00808,Home,S0115,46.84,95.53,5,23
P00809,Product 00809,Industrial,S0074,19.68,33.0,17,11
P00810,Product 00810,Home,S0083,52.62,116.77,30,52
P00811,Product 00811,Automotive,S0116,111.47,245.86,13,46
P00812,Product 00812,Automotive,S0112,5.11,9.37,9,30
P00813,Product 00813,Home,S0078,7.81,13.45,22,60
P00814,Product 00814,Office,S0115,11.18,24.95,28,57
P00815,Product 00815,Industrial,S0117,28.69,36.67,16,46
P00816,Product 00816,Office,S0079,12.99,26.45,20,78
P00817,Product 00817,Office,S0047,68.51,114.64,28,22
P00818,Product 00818,Office,S0117,52.34,89.44,15,105
P00819,Product 00819,Personal Care,S0010,123.17,243.41,24,98
P00820,Product 00820,Electronics,S0070,57.21,78.26,26,103
P00821,Product 00821,Outdoor,S0084,170.01,319.72,18,66
P00822,Product 00822,Home,S0062,98.9,119.38,26,23
P00823,Product 00823,Home,S0048,19.2,37.7,18,60
P00824,Product 00824,Office,S0104,37.68,70.88,11,91
P00825,Product 00825,Personal Care,S0058,33.78,53.18,5,88
P00826,Product 00826,Personal Care,S0109,11.38,19.55,15,96
P00827,Product 00827,Industrial,S0084,7.97,13.11,10,32
P00828,Product 00828,Outdoor,S0022,39.4,75.89,14,108
P00829,Product 00829,Electronics,S0007,66.52,128.11,11,58
P00830,Product 00830,Outdoor,S0043,41.9,65.62,5,99
P00831,Product 00831,Automotive,S0016,17.74,34.74,5,83
P00832,Product 00832,Electronics,S0089,87.37,106.2,27,37
P00833,Product 00833,Automotive,S0081,49.77,64.55,16,34
P00834,Product 00834,Outdoor,S0091,74.1,149.47,26,13
P00835,Product 00835,Outdoor,S0071,10.73,15.32,11,43
P00836,Product 00836,Personal Care,S0074,20.38,37.84,28,80
P00837,Product 00837,Personal Care,S0075,19.48,36.39,23,12
P00838,Product 00838,Electronics,S0081,21.15,42.57,14,112
P00839,Product 00839,Electronics,S0072,137.56,224.31,23,26
P00840,Product 00840,Home,S0024,16.43,35.05,8,93
P00841,Product 00841,Industrial,S0068,55.24,96.5,8,60
P00842,Product 00842,Office,S0041,4.89,6.1,15,36
P00843,Product 00843,Personal Care,S0088,49.07,106.61,29,107
P00844,Product 00844,Automotive,S0083,5.87,11.19,8,64
P00845,Product 00845,Industrial,S0048,51.42,94.81,16,62
P00846,Product 00846,Industrial,S0066,84.2,141.07,7,33
P00847,Product 00847,Electronics,S0046,65.11,146.8,12,41
P00848,Product 00848,Office,S0106,190.27,430.13,6,75
P00849,Product 00849,Electronics,S0063,35.07,43.59,13,53
P00850,Product 00850,Personal Care,S0065,5.96,12.61,26,12
P00851,Product 00851,Home,S0042,43.8,54.38,17,111
P00852,Product 00852,Automotive,S0040,34.27,52.74,6,17
P00853,Product 00853,Outdoor,S0002,24.05,38.55,26,86
P00854,Product 00854,Personal Care,S0086,10.85,22.93,21,114
P00855,Product 00855,Outdoor,S0001,6.51,10.64,10,103
P00856,Product 00856,Home,S0033,34.99,42.0,11,116
P00857,Product 00857,Outdoor,S0051,30.82,51.65,17,79
P00858,Product 00858,Industrial,S0066,46.74,88.89,27,96
P00859,Product 00859,Outdoor,S0058,71.51,96.37,13,69
P00860,Product 00860,Home,S0075,149.29,238.13,13,14
P00861,Product 00861,Industrial,S0110,30.8,58.64,15,70
P00862,Product 00862,Personal Care,S0097,45.68,67.65,22,40
P00863,Product 00863,Outdoor,S0006,60.58,120.72,22,80
P00864,Product 00864,Personal Care,S0105,67.92,93.2,18,49
P00865,Product 00865,Automotive,S0003,21.87,29.56,5,62
P00866,Product 00866,Home,S0108,28.87,36.38,29,44
P00867,Product 00867,Electronics,S0108,90.53,145.73,5,20
P00868,Product 00868,Office,S0038,19.51,44.03,19,20
P00869,Product 00869,Industrial,S0015,17.34,28.34,22,93
P00870,Product 00870,Home,S0004,104.85,203.26,29,68
P00871,Product 00871,Industrial,S0080,48.56,58.72,30,112
P00872,Product 00872,Automotive,S0097,44.85,65.4,10,61
P00873,Product 00873,Outdoor,S0096,118.18,213.46,24,75
P00874,Product 00874,Industrial,S0087,100.07,227.21,24,79
P00875,Product 00875,Electronics,S0094,87.1,183.19,25,20
P00876,Product 00876,Automotive,S0112,21.33,26.64,26,118
P00877,Product 00877,Personal Care,S0072,16.32,24.93,24,45
P00878,Product 00878,Industrial,S0110,30.97,54.28,25,107
P00879,Product 00879,Industrial,S0065,9.51,13.73,13,45
P00880,Product 00880,Electronics,S0098,194.17,436.06,16,92
P00881,Product 00881,Office,S0062,64.96,102.14,25,100
P00882,Product 00882,Personal Care,S0120,21.59,30.81,11,86
P00883,Product 00883,Home,S0071,24.81,38.96,30,113
P00884,Product 00884,Industrial,S0078,87.65,124.01,10,52
P00885,Product 00885,Personal Care,S0012,41.28,70.51,9,16
P00886,Product 00886,Electronics,S0028,134.07,252.09,25,98
P00887,Product 00887,Industrial,S0094,68.54,88.43,6,31
P00888,Product 00888,Personal Care,S0070,40.08,77.98,27,81
P00889,Product 00889,Industrial,S0067,28.86,47.49,27,106
P00890,Product 00890,Electronics,S0034,9.75,21.66,17,74
P00891,Product 00891,Automotive,S0080,112.11,204.08,17,68
P00892,Product 00892,Office,S0069,177.85,319.57,21,49
P00893,Product 00893,Industrial,S0102,40.05,58.89,11,73
P00894,Product 00894,Industrial,S0027,129.61,297.39,9,21
P00895,Product 00895,Personal Care,S0019,71.66,135.0,25,17
P00896,Product 00896,Home,S0107,36.62,53.06,28,50
P00897,Product 00897,Home,S0019,36.23,51.3,15,95
P00898,Product 00898,Electronics,S0096,118.09,177.59,16,47
P00899,Product 00899,Outdoor,S0061,89.51,138.2,25,110
P00900,Product 00900,Industrial,S0027,151.82,187.06,11,69
P00901,Product 00901,Electronics,S0045,98.11,121.35,10,118
P00902,Product 00902,Home,S0037,59.3,103.9,29,37
P00903,Product 00903,Home,S0106,35.96,60.95,6,118
P00904,Product 00904,Office,S0083,17.91,33.99,30,28
P00905,Product 00905,Home,S0117,66.97,150.51,26,59
P00906,Product 00906,Industrial,S0053,31.4,71.14,7,28
