PurchaseOrderID,OrderDate,SupplierID,ProductID,WarehouseID,QuantityOrdered,POValue,ExpectedReceiptDate,ActualReceiptDate,DefectRate,Status
PO005941,2024-03-05,S0059,P00416,W05,101,2432.08,2024-03-16,2024-03-16,0.0274,Received
PO005942,2025-05-22,S0062,P00547,W06,131,10792.54,2025-06-01,2025-06-01,0.0247,Received
PO005943,2025-01-24,S0004,P00220,W01,29,958.97,2025-02-02,2025-02-02,0.0066,Received
PO005944,2026-06-19,S0002,P00965,W06,282,2334.53,2026-07-18,2026-07-18,0.0203,Received
PO005945,2023-04-28,S0120,P00033,W01,145,3377.83,2023-05-19,2023-05-20,0.0468,Received
PO005946,2024-11-19,S0057,P00566,W06,292,13617.56,2024-12-15,2024-12-15,0.0207,Received
PO005947,2026-05-18,S0109,P00991,W06,208,10563.73,2026-05-26,2026-05-26,0.0377,Received
PO005948,2024-12-13,S0036,P00100,W06,457,45779.82,2024-12-19,2024-12-22,0.0342,Received
PO005949,2023-03-06,S0107,P00343,W05,498,26385.25,2023-03-25,2023-03-26,0.036,Received
PO005950,2025-02-28,S0073,P00513,W02,484,47745.94,2025-03-07,2025-03-07,0.0554,Received
PO005951,2024-09-05,S0087,P00499,W06,413,97489.5,2024-09-12,2024-09-12,0.0315,Received
PO005952,2025-05-14,S0106,P00532,W06,221,22925.82,2025-05-19,2025-05-20,0.0144,Received
PO005953,2023-10-21,S0076,P00725,W03,172,61310.11,2023-11-09,2023-11-12,0.0601,Received
PO005954,2025-06-21,S0088,P00617,W02,196,20053.54,2025-07-12,2025-07-20,0.0694,Received
PO005955,2024-08-07,S0005,P00745,W01,246,11043.65,2024-08-20,2024-08-29,0.0065,Received
PO005956,2026-02-12,S0078,P00668,W06,197,13588.48,2026-03-03,2026-03-03,0.016,Received
PO005957,2023-06-25,S0028,P00979,W06,493,18056.75,2023-06-30,2023-06-30,0.0098,Received
PO005958,2025-06-18,S0027,P00741,W05,343,12281.21,2025-06-30,2025-07-01,0.0132,Received
PO005959,2023-05-28,S0013,P00960,W02,84,1700.65,2023-06-26,2023-06-26,0.04,Received
PO005960,2025-11-17,S0072,P00276,W03,166,8538.84,2025-11-22,2025-11-23,0.122,Received
PO005961,2024-09-26,S0030,P00728,W04,180,6603.98,2024-10-20,2024-10-25,0.0412,Received
PO005962,2024-10-10,S0102,P00752,W06,117,11772.59,2024-10-26,2024-10-26,0.0233,Received
PO005963,2023-11-01,S0059,P00153,W02,288,11674.63,2023-11-09,2023-11-09,0.0854,Received
PO005964,2026-03-07,S0088,P00769,W06,87,12559.16,2026-03-16,2026-03-21,0.0172,Received
PO005965,2023-12-30,S0071,P00590,W04,407,11211.47,2024-01-22,2024-01-27,0.0165,Received
PO005966,2023-11-14,S0098,P00697,W06,465,14866.96,2023-12-12,2023-12-12,0.0169,Received
PO005967,2023-03-07,S0005,P00954,W05,367,9364.32,2023-04-01,2023-04-02,0.0158,Received
PO005968,2023-11-12,S0074,P00836,W06,238,4995.88,2023-12-10,2023-12-10,0.0505,Received
PO005969,2023-10-21,S0008,P00201,W06,484,15855.76,2023-11-07,2023-11-07,0.0434,Received
PO005970,2023-01-16,S0052,P00394,W03,237,42674.39,2023-01-26,2023-01-26,0.0169,Received
PO005971,2025-10-22,S0048,P00845,W01,260,12747.5,2025-11-07,2025-11-13,0.028,Received
PO005972,2023-08-11,S0048,P00717,W05,28,2432.45,2023-08-21,2023-08-21,0.0137,Received
PO005973,2025-11-14,S0013,P00483,W01,370,13076.16,2025-12-10,2025-12-10,0.0413,Received
PO005974,2024-10-14,S0033,P00922,W04,185,39752.49,2024-11-03,2024-11-03,0.0183,Received
PO005975,2026-01-30,S0012,P00885,W01,189,7508.6,2026-02-08,2026-02-10,0.0293,Received
PO005976,2026-07-31,S0119,P00608,W05,180,18059.97,2026-08-27,2026-08-27,0.0535,Received
PO005977,2024-04-21,S0087,P00377,W06,95,1980.51,2024-05-12,2024-05-15,0.0285,Received
PO005978,2026-03-08,S0090,P00667,W01,199,5834.64,2026-04-01,2026-04-04,0.052,Received
PO005979,2024-11-26,S0033,P00345,W01,83,8182.5,2024-12-02,2024-12-11,0.0151,Received
PO005980,2023-11-14,S0062,P00039,W06,459,12168.69,2023-11-25,2023-11-25,0.0651,Received
PO005981,2024-05-31,S0101,P00340,W06,200,7032.4,2024-06-30,2024-06-30,0.0393,Received
PO005982,2026-02-03,S0058,P00764,W06,270,27736.71,2026-02-09,2026-02-12,0.0142,Received
PO005983,2023-07-03,S0088,P00617,W05,182,17962.57,2023-07-24,2023-07-25,0.0405,Received
PO005984,2026-04-11,S0031,P00676,W01,97,13156.53,2026-05-08,2026-05-12,0.0381,Received
PO005985,2026-01-16,S0048,P00845,W03,281,14111.93,2026-02-01,2026-02-04,0.0329,Received
PO005986,2024-11-19,S0007,P00786,W01,382,27124.74,2024-12-17,2024-12-20,0.012,Received
PO005987,2024-08-26,S0098,P00407,W05,343,8684.29,2024-09-14,2024-09-14,0.0451,Received
PO005988,2024-01-03,S0007,P00076,W03,283,7500.98,2024-01-30,2024-02-02,0.0185,Received
PO005989,2025-08-15,S0072,P00295,W01,317,22396.88,2025-08-31,2025-08-31,0.0184,Received
PO005990,2024-01-19,S0087,P00516,W04,494,48977.05,2024-02-03,2024-02-06,0.0159,Received
PO005991,2024-10-10,S0083,P00496,W02,309,19007.01,2024-10-21,2024-10-25,0.0779,Received
PO005992,2026-03-15,S0098,P00382,W02,385,6967.65,2026-04-12,2026-04-16,0.04,Received
PO005993,2025-09-06,S0104,P00092,W01,465,15178.02,2025-10-06,2025-10-15,0.0193,Received
PO005994,2026-08-10,S0095,P00510,W05,437,23408.0,2026-08-22,2026-08-22,0.0406,Received
PO005995,2023-09-18,S0110,P00147,W04,35,2556.15,2023-09-25,2023-10-02,0.0159,Received
PO005996,2023-11-29,S0080,P00711,W04,396,10550.21,2023-12-16,2023-12-16,0.0616,Received
PO005997,2023-11-12,S0107,P00032,W06,155,6598.58,2023-12-01,2023-12-01,0.035,Received
PO005998,2025-09-14,S0108,P00233,W01,364,14499.52,2025-10-11,2025-10-11,0.0378,Received
PO005999,2026-05-30,S0005,P00159,W05,423,22671.41,2026-06-23,2026-06-23,0.0326,Received
PO006000,2025-03-02,S0117,P00818,W04,354,19050.71,2025-03-17,2025-03-17,0.0636,Received
PO006001,2023-05-15,S0003,P00907,W02,173,16706.57,2023-06-08,2023-06-15,0.0367,Received
PO006002,2026-03-07,S0087,P00930,W02,271,44916.02,2026-04-04,2026-04-10,0.0202,Received
PO006003,2025-03-18,S0073,P00758,W04,167,6501.34,2025-04-09,2025-04-15,0.0472,Received
PO006004,2023-01-24,S0099,P00761,W03,80,4712.17,2023-02-17,2023-02-17,0.025,Received
PO006005,2026-08-27,S0017,P00521,W03,399,15582.02,2026-09-07,2026-09-11,0.0333,Open
PO006006,2023-11-29,S0013,P00301,W04,69,5913.0,2023-12-16,2023-12-21,0.0215,Received
PO006007,2025-10-13,S0105,P00577,W01,94,6450.14,2025-10-22,2025-10-26,0.0423,Received
PO006008,2024-07-26,S0103,P00571,W04,248,11520.0,2024-08-18,2024-08-20,0.0301,Received
PO006009,2024-07-27,S0076,P00941,W01,388,9364.48,2024-08-24,2024-08-30,0.0311,Received
PO006010,2023-01-21,S0099,P00444,W05,147,6752.5,2023-02-17,2023-02-17,0.0122,Received
PO006011,2023-08-02,S0029,P00554,W06,375,58814.23,2023-08-11,2023-08-19,0.0686,Received
PO006012,2024-08-18,S0081,P00280,W03,227,1562.66,2024-09-11,2024-09-11,0.0071,Received
PO006013,2025-09-13,S0039,P00924,W05,72,5190.13,2025-10-01,2025-10-01,0.0139,Received
PO006014,2026-03-18,S0117,P00038,W01,271,3136.72,2026-04-03,2026-04-06,0.026,Received
PO006015,2023-10-30,S0120,P00412,W06,263,17809.91,2023-11-24,2023-11-24,0.0145,Received
PO006016,2023-11-02,S0087,P00516,W06,272,27722.8,2023-11-17,2023-11-22,0.0361,Received
PO006017,2026-06-21,S0120,P00882,W01,410,9400.68,2026-07-02,2026-07-07,0.0383,Received
PO006018,2023-12-18,S0089,P00653,W01,368,8307.17,2024-01-03,2024-01-06,0.0598,Received
PO006019,2023-10-01,S0067,P00731,W05,496,91144.81,2023-10-22,2023-10-22,0.0291,Received
PO006020,2025-05-15,S0023,P00328,W03,325,22530.28,2025-06-07,2025-06-07,0.0121,Received
PO006021,2023-09-24,S0044,P00645,W02,310,15092.32,2023-10-11,2023-10-12,0.022,Received
PO006022,2026-03-27,S0112,P00512,W05,162,12097.57,2026-04-05,2026-04-05,0.0153,Received
PO006023,2026-08-15,S0011,P00613,W01,432,17194.54,2026-08-30,2026-09-05,0.0059,Open
PO006024,2023-12-02,S0006,P00795,W02,451,21734.09,2023-12-17,2023-12-29,0.0448,Received
PO006025,2023-07-22,S0025,P00014,W02,152,2744.93,2023-08-08,2023-08-12,0.0127,Received
PO006026,2026-02-17,S0048,P00061,W04,299,38924.0,2026-03-11,2026-03-17,0.0766,Received
PO006027,2024-12-14,S0009,P00579,W03,240,21862.69,2024-12-20,2024-12-22,0.0244,Received
PO006028,2026-02-27,S0043,P00830,W06,142,5742.44,2026-03-04,2026-03-08,0.0159,Received
PO006029,2025-10-18,S0041,P00336,W01,78,3879.8,2025-11-11,2025-11-16,0.0238,Received
PO006030,2026-03-27,S0060,P00009,W05,41,715.74,2026-04-14,2026-04-15,0.0821,Received
PO006031,2025-08-20,S0054,P00113,W04,362,25655.3,2025-09-02,2025-09-06,0.0219,Received
PO006032,2026-08-09,S0040,P00990,W04,35,1471.45,2026-08-15,2026-08-23,0.0146,Received
PO006033,2026-05-14,S0115,P00315,W06,183,3335.96,2026-05-28,2026-05-31,0.0207,Received
PO006034,2026-03-09,S0056,P00218,W05,441,18083.49,2026-03-14,2026-03-22,0.018,Received
PO006035,2023-03-22,S0034,P00489,W01,344,20416.66,2023-04-13,2023-04-13,0.0289,Received
PO006036,2024-10-26,S0043,P00134,W01,242,1962.24,2024-11-22,2024-11-23,0.1408,Received
PO006037,2026-05-16,S0046,P00655,W05,499,61297.57,2026-06-15,2026-06-15,0.0234,Received
PO006038,2023-05-18,S0006,P00408,W03,355,24217.32,2023-05-28,2023-05-28,0.0077,Received
PO006039,2023-09-08,S0078,P00500,W05,403,22241.2,2023-09-20,2023-09-20,0.0442,Received
PO006040,2023-12-03,S0005,P00624,W02,261,62534.16,2023-12-24,2023-12-27,0.009,Received
PO006041,2024-01-01,S0117,P00059,W04,426,43568.88,2024-01-18,2024-01-18,0.0223,Received
PO006042,2026-01-06,S0051,P00857,W05,123,3709.43,2026-01-23,2026-01-26,0.0059,Received
PO006043,2026-07-03,S0006,P00795,W05,352,16992.38,2026-07-18,2026-07-18,0.0115,Received
PO006044,2025-02-13,S0024,P00840,W05,63,1100.04,2025-02-21,2025-02-27,0.0039,Received
PO006045,2025-11-15,S0067,P00091,W04,252,24296.94,2025-12-12,2025-12-23,0.058,Received
PO006046,2025-12-20,S0017,P00912,W01,412,15642.01,2026-01-08,2026-01-13,0.023,Received
PO006047,2026-08-29,S0114,P00441,W05,131,3624.65,2026-09-26,2026-09-26,0.0578,Open
PO006048,2023-09-06,S0109,P00826,W01,318,3607.16,2023-09-21,2023-09-26,0.043,Received
PO006049,2023-11-21,S0093,P00916,W02,77,2058.1,2023-12-12,2023-12-17,0.0064,Received
PO006050,2025-08-03,S0001,P00855,W02,69,474.17,2025-08-13,2025-08-14,0.0722,Received
PO006051,2023-12-20,S0013,P00960,W01,415,8370.08,2024-01-18,2024-01-18,0.0233,Received
PO006052,2025-02-28,S0108,P00283,W01,147,11128.4,2025-03-08,2025-03-10,0.0362,Received
PO006053,2023-08-12,S0117,P00815,W04,394,11088.17,2023-08-28,2023-08-28,0.029,Received
PO006054,2023-03-20,S0046,P00348,W04,220,11060.67,2023-04-14,2023-04-17,0.0417,Received
PO006055,2024-11-05,S0109,P00826,W04,467,5415.69,2024-11-20,2024-12-01,0.0775,Received
PO006056,2024-03-31,S0110,P00147,W03,289,20675.4,2024-04-07,2024-04-16,0.0215,Received
PO006057,2024-10-11,S0104,P00947,W02,404,24755.69,2024-10-23,2024-10-23,0.0237,Received
PO006058,2025-09-11,S0062,P00039,W06,307,8244.98,2025-09-22,2025-09-23,0.0181,Received
PO006059,2023-01-26,S0059,P00172,W04,399,18717.77,2023-02-10,2023-02-11,0.0312,Received
PO006060,2025-10-01,S0103,P00597,W05,385,14612.86,2025-10-21,2025-10-24,0.0297,Received
PO006061,2024-10-13,S0078,P00884,W03,125,10666.34,2024-10-23,2024-10-24,0.0348,Received
PO006062,2023-10-06,S0117,P00347,W02,322,13746.4,2023-10-15,2023-10-16,0.0933,Received
PO006063,2026-02-23,S0056,P00911,W02,395,5089.91,2026-03-24,2026-03-24,0.0443,Received
PO006064,2023-06-23,S0051,P00782,W02,117,13132.38,2023-07-21,2023-07-21,0.0301,Received
PO006065,2023-07-23,S0035,P00642,W03,267,15674.08,2023-08-01,2023-08-04,0.022,Received
PO006066,2025-03-13,S0069,P00892,W06,409,70955.06,2025-04-03,2025-04-03,0.0854,Received
PO006067,2025-01-03,S0010,P00958,W01,337,39052.45,2025-02-01,2025-02-07,0.0485,Received
PO006068,2025-06-28,S0068,P00757,W03,361,10496.82,2025-07-05,2025-07-13,0.0067,Received
PO006069,2026-04-01,S0101,P00550,W05,285,10570.7,2026-04-09,2026-04-18,0.0144,Received
PO006070,2023-12-03,S0008,P00344,W03,103,5079.33,2023-12-20,2023-12-20,0.0071,Received
PO006071,2025-01-16,S0095,P00476,W05,393,20437.11,2025-02-01,2025-02-05,0.0415,Received
PO006072,2025-07-12,S0067,P00731,W05,282,48236.47,2025-08-02,2025-08-02,0.0398,Received
PO006073,2024-11-18,S0043,P00601,W05,223,7420.67,2024-12-14,2024-12-14,0.0123,Received
PO006074,2023-09-30,S0061,P00171,W05,153,7566.87,2023-10-27,2023-10-27,0.0135,Received
PO006075,2023-04-18,S0067,P00731,W06,473,86041.98,2023-05-09,2023-05-11,0.0161,Received
PO006076,2024-06-03,S0071,P00188,W02,365,34743.63,2024-06-09,2024-06-16,0.0177,Received
PO006077,2023-07-29,S0067,P00889,W04,76,2291.07,2023-08-25,2023-08-25,0.0302,Received
PO006078,2024-01-22,S0020,P00707,W03,273,5477.03,2024-01-27,2024-01-27,0.0217,Received
PO006079,2024-03-01,S0015,P00096,W05,76,4030.37,2024-03-08,2024-03-12,0.0464,Received
PO006080,2024-11-24,S0028,P00738,W06,324,26124.37,2024-11-30,2024-12-08,0.0522,Received
PO006081,2023-11-18,S0092,P00614,W06,285,26982.28,2023-12-08,2023-12-15,0.0129,Received
PO006082,2023-11-25,S0060,P00693,W05,417,3534.1,2023-12-06,2023-12-10,0.0678,Received
PO006083,2024-10-26,S0097,P00012,W06,324,13908.92,2024-11-14,2024-11-18,0.0171,Received
PO006084,2023-02-08,S0091,P00411,W02,164,5552.76,2023-02-20,2023-02-22,0.0357,Received
PO006085,2024-06-20,S0004,P00182,W05,230,13151.38,2024-07-15,2024-07-24,0.014,Received
PO006086,2026-01-23,S0040,P00462,W03,306,10783.04,2026-02-20,2026-02-25,0.0268,Received
PO006087,2024-03-05,S0001,P00154,W06,304,74408.72,2024-03-27,2024-03-27,0.0194,Received
PO006088,2025-12-04,S0096,P00873,W01,60,7510.16,2025-12-28,2025-12-29,0.0228,Received
PO006089,2026-06-28,S0018,P00802,W01,210,14581.55,2026-07-08,2026-07-08,0.0578,Received
PO006090,2023-11-12,S0039,P00106,W05,475,15672.68,2023-11-24,2023-11-28,0.0412,Received
PO006091,2023-12-31,S0114,P00441,W05,401,11466.78,2024-01-28,2024-02-08,0.0089,Received
PO006092,2023-03-01,S0087,P00377,W03,396,7992.98,2023-03-22,2023-03-22,0.0144,Received
PO006093,2026-04-20,S0002,P00853,W05,235,5660.8,2026-05-16,2026-05-22,0.0209,Received
PO006094,2026-03-27,S0053,P00729,W03,462,4565.88,2026-04-05,2026-04-10,0.0416,Received
PO006095,2026-06-21,S0002,P00730,W06,69,3092.38,2026-07-15,2026-07-15,0.0519,Received
PO006096,2024-03-31,S0012,P00227,W05,133,1247.04,2024-04-15,2024-04-15,0.0369,Received
PO006097,2025-05-21,S0023,P00634,W02,135,8409.31,2025-06-20,2025-06-20,0.0571,Received
PO006098,2023-04-04,S0103,P00162,W01,398,14231.72,2023-04-29,2023-05-03,0.021,Received
PO006099,2024-10-01,S0050,P00186,W04,396,10046.44,2024-10-12,2024-10-12,0.0283,Received
PO006100,2025-04-01,S0006,P00627,W02,220,17120.35,2025-04-27,2025-04-29,0.0272,Received
PO006101,2026-03-31,S0112,P00812,W02,71,390.51,2026-04-09,2026-04-09,0.0182,Received
PO006102,2023-11-16,S0085,P00687,W01,332,58326.7,2023-12-01,2023-12-10,0.0754,Received
PO006103,2024-08-19,S0107,P00896,W03,148,5719.12,2024-09-16,2024-09-23,0.051,Received
PO006104,2023-05-29,S0108,P00409,W06,198,8434.53,2023-06-21,2023-06-27,0.1021,Received
PO006105,2026-05-15,S0096,P00040,W05,433,46989.61,2026-05-31,2026-05-31,0.0229,Received
PO006106,2026-07-04,S0071,P00590,W03,416,11901.74,2026-07-27,2026-07-29,0.0094,Received
PO006107,2024-01-18,S0057,P00566,W02,61,3110.72,2024-02-13,2024-02-21,0.034,Received
PO006108,2024-10-01,S0053,P00729,W04,416,4213.44,2024-10-10,2024-10-20,0.0683,Received
PO006109,2026-08-23,S0022,P00287,W06,462,21329.56,2026-09-01,2026-09-06,0.0116,Open
PO006110,2024-05-19,S0028,P00886,W05,23,3024.09,2024-06-13,2024-06-15,0.1346,Received
PO006111,2023-09-07,S0046,P00074,W05,254,24378.65,2023-09-24,2023-09-27,0.0342,Received
PO006112,2025-06-07,S0025,P00657,W02,472,11308.07,2025-07-07,2025-07-11,0.0298,Received
PO006113,2025-02-04,S0028,P00886,W06,432,57495.37,2025-03-01,2025-03-01,0.0272,Received
PO006114,2025-12-27,S0004,P00294,W06,336,10928.58,2026-01-18,2026-01-18,0.0173,Received
PO006115,2024-11-16,S0073,P00770,W02,265,14682.69,2024-11-23,2024-11-30,0.0209,Received
PO006116,2025-10-17,S0029,P00554,W01,190,30972.54,2025-10-26,2025-10-26,0.0312,Received
PO006117,2025-03-26,S0039,P00339,W06,489,14129.17,2025-04-15,2025-04-15,0.0503,Received
PO006118,2024-11-17,S0046,P00715,W04,340,9079.73,2024-12-09,2024-12-13,0.0582,Received
PO006119,2024-06-14,S0053,P00139,W04,346,26694.26,2024-06-20,2024-06-20,0.0394,Received
PO006120,2023-12-20,S0110,P00191,W04,43,1534.22,2024-01-14,2024-01-15,0.0527,Received
PO006121,2025-04-24,S0062,P00994,W01,91,7831.71,2025-05-17,2025-05-17,0.0059,Received
PO006122,2025-08-22,S0085,P00689,W04,373,12087.97,2025-09-14,2025-09-14,0.0469,Received
PO006123,2023-03-13,S0120,P00882,W01,458,9474.44,2023-03-24,2023-04-02,0.0164,Received
PO006124,2024-06-16,S0033,P00345,W01,393,39423.69,2024-06-22,2024-06-22,0.0187,Received
PO006125,2024-06-02,S0050,P00150,W02,377,4866.16,2024-06-11,2024-06-16,0.0323,Received
PO006126,2023-12-01,S0045,P00109,W01,419,69158.67,2023-12-14,2023-12-15,0.0365,Received
PO006127,2023-09-13,S0061,P00049,W01,309,11226.16,2023-09-23,2023-09-30,0.1136,Received
PO006128,2025-08-21,S0055,P00494,W06,285,16981.92,2025-09-16,2025-09-16,0.0259,Received
PO006129,2025-08-20,S0091,P00155,W05,394,11711.89,2025-09-11,2025-09-19,0.0199,Received
PO006130,2023-04-01,S0081,P00742,W04,403,4669.36,2023-04-16,2023-04-16,0.0248,Received
PO006131,2024-11-03,S0098,P00647,W04,170,1690.41,2024-11-13,2024-11-18,0.0071,Received
PO006132,2025-12-21,S0017,P00912,W05,102,4104.24,2026-01-09,2026-01-19,0.0158,Received
PO006133,2026-01-22,S0057,P00237,W02,451,119898.54,2026-01-28,2026-02-03,0.0734,Received
PO006134,2023-12-27,S0009,P00705,W01,407,21507.43,2024-01-10,2024-01-16,0.0307,Received
PO006135,2023-12-25,S0063,P00849,W05,82,2893.89,2024-01-07,2024-01-07,0.0383,Received
PO006136,2025-11-13,S0107,P00244,W06,366,9528.63,2025-12-10,2025-12-10,0.0409,Received
PO006137,2023-02-27,S0057,P00330,W01,47,5487.84,2023-03-28,2023-04-04,0.0127,Received
PO006138,2025-11-12,S0072,P00067,W03,395,54198.31,2025-11-21,2025-11-22,0.0658,Received
PO006139,2025-09-30,S0076,P00208,W06,459,38151.03,2025-10-28,2025-10-28,0.0197,Received
PO006140,2023-10-05,S0007,P00523,W04,386,7828.27,2023-10-21,2023-10-26,0.0841,Received
PO006141,2025-06-15,S0022,P00468,W02,437,9102.23,2025-06-23,2025-06-23,0.032,Received
PO006142,2026-06-03,S0063,P00380,W06,92,1080.36,2026-06-15,2026-06-26,0.0349,Received
PO006143,2026-07-05,S0026,P00461,W02,223,5219.21,2026-08-04,2026-08-05,0.0031,Received
PO006144,2023-01-11,S0106,P00848,W01,290,59537.85,2023-01-17,2023-01-23,0.0146,Received
PO006145,2023-06-29,S0080,P00988,W06,339,15368.0,2023-07-18,2023-07-20,0.0105,Received
PO006146,2024-08-07,S0039,P00559,W02,397,8009.56,2024-09-06,2024-09-06,0.0349,Received
PO006147,2023-01-04,S0099,P00557,W04,411,35748.92,2023-01-21,2023-01-21,0.0238,Received
PO006148,2023-09-03,S0062,P00039,W02,469,12417.06,2023-09-14,2023-09-21,0.0441,Received
PO006149,2025-12-01,S0071,P00835,W02,290,3055.56,2025-12-12,2025-12-12,0.0106,Received
PO006150,2025-08-25,S0031,P00193,W04,39,3131.98,2025-09-08,2025-09-13,0.0539,Received
PO006151,2023-11-28,S0095,P00247,W02,351,5115.89,2023-12-15,2023-12-21,0.0086,Received
PO006152,2026-03-29,S0111,P00309,W01,146,11657.88,2026-04-23,2026-04-27,0.006,Received
PO006153,2026-07-08,S0042,P00302,W06,158,9487.98,2026-07-14,2026-07-17,0.0076,Received
PO006154,2025-05-31,S0047,P00976,W04,181,9508.39,2025-06-16,2025-06-16,0.0102,Received
PO006155,2024-12-06,S0039,P00398,W03,51,4473.78,2024-12-23,2024-12-29,0.038,Received
PO006156,2024-05-17,S0032,P00682,W03,281,58743.61,2024-05-29,2024-05-29,0.0479,Received
PO006157,2026-06-12,S0076,P00118,W04,359,14136.88,2026-07-02,2026-07-02,0.0572,Received
PO006158,2025-03-12,S0060,P00051,W06,112,1477.15,2025-03-25,2025-03-25,0.0182,Received
PO006159,2025-02-10,S0120,P00710,W02,487,8506.23,2025-03-07,2025-03-09,0.0483,Received
PO006160,2024-12-31,S0008,P00344,W06,334,17338.21,2025-01-17,2025-01-24,0.0077,Received
PO006161,2024-12-21,S0061,P00132,W04,272,19356.61,2025-01-03,2025-01-06,0.0461,Received
PO006162,2025-05-26,S0027,P00027,W05,125,8981.1,2025-06-20,2025-06-25,0.0177,Received
PO006163,2026-08-21,S0117,P00815,W03,334,9876.86,2026-09-06,2026-09-13,0.0593,Open
PO006164,2025-03-21,S0022,P00468,W04,471,9624.58,2025-03-29,2025-03-30,0.0098,Received
PO006165,2025-09-21,S0025,P00014,W02,333,6119.2,2025-10-08,2025-10-16,0.0105,Received
PO006166,2024-11-07,S0103,P00536,W03,86,2722.99,2024-11-17,2024-11-24,0.0101,Received
PO006167,2024-08-29,S0103,P00217,W04,214,33767.42,2024-09-08,2024-09-12,0.0557,Received
PO006168,2026-07-31,S0019,P00897,W05,408,15787.24,2026-08-15,2026-08-15,0.0226,Received
PO006169,2023-05-01,S0066,P00334,W01,157,18135.99,2023-05-07,2023-05-08,0.0387,Received
PO006170,2023-12-26,S0120,P00405,W01,319,4725.7,2024-01-11,2024-01-22,0.0578,Received
PO006171,2024-12-11,S0093,P00916,W06,449,13239.64,2025-01-01,2025-01-02,0.0434,Received
PO006172,2024-10-17,S0031,P00193,W06,23,1793.62,2024-10-31,2024-11-05,0.0398,Received
PO006173,2023-05-19,S0040,P00666,W05,302,3690.02,2023-05-25,2023-06-01,0.0112,Received
PO006174,2024-10-07,S0070,P00736,W03,81,5072.85,2024-11-02,2024-11-05,0.0163,Received
PO006175,2024-07-29,S0011,P00613,W05,352,12769.49,2024-08-13,2024-08-13,0.0148,Received
PO006176,2024-04-26,S0081,P00312,W05,499,16171.11,2024-05-11,2024-05-18,0.0271,Received
PO006177,2024-03-15,S0091,P00789,W01,441,34629.78,2024-04-02,2024-04-09,0.0503,Received
PO006178,2023-06-22,S0018,P00505,W02,304,31016.85,2023-06-28,2023-06-28,0.0091,Received
PO006179,2024-02-28,S0097,P00298,W01,45,1406.88,2024-03-09,2024-03-10,0.0119,Received
PO006180,2023-01-30,S0067,P00091,W03,402,37222.79,2023-02-26,2023-02-26,0.0354,Received
PO006181,2025-08-24,S0022,P00828,W01,221,8897.76,2025-09-07,2025-09-07,0.0248,Received
PO006182,2025-04-30,S0110,P00918,W02,346,5692.73,2025-05-22,2025-05-23,0.0453,Received
PO006183,2025-06-20,S0030,P00702,W04,400,7450.8,2025-07-19,2025-07-19,0.0472,Received
PO006184,2026-08-31,S0032,P00951,W01,337,11294.79,2026-09-24,2026-09-27,0.0076,Open
PO006185,2023-05-21,S0041,P00508,W02,313,11802.52,2023-06-07,2023-06-12,0.0103,Received
PO006186,2023-06-14,S0081,P00060,W02,301,12156.17,2023-07-03,2023-07-03,0.0126,Received
PO006187,2023-01-31,S0107,P00558,W01,386,25989.43,2023-02-12,2023-02-18,0.0468,Received
PO006188,2023-09-06,S0023,P00749,W01,457,12739.79,2023-09-24,2023-09-24,0.0592,Received
PO006189,2025-07-13,S0024,P00240,W01,297,6215.79,2025-07-22,2025-07-25,0.0242,Received
PO006190,2023-09-02,S0060,P00051,W06,345,4377.21,2023-09-15,2023-09-15,0.1086,Received
PO006191,2025-02-10,S0027,P00986,W02,478,3187.18,2025-02-25,2025-02-25,0.0092,Received
PO006192,2025-11-16,S0013,P00960,W06,241,5209.66,2025-12-15,2025-12-22,0.0306,Received
PO006193,2026-08-31,S0114,P00105,W06,183,10451.56,2026-09-08,2026-09-09,0.0543,Open
PO006194,2024-10-09,S0107,P00244,W01,246,6696.48,2024-11-05,2024-11-05,0.0447,Received
PO006195,2024-03-24,S0047,P00413,W01,49,2634.22,2024-04-15,2024-04-15,0.04,Received
PO006196,2024-11-02,S0040,P00290,W03,378,26220.81,2024-11-30,2024-12-02,0.1343,Received
PO006197,2023-08-10,S0047,P00817,W04,338,22704.46,2023-09-07,2023-09-07,0.0219,Received
PO006198,2025-12-03,S0066,P00281,W05,341,14982.02,2025-12-28,2026-01-02,0.0268,Received
PO006199,2026-08-31,S0098,P00950,W03,349,10967.94,2026-09-24,2026-10-07,0.0709,Open
PO006200,2026-08-20,S0029,P00714,W04,352,23236.69,2026-08-25,2026-08-25,0.0759,Received
PO006201,2025-10-01,S0064,P00746,W01,416,31343.03,2025-10-16,2025-10-23,0.0586,Received
PO006202,2023-10-24,S0034,P00031,W03,168,5424.58,2023-10-31,2023-11-10,0.0328,Received
PO006203,2025-06-15,S0053,P00776,W03,223,658.95,2025-07-10,2025-07-10,0.0058,Received
PO006204,2023-02-01,S0073,P00226,W04,256,9434.14,2023-03-02,2023-03-03,0.0986,Received
PO006205,2023-03-21,S0053,P00026,W01,363,18589.04,2023-04-19,2023-04-19,0.0335,Received
PO006206,2023-04-04,S0091,P00993,W05,163,15736.5,2023-04-18,2023-04-24,0.006,Received
PO006207,2026-03-08,S0027,P00900,W06,405,65793.06,2026-03-19,2026-03-27,0.0682,Received
PO006208,2023-07-11,S0099,P00761,W01,281,17358.83,2023-08-04,2023-08-04,0.0392,Received
