SalesOrderID,OrderDate,ProductID,WarehouseID,Quantity,Revenue,PromisedDeliveryDate,ActualDeliveryDate,OrderStatus,Channel
SO0017521,2025-08-21,P00883,W06,8,295.67,2025-08-24,2025-08-24,Delivered,Distributor
SO0017522,2023-06-10,P00290,W05,8,1095.89,2023-06-17,2023-06-17,Delivered,Online
SO0017523,2023-04-06,P00385,W04,4,110.56,2023-04-09,2023-04-09,Delivered,Retail
SO0017524,2024-10-09,P00826,W04,8,159.81,2024-10-17,2024-10-17,Delivered,Distributor
SO0017525,2023-03-20,P00225,W04,9,499.78,2023-03-29,2023-04-03,Delivered,Online
SO0017526,2025-02-19,P00407,W02,7,224.57,2025-02-28,2025-03-05,Delivered,Distributor
SO0017527,2025-07-14,P00663,W03,7,771.36,2025-07-16,2025-07-17,Delivered,Distributor
SO0017528,2026-02-25,P00090,W03,8,549.64,2026-03-01,2026-03-01,Delivered,Retail
SO0017529,2023-01-01,P00072,W04,7,286.42,2023-01-04,2023-01-04,Delivered,Retail
SO0017530,2026-04-10,P00985,W02,5,504.79,2026-04-14,2026-04-14,Delivered,Distributor
SO0017531,2024-09-20,P00125,W04,10,235.06,2024-09-24,2024-09-29,Delivered,B2B
SO0017532,2026-08-21,P00427,W03,5,94.76,2026-08-29,2026-08-29,Delivered,Distributor
SO0017533,2026-01-22,P00499,W03,2,542.41,2026-01-26,2026-01-27,Delivered,Distributor
SO0017534,2025-01-22,P00574,W01,12,460.74,2025-01-26,2025-01-26,Delivered,Distributor
SO0017535,2024-06-08,P00326,W02,15,340.76,2024-06-11,2024-06-16,Delivered,Retail
SO0017536,2025-09-24,P00655,W01,7,1266.52,2025-09-30,2025-10-01,Delivered,Online
SO0017537,2026-05-23,P00932,W03,11,355.4,2026-05-25,2026-05-26,Delivered,Retail
SO0017538,2023-08-08,P00338,W04,11,3010.48,2023-08-12,2023-08-12,Delivered,B2B
SO0017539,2024-09-16,P00098,W06,6,205.31,2024-09-18,2024-09-23,Delivered,Online
SO0017540,2023-04-29,P00831,W06,7,226.81,2023-05-06,2023-05-06,Delivered,B2B
SO0017541,2023-03-15,P00918,W02,10,374.53,2023-03-22,2023-03-24,Delivered,B2B
SO0017542,2026-06-19,P00837,W01,5,181.79,2026-06-28,2026-06-28,Delivered,B2B
SO0017543,2023-10-26,P00110,W03,6,258.28,2023-10-28,2023-10-28,Delivered,Distributor
SO0017544,2024-09-21,P00724,W01,6,572.83,2024-09-23,2024-09-24,Delivered,Distributor
SO0017545,2023-08-14,P00701,W02,8,558.36,2023-08-23,2023-08-23,Delivered,Online
SO0017546,2024-10-10,P00397,W03,8,914.08,2024-10-18,2024-10-20,Delivered,Online
SO0017547,2023-06-11,P00150,W01,5,112.18,2023-06-17,2023-06-17,Delivered,Retail
SO0017548,2024-03-13,P00196,W01,1,126.92,2024-03-17,2024-03-17,Delivered,Distributor
SO0017549,2026-04-21,P00682,W01,7,2151.55,2026-04-27,2026-04-27,Delivered,Online
SO0017550,2023-05-28,P00001,W01,7,151.4,2023-05-31,2023-05-31,Delivered,Online
SO0017551,2025-12-16,P00607,W05,7,274.52,2025-12-21,2025-12-21,Delivered,B2B
SO0017552,2024-03-14,P00622,W03,9,201.42,2024-03-23,2024-03-24,Delivered,B2B
SO0017553,2023-06-15,P00678,W02,8,151.27,2023-06-19,2023-06-22,Delivered,Retail
SO0017554,2024-08-28,P00751,W01,8,271.51,2024-09-05,2024-09-07,Delivered,B2B
SO0017555,2024-08-31,P00278,W02,6,1211.3,2024-09-04,2024-09-07,Delivered,Retail
SO0017556,2024-12-25,P00003,W03,6,200.19,2025-01-03,2025-01-08,Delivered,Distributor
SO0017557,2025-10-24,P00367,W02,4,522.7,2025-10-26,2025-10-29,Delivered,Distributor
SO0017558,2023-08-21,P00970,W01,7,442.73,2023-08-28,2023-08-30,Delivered,Retail
SO0017559,2025-06-26,P00629,W06,8,1350.6,2025-06-28,2025-06-28,Delivered,Online
SO0017560,2023-08-29,P00797,W04,10,2583.94,2023-09-06,2023-09-06,Delivered,Distributor
SO0017561,2023-09-03,P00757,W01,3,169.89,2023-09-09,2023-09-09,Delivered,Retail
SO0017562,2025-02-24,P00515,W06,7,258.49,2025-02-28,2025-03-02,Delivered,Distributor
SO0017563,2025-10-03,P00220,W03,5,213.05,2025-10-10,2025-10-15,Delivered,Distributor
SO0017564,2023-09-08,P00327,W06,4,1450.15,2023-09-17,2023-09-17,Delivered,Distributor
SO0017565,2025-07-23,P00584,W06,6,2746.97,2025-07-29,2025-07-30,Delivered,B2B
SO0017566,2024-07-18,P00698,W04,7,230.01,2024-07-20,2024-07-20,Delivered,B2B
SO0017567,2023-06-29,P00423,W03,6,2050.78,2023-07-08,2023-07-08,Delivered,Retail
SO0017568,2023-01-26,P00950,W03,8,346.99,2023-02-04,2023-02-09,Delivered,Online
SO0017569,2025-05-16,P00974,W05,2,267.57,2025-05-22,2025-05-25,Delivered,Distributor
SO0017570,2025-04-24,P00272,W03,5,1564.69,2025-04-30,2025-05-03,Delivered,Retail
SO0017571,2024-08-09,P00236,W06,4,179.16,2024-08-16,2024-08-21,Delivered,Online
SO0017572,2023-08-16,P00558,W03,11,1067.38,2023-08-20,2023-08-22,Delivered,Retail
SO0017573,2026-05-24,P00313,W02,5,586.54,2026-06-02,2026-06-05,Delivered,B2B
SO0017574,2023-02-07,P00374,W01,13,226.56,2023-02-09,2023-02-14,Delivered,Online
SO0017575,2025-11-21,P00507,W05,6,826.04,2025-11-28,2025-12-03,Delivered,Online
SO0017576,2024-08-15,P00524,W04,5,961.88,2024-08-20,2024-08-20,Delivered,B2B
SO0017577,2024-03-22,P00044,W04,14,4703.22,2024-03-24,2024-03-24,Delivered,Retail
SO0017578,2026-03-23,P00552,W04,8,70.83,2026-03-31,2026-04-01,Delivered,Distributor
SO0017579,2023-03-29,P00884,W01,9,1166.59,2023-04-07,2023-04-10,Delivered,Retail
SO0017580,2024-11-02,P00399,W04,6,407.12,2024-11-07,2024-11-14,Delivered,Online
SO0017581,2023-07-10,P00707,W04,8,390.82,2023-07-13,2023-07-16,Delivered,Retail
SO0017582,2024-06-22,P00387,W05,5,86.58,2024-06-24,2024-06-24,Delivered,Online
SO0017583,2024-07-18,P00164,W02,3,176.62,2024-07-27,2024-07-27,Delivered,Online
SO0017584,2026-03-20,P00358,W03,11,190.95,2026-03-26,2026-03-26,Delivered,Online
SO0017585,2023-01-19,P00481,W05,8,407.01,2023-01-21,2023-01-21,Delivered,B2B
SO0017586,2025-01-14,P00077,W05,8,137.18,2025-01-22,2025-01-25,Delivered,Distributor
SO0017587,2024-09-21,P00765,W04,6,163.68,2024-09-25,2024-09-25,Delivered,Online
SO0017588,2023-06-15,P00538,W03,5,159.03,2023-06-17,2023-06-17,Delivered,B2B
SO0017589,2024-01-29,P00050,W06,13,1791.75,2024-02-03,2024-02-05,Delivered,Distributor
SO0017590,2023-03-25,P00967,W04,8,947.56,2023-04-01,2023-04-01,Delivered,Retail
SO0017591,2025-04-02,P00854,W05,6,131.69,2025-04-04,2025-04-04,Delivered,Online
SO0017592,2024-07-01,P00012,W04,12,891.18,2024-07-03,2024-07-08,Delivered,Online
SO0017593,2026-01-05,P00661,W06,4,155.97,2026-01-12,2026-01-13,Delivered,Online
SO0017594,2024-09-03,P00334,W04,7,996.82,2024-09-12,2024-09-12,Delivered,Online
SO0017595,2026-08-02,P00823,W06,4,156.61,2026-08-11,2026-08-11,Delivered,Online
SO0017596,2023-07-12,P00678,W04,9,169.26,2023-07-18,2023-07-23,Delivered,B2B
SO0017597,2023-06-20,P00581,W04,11,571.78,2023-06-28,2023-06-28,Delivered,Retail
SO0017598,2026-06-25,P00546,W01,12,2398.46,2026-06-30,2026-07-07,Delivered,Distributor
SO0017599,2025-09-13,P00475,W06,9,1112.53,2025-09-20,2025-09-20,Delivered,Retail
SO0017600,2026-01-13,P00482,W02,8,571.23,2026-01-18,2026-01-23,Delivered,Online
SO0017601,2026-08-05,P00378,W06,7,84.81,2026-08-08,2026-08-08,Delivered,Online
SO0017602,2024-01-14,P00336,W01,7,653.39,2024-01-18,2024-01-18,Delivered,Online
SO0017603,2024-09-17,P00649,W02,1,35.43,2024-09-25,2024-09-25,Delivered,B2B
SO0017604,2026-02-04,P00919,W05,5,1256.88,2026-02-12,2026-02-19,Delivered,Distributor
SO0017605,2023-04-09,P00848,W02,7,2977.8,2023-04-12,2023-04-12,Delivered,Retail
SO0017606,2025-12-03,P00869,W02,6,159.21,2025-12-06,2025-12-06,Delivered,Online
SO0017607,2025-05-06,P00560,W02,8,464.28,2025-05-14,2025-05-15,Delivered,Retail
SO0017608,2025-09-03,P00155,W01,3,182.47,2025-09-10,2025-09-10,Delivered,Retail
SO0017609,2023-01-01,P00081,W04,3,544.37,2023-01-08,2023-01-13,Delivered,B2B
SO0017610,2026-01-26,P00412,W01,7,999.28,2026-01-30,2026-01-30,Delivered,Retail
SO0017611,2026-03-28,P00361,W01,8,233.65,2026-04-02,2026-04-02,Delivered,Retail
SO0017612,2023-07-22,P00456,W02,4,269.27,2023-07-28,2023-08-02,Delivered,Online
SO0017613,2023-12-08,P00352,W06,3,272.14,2023-12-10,2023-12-10,Delivered,Retail
SO0017614,2024-03-19,P00182,W02,9,858.31,2024-03-24,2024-03-24,Delivered,B2B
SO0017615,2025-03-29,P00443,W05,8,522.04,2025-04-06,2025-04-13,Delivered,Distributor
SO0017616,2025-11-27,P00317,W03,7,229.02,2025-12-04,2025-12-11,Delivered,B2B
SO0017617,2023-06-03,P00199,W03,9,1027.5,2023-06-12,2023-06-14,Delivered,Online
SO0017618,2024-06-03,P00775,W03,6,187.37,2024-06-07,2024-06-09,Delivered,Online
SO0017619,2023-11-25,P00376,W05,8,221.73,2023-11-28,2023-11-28,Delivered,Distributor
SO0017620,2023-05-09,P00633,W01,14,1018.82,2023-05-15,2023-05-20,Delivered,Distributor
SO0017621,2025-12-25,P00099,W01,8,1391.04,2025-12-28,2026-01-02,Delivered,Online
SO0017622,2025-01-02,P00948,W05,2,263.15,2025-01-08,2025-01-08,Delivered,Distributor
SO0017623,2026-01-24,P00224,W01,12,166.9,2026-01-27,2026-01-27,Delivered,Retail
SO0017624,2025-03-08,P00264,W02,5,380.02,2025-03-12,2025-03-13,Delivered,Distributor
SO0017625,2023-04-01,P00470,W01,11,1404.14,2023-04-09,2023-04-11,Delivered,Distributor
SO0017626,2023-11-02,P00177,W04,4,399.01,2023-11-06,2023-11-06,Delivered,Online
SO0017627,2024-12-17,P00166,W01,5,78.81,2024-12-26,2024-12-26,Delivered,B2B
SO0017628,2023-08-18,P00922,W06,8,3823.05,2023-08-24,2023-08-24,Delivered,Distributor
SO0017629,2024-07-24,P00549,W04,7,654.81,2024-07-31,2024-07-31,Delivered,Retail
SO0017630,2023-11-25,P00866,W02,3,108.78,2023-12-04,2023-12-11,Delivered,B2B
SO0017631,2025-03-14,P00022,W02,7,849.65,2025-03-23,2025-03-23,Delivered,B2B
SO0017632,2024-11-08,P00146,W01,6,128.11,2024-11-16,2024-11-16,Delivered,Online
SO0017633,2024-04-03,P00023,W02,5,248.24,2024-04-09,2024-04-16,Delivered,B2B
SO0017634,2026-07-10,P00531,W03,5,361.31,2026-07-14,2026-07-14,Delivered,B2B
SO0017635,2023-11-08,P00793,W01,6,1523.15,2023-11-12,2023-11-12,Delivered,Distributor
SO0017636,2024-01-08,P00470,W05,2,250.96,2024-01-17,2024-01-17,Delivered,B2B
SO0017637,2024-12-07,P00287,W05,7,478.53,2024-12-10,2024-12-10,Delivered,B2B
SO0017638,2023-05-07,P00543,W03,11,1098.86,2023-05-14,2023-05-14,Delivered,Retail
SO0017639,2023-06-09,P00918,W06,5,177.87,2023-06-17,2023-06-17,Delivered,Distributor
SO0017640,2025-07-24,P00632,W04,5,67.39,2025-07-29,2025-07-30,Delivered,Retail
SO0017641,2025-04-07,P00323,W02,6,914.03,2025-04-09,2025-04-11,Delivered,B2B
SO0017642,2024-01-28,P00209,W01,6,575.3,2024-01-31,2024-02-05,Delivered,Distributor
SO0017643,2024-12-19,P00396,W04,7,539.0,2024-12-28,2024-12-31,Delivered,B2B
SO0017644,2023-05-23,P00808,W06,7,670.13,2023-05-26,2023-05-26,Delivered,Retail
SO0017645,2024-10-03,P00459,W01,4,2765.52,2024-10-05,2024-10-05,Delivered,Distributor
SO0017646,2023-01-28,P00508,W06,6,464.01,2023-01-30,2023-02-02,Delivered,Online
SO0017647,2023-01-06,P00185,W04,8,2438.41,2023-01-14,2023-01-14,Delivered,B2B
SO0017648,2024-06-21,P00268,W05,7,634.13,2024-06-30,2024-07-07,Delivered,Distributor
SO0017649,2025-10-24,P00150,W05,6,148.86,2025-10-27,2025-11-01,Delivered,B2B
SO0017650,2023-12-17,P00858,W01,10,876.81,2023-12-20,2023-12-20,Delivered,Online
SO0017651,2023-12-23,P00622,W01,6,126.27,2023-12-29,2023-12-29,Delivered,Online
SO0017652,2023-07-20,P00434,W02,10,1021.89,2023-07-24,2023-07-24,Delivered,Retail
SO0017653,2023-09-19,P00990,W06,8,710.61,2023-09-28,2023-09-29,Delivered,Retail
SO0017654,2023-08-20,P00821,W03,7,2185.22,2023-08-29,2023-08-29,Delivered,Online
SO0017655,2024-05-21,P00469,W02,13,1622.47,2024-05-30,2024-06-06,Delivered,Retail
SO0017656,2024-09-07,P00883,W06,8,286.78,2024-09-10,2024-09-12,Delivered,Online
SO0017657,2026-08-01,P00151,W04,5,507.96,2026-08-04,2026-08-09,Delivered,Retail
SO0017658,2026-05-26,P00902,W05,2,203.46,2026-06-03,2026-06-03,Delivered,Retail
SO0017659,2026-02-08,P00850,W01,10,117.51,2026-02-15,2026-02-15,Delivered,Retail
SO0017660,2025-08-29,P00381,W04,6,3377.34,2025-09-02,2025-09-04,Delivered,Distributor
SO0017661,2025-12-16,P00548,W02,5,656.04,2025-12-21,2025-12-23,Delivered,Retail
SO0017662,2023-11-25,P00955,W02,5,99.38,2023-11-27,2023-12-02,Delivered,Distributor
SO0017663,2025-03-05,P00761,W03,8,1113.39,2025-03-11,2025-03-11,Delivered,Distributor
SO0017664,2024-05-05,P00492,W05,3,296.04,2024-05-13,2024-05-13,Delivered,Retail
SO0017665,2023-08-22,P00403,W04,6,363.82,2023-08-29,2023-09-05,Delivered,Online
SO0017666,2026-03-04,P00783,W06,10,1336.65,2026-03-12,2026-03-17,Delivered,Retail
SO0017667,2026-04-16,P00935,W03,8,787.8,2026-04-25,2026-04-27,Delivered,Distributor
SO0017668,2023-10-03,P00791,W06,5,277.67,2023-10-10,2023-10-11,Delivered,Retail
SO0017669,2024-02-02,P00084,W06,9,731.45,2024-02-06,2024-02-13,Delivered,B2B
SO0017670,2026-04-05,P00678,W03,7,144.89,2026-04-10,2026-04-10,Delivered,Retail
SO0017671,2023-06-11,P00403,W04,9,565.65,2023-06-13,2023-06-18,Delivered,Retail
SO0017672,2024-09-21,P00549,W02,3,306.56,2024-09-30,2024-10-02,Delivered,Online
SO0017673,2025-02-01,P00448,W04,2,266.73,2025-02-04,2025-02-06,Delivered,B2B
SO0017674,2025-06-23,P00328,W01,9,1111.65,2025-06-29,2025-06-29,Delivered,Distributor
SO0017675,2026-01-20,P00237,W01,11,3829.03,2026-01-25,2026-01-27,Delivered,Retail
SO0017676,2023-08-05,P00404,W01,7,259.73,2023-08-07,2023-08-07,Delivered,Online
SO0017677,2024-02-10,P00915,W02,7,453.74,2024-02-14,2024-02-17,Delivered,Online
SO0017678,2024-09-23,P00517,W06,7,131.81,2024-09-26,2024-09-26,Delivered,B2B
SO0017679,2025-09-11,P00386,W06,4,1628.03,2025-09-14,2025-09-16,Delivered,Retail
SO0017680,2023-07-31,P00338,W04,7,1999.51,2023-08-04,2023-08-11,Delivered,Retail
SO0017681,2025-02-21,P00782,W06,6,931.83,2025-02-23,2025-02-24,Delivered,Online
SO0017682,2023-11-29,P00127,W03,4,188.92,2023-12-03,2023-12-08,Delivered,Online
SO0017683,2023-07-05,P00306,W04,5,1589.24,2023-07-12,2023-07-12,Delivered,Online
SO0017684,2026-01-31,P00341,W03,7,649.53,2026-02-09,2026-02-16,Delivered,B2B
SO0017685,2023-11-10,P00049,W06,7,380.34,2023-11-15,2023-11-15,Delivered,B2B
SO0017686,2025-07-03,P00219,W04,4,502.18,2025-07-10,2025-07-17,Delivered,B2B
SO0017687,2024-05-30,P00989,W02,10,527.56,2024-06-02,2024-06-09,Delivered,Retail
SO0017688,2025-12-23,P00635,W02,6,763.44,2026-01-01,2026-01-01,Delivered,B2B
SO0017689,2024-10-24,P00578,W01,9,167.24,2024-11-01,2024-11-08,Delivered,Retail
SO0017690,2024-03-24,P00082,W03,2,193.37,2024-03-28,2024-03-30,Delivered,B2B
SO0017691,2026-05-12,P00886,W05,3,733.47,2026-05-18,2026-05-21,Delivered,B2B
SO0017692,2026-04-15,P00072,W01,11,440.41,2026-04-22,2026-04-25,Delivered,Retail
SO0017693,2024-08-31,P00674,W05,6,299.08,2024-09-09,2024-09-11,Delivered,Distributor
SO0017694,2025-02-23,P00078,W05,10,489.59,2025-03-02,2025-03-02,Delivered,B2B
SO0017695,2023-06-18,P00144,W02,8,165.32,2023-06-23,2023-06-23,Delivered,Online
SO0017696,2023-08-02,P00709,W03,8,1386.97,2023-08-09,2023-08-09,Delivered,Online
SO0017697,2024-05-16,P00782,W04,6,960.02,2024-05-18,2024-05-23,Delivered,B2B
SO0017698,2023-06-09,P00874,W05,8,1790.88,2023-06-18,2023-06-18,Delivered,Distributor
SO0017699,2023-04-02,P00967,W03,10,1234.4,2023-04-06,2023-04-06,Delivered,B2B
SO0017700,2026-02-02,P00898,W04,5,895.73,2026-02-06,2026-02-09,Delivered,Distributor
SO0017701,2024-02-28,P00337,W01,11,547.11,2024-03-04,2024-03-06,Delivered,Online
SO0017702,2023-06-05,P00556,W02,5,566.98,2023-06-07,2023-06-08,Delivered,Distributor
SO0017703,2023-05-11,P00308,W04,7,266.43,2023-05-18,2023-05-25,Delivered,Distributor
SO0017704,2023-12-29,P00711,W01,6,259.31,2024-01-01,2024-01-01,Delivered,Online
SO0017705,2024-01-02,P00749,W03,15,816.2,2024-01-04,2024-01-05,Delivered,Retail
SO0017706,2026-05-06,P00017,W02,11,395.73,2026-05-14,2026-05-16,Delivered,Retail
SO0017707,2026-05-21,P00394,W01,6,1247.97,2026-05-26,2026-05-27,Delivered,Distributor
SO0017708,2024-07-14,P00910,W04,7,2848.06,2024-07-23,2024-07-23,Delivered,Retail
SO0017709,2026-04-14,P00070,W04,4,310.11,2026-04-22,2026-04-25,Delivered,Distributor
SO0017710,2025-06-10,P00089,W06,7,217.92,2025-06-18,2025-06-23,Delivered,B2B
SO0017711,2025-11-18,P00863,W03,5,609.37,2025-11-27,2025-11-27,Delivered,Distributor
SO0017712,2026-06-17,P00986,W02,6,45.03,2026-06-26,2026-06-26,Delivered,Retail
SO0017713,2023-04-18,P00335,W03,6,144.78,2023-04-20,2023-04-20,Delivered,B2B
SO0017714,2023-05-05,P00258,W04,7,862.71,2023-05-10,2023-05-17,Delivered,Retail
SO0017715,2026-05-03,P00840,W03,7,231.03,2026-05-06,2026-05-09,Delivered,B2B
SO0017716,2024-11-06,P00871,W06,5,272.46,2024-11-13,2024-11-13,Delivered,B2B
SO0017717,2024-04-29,P00597,W05,7,375.89,2024-05-02,2024-05-07,Delivered,Distributor
SO0017718,2025-02-04,P00371,W06,4,1340.07,2025-02-11,2025-02-13,Delivered,Distributor
SO0017719,2025-10-14,P00908,W04,7,322.1,2025-10-18,2025-10-23,Delivered,Retail
SO0017720,2025-03-10,P00584,W02,11,4905.3,2025-03-12,2025-03-17,Delivered,Retail
SO0017721,2026-05-21,P00273,W01,2,312.87,2026-05-29,2026-06-03,Delivered,B2B
SO0017722,2023-03-23,P00547,W03,6,871.87,2023-03-30,2023-04-01,Delivered,Online
SO0017723,2025-10-05,P00470,W02,8,1073.55,2025-10-14,2025-10-14,Delivered,B2B
SO0017724,2026-07-16,P00031,W04,12,750.64,2026-07-21,2026-07-23,Delivered,Retail
SO0017725,2023-02-23,P00604,W06,7,156.51,2023-02-27,2023-02-27,Delivered,B2B
SO0017726,2023-03-02,P00806,W02,4,140.03,2023-03-08,2023-03-09,Delivered,Retail
SO0017727,2023-02-25,P00735,W02,7,594.91,2023-03-04,2023-03-06,Delivered,Online
SO0017728,2025-02-10,P00020,W06,8,280.86,2025-02-15,2025-02-20,Delivered,B2B
SO0017729,2024-05-16,P00151,W03,7,770.38,2024-05-18,2024-05-18,Delivered,Distributor
SO0017730,2025-03-21,P00452,W06,6,84.7,2025-03-24,2025-03-26,Delivered,Retail
SO0017731,2026-08-27,P00079,W02,7,357.61,2026-09-02,2026-09-02,Open,Retail
SO0017732,2023-08-11,P00331,W06,5,481.78,2023-08-14,2023-08-19,Delivered,Distributor
SO0017733,2024-03-03,P00991,W04,6,494.2,2024-03-08,2024-03-08,Delivered,B2B
SO0017734,2024-05-14,P00438,W02,9,261.94,2024-05-17,2024-05-20,Delivered,Online
SO0017735,2024-02-15,P00873,W04,6,1195.68,2024-02-19,2024-02-19,Delivered,B2B
SO0017736,2024-01-22,P00888,W02,5,393.8,2024-01-26,2024-01-26,Delivered,B2B
SO0017737,2025-12-14,P00228,W02,7,93.83,2025-12-17,2025-12-17,Delivered,B2B
SO0017738,2024-10-10,P00840,W02,8,283.86,2024-10-13,2024-10-20,Delivered,B2B
SO0017739,2026-07-12,P00257,W02,6,855.65,2026-07-14,2026-07-14,Delivered,Distributor
SO0017740,2023-03-12,P00133,W06,8,97.84,2023-03-15,2023-03-15,Delivered,Retail
SO0017741,2024-11-16,P00155,W04,7,453.14,2024-11-25,2024-12-02,Delivered,Online
SO0017742,2024-12-25,P00301,W03,5,645.96,2025-01-01,2025-01-01,Delivered,Online
SO0017743,2024-01-14,P00339,W04,7,368.0,2024-01-18,2024-01-20,Delivered,Online
SO0017744,2023-01-08,P00637,W04,5,213.12,2023-01-17,2023-01-22,Delivered,B2B
SO0017745,2023-09-14,P00082,W01,8,777.0,2023-09-20,2023-09-20,Delivered,Retail
SO0017746,2025-08-21,P00949,W06,9,3170.23,2025-08-30,2025-08-30,Delivered,Retail
SO0017747,2026-01-14,P00616,W02,11,858.95,2026-01-21,2026-01-21,Delivered,Retail
SO0017748,2026-07-29,P00963,W04,8,933.75,2026-08-02,2026-08-07,Delivered,Distributor
SO0017749,2025-06-19,P00745,W02,8,449.9,2025-06-23,2025-06-23,Delivered,Retail
SO0017750,2025-04-03,P00972,W01,9,1042.48,2025-04-09,2025-04-09,Delivered,Distributor
SO0017751,2025-02-04,P00275,W02,9,912.98,2025-02-10,2025-02-15,Delivered,Distributor
SO0017752,2024-04-21,P00344,W02,11,1063.81,2024-04-26,2024-04-27,Delivered,Retail
SO0017753,2025-11-17,P00866,W03,10,368.77,2025-11-25,2025-11-27,Delivered,B2B
SO0017754,2024-10-27,P00070,W05,2,141.63,2024-11-03,2024-11-03,Delivered,Distributor
SO0017755,2026-06-09,P00093,W02,6,498.17,2026-06-16,2026-06-17,Delivered,Online
SO0017756,2025-08-05,P00842,W03,10,57.83,2025-08-14,2025-08-21,Delivered,Distributor
SO0017757,2024-01-28,P00463,W02,8,483.58,2024-02-06,2024-02-06,Delivered,Online
SO0017758,2023-07-23,P00744,W02,8,378.75,2023-07-27,2023-07-28,Delivered,B2B
SO0017759,2023-09-05,P00659,W03,4,224.03,2023-09-11,2023-09-11,Delivered,B2B
SO0017760,2024-11-12,P00483,W06,8,436.72,2024-11-16,2024-11-21,Delivered,Distributor
SO0017761,2026-06-17,P00863,W03,6,671.07,2026-06-21,2026-06-21,Delivered,Online
SO0017762,2024-07-04,P00102,W06,3,459.54,2024-07-09,2024-07-09,Delivered,Retail
SO0017763,2026-04-03,P00720,W04,4,221.7,2026-04-11,2026-04-11,Delivered,B2B
SO0017764,2026-01-17,P00660,W02,8,627.44,2026-01-25,2026-01-27,Delivered,Online
SO0017765,2023-05-12,P00499,W02,8,2344.01,2023-05-20,2023-05-25,Delivered,Distributor
SO0017766,2024-02-17,P00097,W02,9,2561.77,2024-02-23,2024-02-23,Delivered,Online
SO0017767,2023-08-20,P00314,W06,12,426.94,2023-08-22,2023-08-27,Delivered,Distributor
SO0017768,2025-01-30,P00451,W03,4,531.43,2025-02-06,2025-02-07,Delivered,B2B
SO0017769,2025-07-01,P00362,W02,4,802.05,2025-07-03,2025-07-03,Delivered,B2B
SO0017770,2025-01-16,P00451,W02,7,914.07,2025-01-19,2025-01-20,Delivered,B2B
SO0017771,2023-02-23,P00951,W03,7,536.57,2023-03-04,2023-03-04,Delivered,Online
SO0017772,2025-10-30,P00766,W05,8,1720.32,2025-11-03,2025-11-03,Delivered,Distributor
SO0017773,2023-09-16,P00255,W05,7,1648.58,2023-09-25,2023-09-26,Delivered,Online
SO0017774,2025-11-19,P00686,W03,10,1421.82,2025-11-21,2025-11-21,Delivered,B2B
SO0017775,2023-01-13,P00888,W01,8,616.59,2023-01-19,2023-01-21,Delivered,Online
SO0017776,2026-03-16,P00464,W06,5,580.0,2026-03-25,2026-03-30,Delivered,B2B
SO0017777,2025-08-10,P00650,W03,7,1996.92,2025-08-18,2025-08-18,Delivered,Distributor
SO0017778,2024-07-03,P00449,W02,6,975.86,2024-07-05,2024-07-05,Delivered,B2B
SO0017779,2026-06-08,P00967,W01,5,597.31,2026-06-16,2026-06-16,Delivered,Distributor
SO0017780,2025-11-15,P00673,W04,4,230.3,2025-11-22,2025-11-23,Delivered,B2B
SO0017781,2024-07-24,P00597,W03,6,329.11,2024-07-26,2024-08-02,Delivered,Online
SO0017782,2024-08-30,P00281,W04,7,392.04,2024-09-06,2024-09-06,Delivered,B2B
SO0017783,2026-05-21,P00737,W02,8,456.45,2026-05-25,2026-05-26,Delivered,Distributor
SO0017784,2025-05-03,P00097,W06,9,2282.22,2025-05-10,2025-05-11,Delivered,Retail
SO0017785,2026-08-13,P00752,W03,6,1063.22,2026-08-21,2026-08-22,Delivered,B2B
SO0017786,2023-06-03,P00216,W06,7,226.88,2023-06-06,2023-06-08,Delivered,Distributor
SO0017787,2024-12-12,P00065,W06,2,29.89,2024-12-21,2024-12-26,Delivered,Online
SO0017788,2024-08-22,P00484,W04,8,571.84,2024-08-24,2024-08-24,Delivered,B2B
SO0017789,2026-02-24,P00662,W01,8,475.11,2026-03-05,2026-03-07,Delivered,B2B
SO0017790,2024-01-22,P00264,W06,4,327.18,2024-01-26,2024-01-29,Delivered,Online
SO0017791,2026-02-20,P00099,W01,12,2131.36,2026-02-22,2026-02-25,Delivered,Retail
SO0017792,2026-01-06,P00791,W06,7,366.04,2026-01-10,2026-01-11,Delivered,Distributor
SO0017793,2025-07-22,P00603,W05,8,566.41,2025-07-27,2025-08-01,Delivered,Retail
SO0017794,2026-05-04,P00267,W03,5,389.78,2026-05-13,2026-05-13,Delivered,Retail
SO0017795,2026-06-28,P00922,W02,6,2567.81,2026-07-06,2026-07-09,Delivered,Retail
SO0017796,2025-08-12,P00121,W06,6,1000.41,2025-08-16,2025-08-16,Delivered,Distributor
SO0017797,2026-04-14,P00794,W01,6,1107.18,2026-04-18,2026-04-18,Delivered,B2B
SO0017798,2025-12-07,P00370,W02,4,274.58,2025-12-14,2025-12-14,Delivered,Retail
SO0017799,2025-10-30,P00121,W01,6,995.26,2025-11-01,2025-11-01,Delivered,B2B
SO0017800,2023-09-25,P00239,W01,7,928.96,2023-10-02,2023-10-03,Delivered,Retail
SO0017801,2025-04-05,P00489,W05,9,990.32,2025-04-08,2025-04-08,Delivered,B2B
SO0017802,2025-07-11,P00801,W04,3,42.58,2025-07-20,2025-07-20,Delivered,B2B
SO0017803,2024-04-18,P00536,W05,8,509.98,2024-04-20,2024-04-21,Delivered,Online
