SnapshotDate,ProductID,WarehouseID,OnHandUnits,InventoryValue,InboundUnits
2025-02-10,P00106,W05,907,28035.37,11
2025-02-17,P00106,W05,921,28468.11,22
2025-02-24,P00106,W05,912,28189.92,22
2025-03-03,P00106,W05,936,28931.76,21
2025-03-10,P00106,W05,937,28962.67,22
2025-03-17,P00106,W05,972,30044.52,16
2025-03-24,P00106,W05,1006,31095.46,8
2025-03-31,P00106,W05,1030,31837.3,20
2025-04-07,P00106,W05,1093,33784.63,27
2025-04-14,P00106,W05,1101,34031.91,16
2025-04-21,P00106,W05,1121,34650.11,7
2025-04-28,P00106,W05,1123,34711.93,11
2025-05-05,P00106,W05,1144,35361.04,3
2025-05-12,P00106,W05,1197,36999.27,13
2025-05-19,P00106,W05,1208,37339.28,9
2025-05-26,P00106,W05,1248,38575.68,29
2025-06-02,P00106,W05,1279,39533.89,11
2025-06-09,P00106,W05,1287,39781.17,22
2025-06-16,P00106,W05,1330,41110.3,0
2025-06-23,P00106,W05,1369,42315.79,14
2025-06-30,P00106,W05,1432,44263.12,4
2025-07-07,P00106,W05,1463,45221.33,25
2025-07-14,P00106,W05,1503,46457.73,7
2025-07-21,P00106,W05,1523,47075.93,21
2025-07-28,P00106,W05,1579,48806.89,8
2025-08-04,P00106,W05,1627,50290.57,0
2025-08-11,P00106,W05,1636,50568.76,22
2025-08-18,P00106,W05,1685,52083.35,22
2025-08-25,P00106,W05,1680,51928.8,3
2025-09-01,P00106,W05,1698,52485.18,15
2025-09-08,P00106,W05,1734,53597.94,8
2025-09-15,P00106,W05,1784,55143.44,9
2025-09-22,P00106,W05,1801,55668.91,23
2025-09-29,P00106,W05,1806,55823.46,9
2025-10-06,P00106,W05,1816,56132.56,3
2025-10-13,P00106,W05,1811,55978.01,22
2025-10-20,P00106,W05,1811,55978.01,22
2025-10-27,P00106,W05,1864,57616.24,22
2025-11-03,P00106,W05,1861,57523.51,10
2025-11-10,P00106,W05,1898,58667.18,9
2025-11-17,P00106,W05,1954,60398.14,15
2025-11-24,P00106,W05,1969,60861.79,21
2025-12-01,P00106,W05,1966,60769.06,8
2025-12-08,P00106,W05,1954,60398.14,15
2025-12-15,P00106,W05,1989,61479.99,14
2025-12-22,P00106,W05,2021,62469.11,26
2025-12-29,P00106,W05,2058,63612.78,5
2026-01-05,P00106,W05,2109,65189.19,0
2026-01-12,P00106,W05,2166,66951.06,17
2026-01-19,P00106,W05,2196,67878.36,19
2026-01-26,P00106,W05,2216,68496.56,28
2026-02-02,P00106,W05,2250,69547.5,28
2026-02-09,P00106,W05,2253,69640.23,12
2026-02-16,P00106,W05,2256,69732.96,13
2026-02-23,P00106,W05,2305,71247.55,22
2026-03-02,P00106,W05,2314,71525.74,24
2026-03-09,P00106,W05,2354,72762.14,12
2026-03-16,P00106,W05,2383,73658.53,7
2026-03-23,P00106,W05,2419,74771.29,5
2026-03-30,P00106,W05,2469,76316.79,12
2026-04-06,P00106,W05,2499,77244.09,9
2026-04-13,P00106,W05,2523,77985.93,20
2026-04-20,P00106,W05,2565,79284.15,28
2026-04-27,P00106,W05,2604,80489.64,21
2026-05-04,P00106,W05,2624,81107.84,24
2026-05-11,P00106,W05,2662,82282.42,18
2026-05-18,P00106,W05,2658,82158.78,25
2026-05-25,P00106,W05,2710,83766.1,2
2026-06-01,P00106,W05,2734,84507.94,18
2026-06-08,P00106,W05,2764,85435.24,20
2026-06-15,P00106,W05,2816,87042.56,2
2026-06-22,P00106,W05,2812,86918.92,19
2026-06-29,P00106,W05,2854,88217.14,1
2026-07-06,P00106,W05,2882,89082.62,26
2026-07-13,P00106,W05,2886,89206.26,27
2026-07-20,P00106,W05,2919,90226.29,5
2026-07-27,P00106,W05,2956,91369.96,26
2026-08-03,P00106,W05,2962,91555.42,0
2026-08-10,P00106,W05,2971,91833.61,13
2026-08-17,P00106,W05,2984,92235.44,28
2026-08-24,P00106,W05,3023,93440.93,4
2026-08-31,P00106,W05,3036,93842.76,28
2024-09-02,P00106,W06,551,17031.41,22
2024-09-09,P00106,W06,598,18484.18,23
2024-09-16,P00106,W06,647,19998.77,21
2024-09-23,P00106,W06,682,21080.62,28
2024-09-30,P00106,W06,709,21915.19,25
2024-10-07,P00106,W06,719,22224.29,4
2024-10-14,P00106,W06,731,22595.21,10
2024-10-21,P00106,W06,727,22471.57,23
2024-10-28,P00106,W06,758,23429.78,12
2024-11-04,P00106,W06,768,23738.88,14
2024-11-11,P00106,W06,793,24511.63,18
2024-11-18,P00106,W06,811,25068.01,23
2024-11-25,P00106,W06,796,24604.36,17
2024-12-02,P00106,W06,839,25933.49,12
2024-12-09,P00106,W06,887,27417.17,6
2024-12-16,P00106,W06,876,27077.16,18
2024-12-23,P00106,W06,867,26798.97,12
2024-12-30,P00106,W06,854,26397.14,7
2025-01-06,P00106,W06,892,27571.72,10
2025-01-13,P00106,W06,906,28004.46,15
2025-01-20,P00106,W06,922,28499.02,27
2025-01-27,P00106,W06,937,28962.67,11
2025-02-03,P00106,W06,962,29735.42,26
2025-02-10,P00106,W06,999,30879.09,27
2025-02-17,P00106,W06,1057,32671.87,12
2025-02-24,P00106,W06,1053,32548.23,9
2025-03-03,P00106,W06,1077,33290.07,24
2025-03-10,P00106,W06,1126,34804.66,27
2025-03-17,P00106,W06,1118,34557.38,15
2025-03-24,P00106,W06,1115,34464.65,0
2025-03-31,P00106,W06,1133,35021.03,4
2025-04-07,P00106,W06,1163,35948.33,10
2025-04-14,P00106,W06,1219,37679.29,26
2025-04-21,P00106,W06,1225,37864.75,26
2025-04-28,P00106,W06,1245,38482.95,8
2025-05-05,P00106,W06,1252,38699.32,17
2025-05-12,P00106,W06,1288,39812.08,28
2025-05-19,P00106,W06,1287,39781.17,23
2025-05-26,P00106,W06,1317,40708.47,17
2025-06-02,P00106,W06,1372,42408.52,13
2025-06-09,P00106,W06,1407,43490.37,7
2025-06-16,P00106,W06,1439,44479.49,14
2025-06-23,P00106,W06,1497,46272.27,17
2025-06-30,P00106,W06,1524,47106.84,9
2025-07-07,P00106,W06,1533,47385.03,6
2025-07-14,P00106,W06,1529,47261.39,15
2025-07-21,P00106,W06,1532,47354.12,23
2025-07-28,P00106,W06,1581,48868.71,12
2025-08-04,P00106,W06,1629,50352.39,15
2025-08-11,P00106,W06,1623,50166.93,3
2025-08-18,P00106,W06,1677,51836.07,16
2025-08-25,P00106,W06,1677,51836.07,2
2025-09-01,P00106,W06,1689,52206.99,9
2025-09-08,P00106,W06,1710,52856.1,7
2025-09-15,P00106,W06,1693,52330.63,1
2025-09-22,P00106,W06,1701,52577.91,12
2025-09-29,P00106,W06,1719,53134.29,24
2025-10-06,P00106,W06,1771,54741.61,5
2025-10-13,P00106,W06,1814,56070.74,4
2025-10-20,P00106,W06,1854,57307.14,16
2025-10-27,P00106,W06,1845,57028.95,28
2025-11-03,P00106,W06,1836,56750.76,9
2025-11-10,P00106,W06,1860,57492.6,13
2025-11-17,P00106,W06,1863,57585.33,19
2025-11-24,P00106,W06,1892,58481.72,0
2025-12-01,P00106,W06,1882,58172.62,0
2025-12-08,P00106,W06,1886,58296.26,16
2025-12-15,P00106,W06,1878,58048.98,4
2025-12-22,P00106,W06,1927,59563.57,25
2025-12-29,P00106,W06,1926,59532.66,26
2026-01-05,P00106,W06,1962,60645.42,9
2026-01-12,P00106,W06,1954,60398.14,1
2026-01-19,P00106,W06,1959,60552.69,18
2026-01-26,P00106,W06,1949,60243.59,25
2026-02-02,P00106,W06,1961,60614.51,20
2026-02-09,P00106,W06,1965,60738.15,23
2026-02-16,P00106,W06,1974,61016.34,8
2026-02-23,P00106,W06,1964,60707.24,21
2026-03-02,P00106,W06,2017,62345.47,25
2026-03-09,P00106,W06,2035,62901.85,16
2026-03-16,P00106,W06,2090,64601.9,18
2026-03-23,P00106,W06,2136,66023.76,8
2026-03-30,P00106,W06,2152,66518.32,5
2026-04-06,P00106,W06,2156,66641.96,2
2026-04-13,P00106,W06,2181,67414.71,4
2026-04-20,P00106,W06,2172,67136.52,0
2026-04-27,P00106,W06,2205,68156.55,6
2026-05-04,P00106,W06,2247,69454.77,8
2026-05-11,P00106,W06,2273,70258.43,16
2026-05-18,P00106,W06,2316,71587.56,0
2026-05-25,P00106,W06,2348,72576.68,2
2026-06-01,P00106,W06,2372,73318.52,11
2026-06-08,P00106,W06,2381,73596.71,14
2026-06-15,P00106,W06,2371,73287.61,27
2026-06-22,P00106,W06,2403,74276.73,23
2026-06-29,P00106,W06,2403,74276.73,1
2026-07-06,P00106,W06,2444,75544.04,29
2026-07-13,P00106,W06,2479,76625.89,12
2026-07-20,P00106,W06,2530,78202.3,28
2026-07-27,P00106,W06,2555,78975.05,25
2026-08-03,P00106,W06,2571,79469.61,25
2026-08-10,P00106,W06,2591,80087.81,24
2026-08-17,P00106,W06,2621,81015.11,8
2026-08-24,P00106,W06,2624,81107.84,9
2026-08-31,P00106,W06,2618,80922.38,29
2024-09-02,P00107,W01,313,8460.39,26
2024-09-09,P00107,W01,290,7838.7,7
2024-09-16,P00107,W01,284,7676.52,17
2024-09-23,P00107,W01,275,7433.25,14
2024-09-30,P00107,W01,267,7217.01,6
2024-10-07,P00107,W01,295,7973.85,1
2024-10-14,P00107,W01,272,7352.16,23
2024-10-21,P00107,W01,258,6973.74,0
2024-10-28,P00107,W01,286,7730.58,17
2024-11-04,P00107,W01,306,8271.18,6
2024-11-11,P00107,W01,292,7892.76,4
2024-11-18,P00107,W01,267,7217.01,10
2024-11-25,P00107,W01,312,8433.36,23
2024-12-02,P00107,W01,313,8460.39,19
2024-12-09,P00107,W01,347,9379.41,22
2024-12-16,P00107,W01,351,9487.53,26
2024-12-23,P00107,W01,329,8892.87,17
2024-12-30,P00107,W01,366,9892.98,6
2025-01-06,P00107,W01,351,9487.53,14
2025-01-13,P00107,W01,349,9433.47,28
2025-01-20,P00107,W01,365,9865.95,5
2025-01-27,P00107,W01,405,10947.15,24
2025-02-03,P00107,W01,413,11163.39,20
2025-02-10,P00107,W01,436,11785.08,22
2025-02-17,P00107,W01,456,12325.68,27
2025-02-24,P00107,W01,454,12271.62,22
2025-03-03,P00107,W01,455,12298.65,26
2025-03-10,P00107,W01,500,13515.0,13
2025-03-17,P00107,W01,516,13947.48,29
2025-03-24,P00107,W01,556,15028.68,21
2025-03-31,P00107,W01,554,14974.62,10
2025-04-07,P00107,W01,564,15244.92,8
2025-04-14,P00107,W01,573,15488.19,2
2025-04-21,P00107,W01,604,16326.12,10
2025-04-28,P00107,W01,661,17866.83,12
2025-05-05,P00107,W01,649,17542.47,29
2025-05-12,P00107,W01,633,17109.99,24
2025-05-19,P00107,W01,626,16920.78,28
2025-05-26,P00107,W01,652,17623.56,4
2025-06-02,P00107,W01,705,19056.15,18
2025-06-09,P00107,W01,748,20218.44,4
2025-06-16,P00107,W01,764,20650.92,12
2025-06-23,P00107,W01,769,20786.07,1
2025-06-30,P00107,W01,769,20786.07,6
2025-07-07,P00107,W01,789,21326.67,10
2025-07-14,P00107,W01,813,21975.39,25
2025-07-21,P00107,W01,793,21434.79,2
2025-07-28,P00107,W01,857,23164.71,24
2025-08-04,P00107,W01,892,24110.76,9
2025-08-11,P00107,W01,874,23624.22,23
2025-08-18,P00107,W01,887,23975.61,22
2025-08-25,P00107,W01,869,23489.07,2
2025-09-01,P00107,W01,878,23732.34,10
2025-09-08,P00107,W01,879,23759.37,3
2025-09-15,P00107,W01,927,25056.81,15
2025-09-22,P00107,W01,956,25840.68,14
2025-09-29,P00107,W01,962,26002.86,17
2025-10-06,P00107,W01,1005,27165.15,0
2025-10-13,P00107,W01,1034,27949.02,17
2025-10-20,P00107,W01,1077,29111.31,12
2025-10-27,P00107,W01,1098,29678.94,2
2025-11-03,P00107,W01,1101,29760.03,7
2025-11-10,P00107,W01,1083,29273.49,16
2025-11-17,P00107,W01,1078,29138.34,29
2025-11-24,P00107,W01,1103,29814.09,26
2025-12-01,P00107,W01,1099,29705.97,6
2025-12-08,P00107,W01,1082,29246.46,3
2025-12-15,P00107,W01,1106,29895.18,25
2025-12-22,P00107,W01,1111,30030.33,12
2025-12-29,P00107,W01,1093,29543.79,0
2026-01-05,P00107,W01,1096,29624.88,22
2026-01-12,P00107,W01,1105,29868.15,27
2026-01-19,P00107,W01,1128,30489.84,4
2026-01-26,P00107,W01,1175,31760.25,6
2026-02-02,P00107,W01,1161,31381.83,28
2026-02-09,P00107,W01,1179,31868.37,1
2026-02-16,P00107,W01,1216,32868.48,24
2026-02-23,P00107,W01,1246,33679.38,16
2026-03-02,P00107,W01,1291,34895.73,21
2026-03-09,P00107,W01,1295,35003.85,11
2026-03-16,P00107,W01,1311,35436.33,29
2026-03-23,P00107,W01,1316,35571.48,17
2026-03-30,P00107,W01,1327,35868.81,2
2026-04-06,P00107,W01,1337,36139.11,7
2026-04-13,P00107,W01,1327,35868.81,7
2026-04-20,P00107,W01,1371,37058.13,16
2026-04-27,P00107,W01,1417,38301.51,17
2026-05-04,P00107,W01,1420,38382.6,19
2026-05-11,P00107,W01,1440,38923.2,18
2026-05-18,P00107,W01,1442,38977.26,26
2026-05-25,P00107,W01,1491,40301.73,21
2026-06-01,P00107,W01,1523,41166.69,25
2026-06-08,P00107,W01,1509,40788.27,13
2026-06-15,P00107,W01,1510,40815.3,9
2026-06-22,P00107,W01,1563,42247.89,9
2026-06-29,P00107,W01,1604,43356.12,7
2026-07-06,P00107,W01,1616,43680.48,9
2026-07-13,P00107,W01,1643,44410.29,1
2026-07-20,P00107,W01,1667,45059.01,18
2026-07-27,P00107,W01,1650,44599.5,2
2026-08-03,P00107,W01,1650,44599.5,15
2026-08-10,P00107,W01,1665,45004.95,26
2026-08-17,P00107,W01,1653,44680.59,5
2026-08-24,P00107,W01,1667,45059.01,21
2026-08-31,P00107,W01,1708,46167.24,6
2024-09-02,P00107,W02,472,12758.16,18
2024-09-09,P00107,W02,518,14001.54,12
2024-09-16,P00107,W02,542,14650.26,26
2024-09-23,P00107,W02,575,15542.25,26
2024-09-30,P00107,W02,583,15758.49,11
2024-10-07,P00107,W02,589,15920.67,1
2024-10-14,P00107,W02,623,16839.69,8
2024-10-21,P00107,W02,621,16785.63,25
2024-10-28,P00107,W02,616,16650.48,4
2024-11-04,P00107,W02,607,16407.21,13
2024-11-11,P00107,W02,622,16812.66,20
2024-11-18,P00107,W02,630,17028.9,25
2024-11-25,P00107,W02,624,16866.72,4
2024-12-02,P00107,W02,602,16272.06,6
2024-12-09,P00107,W02,591,15974.73,19
2024-12-16,P00107,W02,620,16758.6,24
2024-12-23,P00107,W02,652,17623.56,19
2024-12-30,P00107,W02,665,17974.95,26
2025-01-06,P00107,W02,705,19056.15,22
2025-01-13,P00107,W02,730,19731.9,8
2025-01-20,P00107,W02,765,20677.95,28
2025-01-27,P00107,W02,800,21624.0,23
2025-02-03,P00107,W02,852,23029.56,9
2025-02-10,P00107,W02,880,23786.4,18
2025-02-17,P00107,W02,902,24381.06,23
2025-02-24,P00107,W02,929,25110.87,13
2025-03-03,P00107,W02,964,26056.92,0
2025-03-10,P00107,W02,995,26894.85,20
2025-03-17,P00107,W02,1038,28057.14,25
2025-03-24,P00107,W02,1087,29381.61,9
2025-03-31,P00107,W02,1128,30489.84,22
2025-04-07,P00107,W02,1120,30273.6,17
2025-04-14,P00107,W02,1114,30111.42,6
2025-04-21,P00107,W02,1143,30895.29,21
2025-04-28,P00107,W02,1181,31922.43,26
2025-05-05,P00107,W02,1205,32571.15,22
2025-05-12,P00107,W02,1192,32219.76,4
2025-05-19,P00107,W02,1226,33138.78,26
2025-05-26,P00107,W02,1276,34490.28,0
2025-06-02,P00107,W02,1302,35193.06,15
2025-06-09,P00107,W02,1338,36166.14,18
2025-06-16,P00107,W02,1366,36922.98,16
2025-06-23,P00107,W02,1416,38274.48,11
2025-06-30,P00107,W02,1452,39247.56,5
2025-07-07,P00107,W02,1454,39301.62,23
2025-07-14,P00107,W02,1469,39707.07,27
2025-07-21,P00107,W02,1496,40436.88,17
2025-07-28,P00107,W02,1508,40761.24,21
2025-08-04,P00107,W02,1532,41409.96,10
2025-08-11,P00107,W02,1543,41707.29,17
2025-08-18,P00107,W02,1533,41436.99,24
2025-08-25,P00107,W02,1510,40815.3,1
2025-09-01,P00107,W02,1548,41842.44,28
2025-09-08,P00107,W02,1535,41491.05,15
2025-09-15,P00107,W02,1536,41518.08,23
2025-09-22,P00107,W02,1539,41599.17,7
2025-09-29,P00107,W02,1572,42491.16,23
2025-10-06,P00107,W02,1615,43653.45,23
2025-10-13,P00107,W02,1601,43275.03,27
2025-10-20,P00107,W02,1579,42680.37,26
2025-10-27,P00107,W02,1613,43599.39,11
2025-11-03,P00107,W02,1595,43112.85,2
2025-11-10,P00107,W02,1591,43004.73,2
2025-11-17,P00107,W02,1632,44112.96,5
2025-11-24,P00107,W02,1666,45031.98,11
2025-12-01,P00107,W02,1677,45329.31,0
2025-12-08,P00107,W02,1715,46356.45,8
2025-12-15,P00107,W02,1719,46464.57,14
2025-12-22,P00107,W02,1736,46924.08,15
2025-12-29,P00107,W02,1740,47032.2,18
2026-01-05,P00107,W02,1777,48032.31,11
2026-01-12,P00107,W02,1780,48113.4,5
2026-01-19,P00107,W02,1787,48302.61,0
2026-01-26,P00107,W02,1831,49491.93,16
2026-02-02,P00107,W02,1859,50248.77,28
2026-02-09,P00107,W02,1876,50708.28,15
2026-02-16,P00107,W02,1911,51654.33,2
2026-02-23,P00107,W02,1904,51465.12,15
2026-03-02,P00107,W02,1902,51411.06,27
2026-03-09,P00107,W02,1906,51519.18,29
2026-03-16,P00107,W02,1944,52546.32,8
2026-03-23,P00107,W02,1992,53843.76,10
2026-03-30,P00107,W02,2027,54789.81,1
2026-04-06,P00107,W02,2023,54681.69,16
2026-04-13,P00107,W02,2018,54546.54,10
2026-04-20,P00107,W02,2045,55276.35,9
2026-04-27,P00107,W02,2072,56006.16,2
2026-05-04,P00107,W02,2072,56006.16,9
2026-05-11,P00107,W02,2081,56249.43,10
2026-05-18,P00107,W02,2068,55898.04,29
2026-05-25,P00107,W02,2102,56817.06,16
2026-06-01,P00107,W02,2084,56330.52,4
2026-06-08,P00107,W02,2088,56438.64,15
2026-06-15,P00107,W02,2146,58006.38,28
2026-06-22,P00107,W02,2171,58682.13,17
2026-06-29,P00107,W02,2193,59276.79,10
2026-07-06,P00107,W02,2206,59628.18,13
2026-07-13,P00107,W02,2212,59790.36,29
2026-07-20,P00107,W02,2225,60141.75,26
2026-07-27,P00107,W02,2252,60871.56,12
2026-08-03,P00107,W02,2292,61952.76,29
2026-08-10,P00107,W02,2290,61898.7,26
2026-08-17,P00107,W02,2312,62493.36,9
2026-08-24,P00107,W02,2359,63763.77,25
2026-08-31,P00107,W02,2407,65061.21,28
2024-09-02,P00107,W03,342,9244.26,6
2024-09-09,P00107,W03,338,9136.14,17
2024-09-16,P00107,W03,340,9190.2,21
2024-09-23,P00107,W03,371,10028.13,23
2024-09-30,P00107,W03,351,9487.53,10
2024-10-07,P00107,W03,368,9947.04,29
2024-10-14,P00107,W03,377,10190.31,27
2024-10-21,P00107,W03,389,10514.67,14
2024-10-28,P00107,W03,381,10298.43,23
2024-11-04,P00107,W03,402,10866.06,18
2024-11-11,P00107,W03,411,11109.33,14
2024-11-18,P00107,W03,455,12298.65,16
2024-11-25,P00107,W03,447,12082.41,21
2024-12-02,P00107,W03,464,12541.92,4
2024-12-09,P00107,W03,497,13433.91,20
2024-12-16,P00107,W03,481,13001.43,1
2024-12-23,P00107,W03,455,12298.65,18
2024-12-30,P00107,W03,483,13055.49,24
2025-01-06,P00107,W03,467,12623.01,2
2025-01-13,P00107,W03,474,12812.22,21
2025-01-20,P00107,W03,485,13109.55,9
2025-01-27,P00107,W03,478,12920.34,3
2025-02-03,P00107,W03,476,12866.28,24
2025-02-10,P00107,W03,510,13785.3,28
2025-02-17,P00107,W03,531,14352.93,1
2025-02-24,P00107,W03,556,15028.68,13
2025-03-03,P00107,W03,567,15326.01,17
2025-03-10,P00107,W03,566,15298.98,27
2025-03-17,P00107,W03,603,16299.09,16
2025-03-24,P00107,W03,631,17055.93,1
2025-03-31,P00107,W03,663,17920.89,29
2025-04-07,P00107,W03,670,18110.1,13
2025-04-14,P00107,W03,670,18110.1,14
2025-04-21,P00107,W03,677,18299.31,20
2025-04-28,P00107,W03,681,18407.43,24
2025-05-05,P00107,W03,716,19353.48,17
2025-05-12,P00107,W03,723,19542.69,8
2025-05-19,P00107,W03,710,19191.3,26
2025-05-26,P00107,W03,720,19461.6,4
2025-06-02,P00107,W03,735,19867.05,8
2025-06-09,P00107,W03,766,20704.98,18
2025-06-16,P00107,W03,787,21272.61,23
2025-06-23,P00107,W03,785,21218.55,17
2025-06-30,P00107,W03,770,20813.1,25
2025-07-07,P00107,W03,752,20326.56,28
2025-07-14,P00107,W03,780,21083.4,26
2025-07-21,P00107,W03,816,22056.48,1
2025-07-28,P00107,W03,846,22867.38,1
2025-08-04,P00107,W03,858,23191.74,4
2025-08-11,P00107,W03,837,22624.11,8
2025-08-18,P00107,W03,827,22353.81,4
2025-08-25,P00107,W03,849,22948.47,12
2025-09-01,P00107,W03,829,22407.87,22
2025-09-08,P00107,W03,837,22624.11,25
2025-09-15,P00107,W03,840,22705.2,12
2025-09-22,P00107,W03,870,23516.1,7
2025-09-29,P00107,W03,873,23597.19,7
2025-10-06,P00107,W03,901,24354.03,24
2025-10-13,P00107,W03,919,24840.57,28
2025-10-20,P00107,W03,946,25570.38,27
2025-10-27,P00107,W03,961,25975.83,8
2025-11-03,P00107,W03,945,25543.35,15
2025-11-10,P00107,W03,988,26705.64,26
2025-11-17,P00107,W03,982,26543.46,18
2025-11-24,P00107,W03,1023,27651.69,4
2025-12-01,P00107,W03,1016,27462.48,13
2025-12-08,P00107,W03,1024,27678.72,26
2025-12-15,P00107,W03,1032,27894.96,17
2025-12-22,P00107,W03,1065,28786.95,7
2025-12-29,P00107,W03,1107,29922.21,17
2026-01-05,P00107,W03,1126,30435.78,18
2026-01-12,P00107,W03,1135,30679.05,9
2026-01-19,P00107,W03,1174,31733.22,4
2026-01-26,P00107,W03,1214,32814.42,16
2026-02-02,P00107,W03,1248,33733.44,8
2026-02-09,P00107,W03,1255,33922.65,6
2026-02-16,P00107,W03,1298,35084.94,27
2026-02-23,P00107,W03,1339,36193.17,4
2026-03-02,P00107,W03,1368,36977.04,0
2026-03-09,P00107,W03,1378,37247.34,11
2026-03-16,P00107,W03,1418,38328.54,6
2026-03-23,P00107,W03,1413,38193.39,5
2026-03-30,P00107,W03,1436,38815.08,20
2026-04-06,P00107,W03,1489,40247.67,18
2026-04-13,P00107,W03,1509,40788.27,14
2026-04-20,P00107,W03,1494,40382.82,11
2026-04-27,P00107,W03,1500,40545.0,27
2026-05-04,P00107,W03,1560,42166.8,16
2026-05-11,P00107,W03,1568,42383.04,12
2026-05-18,P00107,W03,1620,43788.6,5
2026-05-25,P00107,W03,1648,44545.44,19
2026-06-01,P00107,W03,1687,45599.61,6
2026-06-08,P00107,W03,1689,45653.67,7
2026-06-15,P00107,W03,1746,47194.38,15
2026-06-22,P00107,W03,1756,47464.68,13
2026-06-29,P00107,W03,1789,48356.67,29
2026-07-06,P00107,W03,1784,48221.52,5
2026-07-13,P00107,W03,1788,48329.64,27
2026-07-20,P00107,W03,1796,48545.88,9
2026-07-27,P00107,W03,1831,49491.93,6
2026-08-03,P00107,W03,1855,50140.65,26
2026-08-10,P00107,W03,1841,49762.23,3
2026-08-17,P00107,W03,1848,49951.44,15
2026-08-24,P00107,W03,1836,49627.08,2
2026-08-31,P00107,W03,1864,50383.92,17
2024-09-02,P00107,W04,99,2675.97,26
2024-09-09,P00107,W04,116,3135.48,0
2024-09-16,P00107,W04,145,3919.35,24
2024-09-23,P00107,W04,165,4459.95,17
2024-09-30,P00107,W04,164,4432.92,10
2024-10-07,P00107,W04,164,4432.92,7
2024-10-14,P00107,W04,163,4405.89,10
2024-10-21,P00107,W04,177,4784.31,21
2024-10-28,P00107,W04,210,5676.3,13
2024-11-04,P00107,W04,226,6108.78,23
2024-11-11,P00107,W04,245,6622.35,6
2024-11-18,P00107,W04,280,7568.4,26
2024-11-25,P00107,W04,267,7217.01,24
2024-12-02,P00107,W04,252,6811.56,25
2024-12-09,P00107,W04,235,6352.05,22
2024-12-16,P00107,W04,262,7081.86,14
2024-12-23,P00107,W04,247,6676.41,16
2024-12-30,P00107,W04,259,7000.77,24
2025-01-06,P00107,W04,283,7649.49,15
2025-01-13,P00107,W04,336,9082.08,10
2025-01-20,P00107,W04,340,9190.2,2
2025-01-27,P00107,W04,353,9541.59,5
2025-02-03,P00107,W04,383,10352.49,13
2025-02-10,P00107,W04,424,11460.72,6
2025-02-17,P00107,W04,469,12677.07,8
2025-02-24,P00107,W04,487,13163.61,3
2025-03-03,P00107,W04,481,13001.43,11
2025-03-10,P00107,W04,536,14488.08,7
2025-03-17,P00107,W04,564,15244.92,11
2025-03-24,P00107,W04,596,16109.88,9
2025-03-31,P00107,W04,589,15920.67,6
2025-04-07,P00107,W04,590,15947.7,3
2025-04-14,P00107,W04,593,16028.79,26
2025-04-21,P00107,W04,634,17137.02,24
2025-04-28,P00107,W04,617,16677.51,5
2025-05-05,P00107,W04,647,17488.41,24
2025-05-12,P00107,W04,650,17569.5,2
2025-05-19,P00107,W04,693,18731.79,8
2025-05-26,P00107,W04,713,19272.39,22
2025-06-02,P00107,W04,704,19029.12,15
2025-06-09,P00107,W04,734,19840.02,13
2025-06-16,P00107,W04,724,19569.72,18
2025-06-23,P00107,W04,732,19785.96,21
2025-06-30,P00107,W04,732,19785.96,2
2025-07-07,P00107,W04,736,19894.08,5
2025-07-14,P00107,W04,745,20137.35,18
2025-07-21,P00107,W04,758,20488.74,28
2025-07-28,P00107,W04,768,20759.04,17
2025-08-04,P00107,W04,766,20704.98,7
2025-08-11,P00107,W04,776,20975.28,4
2025-08-18,P00107,W04,799,21596.97,26
2025-08-25,P00107,W04,840,22705.2,2
2025-09-01,P00107,W04,831,22461.93,15
2025-09-08,P00107,W04,878,23732.34,26
2025-09-15,P00107,W04,910,24597.3,14
2025-09-22,P00107,W04,911,24624.33,17
2025-09-29,P00107,W04,955,25813.65,29
2025-10-06,P00107,W04,984,26597.52,19
2025-10-13,P00107,W04,993,26840.79,21
2025-10-20,P00107,W04,968,26165.04,21
2025-10-27,P00107,W04,991,26786.73,11
2025-11-03,P00107,W04,972,26273.16,24
2025-11-10,P00107,W04,951,25705.53,9
2025-11-17,P00107,W04,960,25948.8,1
2025-11-24,P00107,W04,953,25759.59,27
2025-12-01,P00107,W04,1000,27030.0,20
2025-12-08,P00107,W04,990,26759.7,6
2025-12-15,P00107,W04,967,26138.01,26
2025-12-22,P00107,W04,977,26408.31,15
2025-12-29,P00107,W04,1002,27084.06,7
2026-01-05,P00107,W04,987,26678.61,6
2026-01-12,P00107,W04,1033,27921.99,20
2026-01-19,P00107,W04,1038,28057.14,18
2026-01-26,P00107,W04,1022,27624.66,19
2026-02-02,P00107,W04,1063,28732.89,28
2026-02-09,P00107,W04,1046,28273.38,9
2026-02-16,P00107,W04,1065,28786.95,25
2026-02-23,P00107,W04,1061,28678.83,3
2026-03-02,P00107,W04,1062,28705.86,22
2026-03-09,P00107,W04,1107,29922.21,12
2026-03-16,P00107,W04,1143,30895.29,10
2026-03-23,P00107,W04,1148,31030.44,18
2026-03-30,P00107,W04,1136,30706.08,15
2026-04-06,P00107,W04,1184,32003.52,27
2026-04-13,P00107,W04,1225,33111.75,0
2026-04-20,P00107,W04,1206,32598.18,24
2026-04-27,P00107,W04,1193,32246.79,20
2026-05-04,P00107,W04,1209,32679.27,4
2026-05-11,P00107,W04,1257,33976.71,4
