OpportunityID,LeadID,CreatedDate,OpportunityValue,Status
OP002762,L012348,2026-07-23,8495.61,Closed Won
OP002763,L012351,2025-11-10,8650.31,Open
OP002764,L012352,2026-07-20,4114.56,Closed Lost
OP002765,L012356,2025-12-20,5867.92,Open
OP002766,L012357,2024-02-02,1991.36,Closed Won
OP002767,L012364,2026-05-19,4675.47,Open
OP002768,L012365,2024-02-06,3731.81,Closed Won
OP002769,L012373,2026-03-23,2634.74,Closed Won
OP002770,L012375,2024-12-02,15684.72,Closed Won
OP002771,L012382,2024-10-04,7286.18,Closed Won
OP002772,L012391,2024-09-21,2845.14,Open
OP002773,L012398,2026-07-05,9255.59,Closed Won
OP002774,L012409,2026-03-29,4300.21,Closed Won
OP002775,L012412,2025-02-21,4548.63,Open
OP002776,L012414,2026-01-29,264.89,Closed Lost
OP002777,L012415,2025-09-28,3460.8,Closed Won
OP002778,L012416,2025-08-15,1926.98,Closed Won
OP002779,L012436,2026-01-30,479.69,Closed Won
OP002780,L012437,2024-04-02,1938.04,Open
OP002781,L012438,2025-06-04,841.03,Closed Won
OP002782,L012439,2024-06-02,3036.74,Closed Won
OP002783,L012444,2024-12-07,4392.3,Open
OP002784,L012458,2025-08-12,97686.59,Closed Lost
OP002785,L012460,2025-12-03,2609.68,Closed Won
OP002786,L012463,2025-11-17,795.84,Closed Lost
OP002787,L012467,2024-01-22,6343.6,Closed Won
OP002788,L012477,2026-02-18,3454.96,Open
OP002789,L012480,2024-03-15,4484.32,Closed Lost
OP002790,L012486,2025-04-06,1160.72,Closed Won
OP002791,L012492,2026-09-26,1828.51,Closed Won
OP002792,L012496,2026-01-17,252.27,Closed Won
OP002793,L012500,2025-07-22,3492.38,Closed Lost
OP002794,L012506,2025-09-29,2671.14,Closed Won
OP002795,L012511,2025-07-14,2759.33,Closed Won
OP002796,L012514,2026-07-03,10556.35,Closed Won
OP002797,L012516,2024-09-17,1600.59,Open
OP002798,L012520,2025-04-13,372.42,Closed Lost
OP002799,L012522,2024-09-11,17825.53,Closed Lost
OP002800,L012524,2025-09-07,8453.43,Open
OP002801,L012533,2024-11-27,1337.92,Closed Won
OP002802,L012537,2025-09-07,5417.85,Closed Won
OP002803,L012539,2026-09-26,603.49,Closed Won
OP002804,L012552,2024-09-02,6936.8,Closed Won
OP002805,L012561,2026-09-12,13081.15,Closed Won
OP002806,L012564,2025-02-08,474.34,Closed Won
OP002807,L012566,2025-07-04,12078.47,Closed Won
OP002808,L012567,2026-06-28,4233.74,Open
OP002809,L012581,2024-06-25,17726.08,Closed Won
OP002810,L012592,2024-04-27,3153.89,Closed Lost
OP002811,L012593,2024-05-26,4582.52,Open
OP002812,L012601,2025-02-17,15214.21,Closed Won
OP002813,L012605,2026-03-07,5207.05,Closed Won
OP002814,L012607,2026-02-23,250.0,Closed Won
OP002815,L012613,2025-06-24,2633.08,Closed Won
OP002816,L012614,2025-10-12,2015.93,Open
OP002817,L012625,2026-03-30,3021.37,Closed Won
OP002818,L012629,2025-06-11,6969.55,Open
OP002819,L012632,2026-06-24,2138.91,Closed Won
OP002820,L012633,2026-07-28,1744.99,Closed Won
OP002821,L012637,2024-06-17,459.89,Closed Won
OP002822,L012639,2025-03-06,2651.17,Closed Won
OP002823,L012641,2025-10-06,5713.69,Closed Won
OP002824,L012642,2024-03-25,7402.76,Closed Won
OP002825,L012647,2025-03-01,436.62,Open
OP002826,L012648,2024-03-23,2045.74,Closed Lost
OP002827,L012656,2024-10-12,12704.26,Closed Won
OP002828,L012665,2026-03-13,3636.81,Closed Lost
OP002829,L012667,2026-03-17,4019.36,Closed Won
OP002830,L012669,2024-12-28,552.39,Closed Won
OP002831,L012673,2024-10-12,778.36,Closed Won
OP002832,L012675,2025-07-17,5573.26,Closed Won
OP002833,L012681,2025-12-01,5284.11,Closed Won
OP002834,L012682,2024-03-04,27946.16,Closed Won
OP002835,L012687,2025-09-05,5945.5,Open
OP002836,L012688,2026-04-25,5298.09,Closed Won
OP002837,L012697,2024-05-27,2167.83,Closed Lost
OP002838,L012700,2024-12-24,18071.47,Closed Lost
OP002839,L012703,2025-09-05,1603.22,Open
OP002840,L012715,2025-10-26,418.04,Closed Won
OP002841,L012717,2025-09-19,3575.01,Closed Won
OP002842,L012718,2024-04-12,2620.11,Open
OP002843,L012727,2025-12-16,4501.47,Closed Won
OP002844,L012728,2025-05-22,6942.8,Closed Lost
OP002845,L012730,2026-06-21,395.84,Closed Won
OP002846,L012733,2024-08-06,2921.18,Closed Won
OP002847,L012737,2026-01-28,2569.01,Closed Won
OP002848,L012738,2025-07-06,5356.03,Open
OP002849,L012742,2024-04-03,649.1,Closed Won
OP002850,L012744,2025-05-11,10048.67,Open
OP002851,L012748,2025-11-12,2813.23,Closed Won
OP002852,L012758,2026-05-29,3764.19,Open
OP002853,L012764,2025-04-20,1585.94,Closed Won
OP002854,L012774,2024-04-18,1101.05,Closed Won
OP002855,L012778,2025-06-25,5930.18,Closed Won
OP002856,L012779,2024-06-08,10901.43,Closed Won
OP002857,L012780,2024-02-18,1280.11,Closed Lost
OP002858,L012783,2025-07-24,877.84,Closed Won
OP002859,L012786,2024-12-28,1840.21,Closed Won
OP002860,L012787,2025-10-06,634.78,Closed Lost
OP002861,L012794,2024-04-22,2587.15,Closed Won
OP002862,L012800,2024-02-05,2665.35,Closed Lost
OP002863,L012804,2025-08-02,3698.19,Closed Won
OP002864,L012810,2025-06-25,5473.55,Open
OP002865,L012819,2025-01-18,1011.87,Closed Won
OP002866,L012829,2025-10-17,1530.98,Closed Lost
OP002867,L012833,2025-09-05,1603.67,Closed Won
OP002868,L012836,2024-05-16,1999.62,Closed Won
OP002869,L012838,2026-07-02,11480.57,Closed Lost
OP002870,L012840,2024-03-24,3509.62,Closed Won
OP002871,L012842,2025-02-17,1273.17,Closed Won
OP002872,L012843,2025-05-20,6161.29,Closed Won
OP002873,L012845,2025-03-09,2267.8,Closed Won
OP002874,L012846,2024-09-04,23448.92,Closed Lost
OP002875,L012851,2024-10-29,1371.95,Closed Won
OP002876,L012852,2024-10-08,1656.27,Closed Won
OP002877,L012854,2025-10-09,8340.46,Closed Lost
OP002878,L012862,2026-05-02,1715.4,Closed Won
OP002879,L012865,2025-08-28,2673.26,Closed Won
OP002880,L012868,2026-09-02,1945.97,Closed Won
OP002881,L012870,2026-01-19,7067.93,Open
OP002882,L012873,2025-12-24,10427.99,Closed Won
OP002883,L012874,2024-05-03,1461.95,Closed Won
OP002884,L012875,2025-09-19,19108.99,Closed Won
OP002885,L012876,2024-07-16,2168.06,Closed Won
OP002886,L012880,2025-05-10,3124.39,Closed Won
OP002887,L012888,2024-11-11,2935.78,Closed Won
OP002888,L012894,2024-04-14,1176.98,Closed Won
OP002889,L012895,2025-03-09,15369.45,Closed Won
OP002890,L012897,2025-07-09,2660.86,Closed Won
OP002891,L012902,2025-03-23,13315.64,Closed Won
OP002892,L012904,2025-12-03,4268.56,Closed Won
OP002893,L012907,2024-11-22,4009.52,Closed Won
OP002894,L012908,2025-12-13,5343.09,Closed Lost
OP002895,L012910,2025-08-26,4726.6,Open
OP002896,L012916,2024-02-12,3338.48,Closed Won
OP002897,L012924,2025-04-28,4747.6,Closed Lost
OP002898,L012925,2024-06-20,4326.43,Closed Won
OP002899,L012927,2026-01-04,3120.38,Closed Won
OP002900,L012928,2026-04-12,755.29,Closed Won
OP002901,L012930,2024-12-03,4001.32,Closed Lost
OP002902,L012931,2024-03-11,800.69,Closed Won
OP002903,L012933,2024-02-16,20589.31,Closed Won
OP002904,L012939,2024-07-05,9151.3,Open
OP002905,L012941,2025-02-05,1102.44,Closed Won
OP002906,L012946,2026-09-28,10677.78,Closed Lost
OP002907,L012951,2024-11-14,1456.73,Closed Won
OP002908,L012963,2025-10-04,1586.76,Closed Won
OP002909,L012971,2026-09-24,9403.15,Open
OP002910,L012974,2026-07-10,398.78,Open
OP002911,L012977,2024-07-30,6162.52,Closed Won
OP002912,L012989,2026-05-02,6661.58,Closed Lost
OP002913,L012991,2025-01-11,1494.62,Closed Won
OP002914,L013003,2026-02-28,3426.62,Closed Won
OP002915,L013004,2024-02-26,8091.27,Closed Won
OP002916,L013009,2024-05-25,679.22,Closed Won
OP002917,L013016,2026-04-19,4712.7,Open
OP002918,L013017,2024-12-06,1241.67,Closed Won
OP002919,L013021,2025-10-23,3786.54,Open
OP002920,L013025,2026-01-04,8155.5,Closed Lost
OP002921,L013026,2025-09-12,2362.73,Closed Won
OP002922,L013028,2025-03-16,5485.72,Closed Lost
OP002923,L013035,2024-07-04,4082.13,Open
OP002924,L013037,2026-09-12,5173.0,Closed Lost
OP002925,L013046,2025-02-17,481.66,Closed Won
OP002926,L013049,2024-04-30,1507.34,Closed Won
OP002927,L013052,2025-06-02,2838.63,Closed Lost
OP002928,L013053,2025-10-09,2780.33,Closed Won
OP002929,L013054,2025-04-27,2445.96,Closed Won
OP002930,L013062,2025-03-13,5071.2,Open
OP002931,L013066,2024-07-17,968.61,Closed Won
OP002932,L013069,2026-01-23,3262.24,Closed Won
OP002933,L013072,2024-07-21,790.83,Open
OP002934,L013075,2024-06-19,5326.28,Closed Won
OP002935,L013080,2024-07-04,3063.71,Closed Lost
OP002936,L013087,2025-04-16,987.5,Closed Won
OP002937,L013094,2026-09-09,12798.93,Open
OP002938,L013095,2025-01-03,3140.53,Open
OP002939,L013096,2024-09-07,21388.23,Closed Won
OP002940,L013098,2024-02-29,3416.0,Closed Won
OP002941,L013109,2024-11-03,3457.62,Open
OP002942,L013118,2026-08-31,3817.38,Closed Lost
OP002943,L013119,2025-05-23,2660.87,Closed Lost
OP002944,L013128,2024-07-29,1683.09,Closed Won
OP002945,L013133,2024-08-24,867.4,Closed Won
OP002946,L013134,2026-08-31,3786.86,Open
OP002947,L013145,2025-07-05,2632.86,Closed Lost
OP002948,L013150,2025-02-06,1931.03,Closed Won
OP002949,L013155,2025-10-12,597.69,Closed Won
OP002950,L013156,2025-11-05,7450.84,Open
OP002951,L013159,2024-08-30,6060.06,Closed Won
OP002952,L013161,2024-02-28,2610.33,Open
OP002953,L013165,2025-05-08,3162.73,Closed Lost
OP002954,L013167,2024-08-20,6259.27,Open
OP002955,L013168,2025-11-24,6330.98,Closed Won
OP002956,L013173,2025-03-23,2290.68,Open
OP002957,L013180,2024-01-31,4257.96,Closed Won
OP002958,L013184,2026-04-25,1887.08,Closed Won
OP002959,L013187,2025-12-19,1398.83,Open
OP002960,L013194,2025-11-16,294.84,Closed Won
OP002961,L013195,2024-12-29,824.45,Closed Lost
OP002962,L013197,2026-02-09,1702.33,Closed Won
OP002963,L013200,2026-08-16,6593.07,Closed Lost
OP002964,L013208,2024-08-16,7716.81,Closed Won
OP002965,L013209,2024-02-14,4858.99,Closed Won
OP002966,L013219,2025-08-31,685.03,Closed Lost
OP002967,L013223,2026-04-12,7794.86,Closed Won
OP002968,L013226,2025-10-15,6440.38,Closed Won
OP002969,L013227,2025-01-16,1274.71,Closed Lost
OP002970,L013231,2024-01-13,9106.12,Closed Won
OP002971,L013237,2026-07-31,2403.59,Closed Won
OP002972,L013238,2025-05-01,2206.66,Closed Lost
OP002973,L013240,2024-01-26,5638.16,Closed Lost
OP002974,L013241,2025-03-07,250.0,Closed Won
OP002975,L013249,2024-10-24,614.46,Closed Won
OP002976,L013257,2024-07-08,252.83,Closed Won
OP002977,L013261,2024-03-10,730.37,Closed Lost
OP002978,L013263,2024-02-11,5071.61,Closed Won
OP002979,L013269,2026-03-03,24490.82,Open
OP002980,L013271,2025-10-12,3240.1,Closed Won
OP002981,L013280,2025-10-21,4943.04,Closed Won
OP002982,L013282,2024-09-12,1170.11,Closed Lost
OP002983,L013290,2024-04-07,5892.14,Closed Won
OP002984,L013293,2025-03-14,2554.73,Closed Won
OP002985,L013306,2025-12-25,3509.52,Closed Lost
OP002986,L013309,2025-11-09,2899.78,Closed Won
OP002987,L013311,2025-03-01,2869.15,Closed Won
OP002988,L013321,2026-03-27,1128.76,Closed Won
OP002989,L013336,2024-02-10,8779.91,Open
OP002990,L013346,2026-02-11,4313.67,Open
OP002991,L013354,2024-07-21,7532.32,Closed Won
OP002992,L013369,2024-01-29,832.86,Closed Lost
OP002993,L013370,2025-06-13,5558.11,Closed Lost
OP002994,L013371,2025-05-23,6349.34,Open
OP002995,L013372,2026-09-10,1043.39,Open
OP002996,L013373,2024-05-19,400.29,Closed Lost
OP002997,L013378,2025-04-09,17588.05,Closed Lost
OP002998,L013386,2025-01-14,7824.7,Closed Won
OP002999,L013387,2024-03-09,1286.3,Closed Won
OP003000,L013389,2025-01-20,292.56,Open
OP003001,L013395,2026-04-17,7369.74,Closed Lost
OP003002,L013398,2025-08-23,10215.01,Closed Won
OP003003,L013420,2024-10-04,1663.97,Closed Won
OP003004,L013421,2024-04-29,7396.36,Closed Lost
OP003005,L013424,2025-01-26,6959.61,Open
OP003006,L013425,2024-09-12,4134.37,Closed Won
OP003007,L013437,2024-11-03,5724.21,Closed Won
OP003008,L013438,2025-01-19,5399.24,Closed Won
OP003009,L013440,2026-05-17,9847.93,Closed Lost
OP003010,L013441,2025-09-01,501.38,Closed Won
OP003011,L013446,2026-01-14,1118.15,Closed Won
OP003012,L013459,2024-01-25,3728.77,Closed Won
OP003013,L013463,2024-11-27,8148.89,Closed Lost
OP003014,L013465,2024-01-24,481.0,Closed Lost
OP003015,L013480,2024-08-06,250.0,Closed Won
OP003016,L013483,2026-07-25,1605.99,Closed Lost
OP003017,L013492,2025-02-01,3950.58,Closed Won
OP003018,L013495,2024-10-23,3264.27,Open
OP003019,L013497,2026-08-31,1798.03,Closed Won
OP003020,L013498,2026-08-28,924.36,Closed Lost
OP003021,L013501,2024-10-28,4815.01,Closed Won
OP003022,L013502,2025-12-24,2026.42,Closed Won
OP003023,L013509,2025-11-23,1561.49,Closed Won
OP003024,L013514,2025-01-19,26799.49,Open
OP003025,L013516,2024-08-30,9924.97,Closed Lost
OP003026,L013518,2025-12-13,2464.51,Open
OP003027,L013519,2026-09-26,2383.2,Closed Won
OP003028,L013529,2024-03-31,1328.82,Closed Lost
OP003029,L013530,2024-05-07,5704.03,Closed Won
OP003030,L013533,2026-05-02,4518.82,Closed Won
OP003031,L013536,2026-01-14,3219.74,Open
OP003032,L013538,2025-03-03,18088.46,Closed Won
OP003033,L013541,2025-06-14,552.48,Closed Won
OP003034,L013542,2024-04-27,1039.63,Closed Won
OP003035,L013544,2024-04-08,4519.08,Closed Won
OP003036,L013546,2026-03-30,3393.23,Open
OP003037,L013550,2024-06-12,8941.8,Open
OP003038,L013552,2025-05-12,2596.3,Closed Won
OP003039,L013557,2024-10-09,2446.58,Open
OP003040,L013575,2026-09-03,2380.84,Closed Won
OP003041,L013580,2025-08-19,895.53,Open
OP003042,L013581,2024-03-21,1961.27,Closed Lost
OP003043,L013582,2024-09-28,5095.5,Closed Lost
OP003044,L013583,2025-04-28,6713.52,Closed Won
OP003045,L013590,2025-07-05,966.34,Closed Lost
OP003046,L013599,2025-04-11,859.01,Closed Lost
OP003047,L013603,2024-01-25,6028.81,Closed Won
OP003048,L013609,2024-11-03,995.67,Open
OP003049,L013623,2025-02-08,347.65,Closed Won
OP003050,L013624,2025-06-05,7870.38,Open
OP003051,L013640,2024-03-30,1124.13,Closed Won
OP003052,L013642,2025-07-01,2899.7,Closed Won
OP003053,L013643,2025-09-25,2054.82,Closed Won
OP003054,L013645,2026-08-22,1908.49,Closed Won
OP003055,L013648,2025-11-05,1193.15,Closed Won
OP003056,L013651,2026-07-22,1220.5,Closed Won
OP003057,L013656,2024-11-08,1432.82,Closed Won
OP003058,L013660,2026-01-11,4347.96,Open
OP003059,L013661,2026-04-16,1629.4,Open
OP003060,L013667,2024-02-24,13458.85,Closed Lost
OP003061,L013670,2025-01-30,753.6,Closed Won
OP003062,L013674,2026-02-06,1386.36,Closed Won
OP003063,L013678,2024-05-16,3651.14,Closed Lost
OP003064,L013680,2025-04-03,15622.38,Closed Won
OP003065,L013684,2024-05-30,1959.58,Open
OP003066,L013685,2025-06-24,695.86,Closed Won
OP003067,L013688,2026-04-04,5855.68,Open
OP003068,L013692,2024-02-20,316.5,Closed Won
OP003069,L013694,2025-05-05,884.72,Closed Lost
OP003070,L013699,2026-03-04,9747.18,Closed Won
OP003071,L013700,2024-10-29,3267.01,Open
OP003072,L013704,2026-06-01,6775.23,Closed Won
OP003073,L013705,2025-10-10,9711.81,Closed Lost
OP003074,L013714,2024-07-22,2745.47,Closed Won
OP003075,L013719,2026-01-24,403.41,Closed Lost
OP003076,L013720,2026-03-14,25473.37,Closed Won
OP003077,L013728,2024-09-06,3374.26,Open
OP003078,L013730,2024-04-17,801.62,Open
OP003079,L013740,2026-03-03,4501.79,Closed Won
OP003080,L013746,2024-06-07,913.29,Closed Won
OP003081,L013748,2026-08-03,4478.26,Open
OP003082,L013749,2025-05-25,1498.34,Closed Won
OP003083,L013750,2025-06-17,468.3,Open
OP003084,L013751,2024-02-02,5472.17,Closed Won
OP003085,L013757,2025-08-19,345.67,Closed Won
OP003086,L013764,2026-04-04,3349.67,Closed Won
OP003087,L013765,2024-08-08,15226.94,Closed Lost
OP003088,L013766,2025-02-03,1132.83,Open
OP003089,L013768,2025-02-17,8040.94,Closed Won
OP003090,L013773,2025-07-31,13479.52,Closed Won
OP003091,L013783,2024-09-18,472.56,Open
OP003092,L013785,2024-06-01,3884.03,Closed Lost
OP003093,L013786,2025-11-02,250.0,Open
OP003094,L013790,2025-05-24,2805.27,Closed Won
OP003095,L013792,2025-02-11,9842.12,Open
OP003096,L013796,2024-03-31,20884.18,Closed Won
OP003097,L013801,2026-08-05,11566.17,Closed Won
OP003098,L013807,2026-03-09,4861.79,Closed Won
OP003099,L013814,2024-03-22,5041.84,Closed Won
OP003100,L013816,2025-04-11,1284.62,Closed Lost
OP003101,L013832,2024-02-29,2833.12,Closed Lost
OP003102,L013833,2024-09-22,10502.7,Closed Won
OP003103,L013836,2025-07-20,5448.57,Closed Lost
OP003104,L013838,2026-08-15,11959.32,Closed Lost
OP003105,L013839,2026-01-18,3324.64,Open
OP003106,L013843,2024-02-12,1599.52,Closed Won
OP003107,L013846,2025-02-09,5073.76,Closed Won
OP003108,L013854,2025-08-20,4534.1,Closed Lost
OP003109,L013860,2024-02-13,5700.01,Closed Lost
OP003110,L013865,2024-09-24,938.37,Closed Won
OP003111,L013867,2025-02-12,6552.88,Closed Won
OP003112,L013872,2024-12-24,16363.96,Open
OP003113,L013873,2025-02-28,608.4,Closed Won
OP003114,L013874,2026-08-15,3602.19,Closed Won
OP003115,L013880,2025-04-05,444.47,Closed Won
OP003116,L013881,2024-09-14,971.68,Closed Won
OP003117,L013885,2024-03-27,9335.66,Closed Won
OP003118,L013893,2024-08-02,3516.58,Closed Lost
OP003119,L013894,2024-12-20,3910.96,Closed Lost
OP003120,L013896,2024-10-29,13889.94,Closed Won
OP003121,L013899,2026-09-29,5765.09,Closed Won
OP003122,L013903,2024-10-10,3721.38,Open
OP003123,L013906,2024-10-20,2493.61,Open
OP003124,L013907,2024-06-25,20221.55,Closed Won
OP003125,L013920,2024-10-31,9539.16,Open
OP003126,L013925,2024-10-04,2348.99,Open
OP003127,L013928,2024-06-18,2456.38,Open
OP003128,L013932,2024-02-28,2826.47,Closed Lost
OP003129,L013936,2025-04-20,4034.26,Closed Lost
OP003130,L013940,2026-04-17,1421.18,Closed Won
OP003131,L013958,2026-08-07,8309.55,Open
OP003132,L013964,2026-06-11,5340.79,Closed Won
OP003133,L013973,2026-01-22,1436.47,Open
OP003134,L013976,2024-05-23,1101.33,Closed Won
OP003135,L013979,2026-09-21,3389.43,Closed Won
OP003136,L013981,2024-06-20,13486.23,Closed Won
OP003137,L013994,2025-02-14,1937.57,Open
OP003138,L014002,2024-03-20,2905.86,Closed Lost
OP003139,L014017,2024-12-20,4089.39,Closed Lost
OP003140,L014023,2026-03-01,2163.24,Closed Won
OP003141,L014024,2024-12-06,1806.72,Closed Lost
OP003142,L014026,2025-06-19,4501.44,Closed Won
OP003143,L014032,2026-09-02,7385.92,Closed Won
OP003144,L014036,2025-11-11,818.2,Closed Won
OP003145,L014037,2025-10-16,4358.87,Open
OP003146,L014042,2025-01-26,1934.09,Open
OP003147,L014043,2026-08-26,651.91,Closed Won
OP003148,L014044,2025-11-23,2043.49,Closed Won
OP003149,L014048,2025-11-19,1750.26,Closed Won
OP003150,L014053,2024-10-11,2301.86,Closed Won
OP003151,L014054,2026-07-10,9643.65,Closed Won
OP003152,L014057,2026-01-13,3421.18,Closed Won
OP003153,L014061,2025-10-26,4653.98,Closed Lost
OP003154,L014064,2025-07-16,464.53,Closed Won
OP003155,L014071,2026-02-19,1645.31,Closed Won
OP003156,L014072,2024-06-30,1850.7,Closed Won
OP003157,L014075,2024-10-27,1666.44,Closed Won
OP003158,L014076,2026-01-22,2155.92,Closed Won
OP003159,L014077,2025-05-07,24334.09,Closed Won
OP003160,L014080,2026-07-30,1130.56,Closed Won
OP003161,L014081,2024-10-31,7969.19,Open
OP003162,L014090,2024-12-01,13132.85,Closed Won
OP003163,L014094,2025-10-22,1270.21,Closed Lost
OP003164,L014095,2024-10-30,2184.67,Closed Won
OP003165,L014096,2024-04-26,7929.28,Closed Won
OP003166,L014099,2024-06-01,7237.68,Closed Won
OP003167,L014101,2024-12-26,2412.42,Closed Won
OP003168,L014103,2026-05-02,4617.65,Closed Won
OP003169,L014104,2025-03-17,910.86,Closed Won
OP003170,L014105,2026-02-10,11579.39,Open
OP003171,L014116,2026-07-24,5498.47,Closed Won
OP003172,L014122,2025-09-02,960.96,Closed Won
OP003173,L014128,2024-10-23,4265.57,Closed Won
OP003174,L014134,2024-11-18,2893.75,Closed Won
OP003175,L014138,2026-02-24,505.23,Closed Won
OP003176,L014140,2025-02-07,6703.29,Closed Won
OP003177,L014146,2025-03-23,1458.15,Closed Lost
OP003178,L014147,2026-08-30,1096.61,Closed Won
OP003179,L014148,2024-09-18,5896.41,Closed Won
OP003180,L014149,2024-05-22,6926.92,Closed Lost
OP003181,L014160,2026-01-23,1663.0,Closed Lost
OP003182,L014169,2025-04-17,2507.74,Closed Lost
OP003183,L014174,2025-05-11,4973.56,Closed Lost
OP003184,L014178,2026-01-13,2659.49,Closed Lost
OP003185,L014179,2024-02-27,4730.79,Closed Won
OP003186,L014182,2024-02-16,5799.55,Open
OP003187,L014196,2024-12-04,9407.89,Closed Won
OP003188,L014203,2025-01-20,2678.63,Open
OP003189,L014204,2025-03-06,2151.58,Closed Won
OP003190,L014206,2025-12-07,1342.48,Closed Won
OP003191,L014208,2025-03-11,3339.98,Closed Won
OP003192,L014216,2024-12-18,1579.78,Closed Won
OP003193,L014217,2026-07-31,1595.66,Open
OP003194,L014219,2026-07-10,11468.31,Closed Lost
OP003195,L014227,2025-05-03,763.94,Closed Won
OP003196,L014235,2024-04-28,4052.9,Closed Won
OP003197,L014236,2025-01-18,4253.44,Closed Lost
OP003198,L014242,2026-09-07,1196.52,Open
OP003199,L014249,2024-05-03,389.06,Closed Lost
OP003200,L014252,2026-03-16,1323.39,Open
OP003201,L014268,2024-07-31,2638.89,Closed Lost
OP003202,L014272,2024-01-25,4994.36,Closed Won
OP003203,L014274,2024-08-12,250.0,Open
OP003204,L014276,2026-01-13,1010.59,Closed Won
OP003205,L014277,2025-01-26,672.97,Closed Lost
OP003206,L014282,2025-01-08,2335.6,Closed Won
OP003207,L014288,2024-10-25,2058.19,Closed Won
OP003208,L014289,2025-08-08,2939.9,Closed Won
OP003209,L014300,2025-08-02,1114.96,Closed Won
OP003210,L014308,2026-03-21,3510.78,Closed Lost
OP003211,L014310,2024-03-27,1706.2,Closed Won
OP003212,L014316,2025-10-14,3186.69,Closed Lost
OP003213,L014322,2025-06-11,8998.85,Open
OP003214,L014326,2025-07-21,418.31,Open
OP003215,L014331,2026-02-22,3800.05,Closed Won
OP003216,L014333,2024-04-09,31227.67,Closed Won
OP003217,L014335,2026-05-23,632.61,Open
OP003218,L014336,2026-04-09,2711.96,Closed Won
OP003219,L014346,2024-09-29,3903.74,Closed Lost
OP003220,L014351,2025-03-07,1404.96,Closed Lost
OP003221,L014360,2026-07-12,3240.33,Closed Won
OP003222,L014362,2025-08-30,837.18,Closed Won
OP003223,L014364,2024-03-13,18614.22,Open
OP003224,L014366,2025-09-08,11646.18,Closed Lost
OP003225,L014374,2025-03-28,4176.99,Closed Won
OP003226,L014375,2024-11-14,36173.51,Closed Won
OP003227,L014389,2025-12-28,2104.6,Closed Lost
OP003228,L014399,2025-01-07,1921.05,Open
OP003229,L014401,2024-12-28,556.38,Closed Won
OP003230,L014406,2025-02-23,2570.84,Closed Won
OP003231,L014414,2024-02-13,3272.79,Closed Won
OP003232,L014422,2025-05-22,2438.66,Closed Won
OP003233,L014425,2025-12-17,1530.8,Closed Won
OP003234,L014428,2026-04-21,1473.5,Closed Won
OP003235,L014432,2024-09-02,675.46,Open
OP003236,L014433,2025-09-29,2350.54,Closed Won
OP003237,L014437,2026-06-22,2598.18,Closed Lost
OP003238,L014439,2026-07-22,6855.22,Closed Won
OP003239,L014446,2026-08-26,2368.26,Closed Won
OP003240,L014447,2025-10-13,25028.02,Closed Won
OP003241,L014452,2025-03-13,3678.23,Closed Won
OP003242,L014454,2026-05-02,4858.54,Closed Won
OP003243,L014458,2024-10-21,2695.92,Closed Won
OP003244,L014463,2025-03-03,2287.01,Open
OP003245,L014475,2026-04-09,4836.46,Closed Won
OP003246,L014488,2025-07-23,1130.76,Open
OP003247,L014489,2025-10-03,3484.22,Closed Won
OP003248,L014497,2025-07-18,2618.79,Closed Lost
OP003249,L014502,2025-05-06,22585.26,Closed Won
OP003250,L014505,2026-03-13,6702.97,Closed Won
OP003251,L014506,2026-02-14,9601.32,Closed Won
OP003252,L014509,2025-08-01,5150.6,Closed Lost
OP003253,L014510,2026-01-25,4470.04,Closed Won
OP003254,L014511,2025-08-23,10601.12,Closed Won
OP003255,L014516,2025-05-27,6700.61,Closed Won
OP003256,L014517,2025-07-03,250.0,Closed Won
OP003257,L014520,2026-07-29,7321.4,Closed Won
OP003258,L014537,2026-04-07,1232.65,Open
OP003259,L014538,2025-06-16,571.77,Closed Won
OP003260,L014545,2025-05-10,8227.9,Closed Won
OP003261,L014548,2024-07-29,868.55,Open
OP003262,L014549,2026-05-29,4011.08,Closed Won
OP003263,L014555,2024-09-07,2050.89,Closed Won
OP003264,L014560,2025-06-04,8217.53,Closed Won
OP003265,L014563,2024-06-28,1134.53,Open
OP003266,L014568,2024-07-15,10411.72,Closed Lost
OP003267,L014579,2024-07-24,3385.95,Open
OP003268,L014582,2025-07-29,4155.55,Closed Lost
OP003269,L014584,2025-08-12,3059.03,Closed Won
OP003270,L014586,2024-08-07,831.43,Closed Won
OP003271,L014588,2025-05-26,1710.63,Closed Won
OP003272,L014598,2026-03-27,5747.57,Closed Won
OP003273,L014600,2025-02-24,4827.78,Closed Won
OP003274,L014608,2024-10-24,3328.38,Open
OP003275,L014612,2025-12-16,4479.08,Open
OP003276,L014618,2026-02-06,421.76,Closed Won
OP003277,L014619,2025-08-28,1280.44,Closed Lost
OP003278,L014625,2024-02-08,1474.97,Closed Won
OP003279,L014626,2024-07-26,2414.2,Closed Won
OP003280,L014630,2025-01-25,1176.2,Closed Won
OP003281,L014644,2025-02-04,2783.59,Closed Lost
OP003282,L014647,2026-07-16,1504.48,Closed Lost
OP003283,L014656,2026-01-23,4185.06,Closed Won
OP003284,L014659,2025-09-21,12440.45,Closed Won
OP003285,L014660,2026-05-28,16765.23,Closed Won
OP003286,L014661,2024-03-14,722.47,Closed Won
OP003287,L014663,2025-10-15,3707.98,Closed Won
OP003288,L014664,2024-10-11,4318.49,Closed Won
OP003289,L014665,2025-10-01,3477.88,Open
