AdRowID,Date,CampaignID,ChannelID,Impressions,Clicks,SpendLocal,Currency
AD0017898,2024-02-13,CAM0222,CH02,9731,787,5653.43,AUD
AD0017899,2024-12-08,CAM0218,CH07,33010,343,576.18,GBP
AD0017900,2025-02-06,CAM0092,CH02,112801,4353,10310.56,AUD
AD0017901,2024-03-19,CAM0247,CH05,138635,4676,32424.25,AUD
AD0017902,2026-04-27,CAM0075,CH05,7366,200,1379.11,GBP
AD0017903,2025-11-28,CAM0244,CH03,111158,1782,9283.61,USD
AD0017904,2024-02-15,CAM0147,CH02,81445,4733,11449.96,EUR
AD0017905,2024-02-05,CAM0112,CH06,138636,3962,23624.98,EUR
AD0017906,2025-09-22,CAM0140,CH07,114074,1923,11888.14,EUR
AD0017907,2024-01-10,CAM0140,CH07,27991,156,748.9,USD
AD0017908,2025-10-18,CAM0038,CH05,36773,2028,1646.68,EUR
AD0017909,2025-02-09,CAM0265,CH02,3311,89,703.86,USD
AD0017910,2025-06-09,CAM0080,CH07,125983,6927,4281.78,EUR
AD0017911,2024-02-03,CAM0065,CH05,117735,3309,6696.36,GBP
AD0017912,2026-03-15,CAM0013,CH03,52971,2833,20473.42,USD
AD0017913,2025-07-31,CAM0022,CH04,42069,1083,7591.39,USD
AD0017914,2026-02-10,CAM0278,CH06,69699,2928,11274.1,USD
AD0017915,2024-12-30,CAM0007,CH02,27894,685,5106.29,USD
AD0017916,2025-06-26,CAM0075,CH05,137284,2782,20223.92,EUR
AD0017917,2024-06-16,CAM0151,CH04,75884,1123,6240.98,USD
AD0017918,2026-08-28,CAM0163,CH01,104518,1205,2677.08,AUD
AD0017919,2024-06-04,CAM0034,CH01,54741,2410,13898.7,USD
AD0017920,2024-05-19,CAM0047,CH07,51526,1039,6276.76,EUR
AD0017921,2026-04-02,CAM0025,CH03,12576,498,3247.71,GBP
AD0017922,2026-01-22,CAM0055,CH01,97902,6831,3865.87,USD
AD0017923,2024-11-17,CAM0073,CH05,10386,179,604.69,AUD
AD0017924,2026-04-29,CAM0057,CH04,27085,586,1727.98,GBP
AD0017925,2026-06-20,CAM0269,CH03,86465,5037,24412.02,EUR
AD0017926,2026-04-13,CAM0172,CH05,65794,7765,45756.19,USD
AD0017927,2024-08-14,CAM0189,CH03,6507,173,333.8,EUR
AD0017928,2025-08-25,CAM0187,CH03,120140,577,2325.61,USD
AD0017929,2025-01-22,CAM0200,CH07,104726,13181,43437.98,AUD
AD0017930,2024-12-07,CAM0199,CH04,60570,2667,3246.38,EUR
AD0017931,2025-02-03,CAM0080,CH07,26520,1526,4865.13,USD
AD0017932,2025-08-03,CAM0158,CH05,96653,10068,31861.15,EUR
AD0017933,2026-03-09,CAM0016,CH02,32964,721,1730.74,AUD
AD0017934,2026-06-10,CAM0139,CH06,79122,3399,10561.48,AUD
AD0017935,2026-01-01,CAM0013,CH03,45054,2716,2192.45,AUD
AD0017936,2025-06-17,CAM0161,CH05,22051,1282,2886.8,EUR
AD0017937,2025-03-24,CAM0094,CH01,26070,1358,2830.89,GBP
AD0017938,2025-12-02,CAM0219,CH04,131221,3867,7718.06,USD
AD0017939,2024-04-27,CAM0298,CH06,56997,1422,1350.88,GBP
AD0017940,2026-05-17,CAM0024,CH04,90545,4438,13340.96,GBP
AD0017941,2024-07-18,CAM0150,CH02,62256,4519,34499.33,GBP
AD0017942,2024-12-11,CAM0062,CH03,118534,3556,23972.38,USD
AD0017943,2025-10-07,CAM0228,CH02,45428,1385,5436.08,AUD
AD0017944,2024-06-17,CAM0217,CH06,124779,1260,1881.91,USD
AD0017945,2024-02-11,CAM0123,CH05,58182,3151,18349.42,GBP
AD0017946,2024-06-23,CAM0053,CH04,130275,4541,9449.53,EUR
AD0017947,2024-10-11,CAM0254,CH01,16967,382,2672.35,GBP
AD0017948,2024-12-03,CAM0240,CH03,4038,95,554.3,EUR
AD0017949,2024-04-01,CAM0082,CH03,69772,5565,15426.88,USD
AD0017950,2024-09-20,CAM0124,CH03,18584,128,484.82,GBP
AD0017951,2026-06-05,CAM0084,CH07,1121,24,76.74,EUR
AD0017952,2025-11-16,CAM0272,CH06,66598,783,3405.77,EUR
AD0017953,2024-04-04,CAM0252,CH07,84235,1389,1897.25,USD
AD0017954,2026-08-12,CAM0224,CH06,98029,5756,4398.13,EUR
AD0017955,2026-06-12,CAM0178,CH03,149249,12637,23938.08,USD
AD0017956,2024-12-23,CAM0245,CH05,87512,2221,11646.8,USD
AD0017957,2026-02-20,CAM0047,CH07,50933,2910,2178.36,AUD
AD0017958,2024-12-30,CAM0111,CH05,144512,9426,23103.7,AUD
AD0017959,2024-03-21,CAM0219,CH04,13143,310,1604.54,EUR
AD0017960,2024-04-18,CAM0034,CH01,91817,5453,6429.06,USD
AD0017961,2024-08-06,CAM0199,CH04,37550,1276,1749.43,GBP
AD0017962,2024-09-24,CAM0060,CH05,79346,2519,10601.59,AUD
AD0017963,2026-02-09,CAM0150,CH02,28661,68,498.79,EUR
AD0017964,2025-01-23,CAM0287,CH05,56976,3684,27701.15,AUD
AD0017965,2024-07-15,CAM0187,CH03,120186,1745,1529.53,EUR
AD0017966,2024-03-14,CAM0254,CH01,74543,3938,30918.72,GBP
AD0017967,2024-10-27,CAM0129,CH01,91630,4135,31091.29,GBP
AD0017968,2025-06-13,CAM0066,CH04,103398,2158,4526.91,EUR
AD0017969,2024-10-22,CAM0175,CH02,83334,4267,20950.72,AUD
AD0017970,2024-04-21,CAM0012,CH07,27139,298,1977.21,AUD
AD0017971,2024-08-25,CAM0146,CH01,40568,1250,6929.21,AUD
AD0017972,2025-04-26,CAM0285,CH06,36904,201,1099.7,AUD
AD0017973,2024-04-20,CAM0046,CH03,85034,5709,38158.13,EUR
AD0017974,2025-01-15,CAM0275,CH07,59498,2639,18856.34,AUD
AD0017975,2024-08-07,CAM0117,CH06,17259,718,1485.84,USD
AD0017976,2026-08-26,CAM0004,CH07,18947,978,1520.25,USD
AD0017977,2025-11-10,CAM0085,CH01,74031,3446,24688.94,EUR
AD0017978,2024-07-13,CAM0295,CH06,61551,1159,7700.39,GBP
AD0017979,2026-08-01,CAM0169,CH05,16557,131,1032.38,GBP
AD0017980,2026-01-08,CAM0129,CH01,71803,2093,6179.03,USD
AD0017981,2025-02-14,CAM0051,CH03,149046,17689,36142.53,GBP
AD0017982,2025-11-02,CAM0300,CH01,81209,2645,16500.98,USD
AD0017983,2026-05-04,CAM0032,CH01,128734,4235,29378.64,GBP
AD0017984,2025-12-25,CAM0123,CH05,62193,880,4034.16,USD
AD0017985,2024-05-29,CAM0232,CH06,32412,1905,3040.89,USD
AD0017986,2026-04-12,CAM0298,CH06,105918,2030,14054.52,EUR
AD0017987,2025-08-23,CAM0048,CH06,109967,1884,1601.47,USD
AD0017988,2025-07-16,CAM0257,CH07,60954,1047,7736.92,USD
AD0017989,2024-02-25,CAM0132,CH01,30256,199,1074.27,EUR
AD0017990,2025-03-26,CAM0004,CH07,24051,1400,7269.22,AUD
AD0017991,2025-03-21,CAM0079,CH07,3591,144,374.76,EUR
AD0017992,2026-08-15,CAM0283,CH06,100279,5480,30042.25,GBP
AD0017993,2026-08-29,CAM0233,CH04,135670,11118,87880.34,GBP
AD0017994,2025-10-13,CAM0047,CH07,109456,2154,5115.1,AUD
AD0017995,2024-05-31,CAM0226,CH03,93231,3839,11076.71,USD
AD0017996,2024-05-10,CAM0117,CH06,81766,1340,1610.69,USD
AD0017997,2025-11-01,CAM0037,CH01,99552,8463,42914.71,USD
AD0017998,2025-10-16,CAM0296,CH03,65067,1807,10939.37,USD
AD0017999,2024-05-20,CAM0234,CH07,78929,8220,41950.53,GBP
AD0018000,2025-11-17,CAM0111,CH05,12163,115,173.42,GBP
AD0018001,2024-02-10,CAM0118,CH07,120547,3909,14523.21,AUD
AD0018002,2024-07-19,CAM0080,CH07,105842,3862,22475.88,USD
AD0018003,2025-02-25,CAM0138,CH06,42434,1017,3577.39,AUD
AD0018004,2026-01-23,CAM0170,CH02,15627,495,492.73,AUD
AD0018005,2024-10-27,CAM0250,CH01,32758,2752,13926.47,GBP
AD0018006,2025-08-30,CAM0280,CH01,85140,2100,1666.06,USD
AD0018007,2025-04-14,CAM0022,CH04,51444,410,371.49,GBP
AD0018008,2024-06-30,CAM0235,CH02,22072,969,1014.65,AUD
AD0018009,2026-05-29,CAM0068,CH06,14169,1173,6615.92,USD
AD0018010,2024-02-18,CAM0129,CH01,121221,7333,16765.48,EUR
AD0018011,2026-05-09,CAM0117,CH06,54426,2302,12158.82,EUR
AD0018012,2024-08-06,CAM0252,CH07,87581,1987,1033.0,EUR
AD0018013,2025-12-31,CAM0135,CH07,90311,8066,23947.65,USD
AD0018014,2025-08-28,CAM0147,CH02,10275,702,453.83,USD
AD0018015,2026-08-04,CAM0055,CH01,84179,2387,1469.45,USD
AD0018016,2026-06-17,CAM0015,CH06,132791,12220,46690.17,GBP
AD0018017,2025-07-24,CAM0198,CH06,68741,1438,5734.66,USD
AD0018018,2024-10-17,CAM0291,CH02,31859,651,3864.42,USD
AD0018019,2024-09-25,CAM0187,CH03,112920,5778,29603.49,AUD
AD0018020,2024-11-08,CAM0040,CH02,53893,1240,9910.74,EUR
AD0018021,2024-11-15,CAM0292,CH02,77921,3282,9152.61,GBP
AD0018022,2025-01-17,CAM0191,CH02,32048,4025,3773.5,AUD
AD0018023,2025-06-21,CAM0238,CH02,90082,2163,4558.09,USD
AD0018024,2025-02-04,CAM0029,CH03,108869,6531,16830.76,AUD
AD0018025,2025-03-30,CAM0097,CH06,127015,7974,63139.65,GBP
AD0018026,2025-09-12,CAM0214,CH03,49324,2112,16792.87,AUD
AD0018027,2026-04-12,CAM0205,CH02,116447,1548,8972.84,AUD
AD0018028,2025-07-28,CAM0165,CH07,22974,750,3346.4,AUD
AD0018029,2025-08-07,CAM0287,CH05,86226,1129,1534.38,USD
AD0018030,2025-05-15,CAM0261,CH04,11917,658,2699.96,AUD
AD0018031,2024-01-23,CAM0049,CH02,29309,2200,7217.39,AUD
AD0018032,2024-10-08,CAM0041,CH04,130776,6823,45741.92,GBP
AD0018033,2025-03-10,CAM0055,CH01,7967,290,1689.25,AUD
AD0018034,2024-09-20,CAM0265,CH02,58674,2844,6280.8,EUR
AD0018035,2024-07-12,CAM0231,CH05,68351,2984,7597.33,AUD
AD0018036,2024-05-26,CAM0227,CH06,139767,4818,24606.44,EUR
AD0018037,2026-07-22,CAM0245,CH05,84171,8472,49755.99,AUD
AD0018038,2024-09-05,CAM0113,CH04,40378,852,4458.67,AUD
AD0018039,2026-07-12,CAM0040,CH02,77720,1159,5293.87,EUR
AD0018040,2025-08-02,CAM0091,CH06,10321,591,736.9,AUD
AD0018041,2025-05-01,CAM0106,CH07,1327,6,18.19,GBP
AD0018042,2024-01-09,CAM0135,CH07,133495,11707,7422.45,AUD
AD0018043,2024-12-19,CAM0232,CH06,5072,212,163.04,EUR
AD0018044,2025-03-27,CAM0009,CH02,125293,4991,19431.13,GBP
AD0018045,2025-01-03,CAM0003,CH07,138153,6241,34553.71,USD
AD0018046,2026-02-03,CAM0253,CH02,99542,10877,68292.22,USD
AD0018047,2026-02-10,CAM0164,CH03,115540,331,2539.63,AUD
AD0018048,2024-06-14,CAM0122,CH02,138283,854,5375.84,USD
AD0018049,2024-07-04,CAM0210,CH03,1790,214,345.91,GBP
AD0018050,2026-05-29,CAM0194,CH07,21102,104,637.65,AUD
AD0018051,2024-08-30,CAM0133,CH06,26758,918,4222.97,USD
AD0018052,2026-03-15,CAM0284,CH04,147417,2427,11682.87,GBP
AD0018053,2025-03-03,CAM0114,CH05,29634,841,3516.75,USD
AD0018054,2025-12-19,CAM0034,CH01,139319,5195,36654.58,EUR
AD0018055,2025-08-15,CAM0172,CH05,60826,1132,7647.8,GBP
AD0018056,2024-12-18,CAM0073,CH05,117241,8052,57460.19,EUR
AD0018057,2026-07-12,CAM0275,CH07,33906,641,967.3,EUR
AD0018058,2024-07-20,CAM0058,CH04,44575,2591,7256.32,EUR
AD0018059,2026-04-12,CAM0121,CH02,60546,1401,2356.36,GBP
AD0018060,2025-11-16,CAM0030,CH06,75603,3504,22934.94,GBP
AD0018061,2025-06-14,CAM0293,CH05,52209,1797,4274.47,AUD
AD0018062,2025-08-15,CAM0189,CH03,41997,1077,4544.24,AUD
AD0018063,2024-12-04,CAM0287,CH05,70695,638,2788.94,USD
AD0018064,2024-09-04,CAM0297,CH07,89016,10014,26672.49,GBP
AD0018065,2025-09-23,CAM0101,CH06,70333,4100,31708.89,AUD
AD0018066,2024-08-29,CAM0262,CH02,131268,1499,4905.39,EUR
AD0018067,2024-12-28,CAM0293,CH05,85187,2276,15950.43,EUR
AD0018068,2025-03-30,CAM0014,CH01,145007,7492,30441.37,GBP
AD0018069,2025-04-19,CAM0256,CH03,96036,3250,20440.54,AUD
AD0018070,2025-06-20,CAM0274,CH01,43941,2284,15629.47,AUD
AD0018071,2025-06-15,CAM0248,CH02,114034,6703,46765.77,EUR
AD0018072,2025-02-15,CAM0112,CH06,55518,4773,3084.79,GBP
AD0018073,2024-10-05,CAM0233,CH04,58059,1644,1898.56,EUR
AD0018074,2024-11-10,CAM0010,CH04,13493,173,579.75,EUR
AD0018075,2025-06-02,CAM0247,CH05,51015,895,4781.32,USD
AD0018076,2024-09-13,CAM0195,CH04,122072,4786,3801.93,AUD
AD0018077,2025-04-30,CAM0061,CH01,116482,815,6380.65,EUR
AD0018078,2025-04-20,CAM0041,CH04,31868,1714,9810.21,AUD
AD0018079,2024-09-10,CAM0299,CH02,103666,5570,23419.96,AUD
AD0018080,2024-03-24,CAM0285,CH06,144157,3731,14959.31,AUD
AD0018081,2025-04-25,CAM0216,CH01,50864,333,1098.85,USD
AD0018082,2026-05-10,CAM0293,CH05,55279,3376,2608.57,USD
AD0018083,2026-07-10,CAM0075,CH05,125333,7725,53530.51,GBP
AD0018084,2025-05-26,CAM0101,CH06,44189,5118,24937.39,AUD
AD0018085,2025-05-19,CAM0286,CH05,1187,75,294.29,EUR
AD0018086,2026-05-10,CAM0116,CH02,64024,2209,2699.8,GBP
AD0018087,2024-01-11,CAM0171,CH03,136738,12772,14092.04,AUD
AD0018088,2025-07-20,CAM0080,CH07,50491,4326,8052.91,AUD
AD0018089,2026-08-24,CAM0274,CH01,5927,194,1532.29,EUR
AD0018090,2025-02-27,CAM0297,CH07,19829,1917,10751.16,GBP
AD0018091,2025-12-05,CAM0073,CH05,95649,4845,14912.34,AUD
AD0018092,2026-03-19,CAM0176,CH05,101188,4151,31975.88,EUR
AD0018093,2025-04-21,CAM0167,CH05,149373,3223,21736.6,EUR
AD0018094,2025-09-21,CAM0013,CH03,123848,2546,5913.96,AUD
AD0018095,2024-09-09,CAM0211,CH01,21002,1311,1768.81,USD
AD0018096,2024-02-25,CAM0021,CH01,95193,9589,29651.94,GBP
AD0018097,2024-01-13,CAM0146,CH01,146158,5157,16315.47,EUR
AD0018098,2026-07-23,CAM0156,CH07,81364,1453,949.75,GBP
AD0018099,2025-04-16,CAM0024,CH04,84505,3480,3173.54,AUD
AD0018100,2024-02-06,CAM0112,CH06,2901,28,143.59,AUD
AD0018101,2024-02-23,CAM0051,CH03,30504,2080,3807.73,GBP
AD0018102,2026-01-10,CAM0003,CH07,50999,2220,13268.0,AUD
AD0018103,2024-05-19,CAM0179,CH02,36750,1095,1006.66,USD
AD0018104,2024-09-23,CAM0146,CH01,61063,1285,4962.39,AUD
AD0018105,2026-04-22,CAM0226,CH03,6483,387,1590.05,AUD
AD0018106,2024-01-22,CAM0085,CH01,39581,2666,17897.25,EUR
AD0018107,2024-04-24,CAM0047,CH07,14462,600,4644.67,EUR
AD0018108,2024-03-20,CAM0154,CH03,142598,1652,12672.48,USD
AD0018109,2025-06-23,CAM0262,CH02,87925,2943,11184.29,AUD
AD0018110,2025-09-22,CAM0150,CH02,33555,1412,6394.31,GBP
AD0018111,2025-09-14,CAM0143,CH01,96642,8557,51799.32,AUD
AD0018112,2024-10-13,CAM0177,CH07,2136,20,136.02,GBP
AD0018113,2025-07-24,CAM0277,CH06,135724,2382,4992.85,EUR
AD0018114,2026-08-10,CAM0176,CH05,117660,8968,18093.85,USD
AD0018115,2024-09-08,CAM0043,CH07,74298,7190,23814.76,GBP
AD0018116,2024-11-19,CAM0074,CH04,121955,1141,3787.37,USD
AD0018117,2026-08-10,CAM0179,CH02,14234,600,3087.53,GBP
AD0018118,2024-09-03,CAM0007,CH02,136969,732,4894.65,AUD
AD0018119,2026-02-26,CAM0064,CH06,76189,602,2703.98,GBP
AD0018120,2025-10-18,CAM0148,CH04,121540,10252,72052.74,AUD
AD0018121,2024-01-05,CAM0238,CH02,64561,2137,7269.24,AUD
AD0018122,2025-04-06,CAM0128,CH05,97269,1283,6746.11,AUD
AD0018123,2025-03-28,CAM0110,CH02,130592,6651,19448.73,USD
AD0018124,2024-03-01,CAM0082,CH03,76762,3902,19440.67,USD
AD0018125,2024-03-01,CAM0292,CH02,16672,392,231.0,USD
AD0018126,2024-01-23,CAM0015,CH06,135231,5501,25476.81,EUR
AD0018127,2024-10-28,CAM0235,CH02,141149,12896,95625.87,GBP
AD0018128,2024-06-19,CAM0065,CH05,62453,2383,10996.8,GBP
AD0018129,2025-12-11,CAM0245,CH05,12099,496,594.65,USD
AD0018130,2026-07-26,CAM0064,CH06,126402,4432,18295.33,AUD
AD0018131,2025-02-16,CAM0258,CH05,105020,3892,2296.23,USD
AD0018132,2025-12-06,CAM0255,CH03,92280,2968,22057.67,AUD
AD0018133,2024-03-10,CAM0050,CH04,54245,633,2932.43,GBP
AD0018134,2024-12-16,CAM0039,CH04,20454,195,411.26,EUR
AD0018135,2025-05-01,CAM0027,CH01,29006,1438,5348.03,EUR
AD0018136,2025-04-03,CAM0005,CH02,21132,1673,7463.85,AUD
AD0018137,2024-04-19,CAM0100,CH04,107191,5666,36756.04,USD
AD0018138,2026-02-08,CAM0156,CH07,28680,605,762.96,USD
AD0018139,2026-05-02,CAM0257,CH07,108598,3404,25013.35,USD
AD0018140,2024-10-18,CAM0007,CH02,66611,1095,7096.34,AUD
AD0018141,2024-08-18,CAM0224,CH06,847,16,65.52,USD
AD0018142,2026-03-25,CAM0040,CH02,21504,972,7661.61,AUD
AD0018143,2024-07-09,CAM0186,CH05,90919,6668,8768.21,GBP
AD0018144,2026-07-01,CAM0274,CH01,103652,1609,10723.6,GBP
AD0018145,2025-06-12,CAM0009,CH02,25130,1030,8084.04,AUD
AD0018146,2026-08-24,CAM0089,CH01,52704,3231,15834.33,GBP
AD0018147,2025-12-19,CAM0053,CH04,84272,5404,18161.97,AUD
AD0018148,2024-09-03,CAM0039,CH04,98907,1768,2250.07,GBP
AD0018149,2026-07-26,CAM0297,CH07,66477,1853,5678.43,USD
AD0018150,2024-09-18,CAM0028,CH01,46323,2433,14300.77,EUR
AD0018151,2025-10-29,CAM0185,CH06,119871,2313,16454.83,GBP
AD0018152,2026-06-18,CAM0157,CH02,76837,3707,4892.26,USD
AD0018153,2024-06-06,CAM0172,CH05,25135,986,2714.81,EUR
AD0018154,2026-02-05,CAM0071,CH04,23550,435,2824.93,USD
AD0018155,2026-06-29,CAM0133,CH06,117609,4967,17091.66,GBP
AD0018156,2024-02-14,CAM0278,CH06,138978,4020,29434.23,AUD
AD0018157,2024-09-30,CAM0173,CH06,66896,3252,21045.09,EUR
AD0018158,2025-09-21,CAM0131,CH06,116014,6213,33643.3,AUD
AD0018159,2025-12-09,CAM0207,CH07,149089,1234,6278.11,USD
AD0018160,2026-07-14,CAM0030,CH06,32677,1406,9683.55,AUD
AD0018161,2024-05-16,CAM0034,CH01,125286,2380,14584.17,USD
AD0018162,2026-06-25,CAM0195,CH04,35545,1551,12299.49,EUR
AD0018163,2025-09-03,CAM0241,CH01,136905,6754,5046.74,EUR
AD0018164,2024-07-20,CAM0183,CH07,133562,12839,66345.9,GBP
AD0018165,2025-01-22,CAM0138,CH06,59943,691,534.66,AUD
AD0018166,2026-01-05,CAM0033,CH01,143493,5061,26578.62,USD
AD0018167,2026-04-20,CAM0178,CH03,138117,4085,25773.96,AUD
AD0018168,2026-02-13,CAM0242,CH02,132402,2662,6697.04,GBP
AD0018169,2025-02-04,CAM0158,CH05,74649,6548,4627.07,USD
AD0018170,2024-11-16,CAM0019,CH02,27580,1060,1869.78,GBP
AD0018171,2024-09-23,CAM0098,CH07,69203,491,3829.73,EUR
AD0018172,2025-08-20,CAM0079,CH07,22182,721,2050.08,USD
AD0018173,2024-12-29,CAM0039,CH04,51266,3384,7135.74,EUR
AD0018174,2026-02-21,CAM0076,CH04,84611,3494,6114.19,EUR
AD0018175,2025-06-16,CAM0204,CH06,112873,2935,17426.24,EUR
AD0018176,2025-01-28,CAM0181,CH01,110729,1412,3279.95,GBP
AD0018177,2025-01-02,CAM0005,CH02,113962,4398,24962.53,AUD
AD0018178,2024-09-08,CAM0029,CH03,61420,448,598.59,GBP
AD0018179,2026-06-27,CAM0056,CH07,41187,4085,6045.38,GBP
AD0018180,2025-10-25,CAM0034,CH01,85173,10130,71905.24,GBP
AD0018181,2024-05-25,CAM0199,CH04,65293,5335,7069.48,AUD
AD0018182,2024-08-30,CAM0201,CH03,123777,5898,24453.16,AUD
AD0018183,2024-05-18,CAM0180,CH02,68894,2413,2796.08,EUR
AD0018184,2024-06-26,CAM0182,CH04,87661,4344,12789.04,EUR
AD0018185,2025-05-04,CAM0047,CH07,30508,2107,13600.75,AUD
AD0018186,2024-04-14,CAM0200,CH07,139813,5317,18429.6,EUR
AD0018187,2024-04-05,CAM0103,CH06,3889,52,154.17,EUR
AD0018188,2026-08-23,CAM0066,CH04,30895,518,3643.02,AUD
AD0018189,2024-06-15,CAM0252,CH07,25580,630,2679.21,AUD
AD0018190,2024-07-16,CAM0079,CH07,98216,4377,28862.91,AUD
AD0018191,2025-05-12,CAM0160,CH04,114767,2342,12625.82,USD
AD0018192,2025-01-14,CAM0069,CH04,63167,3058,22000.15,USD
AD0018193,2024-03-04,CAM0040,CH02,115090,3933,17017.65,USD
AD0018194,2026-02-01,CAM0288,CH03,137347,4264,13209.47,USD
AD0018195,2025-11-15,CAM0087,CH05,144216,9065,10387.41,GBP
AD0018196,2024-11-22,CAM0229,CH02,63216,1091,8037.16,USD
AD0018197,2026-05-23,CAM0022,CH04,115253,3125,16112.0,USD
AD0018198,2026-01-10,CAM0082,CH03,98991,3029,18363.75,GBP
AD0018199,2025-04-20,CAM0245,CH05,13023,790,5768.23,USD
AD0018200,2025-01-22,CAM0192,CH05,7737,334,1423.88,EUR
AD0018201,2024-02-29,CAM0050,CH04,106290,6662,21969.01,USD
AD0018202,2024-01-05,CAM0041,CH04,49583,774,5365.64,USD
AD0018203,2025-06-28,CAM0015,CH06,38454,2874,6086.61,EUR
AD0018204,2025-09-10,CAM0020,CH02,97907,8244,17767.13,AUD
AD0018205,2025-09-09,CAM0034,CH01,141367,8321,30841.5,EUR
AD0018206,2024-03-02,CAM0252,CH07,45016,2091,1771.37,GBP
AD0018207,2024-12-20,CAM0300,CH01,120652,3027,15819.55,GBP
AD0018208,2025-04-07,CAM0165,CH07,116112,6104,27296.0,GBP
AD0018209,2026-07-22,CAM0130,CH04,12115,452,3453.52,AUD
AD0018210,2025-05-03,CAM0094,CH01,35983,2810,15665.04,GBP
AD0018211,2026-07-11,CAM0147,CH02,63142,2198,14777.55,GBP
AD0018212,2024-11-12,CAM0131,CH06,31874,748,609.03,GBP
AD0018213,2024-02-07,CAM0193,CH06,16101,146,789.46,EUR
AD0018214,2026-07-04,CAM0268,CH02,50751,1302,6258.58,USD
AD0018215,2025-04-11,CAM0208,CH06,43859,1110,2118.9,GBP
AD0018216,2025-02-13,CAM0230,CH02,19104,367,1734.08,USD
AD0018217,2024-01-27,CAM0279,CH07,51697,3361,15801.33,GBP
AD0018218,2025-05-06,CAM0166,CH02,108516,279,2186.1,GBP
AD0018219,2026-05-31,CAM0174,CH02,39922,3802,15082.77,USD
AD0018220,2025-06-17,CAM0075,CH05,109449,7845,11544.07,GBP
AD0018221,2024-09-01,CAM0252,CH07,83111,1378,3380.08,EUR
AD0018222,2024-05-24,CAM0298,CH06,109754,9169,41644.86,USD
AD0018223,2026-08-17,CAM0117,CH06,136848,11182,72100.74,AUD
AD0018224,2024-07-08,CAM0142,CH06,44010,1612,5555.12,USD
AD0018225,2024-01-24,CAM0127,CH07,20673,845,6668.55,USD
AD0018226,2026-07-29,CAM0289,CH03,68283,814,1983.93,EUR
AD0018227,2025-12-23,CAM0287,CH05,17609,690,599.3,AUD
AD0018228,2026-04-08,CAM0266,CH04,12117,100,196.12,AUD
AD0018229,2026-01-29,CAM0169,CH05,9838,156,951.41,EUR
AD0018230,2025-03-06,CAM0214,CH03,30871,185,751.52,GBP
AD0018231,2024-02-26,CAM0281,CH05,25072,693,3148.05,GBP
AD0018232,2025-04-25,CAM0096,CH02,16261,524,1914.17,EUR
AD0018233,2024-06-15,CAM0283,CH06,74811,501,960.24,USD
AD0018234,2024-04-22,CAM0192,CH05,25263,381,2249.1,EUR
AD0018235,2025-12-16,CAM0190,CH06,75439,3602,18144.83,USD
AD0018236,2025-07-05,CAM0238,CH02,50754,6065,26969.97,USD
AD0018237,2026-05-28,CAM0260,CH03,54419,1850,5869.98,EUR
AD0018238,2025-01-30,CAM0254,CH01,129700,3853,24958.37,EUR
AD0018239,2025-08-14,CAM0227,CH06,17104,431,473.18,EUR
AD0018240,2025-03-09,CAM0004,CH07,97324,4112,30147.59,EUR
AD0018241,2024-01-14,CAM0121,CH02,15660,689,923.67,AUD
AD0018242,2025-01-24,CAM0068,CH06,135996,1903,5589.59,AUD
AD0018243,2026-07-17,CAM0129,CH01,96727,2336,7050.61,AUD
AD0018244,2026-05-27,CAM0233,CH04,58423,2509,9258.34,EUR
AD0018245,2026-01-15,CAM0044,CH06,60880,5086,17819.69,GBP
AD0018246,2026-03-08,CAM0283,CH06,31470,481,416.79,GBP
AD0018247,2024-05-24,CAM0204,CH06,75089,1781,6815.04,GBP
AD0018248,2025-06-02,CAM0119,CH03,43384,2918,23125.55,USD
AD0018249,2025-04-15,CAM0106,CH07,121623,5730,30137.29,AUD
AD0018250,2024-09-05,CAM0277,CH06,5800,92,236.26,AUD
AD0018251,2026-07-06,CAM0270,CH07,145320,8434,4321.9,EUR
AD0018252,2024-01-02,CAM0219,CH04,141869,5058,37928.6,USD
AD0018253,2025-08-26,CAM0086,CH07,84329,1323,6820.38,GBP
AD0018254,2024-11-30,CAM0162,CH07,135609,5766,11408.78,GBP
AD0018255,2024-05-27,CAM0047,CH07,113428,7882,27749.01,USD
AD0018256,2024-09-11,CAM0225,CH06,67701,1130,856.72,EUR
AD0018257,2025-11-22,CAM0277,CH06,56362,896,1007.76,EUR
AD0018258,2025-02-14,CAM0141,CH03,117887,3565,26488.23,AUD
AD0018259,2024-12-07,CAM0271,CH02,78815,9463,69001.93,GBP
AD0018260,2026-04-17,CAM0275,CH07,137808,3932,29182.62,GBP
AD0018261,2026-05-24,CAM0143,CH01,141878,643,1851.46,GBP
AD0018262,2026-01-01,CAM0267,CH02,5245,129,222.4,EUR
AD0018263,2024-11-22,CAM0200,CH07,11937,225,393.56,EUR
AD0018264,2024-08-31,CAM0055,CH01,147832,5611,40394.13,GBP
AD0018265,2025-03-21,CAM0056,CH07,111089,885,5353.35,EUR
AD0018266,2025-09-27,CAM0286,CH05,67512,2746,10319.88,EUR
AD0018267,2025-09-13,CAM0265,CH02,78973,4633,26082.81,GBP
AD0018268,2025-09-02,CAM0181,CH01,108267,2842,10102.65,EUR
AD0018269,2026-08-05,CAM0107,CH01,108482,3572,12605.73,AUD
AD0018270,2024-12-26,CAM0136,CH07,139567,779,3915.51,GBP
