RawCampaignKey,RawCampaignName,CampaignID
CAM0182_A2,DACH Retargeting 182,CAM0182
CAM0182_A3,DACH-Retargeting-182,CAM0182
CAM0183_A1,north america-brand-183,CAM0183
CAM0183_A2,North America Brand 183,CAM0183
CAM0183_A3,North America-Brand-183,CAM0183
CAM0184_A1,anz-brand-184,CAM0184
CAM0184_A2,ANZ Brand 184,CAM0184
CAM0184_A3,AU-NZ-Brand-184,CAM0184
CAM0185_A1,dach-retargeting-185,CAM0185
CAM0185_A2,DACH Retargeting 185,CAM0185
CAM0185_A3,DACH-Retargeting-185,CAM0185
CAM0186_A1,uki-retargeting-186,CAM0186
CAM0186_A2,UKI Retargeting 186,CAM0186
CAM0186_A3,UKI-Retargeting-186,CAM0186
CAM0187_A1,uki-brand-187,CAM0187
CAM0187_A2,UKI Brand 187,CAM0187
CAM0187_A3,UKI-Brand-187,CAM0187
CAM0188_A1,dach-product-launch-188,CAM0188
CAM0188_A2,DACH Product Launch 188,CAM0188
CAM0188_A3,DACH-Product-Launch-188,CAM0188
CAM0189_A1,dach-webinar-189,CAM0189
CAM0189_A2,DACH Webinar 189,CAM0189
CAM0189_A3,DACH-Webinar-189,CAM0189
CAM0190_A1,sea-lead-gen-190,CAM0190
CAM0190_A2,SEA Lead Gen 190,CAM0190
CAM0190_A3,SEA-Lead-Gen-190,CAM0190
CAM0191_A1,anz-webinar-191,CAM0191
CAM0191_A2,ANZ Webinar 191,CAM0191
CAM0191_A3,AU-NZ-Webinar-191,CAM0191
CAM0192_A1,sea-product-launch-192,CAM0192
CAM0192_A2,SEA Product Launch 192,CAM0192
CAM0192_A3,SEA-Product-Launch-192,CAM0192
CAM0193_A1,uki-webinar-193,CAM0193
CAM0193_A2,UKI Webinar 193,CAM0193
CAM0193_A3,UKI-Webinar-193,CAM0193
CAM0194_A1,north america-retargeting-194,CAM0194
CAM0194_A2,North America Retargeting 194,CAM0194
CAM0194_A3,North America-Retargeting-194,CAM0194
CAM0195_A1,sea-lead-gen-195,CAM0195
CAM0195_A2,SEA Lead Gen 195,CAM0195
CAM0195_A3,SEA-Lead-Gen-195,CAM0195
CAM0196_A1,sea-brand-196,CAM0196
CAM0196_A2,SEA Brand 196,CAM0196
CAM0196_A3,SEA-Brand-196,CAM0196
CAM0197_A1,uki-lead-gen-197,CAM0197
CAM0197_A2,UKI Lead Gen 197,CAM0197
CAM0197_A3,UKI-Lead-Gen-197,CAM0197
CAM0198_A1,north america-lead-gen-198,CAM0198
CAM0198_A2,North America Lead Gen 198,CAM0198
CAM0198_A3,North America-Lead-Gen-198,CAM0198
CAM0199_A1,north america-lead-gen-199,CAM0199
CAM0199_A2,North America Lead Gen 199,CAM0199
CAM0199_A3,North America-Lead-Gen-199,CAM0199
CAM0200_A1,dach-retargeting-200,CAM0200
CAM0200_A2,DACH Retargeting 200,CAM0200
CAM0200_A3,DACH-Retargeting-200,CAM0200
CAM0201_A1,anz-brand-201,CAM0201
CAM0201_A2,ANZ Brand 201,CAM0201
CAM0201_A3,AU-NZ-Brand-201,CAM0201
CAM0202_A1,north america-retargeting-202,CAM0202
CAM0202_A2,North America Retargeting 202,CAM0202
CAM0202_A3,North America-Retargeting-202,CAM0202
CAM0203_A1,uki-brand-203,CAM0203
CAM0203_A2,UKI Brand 203,CAM0203
CAM0203_A3,UKI-Brand-203,CAM0203
CAM0204_A1,sea-retargeting-204,CAM0204
CAM0204_A2,SEA Retargeting 204,CAM0204
CAM0204_A3,SEA-Retargeting-204,CAM0204
CAM0205_A1,dach-retargeting-205,CAM0205
CAM0205_A2,DACH Retargeting 205,CAM0205
CAM0205_A3,DACH-Retargeting-205,CAM0205
CAM0206_A1,anz-retargeting-206,CAM0206
CAM0206_A2,ANZ Retargeting 206,CAM0206
CAM0206_A3,AU-NZ-Retargeting-206,CAM0206
CAM0207_A1,sea-product-launch-207,CAM0207
CAM0207_A2,SEA Product Launch 207,CAM0207
CAM0207_A3,SEA-Product-Launch-207,CAM0207
CAM0208_A1,dach-product-launch-208,CAM0208
CAM0208_A2,DACH Product Launch 208,CAM0208
CAM0208_A3,DACH-Product-Launch-208,CAM0208
CAM0209_A1,uki-lead-gen-209,CAM0209
CAM0209_A2,UKI Lead Gen 209,CAM0209
CAM0209_A3,UKI-Lead-Gen-209,CAM0209
CAM0210_A1,anz-brand-210,CAM0210
CAM0210_A2,ANZ Brand 210,CAM0210
CAM0210_A3,AU-NZ-Brand-210,CAM0210
CAM0211_A1,dach-retargeting-211,CAM0211
CAM0211_A2,DACH Retargeting 211,CAM0211
CAM0211_A3,DACH-Retargeting-211,CAM0211
CAM0212_A1,north america-retargeting-212,CAM0212
CAM0212_A2,North America Retargeting 212,CAM0212
CAM0212_A3,North America-Retargeting-212,CAM0212
CAM0213_A1,sea-product-launch-213,CAM0213
CAM0213_A2,SEA Product Launch 213,CAM0213
CAM0213_A3,SEA-Product-Launch-213,CAM0213
CAM0214_A1,uki-product-launch-214,CAM0214
CAM0214_A2,UKI Product Launch 214,CAM0214
CAM0214_A3,UKI-Product-Launch-214,CAM0214
CAM0215_A1,uki-lead-gen-215,CAM0215
CAM0215_A2,UKI Lead Gen 215,CAM0215
CAM0215_A3,UKI-Lead-Gen-215,CAM0215
CAM0216_A1,dach-lead-gen-216,CAM0216
CAM0216_A2,DACH Lead Gen 216,CAM0216
CAM0216_A3,DACH-Lead-Gen-216,CAM0216
CAM0217_A1,north america-retargeting-217,CAM0217
CAM0217_A2,North America Retargeting 217,CAM0217
CAM0217_A3,North America-Retargeting-217,CAM0217
CAM0218_A1,north america-webinar-218,CAM0218
CAM0218_A2,North America Webinar 218,CAM0218
CAM0218_A3,North America-Webinar-218,CAM0218
CAM0219_A1,sea-product-launch-219,CAM0219
CAM0219_A2,SEA Product Launch 219,CAM0219
CAM0219_A3,SEA-Product-Launch-219,CAM0219
CAM0220_A1,uki-lead-gen-220,CAM0220
CAM0220_A2,UKI Lead Gen 220,CAM0220
CAM0220_A3,UKI-Lead-Gen-220,CAM0220
CAM0221_A1,anz-webinar-221,CAM0221
CAM0221_A2,ANZ Webinar 221,CAM0221
CAM0221_A3,AU-NZ-Webinar-221,CAM0221
CAM0222_A1,anz-webinar-222,CAM0222
CAM0222_A2,ANZ Webinar 222,CAM0222
CAM0222_A3,AU-NZ-Webinar-222,CAM0222
CAM0223_A1,dach-product-launch-223,CAM0223
CAM0223_A2,DACH Product Launch 223,CAM0223
CAM0223_A3,DACH-Product-Launch-223,CAM0223
CAM0224_A1,uki-lead-gen-224,CAM0224
CAM0224_A2,UKI Lead Gen 224,CAM0224
CAM0224_A3,UKI-Lead-Gen-224,CAM0224
CAM0225_A1,dach-brand-225,CAM0225
CAM0225_A2,DACH Brand 225,CAM0225
CAM0225_A3,DACH-Brand-225,CAM0225
CAM0226_A1,sea-lead-gen-226,CAM0226
CAM0226_A2,SEA Lead Gen 226,CAM0226
CAM0226_A3,SEA-Lead-Gen-226,CAM0226
CAM0227_A1,sea-lead-gen-227,CAM0227
CAM0227_A2,SEA Lead Gen 227,CAM0227
CAM0227_A3,SEA-Lead-Gen-227,CAM0227
CAM0228_A1,dach-product-launch-228,CAM0228
CAM0228_A2,DACH Product Launch 228,CAM0228
CAM0228_A3,DACH-Product-Launch-228,CAM0228
CAM0229_A1,dach-retargeting-229,CAM0229
CAM0229_A2,DACH Retargeting 229,CAM0229
CAM0229_A3,DACH-Retargeting-229,CAM0229
CAM0230_A1,uki-lead-gen-230,CAM0230
CAM0230_A2,UKI Lead Gen 230,CAM0230
CAM0230_A3,UKI-Lead-Gen-230,CAM0230
CAM0231_A1,anz-product-launch-231,CAM0231
CAM0231_A2,ANZ Product Launch 231,CAM0231
CAM0231_A3,AU-NZ-Product-Launch-231,CAM0231
CAM0232_A1,sea-lead-gen-232,CAM0232
CAM0232_A2,SEA Lead Gen 232,CAM0232
CAM0232_A3,SEA-Lead-Gen-232,CAM0232
CAM0233_A1,anz-retargeting-233,CAM0233
CAM0233_A2,ANZ Retargeting 233,CAM0233
CAM0233_A3,AU-NZ-Retargeting-233,CAM0233
CAM0234_A1,anz-lead-gen-234,CAM0234
CAM0234_A2,ANZ Lead Gen 234,CAM0234
CAM0234_A3,AU-NZ-Lead-Gen-234,CAM0234
CAM0235_A1,sea-retargeting-235,CAM0235
CAM0235_A2,SEA Retargeting 235,CAM0235
CAM0235_A3,SEA-Retargeting-235,CAM0235
CAM0236_A1,anz-brand-236,CAM0236
CAM0236_A2,ANZ Brand 236,CAM0236
CAM0236_A3,AU-NZ-Brand-236,CAM0236
CAM0237_A1,uki-retargeting-237,CAM0237
CAM0237_A2,UKI Retargeting 237,CAM0237
CAM0237_A3,UKI-Retargeting-237,CAM0237
CAM0238_A1,uki-retargeting-238,CAM0238
CAM0238_A2,UKI Retargeting 238,CAM0238
CAM0238_A3,UKI-Retargeting-238,CAM0238
CAM0239_A1,dach-product-launch-239,CAM0239
CAM0239_A2,DACH Product Launch 239,CAM0239
CAM0239_A3,DACH-Product-Launch-239,CAM0239
CAM0240_A1,anz-brand-240,CAM0240
CAM0240_A2,ANZ Brand 240,CAM0240
CAM0240_A3,AU-NZ-Brand-240,CAM0240
CAM0241_A1,dach-retargeting-241,CAM0241
CAM0241_A2,DACH Retargeting 241,CAM0241
CAM0241_A3,DACH-Retargeting-241,CAM0241
CAM0242_A1,uki-product-launch-242,CAM0242
CAM0242_A2,UKI Product Launch 242,CAM0242
CAM0242_A3,UKI-Product-Launch-242,CAM0242
CAM0243_A1,uki-brand-243,CAM0243
CAM0243_A2,UKI Brand 243,CAM0243
CAM0243_A3,UKI-Brand-243,CAM0243
CAM0244_A1,north america-webinar-244,CAM0244
CAM0244_A2,North America Webinar 244,CAM0244
CAM0244_A3,North America-Webinar-244,CAM0244
CAM0245_A1,dach-retargeting-245,CAM0245
CAM0245_A2,DACH Retargeting 245,CAM0245
CAM0245_A3,DACH-Retargeting-245,CAM0245
CAM0246_A1,north america-product-launch-246,CAM0246
CAM0246_A2,North America Product Launch 246,CAM0246
CAM0246_A3,North America-Product-Launch-246,CAM0246
CAM0247_A1,uki-webinar-247,CAM0247
CAM0247_A2,UKI Webinar 247,CAM0247
CAM0247_A3,UKI-Webinar-247,CAM0247
CAM0248_A1,north america-product-launch-248,CAM0248
CAM0248_A2,North America Product Launch 248,CAM0248
CAM0248_A3,North America-Product-Launch-248,CAM0248
CAM0249_A1,sea-product-launch-249,CAM0249
CAM0249_A2,SEA Product Launch 249,CAM0249
CAM0249_A3,SEA-Product-Launch-249,CAM0249
CAM0250_A1,sea-webinar-250,CAM0250
CAM0250_A2,SEA Webinar 250,CAM0250
CAM0250_A3,SEA-Webinar-250,CAM0250
CAM0251_A1,sea-webinar-251,CAM0251
CAM0251_A2,SEA Webinar 251,CAM0251
CAM0251_A3,SEA-Webinar-251,CAM0251
CAM0252_A1,anz-retargeting-252,CAM0252
CAM0252_A2,ANZ Retargeting 252,CAM0252
CAM0252_A3,AU-NZ-Retargeting-252,CAM0252
CAM0253_A1,north america-retargeting-253,CAM0253
CAM0253_A2,North America Retargeting 253,CAM0253
CAM0253_A3,North America-Retargeting-253,CAM0253
CAM0254_A1,dach-product-launch-254,CAM0254
CAM0254_A2,DACH Product Launch 254,CAM0254
CAM0254_A3,DACH-Product-Launch-254,CAM0254
CAM0255_A1,north america-brand-255,CAM0255
CAM0255_A2,North America Brand 255,CAM0255
CAM0255_A3,North America-Brand-255,CAM0255
CAM0256_A1,uki-brand-256,CAM0256
CAM0256_A2,UKI Brand 256,CAM0256
CAM0256_A3,UKI-Brand-256,CAM0256
CAM0257_A1,uki-brand-257,CAM0257
CAM0257_A2,UKI Brand 257,CAM0257
CAM0257_A3,UKI-Brand-257,CAM0257
CAM0258_A1,dach-lead-gen-258,CAM0258
CAM0258_A2,DACH Lead Gen 258,CAM0258
CAM0258_A3,DACH-Lead-Gen-258,CAM0258
CAM0259_A1,sea-retargeting-259,CAM0259
CAM0259_A2,SEA Retargeting 259,CAM0259
CAM0259_A3,SEA-Retargeting-259,CAM0259
CAM0260_A1,anz-brand-260,CAM0260
CAM0260_A2,ANZ Brand 260,CAM0260
CAM0260_A3,AU-NZ-Brand-260,CAM0260
CAM0261_A1,sea-webinar-261,CAM0261
CAM0261_A2,SEA Webinar 261,CAM0261
CAM0261_A3,SEA-Webinar-261,CAM0261
CAM0262_A1,uki-retargeting-262,CAM0262
CAM0262_A2,UKI Retargeting 262,CAM0262
CAM0262_A3,UKI-Retargeting-262,CAM0262
CAM0263_A1,north america-lead-gen-263,CAM0263
CAM0263_A2,North America Lead Gen 263,CAM0263
CAM0263_A3,North America-Lead-Gen-263,CAM0263
CAM0264_A1,dach-retargeting-264,CAM0264
CAM0264_A2,DACH Retargeting 264,CAM0264
CAM0264_A3,DACH-Retargeting-264,CAM0264
CAM0265_A1,north america-retargeting-265,CAM0265
CAM0265_A2,North America Retargeting 265,CAM0265
CAM0265_A3,North America-Retargeting-265,CAM0265
CAM0266_A1,dach-brand-266,CAM0266
CAM0266_A2,DACH Brand 266,CAM0266
CAM0266_A3,DACH-Brand-266,CAM0266
CAM0267_A1,sea-brand-267,CAM0267
CAM0267_A2,SEA Brand 267,CAM0267
CAM0267_A3,SEA-Brand-267,CAM0267
CAM0268_A1,anz-lead-gen-268,CAM0268
CAM0268_A2,ANZ Lead Gen 268,CAM0268
CAM0268_A3,AU-NZ-Lead-Gen-268,CAM0268
CAM0269_A1,uki-product-launch-269,CAM0269
CAM0269_A2,UKI Product Launch 269,CAM0269
CAM0269_A3,UKI-Product-Launch-269,CAM0269
CAM0270_A1,anz-brand-270,CAM0270
CAM0270_A2,ANZ Brand 270,CAM0270
CAM0270_A3,AU-NZ-Brand-270,CAM0270
CAM0271_A1,dach-lead-gen-271,CAM0271
CAM0271_A2,DACH Lead Gen 271,CAM0271
CAM0271_A3,DACH-Lead-Gen-271,CAM0271
CAM0272_A1,dach-brand-272,CAM0272
CAM0272_A2,DACH Brand 272,CAM0272
CAM0272_A3,DACH-Brand-272,CAM0272
CAM0273_A1,sea-webinar-273,CAM0273
CAM0273_A2,SEA Webinar 273,CAM0273
CAM0273_A3,SEA-Webinar-273,CAM0273
CAM0274_A1,anz-retargeting-274,CAM0274
CAM0274_A2,ANZ Retargeting 274,CAM0274
CAM0274_A3,AU-NZ-Retargeting-274,CAM0274
CAM0275_A1,uki-retargeting-275,CAM0275
CAM0275_A2,UKI Retargeting 275,CAM0275
CAM0275_A3,UKI-Retargeting-275,CAM0275
CAM0276_A1,uki-webinar-276,CAM0276
CAM0276_A2,UKI Webinar 276,CAM0276
CAM0276_A3,UKI-Webinar-276,CAM0276
CAM0277_A1,dach-lead-gen-277,CAM0277
CAM0277_A2,DACH Lead Gen 277,CAM0277
CAM0277_A3,DACH-Lead-Gen-277,CAM0277
CAM0278_A1,north america-brand-278,CAM0278
CAM0278_A2,North America Brand 278,CAM0278
CAM0278_A3,North America-Brand-278,CAM0278
CAM0279_A1,anz-retargeting-279,CAM0279
CAM0279_A2,ANZ Retargeting 279,CAM0279
CAM0279_A3,AU-NZ-Retargeting-279,CAM0279
CAM0280_A1,sea-product-launch-280,CAM0280
CAM0280_A2,SEA Product Launch 280,CAM0280
CAM0280_A3,SEA-Product-Launch-280,CAM0280
CAM0281_A1,anz-lead-gen-281,CAM0281
CAM0281_A2,ANZ Lead Gen 281,CAM0281
CAM0281_A3,AU-NZ-Lead-Gen-281,CAM0281
CAM0282_A1,anz-lead-gen-282,CAM0282
CAM0282_A2,ANZ Lead Gen 282,CAM0282
CAM0282_A3,AU-NZ-Lead-Gen-282,CAM0282
CAM0283_A1,sea-brand-283,CAM0283
CAM0283_A2,SEA Brand 283,CAM0283
CAM0283_A3,SEA-Brand-283,CAM0283
CAM0284_A1,sea-brand-284,CAM0284
CAM0284_A2,SEA Brand 284,CAM0284
CAM0284_A3,SEA-Brand-284,CAM0284
CAM0285_A1,anz-product-launch-285,CAM0285
CAM0285_A2,ANZ Product Launch 285,CAM0285
CAM0285_A3,AU-NZ-Product-Launch-285,CAM0285
CAM0286_A1,north america-brand-286,CAM0286
CAM0286_A2,North America Brand 286,CAM0286
CAM0286_A3,North America-Brand-286,CAM0286
CAM0287_A1,north america-product-launch-287,CAM0287
CAM0287_A2,North America Product Launch 287,CAM0287
CAM0287_A3,North America-Product-Launch-287,CAM0287
CAM0288_A1,dach-retargeting-288,CAM0288
CAM0288_A2,DACH Retargeting 288,CAM0288
CAM0288_A3,DACH-Retargeting-288,CAM0288
CAM0289_A1,north america-brand-289,CAM0289
CAM0289_A2,North America Brand 289,CAM0289
CAM0289_A3,North America-Brand-289,CAM0289
CAM0290_A1,sea-lead-gen-290,CAM0290
CAM0290_A2,SEA Lead Gen 290,CAM0290
CAM0290_A3,SEA-Lead-Gen-290,CAM0290
CAM0291_A1,north america-product-launch-291,CAM0291
CAM0291_A2,North America Product Launch 291,CAM0291
CAM0291_A3,North America-Product-Launch-291,CAM0291
CAM0292_A1,dach-retargeting-292,CAM0292
CAM0292_A2,DACH Retargeting 292,CAM0292
CAM0292_A3,DACH-Retargeting-292,CAM0292
CAM0293_A1,uki-brand-293,CAM0293
CAM0293_A2,UKI Brand 293,CAM0293
CAM0293_A3,UKI-Brand-293,CAM0293
CAM0294_A1,north america-retargeting-294,CAM0294
CAM0294_A2,North America Retargeting 294,CAM0294
CAM0294_A3,North America-Retargeting-294,CAM0294
CAM0295_A1,anz-product-launch-295,CAM0295
CAM0295_A2,ANZ Product Launch 295,CAM0295
CAM0295_A3,AU-NZ-Product-Launch-295,CAM0295
CAM0296_A1,anz-product-launch-296,CAM0296
CAM0296_A2,ANZ Product Launch 296,CAM0296
CAM0296_A3,AU-NZ-Product-Launch-296,CAM0296
CAM0297_A1,sea-brand-297,CAM0297
CAM0297_A2,SEA Brand 297,CAM0297
CAM0297_A3,SEA-Brand-297,CAM0297
CAM0298_A1,anz-webinar-298,CAM0298
CAM0298_A2,ANZ Webinar 298,CAM0298
CAM0298_A3,AU-NZ-Webinar-298,CAM0298
CAM0299_A1,uki-retargeting-299,CAM0299
CAM0299_A2,UKI Retargeting 299,CAM0299
CAM0299_A3,UKI-Retargeting-299,CAM0299
CAM0300_A1,north america-webinar-300,CAM0300
CAM0300_A2,North America Webinar 300,CAM0300
CAM0300_A3,North America-Webinar-300,CAM0300
