RevenueID,OpportunityID,LeadID,RevenueDate,RevenueAmount
REV001390,OP002341,L010534,2024-04-27,7780.47
REV001391,OP002342,L010546,2025-01-14,3591.35
REV001392,OP002344,L010550,2024-04-10,5540.04
REV001393,OP002345,L010551,2025-06-03,1294.78
REV001394,OP002346,L010555,2024-11-20,4456.66
REV001395,OP002347,L010558,2024-02-22,250.0
REV001396,OP002348,L010561,2026-06-03,3637.2
REV001397,OP002349,L010564,2026-03-19,1425.03
REV001398,OP002350,L010570,2024-10-18,6620.31
REV001399,OP002352,L010575,2024-08-26,1985.97
REV001400,OP002354,L010582,2025-12-14,3455.97
REV001401,OP002355,L010584,2025-10-24,8621.28
REV001402,OP002360,L010595,2026-08-21,3383.55
REV001403,OP002361,L010600,2026-03-23,683.32
REV001404,OP002364,L010612,2024-08-29,2768.67
REV001405,OP002365,L010616,2025-03-24,2809.17
REV001406,OP002367,L010636,2025-10-19,3996.5
REV001407,OP002368,L010637,2026-09-17,7950.58
REV001408,OP002369,L010641,2025-11-03,11671.23
REV001409,OP002370,L010652,2025-06-07,1231.86
REV001410,OP002371,L010655,2026-01-29,7068.77
REV001411,OP002373,L010664,2025-09-03,1292.51
REV001412,OP002374,L010669,2024-10-02,39709.24
REV001413,OP002376,L010683,2024-04-19,1481.03
REV001414,OP002379,L010691,2025-07-25,858.41
REV001415,OP002381,L010703,2024-04-03,6302.6
REV001416,OP002383,L010708,2026-09-16,12763.84
REV001417,OP002384,L010710,2024-10-05,9209.52
REV001418,OP002385,L010712,2026-06-25,260.11
REV001419,OP002387,L010717,2024-02-28,6142.68
REV001420,OP002388,L010722,2026-02-12,815.55
REV001421,OP002392,L010742,2025-03-01,705.12
REV001422,OP002393,L010744,2025-07-20,5830.51
REV001423,OP002394,L010750,2024-11-04,7037.56
REV001424,OP002395,L010753,2025-11-19,3730.83
REV001425,OP002398,L010757,2024-06-30,738.37
REV001426,OP002402,L010769,2025-04-03,512.84
REV001427,OP002404,L010782,2025-09-03,1143.85
REV001428,OP002405,L010799,2026-08-08,2568.44
REV001429,OP002406,L010804,2026-08-28,3421.51
REV001430,OP002407,L010805,2025-11-15,1352.86
REV001431,OP002409,L010809,2024-05-25,3481.96
REV001432,OP002411,L010814,2025-06-28,7281.8
REV001433,OP002412,L010817,2025-09-10,6499.18
REV001434,OP002414,L010824,2025-12-22,605.03
REV001435,OP002415,L010835,2024-06-22,2283.97
REV001436,OP002416,L010837,2026-06-11,2194.51
REV001437,OP002417,L010838,2026-04-08,19071.21
REV001438,OP002418,L010841,2026-03-12,1392.27
REV001439,OP002419,L010843,2026-10-07,2482.54
REV001440,OP002420,L010860,2025-12-23,5012.78
REV001441,OP002422,L010865,2024-08-23,5316.6
REV001442,OP002423,L010866,2025-03-12,2107.86
REV001443,OP002425,L010880,2024-04-27,9390.08
REV001444,OP002427,L010885,2025-02-12,4162.16
REV001445,OP002429,L010887,2025-01-17,15699.78
REV001446,OP002430,L010889,2025-04-06,1629.52
REV001447,OP002431,L010891,2026-06-12,2040.17
REV001448,OP002432,L010899,2025-10-29,419.2
REV001449,OP002434,L010912,2026-08-31,3913.66
REV001450,OP002435,L010915,2026-10-03,4157.6
REV001451,OP002438,L010939,2024-03-28,2068.9
REV001452,OP002439,L010944,2026-04-25,3267.68
REV001453,OP002443,L010955,2024-03-27,5788.39
REV001454,OP002444,L010966,2024-10-24,11121.0
REV001455,OP002445,L010968,2024-08-23,1526.18
REV001456,OP002446,L010979,2025-08-07,3137.56
REV001457,OP002448,L010981,2025-04-03,2650.92
REV001458,OP002451,L010992,2025-04-16,10309.13
REV001459,OP002452,L010995,2026-08-02,18124.37
REV001460,OP002454,L011010,2026-09-15,3706.25
REV001461,OP002455,L011015,2024-03-11,6456.1
REV001462,OP002460,L011063,2025-03-27,15128.11
REV001463,OP002463,L011069,2024-04-25,725.48
REV001464,OP002464,L011071,2024-06-09,3032.16
REV001465,OP002465,L011074,2026-08-12,1809.45
REV001466,OP002466,L011078,2024-08-10,756.87
REV001467,OP002467,L011082,2024-09-10,15491.98
REV001468,OP002468,L011084,2026-08-27,8033.78
REV001469,OP002469,L011096,2024-07-18,1801.08
REV001470,OP002470,L011098,2024-07-01,9026.9
REV001471,OP002474,L011103,2025-01-17,414.01
REV001472,OP002475,L011108,2024-08-20,616.5
REV001473,OP002477,L011136,2025-04-14,3016.2
REV001474,OP002478,L011139,2026-01-08,1122.39
REV001475,OP002479,L011150,2026-01-30,3062.89
REV001476,OP002482,L011155,2026-01-05,2711.47
REV001477,OP002483,L011164,2025-07-30,7126.24
REV001478,OP002488,L011174,2025-11-06,5396.98
REV001479,OP002489,L011181,2026-05-17,3658.11
REV001480,OP002492,L011189,2024-06-13,9074.97
REV001481,OP002493,L011191,2025-10-28,4517.56
REV001482,OP002498,L011215,2024-12-28,2030.51
REV001483,OP002499,L011218,2026-04-19,1245.63
REV001484,OP002500,L011220,2024-08-18,9141.97
REV001485,OP002501,L011222,2024-04-04,2401.66
REV001486,OP002503,L011235,2025-01-28,2461.38
REV001487,OP002504,L011245,2025-12-24,638.16
REV001488,OP002506,L011250,2026-01-23,7565.92
REV001489,OP002507,L011252,2026-03-06,5595.0
REV001490,OP002508,L011255,2026-04-08,7711.04
REV001491,OP002511,L011270,2026-07-13,6007.17
REV001492,OP002512,L011272,2024-11-06,3198.53
REV001493,OP002514,L011283,2025-03-08,3243.8
REV001494,OP002517,L011296,2026-05-22,3696.3
REV001495,OP002518,L011297,2026-03-18,635.94
REV001496,OP002519,L011300,2024-06-23,31209.65
REV001497,OP002520,L011303,2026-01-18,4515.28
REV001498,OP002521,L011307,2025-07-15,5934.86
REV001499,OP002522,L011311,2024-05-29,4697.24
REV001500,OP002523,L011313,2026-06-05,4127.2
REV001501,OP002528,L011327,2025-04-02,2965.31
REV001502,OP002529,L011329,2024-04-07,2652.79
REV001503,OP002530,L011331,2024-10-10,14811.7
REV001504,OP002531,L011339,2026-08-18,2276.62
REV001505,OP002533,L011350,2025-11-29,1275.49
REV001506,OP002534,L011354,2025-11-17,4650.15
REV001507,OP002536,L011360,2024-02-14,2167.51
REV001508,OP002538,L011365,2024-09-21,3516.8
REV001509,OP002539,L011367,2024-06-14,2666.89
REV001510,OP002540,L011371,2026-03-07,1771.14
REV001511,OP002541,L011372,2026-04-22,8514.78
REV001512,OP002545,L011384,2024-09-29,5094.78
REV001513,OP002546,L011385,2026-07-07,21054.57
REV001514,OP002555,L011429,2026-08-26,3963.91
REV001515,OP002556,L011433,2026-01-28,34014.52
REV001516,OP002562,L011450,2026-02-13,1651.93
REV001517,OP002563,L011454,2025-10-12,1462.2
REV001518,OP002565,L011465,2025-11-20,4501.1
REV001519,OP002566,L011466,2025-05-16,2247.18
REV001520,OP002568,L011476,2026-03-28,821.92
REV001521,OP002570,L011485,2026-05-10,1800.11
REV001522,OP002571,L011491,2025-09-01,8203.58
REV001523,OP002575,L011507,2026-04-04,5180.3
REV001524,OP002576,L011508,2025-06-25,6112.4
REV001525,OP002578,L011513,2026-07-16,3066.92
REV001526,OP002582,L011526,2024-10-04,1114.13
REV001527,OP002584,L011531,2025-09-02,5834.74
REV001528,OP002585,L011536,2026-06-20,7828.21
REV001529,OP002586,L011549,2024-04-27,1144.61
REV001530,OP002587,L011566,2025-11-10,7516.07
REV001531,OP002588,L011571,2025-08-20,2123.95
REV001532,OP002589,L011572,2025-05-13,2415.17
REV001533,OP002591,L011582,2026-05-02,693.74
REV001534,OP002592,L011588,2025-05-17,10544.59
REV001535,OP002594,L011595,2024-02-29,3277.13
REV001536,OP002595,L011604,2024-09-01,258.21
REV001537,OP002596,L011614,2024-12-09,4642.28
REV001538,OP002597,L011616,2024-07-15,2169.25
REV001539,OP002598,L011618,2025-07-15,1506.29
REV001540,OP002599,L011625,2024-10-31,1508.05
REV001541,OP002601,L011637,2024-04-05,2282.66
REV001542,OP002602,L011644,2024-10-04,302.86
REV001543,OP002603,L011650,2026-08-25,2340.69
REV001544,OP002604,L011654,2024-12-28,2254.96
REV001545,OP002606,L011661,2024-09-11,1119.93
REV001546,OP002607,L011671,2025-03-30,693.18
REV001547,OP002608,L011679,2025-01-10,1341.16
REV001548,OP002609,L011682,2024-10-01,5656.4
REV001549,OP002612,L011695,2025-01-23,1187.37
REV001550,OP002613,L011698,2025-01-20,19887.97
REV001551,OP002617,L011713,2026-01-05,8294.89
REV001552,OP002618,L011718,2024-06-15,2148.6
REV001553,OP002621,L011725,2024-07-23,1623.4
REV001554,OP002623,L011734,2026-04-24,27144.01
REV001555,OP002624,L011743,2025-04-27,987.96
REV001556,OP002625,L011745,2026-02-01,1880.07
REV001557,OP002627,L011748,2025-03-07,3329.98
REV001558,OP002628,L011768,2026-04-13,13576.66
REV001559,OP002629,L011773,2026-09-22,714.78
REV001560,OP002630,L011776,2024-04-06,5558.1
REV001561,OP002632,L011782,2024-11-30,1603.35
REV001562,OP002635,L011808,2024-07-24,7913.48
REV001563,OP002636,L011809,2025-07-16,23228.03
REV001564,OP002638,L011818,2024-02-20,518.21
REV001565,OP002640,L011821,2025-05-18,9392.43
REV001566,OP002643,L011831,2026-03-19,7702.86
REV001567,OP002645,L011835,2024-03-07,4899.28
REV001568,OP002647,L011839,2025-11-21,1056.39
REV001569,OP002649,L011847,2025-01-29,2418.72
REV001570,OP002650,L011849,2024-03-02,3942.09
REV001571,OP002654,L011861,2026-05-23,24881.89
REV001572,OP002655,L011864,2025-01-29,345.03
REV001573,OP002658,L011878,2024-02-23,11658.47
REV001574,OP002660,L011881,2024-03-18,6152.17
REV001575,OP002662,L011898,2025-05-08,5106.85
REV001576,OP002664,L011906,2025-06-29,2380.91
REV001577,OP002666,L011910,2026-08-19,24869.25
REV001578,OP002667,L011913,2024-06-11,897.4
REV001579,OP002669,L011922,2024-04-14,1693.57
REV001580,OP002672,L011932,2024-11-05,20328.55
REV001581,OP002675,L011964,2025-02-14,3002.09
REV001582,OP002676,L011970,2025-06-04,2088.9
REV001583,OP002677,L011971,2026-09-05,11695.51
REV001584,OP002679,L011974,2026-01-31,2431.2
REV001585,OP002680,L011976,2025-04-26,1778.19
REV001586,OP002681,L011978,2025-10-19,675.44
REV001587,OP002682,L011979,2026-01-31,4412.83
REV001588,OP002683,L011980,2024-09-25,3592.8
REV001589,OP002684,L011982,2024-10-04,3736.45
REV001590,OP002685,L011984,2026-04-01,4586.4
REV001591,OP002686,L011985,2025-07-09,610.83
REV001592,OP002688,L011991,2025-08-15,2159.15
REV001593,OP002689,L011997,2026-09-09,998.27
REV001594,OP002690,L011998,2026-08-26,2289.48
REV001595,OP002692,L012006,2026-01-24,7907.55
REV001596,OP002695,L012030,2025-10-11,3277.8
REV001597,OP002698,L012042,2026-07-05,922.63
REV001598,OP002699,L012043,2024-04-16,5842.94
REV001599,OP002700,L012057,2024-09-11,1559.75
REV001600,OP002701,L012065,2025-04-07,2369.99
REV001601,OP002702,L012066,2025-06-26,2273.38
REV001602,OP002703,L012073,2024-09-07,1374.91
REV001603,OP002704,L012074,2026-08-16,1341.54
REV001604,OP002705,L012089,2026-07-13,1750.09
REV001605,OP002706,L012109,2024-04-01,3315.0
REV001606,OP002707,L012110,2026-02-10,48477.52
REV001607,OP002710,L012132,2025-08-02,4385.78
REV001608,OP002712,L012134,2024-08-11,5995.3
REV001609,OP002717,L012146,2025-05-11,438.2
REV001610,OP002719,L012171,2025-06-06,17993.81
REV001611,OP002720,L012176,2026-07-15,1141.44
REV001612,OP002721,L012187,2025-06-14,1292.43
REV001613,OP002722,L012190,2026-04-19,5606.09
REV001614,OP002723,L012200,2026-07-07,15891.45
REV001615,OP002724,L012203,2026-08-28,725.31
REV001616,OP002725,L012205,2026-03-05,1672.96
REV001617,OP002726,L012209,2024-05-18,990.0
REV001618,OP002727,L012212,2024-11-29,25174.13
REV001619,OP002728,L012213,2024-04-30,1646.74
REV001620,OP002729,L012216,2024-05-20,530.81
REV001621,OP002731,L012219,2025-02-19,3489.91
REV001622,OP002732,L012230,2026-03-24,11518.94
REV001623,OP002733,L012232,2024-04-30,4421.03
REV001624,OP002734,L012235,2024-10-25,9168.67
REV001625,OP002736,L012240,2026-02-24,1871.38
REV001626,OP002739,L012259,2025-12-25,749.63
REV001627,OP002740,L012262,2025-06-23,2504.16
REV001628,OP002741,L012266,2026-03-11,22866.72
REV001629,OP002744,L012284,2025-09-23,5526.61
REV001630,OP002748,L012294,2025-09-24,7534.47
REV001631,OP002750,L012297,2025-05-15,3841.31
REV001632,OP002752,L012299,2026-04-22,7152.8
REV001633,OP002753,L012301,2024-04-10,3229.97
REV001634,OP002754,L012316,2025-07-09,12848.47
REV001635,OP002755,L012324,2025-06-13,1119.81
REV001636,OP002756,L012325,2024-10-08,14191.41
REV001637,OP002759,L012335,2025-07-08,477.32
REV001638,OP002760,L012342,2026-03-28,939.86
REV001639,OP002761,L012343,2024-09-29,8591.88
REV001640,OP002762,L012348,2026-07-26,8495.61
REV001641,OP002766,L012357,2024-02-15,1991.36
REV001642,OP002768,L012365,2024-02-14,3731.81
REV001643,OP002769,L012373,2026-04-01,2634.74
REV001644,OP002770,L012375,2024-12-11,15684.72
REV001645,OP002771,L012382,2024-10-11,7286.18
REV001646,OP002773,L012398,2026-07-11,9255.59
REV001647,OP002774,L012409,2026-04-07,4300.21
REV001648,OP002777,L012415,2025-10-14,3460.8
REV001649,OP002778,L012416,2025-08-21,1926.98
REV001650,OP002779,L012436,2026-02-07,479.69
REV001651,OP002781,L012438,2025-06-21,841.03
REV001652,OP002782,L012439,2024-06-05,3036.74
REV001653,OP002785,L012460,2025-12-15,2609.68
REV001654,OP002787,L012467,2024-02-02,6343.6
REV001655,OP002790,L012486,2025-04-17,1160.72
REV001656,OP002791,L012492,2026-09-27,1828.51
REV001657,OP002792,L012496,2026-02-05,252.27
REV001658,OP002794,L012506,2025-10-01,2671.14
REV001659,OP002795,L012511,2025-08-01,2759.33
REV001660,OP002796,L012514,2026-07-13,10556.35
REV001661,OP002801,L012533,2024-12-15,1337.92
REV001662,OP002802,L012537,2025-09-19,5417.85
REV001663,OP002803,L012539,2026-10-09,603.49
REV001664,OP002804,L012552,2024-09-11,6936.8
REV001665,OP002805,L012561,2026-09-17,13081.15
REV001666,OP002806,L012564,2025-02-24,474.34
REV001667,OP002807,L012566,2025-07-17,12078.47
REV001668,OP002809,L012581,2024-07-04,17726.08
REV001669,OP002812,L012601,2025-02-22,15214.21
REV001670,OP002813,L012605,2026-03-25,5207.05
REV001671,OP002814,L012607,2026-03-10,250.0
REV001672,OP002815,L012613,2025-07-08,2633.08
REV001673,OP002817,L012625,2026-04-11,3021.37
REV001674,OP002819,L012632,2026-07-09,2138.91
REV001675,OP002820,L012633,2026-08-04,1744.99
REV001676,OP002821,L012637,2024-07-05,459.89
REV001677,OP002822,L012639,2025-03-19,2651.17
REV001678,OP002823,L012641,2025-10-22,5713.69
REV001679,OP002824,L012642,2024-03-29,7402.76
REV001680,OP002827,L012656,2024-10-23,12704.26
REV001681,OP002829,L012667,2026-03-27,4019.36
REV001682,OP002830,L012669,2025-01-02,552.39
REV001683,OP002831,L012673,2024-10-16,778.36
REV001684,OP002832,L012675,2025-07-22,5573.26
REV001685,OP002833,L012681,2025-12-17,5284.11
REV001686,OP002834,L012682,2024-03-16,27946.16
REV001687,OP002836,L012688,2026-05-07,5298.09
REV001688,OP002840,L012715,2025-11-02,418.04
REV001689,OP002841,L012717,2025-09-29,3575.01
REV001690,OP002843,L012727,2025-12-19,4501.47
REV001691,OP002845,L012730,2026-06-22,395.84
REV001692,OP002846,L012733,2024-08-11,2921.18
REV001693,OP002847,L012737,2026-01-30,2569.01
REV001694,OP002849,L012742,2024-04-10,649.1
REV001695,OP002851,L012748,2025-11-28,2813.23
REV001696,OP002853,L012764,2025-04-27,1585.94
REV001697,OP002854,L012774,2024-04-30,1101.05
REV001698,OP002855,L012778,2025-07-03,5930.18
REV001699,OP002856,L012779,2024-06-18,10901.43
REV001700,OP002858,L012783,2025-08-12,877.84
REV001701,OP002859,L012786,2025-01-03,1840.21
REV001702,OP002861,L012794,2024-04-24,2587.15
REV001703,OP002863,L012804,2025-08-11,3698.19
REV001704,OP002865,L012819,2025-01-20,1011.87
REV001705,OP002867,L012833,2025-09-06,1603.67
REV001706,OP002868,L012836,2024-06-04,1999.62
REV001707,OP002870,L012840,2024-04-12,3509.62
REV001708,OP002871,L012842,2025-02-24,1273.17
REV001709,OP002872,L012843,2025-05-22,6161.29
REV001710,OP002873,L012845,2025-03-14,2267.8
REV001711,OP002875,L012851,2024-11-01,1371.95
REV001712,OP002876,L012852,2024-10-23,1656.27
REV001713,OP002878,L012862,2026-05-07,1715.4
REV001714,OP002879,L012865,2025-09-07,2673.26
REV001715,OP002880,L012868,2026-09-09,1945.97
REV001716,OP002882,L012873,2026-01-10,10427.99
REV001717,OP002883,L012874,2024-05-11,1461.95
REV001718,OP002884,L012875,2025-10-03,19108.99
REV001719,OP002885,L012876,2024-07-19,2168.06
REV001720,OP002886,L012880,2025-05-24,3124.39
REV001721,OP002887,L012888,2024-11-22,2935.78
REV001722,OP002888,L012894,2024-04-15,1176.98
REV001723,OP002889,L012895,2025-03-11,15369.45
REV001724,OP002890,L012897,2025-07-22,2660.86
REV001725,OP002891,L012902,2025-03-29,13315.64
REV001726,OP002892,L012904,2025-12-20,4268.56
REV001727,OP002893,L012907,2024-11-26,4009.52
REV001728,OP002896,L012916,2024-02-22,3338.48
REV001729,OP002898,L012925,2024-07-01,4326.43
REV001730,OP002899,L012927,2026-01-22,3120.38
REV001731,OP002900,L012928,2026-04-29,755.29
REV001732,OP002902,L012931,2024-03-13,800.69
REV001733,OP002903,L012933,2024-02-22,20589.31
REV001734,OP002905,L012941,2025-02-17,1102.44
REV001735,OP002907,L012951,2024-11-21,1456.73
REV001736,OP002908,L012963,2025-10-11,1586.76
REV001737,OP002911,L012977,2024-08-18,6162.52
REV001738,OP002913,L012991,2025-01-15,1494.62
REV001739,OP002914,L013003,2026-03-06,3426.62
REV001740,OP002915,L013004,2024-03-14,8091.27
REV001741,OP002916,L013009,2024-06-09,679.22
REV001742,OP002918,L013017,2024-12-12,1241.67
REV001743,OP002921,L013026,2025-09-21,2362.73
REV001744,OP002925,L013046,2025-02-20,481.66
REV001745,OP002926,L013049,2024-05-09,1507.34
REV001746,OP002928,L013053,2025-10-18,2780.33
REV001747,OP002929,L013054,2025-05-13,2445.96
REV001748,OP002931,L013066,2024-08-03,968.61
REV001749,OP002932,L013069,2026-01-24,3262.24
REV001750,OP002934,L013075,2024-06-28,5326.28
REV001751,OP002936,L013087,2025-04-18,987.5
REV001752,OP002939,L013096,2024-09-24,21388.23
REV001753,OP002940,L013098,2024-03-01,3416.0
REV001754,OP002944,L013128,2024-08-09,1683.09
REV001755,OP002945,L013133,2024-08-26,867.4
REV001756,OP002948,L013150,2025-02-24,1931.03
REV001757,OP002949,L013155,2025-10-14,597.69
REV001758,OP002951,L013159,2024-09-04,6060.06
REV001759,OP002955,L013168,2025-11-28,6330.98
REV001760,OP002957,L013180,2024-02-01,4257.96
REV001761,OP002958,L013184,2026-05-05,1887.08
REV001762,OP002960,L013194,2025-11-23,294.84
REV001763,OP002962,L013197,2026-02-22,1702.33
REV001764,OP002964,L013208,2024-08-21,7716.81
REV001765,OP002965,L013209,2024-02-22,4858.99
REV001766,OP002967,L013223,2026-04-19,7794.86
REV001767,OP002968,L013226,2025-10-31,6440.38
REV001768,OP002970,L013231,2024-01-20,9106.12
REV001769,OP002971,L013237,2026-08-01,2403.59
REV001770,OP002974,L013241,2025-03-09,250.0
REV001771,OP002975,L013249,2024-10-26,614.46
REV001772,OP002976,L013257,2024-07-20,252.83
REV001773,OP002978,L013263,2024-02-18,5071.61
REV001774,OP002980,L013271,2025-10-25,3240.1
REV001775,OP002981,L013280,2025-11-06,4943.04
REV001776,OP002983,L013290,2024-04-24,5892.14
REV001777,OP002984,L013293,2025-04-02,2554.73
REV001778,OP002986,L013309,2025-11-12,2899.78
REV001779,OP002987,L013311,2025-03-08,2869.15
REV001780,OP002988,L013321,2026-04-15,1128.76
REV001781,OP002991,L013354,2024-08-09,7532.32
REV001782,OP002998,L013386,2025-01-24,7824.7
REV001783,OP002999,L013387,2024-03-24,1286.3
REV001784,OP003002,L013398,2025-09-06,10215.01
REV001785,OP003003,L013420,2024-10-15,1663.97
REV001786,OP003006,L013425,2024-09-28,4134.37
REV001787,OP003007,L013437,2024-11-08,5724.21
REV001788,OP003008,L013438,2025-01-31,5399.24
REV001789,OP003010,L013441,2025-09-12,501.38
REV001790,OP003011,L013446,2026-01-24,1118.15
REV001791,OP003012,L013459,2024-02-12,3728.77
REV001792,OP003015,L013480,2024-08-12,250.0
REV001793,OP003017,L013492,2025-02-16,3950.58
REV001794,OP003019,L013497,2026-09-06,1798.03
REV001795,OP003021,L013501,2024-10-31,4815.01
REV001796,OP003022,L013502,2025-12-27,2026.42
REV001797,OP003023,L013509,2025-12-03,1561.49
REV001798,OP003027,L013519,2026-10-09,2383.2
REV001799,OP003029,L013530,2024-05-18,5704.03
REV001800,OP003030,L013533,2026-05-21,4518.82
REV001801,OP003032,L013538,2025-03-07,18088.46
REV001802,OP003033,L013541,2025-06-21,552.48
REV001803,OP003034,L013542,2024-05-05,1039.63
REV001804,OP003035,L013544,2024-04-22,4519.08
REV001805,OP003038,L013552,2025-05-19,2596.3
REV001806,OP003040,L013575,2026-09-10,2380.84
REV001807,OP003044,L013583,2025-05-02,6713.52
REV001808,OP003047,L013603,2024-01-29,6028.81
REV001809,OP003049,L013623,2025-02-14,347.65
REV001810,OP003051,L013640,2024-04-14,1124.13
REV001811,OP003052,L013642,2025-07-03,2899.7
REV001812,OP003053,L013643,2025-09-26,2054.82
REV001813,OP003054,L013645,2026-08-30,1908.49
REV001814,OP003055,L013648,2025-11-12,1193.15
REV001815,OP003056,L013651,2026-08-02,1220.5
REV001816,OP003057,L013656,2024-11-11,1432.82
REV001817,OP003061,L013670,2025-02-13,753.6
REV001818,OP003062,L013674,2026-02-12,1386.36
REV001819,OP003064,L013680,2025-04-13,15622.38
REV001820,OP003066,L013685,2025-07-03,695.86
REV001821,OP003068,L013692,2024-02-25,316.5
REV001822,OP003070,L013699,2026-03-18,9747.18
REV001823,OP003072,L013704,2026-06-17,6775.23
REV001824,OP003074,L013714,2024-07-30,2745.47
REV001825,OP003076,L013720,2026-03-30,25473.37
REV001826,OP003079,L013740,2026-03-19,4501.79
REV001827,OP003080,L013746,2024-06-09,913.29
REV001828,OP003082,L013749,2025-05-28,1498.34
REV001829,OP003084,L013751,2024-02-06,5472.17
REV001830,OP003085,L013757,2025-09-07,345.67
REV001831,OP003086,L013764,2026-04-08,3349.67
REV001832,OP003089,L013768,2025-02-28,8040.94
REV001833,OP003090,L013773,2025-08-12,13479.52
REV001834,OP003094,L013790,2025-06-01,2805.27
REV001835,OP003096,L013796,2024-04-03,20884.18
REV001836,OP003097,L013801,2026-08-21,11566.17
REV001837,OP003098,L013807,2026-03-19,4861.79
REV001838,OP003099,L013814,2024-03-26,5041.84
REV001839,OP003102,L013833,2024-10-02,10502.7
REV001840,OP003106,L013843,2024-02-14,1599.52
REV001841,OP003107,L013846,2025-02-26,5073.76
REV001842,OP003110,L013865,2024-10-11,938.37
REV001843,OP003111,L013867,2025-02-21,6552.88
REV001844,OP003113,L013873,2025-03-06,608.4
REV001845,OP003114,L013874,2026-08-31,3602.19
REV001846,OP003115,L013880,2025-04-24,444.47
REV001847,OP003116,L013881,2024-09-30,971.68
REV001848,OP003117,L013885,2024-04-05,9335.66
REV001849,OP003120,L013896,2024-11-14,13889.94
REV001850,OP003121,L013899,2026-10-06,5765.09
REV001851,OP003124,L013907,2024-07-12,20221.55
REV001852,OP003130,L013940,2026-04-21,1421.18
REV001853,OP003132,L013964,2026-06-12,5340.79
REV001854,OP003134,L013976,2024-06-04,1101.33
REV001855,OP003135,L013979,2026-10-06,3389.43
REV001856,OP003136,L013981,2024-07-08,13486.23
REV001857,OP003140,L014023,2026-03-10,2163.24
REV001858,OP003142,L014026,2025-06-26,4501.44
REV001859,OP003143,L014032,2026-09-19,7385.92
REV001860,OP003144,L014036,2025-11-21,818.2
REV001861,OP003147,L014043,2026-09-12,651.91
REV001862,OP003148,L014044,2025-12-08,2043.49
REV001863,OP003149,L014048,2025-11-30,1750.26
REV001864,OP003150,L014053,2024-10-20,2301.86
REV001865,OP003151,L014054,2026-07-29,9643.65
REV001866,OP003152,L014057,2026-01-29,3421.18
REV001867,OP003154,L014064,2025-07-19,464.53
REV001868,OP003155,L014071,2026-02-23,1645.31
REV001869,OP003156,L014072,2024-07-11,1850.7
REV001870,OP003157,L014075,2024-11-08,1666.44
REV001871,OP003158,L014076,2026-01-27,2155.92
REV001872,OP003159,L014077,2025-05-20,24334.09
REV001873,OP003160,L014080,2026-08-06,1130.56
REV001874,OP003162,L014090,2024-12-19,13132.85
REV001875,OP003164,L014095,2024-11-06,2184.67
REV001876,OP003165,L014096,2024-05-06,7929.28
REV001877,OP003166,L014099,2024-06-18,7237.68
REV001878,OP003167,L014101,2024-12-27,2412.42
REV001879,OP003168,L014103,2026-05-03,4617.65
REV001880,OP003169,L014104,2025-03-22,910.86
REV001881,OP003171,L014116,2026-08-05,5498.47
REV001882,OP003172,L014122,2025-09-07,960.96
REV001883,OP003173,L014128,2024-11-08,4265.57
REV001884,OP003174,L014134,2024-11-28,2893.75
REV001885,OP003175,L014138,2026-03-06,505.23
REV001886,OP003176,L014140,2025-02-14,6703.29
REV001887,OP003178,L014147,2026-08-31,1096.61
REV001888,OP003179,L014148,2024-09-21,5896.41
REV001889,OP003185,L014179,2024-03-07,4730.79
REV001890,OP003187,L014196,2024-12-07,9407.89
REV001891,OP003189,L014204,2025-03-09,2151.58
REV001892,OP003190,L014206,2025-12-17,1342.48
REV001893,OP003191,L014208,2025-03-25,3339.98
REV001894,OP003192,L014216,2024-12-20,1579.78
REV001895,OP003195,L014227,2025-05-09,763.94
REV001896,OP003196,L014235,2024-05-03,4052.9
REV001897,OP003202,L014272,2024-01-29,4994.36
REV001898,OP003204,L014276,2026-01-16,1010.59
REV001899,OP003206,L014282,2025-01-20,2335.6
REV001900,OP003207,L014288,2024-11-03,2058.19
REV001901,OP003208,L014289,2025-08-17,2939.9
REV001902,OP003209,L014300,2025-08-18,1114.96
REV001903,OP003211,L014310,2024-04-14,1706.2
REV001904,OP003215,L014331,2026-03-02,3800.05
REV001905,OP003216,L014333,2024-04-13,31227.67
REV001906,OP003218,L014336,2026-04-12,2711.96
REV001907,OP003221,L014360,2026-07-31,3240.33
REV001908,OP003222,L014362,2025-09-07,837.18
REV001909,OP003225,L014374,2025-04-07,4176.99
REV001910,OP003226,L014375,2024-11-22,36173.51
REV001911,OP003229,L014401,2025-01-16,556.38
REV001912,OP003230,L014406,2025-02-24,2570.84
REV001913,OP003231,L014414,2024-02-29,3272.79
REV001914,OP003232,L014422,2025-05-31,2438.66
REV001915,OP003233,L014425,2025-12-28,1530.8
REV001916,OP003234,L014428,2026-04-26,1473.5
REV001917,OP003236,L014433,2025-10-08,2350.54
REV001918,OP003238,L014439,2026-08-04,6855.22
REV001919,OP003239,L014446,2026-09-07,2368.26
REV001920,OP003240,L014447,2025-10-22,25028.02
REV001921,OP003241,L014452,2025-03-14,3678.23
REV001922,OP003242,L014454,2026-05-09,4858.54
REV001923,OP003243,L014458,2024-11-09,2695.92
REV001924,OP003245,L014475,2026-04-20,4836.46
REV001925,OP003247,L014489,2025-10-14,3484.22
REV001926,OP003249,L014502,2025-05-23,22585.26
REV001927,OP003250,L014505,2026-03-17,6702.97
REV001928,OP003251,L014506,2026-02-16,9601.32
REV001929,OP003253,L014510,2026-01-30,4470.04
